module;category;difficulty;question;prompt;image_url;figure_data;options;answer;explanation;hint;is_active
psychotechnique;raisonnement_spatial;Moyenne;Un cube 4×4×4 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 4}";"[{""key"": ""A"", ""label"": ""24""}, {""key"": ""B"", ""label"": ""24""}, {""key"": ""C"", ""label"": ""8""}, {""key"": ""D"", ""label"": ""64""}]";A;Un cube possède 12 arêtes. Sur chaque arête d'un cube 4×4×4, les cubes avec exactement deux faces peintes sont les 2 cubes hors sommets. On calcule donc 12 × (4-2) = 24.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Difficile;Quelle forme principale observe-t-on pour un cylindre droit vu de face ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""cylindre droit vu de face""}";"[{""key"": ""A"", ""label"": ""rectangle""}, {""key"": ""B"", ""label"": ""hexagone""}, {""key"": ""C"", ""label"": ""cercle""}, {""key"": ""D"", ""label"": ""triangle""}]";A;La transformation mentale demandée est une projection visuelle. Pour un cylindre droit vu de face, la forme principale obtenue est « rectangle ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Facile;Quel cube obtient-on en pliant ce patron ?;Le patron de cube est décrit par six faces distinctes.;;"{""type"": ""cube_net"", ""layout"": ""L"", ""faces"": {""top"": ""⚑"", ""bottom"": ""✚"", ""left"": ""☐"", ""right"": ""◇"", ""front"": ""○"", ""back"": ""△""}}";"[{""key"": ""A"", ""label"": ""Dessus ⚑ / face △ / droite ◇"", ""folded"": {""description"": ""Dessus ⚑ / face △ / droite ◇""}}, {""key"": ""B"", ""label"": ""Dessus ✚ / face ○ / droite ◇"", ""folded"": {""description"": ""Dessus ✚ / face ○ / droite ◇""}}, {""key"": ""C"", ""label"": ""Dessus ⚑ / face ○ / droite ◇"", ""folded"": {""description"": ""Dessus ⚑ / face ○ / droite ◇""}}, {""key"": ""D"", ""label"": ""Dessus ⚑ / face ○ / droite ☐"", ""folded"": {""description"": ""Dessus ⚑ / face ○ / droite ☐""}}]";C;Il faut plier mentalement le patron en conservant les oppositions de faces. Les faces visibles retenues sont le dessus, la face avant et la face droite. Le piège consiste à confondre une face opposée avec une face adjacente.;Repérer d'abord les faces opposées.;true
psychotechnique;raisonnement_spatial;Moyenne;Un cube 4×4×4 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 4}";"[{""key"": ""A"", ""label"": ""64""}, {""key"": ""B"", ""label"": ""24""}, {""key"": ""C"", ""label"": ""8""}, {""key"": ""D"", ""label"": ""24""}]";B;Un cube possède 12 arêtes. Sur chaque arête d'un cube 4×4×4, les cubes avec exactement deux faces peintes sont les 2 cubes hors sommets. On calcule donc 12 × (4-2) = 24.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Difficile;Quelle forme principale observe-t-on pour un pyramide à base carrée vue de dessus ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""pyramide à base carrée vue de dessus""}";"[{""key"": ""A"", ""label"": ""rectangle seul""}, {""key"": ""B"", ""label"": ""cercle""}, {""key"": ""C"", ""label"": ""carré""}, {""key"": ""D"", ""label"": ""pentagone""}]";C;La transformation mentale demandée est une projection visuelle. Pour un pyramide à base carrée vue de dessus, la forme principale obtenue est « carré ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Facile;Un cube 3×3×3 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 3}";"[{""key"": ""A"", ""label"": ""8""}, {""key"": ""B"", ""label"": ""27""}, {""key"": ""C"", ""label"": ""6""}, {""key"": ""D"", ""label"": ""12""}]";D;Un cube possède 12 arêtes. Sur chaque arête d'un cube 3×3×3, les cubes avec exactement deux faces peintes sont les 1 cubes hors sommets. On calcule donc 12 × (3-2) = 12.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Moyenne;Quel cube obtient-on en pliant ce patron ?;Le patron de cube est décrit par six faces distinctes.;;"{""type"": ""cube_net"", ""layout"": ""cross"", ""faces"": {""top"": ""A"", ""bottom"": ""B"", ""left"": ""C"", ""right"": ""D"", ""front"": ""E"", ""back"": ""F""}}";"[{""key"": ""A"", ""label"": ""Dessus A / face E / droite D"", ""folded"": {""description"": ""Dessus A / face E / droite D""}}, {""key"": ""B"", ""label"": ""Dessus A / face E / droite C"", ""folded"": {""description"": ""Dessus A / face E / droite C""}}, {""key"": ""C"", ""label"": ""Dessus A / face F / droite D"", ""folded"": {""description"": ""Dessus A / face F / droite D""}}, {""key"": ""D"", ""label"": ""Dessus B / face E / droite D"", ""folded"": {""description"": ""Dessus B / face E / droite D""}}]";A;Il faut plier mentalement le patron en conservant les oppositions de faces. Les faces visibles retenues sont le dessus, la face avant et la face droite. Le piège consiste à confondre une face opposée avec une face adjacente.;Repérer d'abord les faces opposées.;true
psychotechnique;raisonnement_spatial;Difficile;Un cube 5×5×5 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 5}";"[{""key"": ""A"", ""label"": ""54""}, {""key"": ""B"", ""label"": ""36""}, {""key"": ""C"", ""label"": ""125""}, {""key"": ""D"", ""label"": ""8""}]";B;Un cube possède 12 arêtes. Sur chaque arête d'un cube 5×5×5, les cubes avec exactement deux faces peintes sont les 3 cubes hors sommets. On calcule donc 12 × (5-2) = 36.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Facile;Quelle forme principale observe-t-on pour un pyramide à base carrée vue de dessus ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""pyramide à base carrée vue de dessus""}";"[{""key"": ""A"", ""label"": ""carré""}, {""key"": ""B"", ""label"": ""pentagone""}, {""key"": ""C"", ""label"": ""rectangle seul""}, {""key"": ""D"", ""label"": ""cercle""}]";A;La transformation mentale demandée est une projection visuelle. Pour un pyramide à base carrée vue de dessus, la forme principale obtenue est « carré ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Moyenne;Quelle forme principale observe-t-on pour un cylindre droit vu de face ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""cylindre droit vu de face""}";"[{""key"": ""A"", ""label"": ""cercle""}, {""key"": ""B"", ""label"": ""rectangle""}, {""key"": ""C"", ""label"": ""triangle""}, {""key"": ""D"", ""label"": ""hexagone""}]";B;La transformation mentale demandée est une projection visuelle. Pour un cylindre droit vu de face, la forme principale obtenue est « rectangle ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Difficile;Un cube 4×4×4 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 4}";"[{""key"": ""A"", ""label"": ""8""}, {""key"": ""B"", ""label"": ""64""}, {""key"": ""C"", ""label"": ""24""}, {""key"": ""D"", ""label"": ""24""}]";C;Un cube possède 12 arêtes. Sur chaque arête d'un cube 4×4×4, les cubes avec exactement deux faces peintes sont les 2 cubes hors sommets. On calcule donc 12 × (4-2) = 24.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Facile;Quelle forme principale observe-t-on pour un cône vu de face ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""cône vu de face""}";"[{""key"": ""A"", ""label"": ""losange""}, {""key"": ""B"", ""label"": ""triangle""}, {""key"": ""C"", ""label"": ""rectangle""}, {""key"": ""D"", ""label"": ""carré""}]";B;La transformation mentale demandée est une projection visuelle. Pour un cône vu de face, la forme principale obtenue est « triangle ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Moyenne;Quelle forme principale observe-t-on pour un cône vu de face ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""cône vu de face""}";"[{""key"": ""A"", ""label"": ""rectangle""}, {""key"": ""B"", ""label"": ""carré""}, {""key"": ""C"", ""label"": ""triangle""}, {""key"": ""D"", ""label"": ""losange""}]";C;La transformation mentale demandée est une projection visuelle. Pour un cône vu de face, la forme principale obtenue est « triangle ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Difficile;Combien de faces possède un prisme triangulaire ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""8 faces""}, {""key"": ""B"", ""label"": ""5 faces""}, {""key"": ""C"", ""label"": ""4 faces""}, {""key"": ""D"", ""label"": ""6 faces""}]";B;On compte les faces planes du solide prisme triangulaire. La bonne réponse est 5 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Facile;Combien de faces possède un tétraèdre régulier ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""12 faces""}, {""key"": ""B"", ""label"": ""4 faces""}, {""key"": ""C"", ""label"": ""8 faces""}, {""key"": ""D"", ""label"": ""6 faces""}]";B;On compte les faces planes du solide tétraèdre régulier. La bonne réponse est 4 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Moyenne;Combien de faces possède un prisme triangulaire ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""6 faces""}, {""key"": ""B"", ""label"": ""4 faces""}, {""key"": ""C"", ""label"": ""5 faces""}, {""key"": ""D"", ""label"": ""8 faces""}]";C;On compte les faces planes du solide prisme triangulaire. La bonne réponse est 5 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Difficile;Quelle forme principale observe-t-on pour un pyramide à base carrée vue de dessus ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""pyramide à base carrée vue de dessus""}";"[{""key"": ""A"", ""label"": ""pentagone""}, {""key"": ""B"", ""label"": ""carré""}, {""key"": ""C"", ""label"": ""rectangle seul""}, {""key"": ""D"", ""label"": ""cercle""}]";B;La transformation mentale demandée est une projection visuelle. Pour un pyramide à base carrée vue de dessus, la forme principale obtenue est « carré ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Facile;Un cube 5×5×5 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 5}";"[{""key"": ""A"", ""label"": ""36""}, {""key"": ""B"", ""label"": ""54""}, {""key"": ""C"", ""label"": ""8""}, {""key"": ""D"", ""label"": ""125""}]";A;Un cube possède 12 arêtes. Sur chaque arête d'un cube 5×5×5, les cubes avec exactement deux faces peintes sont les 3 cubes hors sommets. On calcule donc 12 × (5-2) = 36.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Moyenne;Combien de faces possède un tétraèdre régulier ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""12 faces""}, {""key"": ""B"", ""label"": ""8 faces""}, {""key"": ""C"", ""label"": ""6 faces""}, {""key"": ""D"", ""label"": ""4 faces""}]";D;On compte les faces planes du solide tétraèdre régulier. La bonne réponse est 4 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Difficile;Combien de faces possède un prisme triangulaire ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""5 faces""}, {""key"": ""B"", ""label"": ""4 faces""}, {""key"": ""C"", ""label"": ""8 faces""}, {""key"": ""D"", ""label"": ""6 faces""}]";A;On compte les faces planes du solide prisme triangulaire. La bonne réponse est 5 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Facile;Un cube 3×3×3 est peint puis découpé. Combien de petits cubes ont exactement 2 faces peintes ?;Les petits cubes avec exactement deux faces peintes sont sur les arêtes, hors sommets.;;"{""type"": ""painted_cube"", ""size"": 3}";"[{""key"": ""A"", ""label"": ""12""}, {""key"": ""B"", ""label"": ""27""}, {""key"": ""C"", ""label"": ""6""}, {""key"": ""D"", ""label"": ""8""}]";A;Un cube possède 12 arêtes. Sur chaque arête d'un cube 3×3×3, les cubes avec exactement deux faces peintes sont les 1 cubes hors sommets. On calcule donc 12 × (3-2) = 12.;Compter les cubes d'arête sans les coins.;true
psychotechnique;raisonnement_spatial;Moyenne;Combien de faces possède un cube ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""12 faces""}, {""key"": ""B"", ""label"": ""8 faces""}, {""key"": ""C"", ""label"": ""6 faces""}, {""key"": ""D"", ""label"": ""4 faces""}]";C;On compte les faces planes du solide cube. La bonne réponse est 6 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Difficile;Quelle forme principale observe-t-on pour un cylindre droit vu de face ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""cylindre droit vu de face""}";"[{""key"": ""A"", ""label"": ""hexagone""}, {""key"": ""B"", ""label"": ""cercle""}, {""key"": ""C"", ""label"": ""rectangle""}, {""key"": ""D"", ""label"": ""triangle""}]";C;La transformation mentale demandée est une projection visuelle. Pour un cylindre droit vu de face, la forme principale obtenue est « rectangle ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Moyenne;Combien de faces possède un cube ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""4 faces""}, {""key"": ""B"", ""label"": ""12 faces""}, {""key"": ""C"", ""label"": ""8 faces""}, {""key"": ""D"", ""label"": ""6 faces""}]";D;On compte les faces planes du solide cube. La bonne réponse est 6 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Difficile;Quelle forme principale observe-t-on pour un pyramide à base carrée vue de dessus ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""pyramide à base carrée vue de dessus""}";"[{""key"": ""A"", ""label"": ""pentagone""}, {""key"": ""B"", ""label"": ""cercle""}, {""key"": ""C"", ""label"": ""rectangle seul""}, {""key"": ""D"", ""label"": ""carré""}]";D;La transformation mentale demandée est une projection visuelle. Pour un pyramide à base carrée vue de dessus, la forme principale obtenue est « carré ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Facile;Combien de faces possède un cube ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""12 faces""}, {""key"": ""B"", ""label"": ""6 faces""}, {""key"": ""C"", ""label"": ""8 faces""}, {""key"": ""D"", ""label"": ""4 faces""}]";B;On compte les faces planes du solide cube. La bonne réponse est 6 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Moyenne;Quelle forme principale observe-t-on pour un cylindre droit vu de face ?;Il faut imaginer la projection du solide selon l'angle indiqué.;;"{""type"": ""view"", ""solid"": ""cylindre droit vu de face""}";"[{""key"": ""A"", ""label"": ""hexagone""}, {""key"": ""B"", ""label"": ""triangle""}, {""key"": ""C"", ""label"": ""cercle""}, {""key"": ""D"", ""label"": ""rectangle""}]";D;La transformation mentale demandée est une projection visuelle. Pour un cylindre droit vu de face, la forme principale obtenue est « rectangle ». Le piège est de répondre avec la forme de la base alors que la question précise l'angle de vue.;Identifier l'angle de vue.;true
psychotechnique;raisonnement_spatial;Facile;Combien de faces possède un cube ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""6 faces""}, {""key"": ""B"", ""label"": ""12 faces""}, {""key"": ""C"", ""label"": ""4 faces""}, {""key"": ""D"", ""label"": ""8 faces""}]";A;On compte les faces planes du solide cube. La bonne réponse est 6 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
psychotechnique;raisonnement_spatial;Moyenne;Combien de faces possède un tétraèdre régulier ?;Question de propriétés géométriques des solides.;;;"[{""key"": ""A"", ""label"": ""4 faces""}, {""key"": ""B"", ""label"": ""12 faces""}, {""key"": ""C"", ""label"": ""8 faces""}, {""key"": ""D"", ""label"": ""6 faces""}]";A;On compte les faces planes du solide tétraèdre régulier. La bonne réponse est 4 faces, car chaque face correspond à une surface plane visible ou cachée. Le piège est de confondre faces, arêtes et sommets.;Distinguer face, arête et sommet.;true
