module;category;difficulty;question;prompt;image_url;figure_data;transformation_type;options;answer;explanation;hint;is_active
psychotechnique;rotations_symetries;Difficile;Que donne la rotation indiquée pour un carré ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""1 rotation""}, {""key"": ""B"", ""label"": ""2 rotations""}, {""key"": ""C"", ""label"": ""4 rotations""}, {""key"": ""D"", ""label"": ""8 rotations""}]";C;La transformation est une rotation. Pour un carré, la réponse correcte est « 4 rotations » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Combien d'axes de symétrie possède un rectangle non carré ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""0""}, {""key"": ""B"", ""label"": ""4""}, {""key"": ""C"", ""label"": ""1""}, {""key"": ""D"", ""label"": ""2""}]";D;La transformation étudiée est la symétrie axiale. Un rectangle non carré possède 2 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Moyenne;Que donne la rotation indiquée pour le chiffre 8 ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""il disparaît""}, {""key"": ""B"", ""label"": ""il devient 6""}, {""key"": ""C"", ""label"": ""il devient 3""}, {""key"": ""D"", ""label"": ""il reste identique""}]";D;La transformation est une rotation. Pour le chiffre 8, la réponse correcte est « il reste identique » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Que donne la rotation indiquée pour une rotation de 360° ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""une symétrie verticale""}, {""key"": ""B"", ""label"": ""un quart de tour""}, {""key"": ""C"", ""label"": ""une figure inversée""}, {""key"": ""D"", ""label"": ""la figure initiale""}]";D;La transformation est une rotation. Pour une rotation de 360°, la réponse correcte est « la figure initiale » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Que donne la rotation indiquée pour une rotation de 360° ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""une figure inversée""}, {""key"": ""B"", ""label"": ""un quart de tour""}, {""key"": ""C"", ""label"": ""la figure initiale""}, {""key"": ""D"", ""label"": ""une symétrie verticale""}]";C;La transformation est une rotation. Pour une rotation de 360°, la réponse correcte est « la figure initiale » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Moyenne;Que donne la rotation indiquée pour une rotation de 360° ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""une symétrie verticale""}, {""key"": ""B"", ""label"": ""la figure initiale""}, {""key"": ""C"", ""label"": ""une figure inversée""}, {""key"": ""D"", ""label"": ""un quart de tour""}]";B;La transformation est une rotation. Pour une rotation de 360°, la réponse correcte est « la figure initiale » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Une rotation de 180° autour d'un point équivaut à quelle transformation ?;On compare deux transformations géométriques classiques.;;;symétrie centrale;"[{""key"": ""A"", ""label"": ""symétrie centrale""}, {""key"": ""B"", ""label"": ""homothétie""}, {""key"": ""C"", ""label"": ""symétrie axiale""}, {""key"": ""D"", ""label"": ""translation simple""}]";A;La transformation est une rotation de 180°. En géométrie plane, une rotation de 180° autour d'un centre correspond à une symétrie centrale. Le piège est de répondre symétrie axiale, qui inverse par rapport à une droite et non par rapport à un point.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Combien d'axes de symétrie possède un triangle équilatéral ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""3""}, {""key"": ""B"", ""label"": ""4""}, {""key"": ""C"", ""label"": ""2""}, {""key"": ""D"", ""label"": ""1""}]";A;La transformation étudiée est la symétrie axiale. Un triangle équilatéral possède 3 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Moyenne;Que donne la rotation indiquée pour le chiffre 8 ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""il reste identique""}, {""key"": ""B"", ""label"": ""il devient 3""}, {""key"": ""C"", ""label"": ""il disparaît""}, {""key"": ""D"", ""label"": ""il devient 6""}]";A;La transformation est une rotation. Pour le chiffre 8, la réponse correcte est « il reste identique » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Que donne la rotation indiquée pour un carré ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""2 rotations""}, {""key"": ""B"", ""label"": ""4 rotations""}, {""key"": ""C"", ""label"": ""1 rotation""}, {""key"": ""D"", ""label"": ""8 rotations""}]";B;La transformation est une rotation. Pour un carré, la réponse correcte est « 4 rotations » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Combien d'axes de symétrie possède un hexagone régulier ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""3""}, {""key"": ""B"", ""label"": ""6""}, {""key"": ""C"", ""label"": ""4""}, {""key"": ""D"", ""label"": ""8""}]";B;La transformation étudiée est la symétrie axiale. Un hexagone régulier possède 6 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Moyenne;Que donne la rotation indiquée pour un carré ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""8 rotations""}, {""key"": ""B"", ""label"": ""1 rotation""}, {""key"": ""C"", ""label"": ""2 rotations""}, {""key"": ""D"", ""label"": ""4 rotations""}]";D;La transformation est une rotation. Pour un carré, la réponse correcte est « 4 rotations » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Combien d'axes de symétrie possède un triangle équilatéral ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""4""}, {""key"": ""B"", ""label"": ""3""}, {""key"": ""C"", ""label"": ""1""}, {""key"": ""D"", ""label"": ""2""}]";B;La transformation étudiée est la symétrie axiale. Un triangle équilatéral possède 3 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Combien d'axes de symétrie possède un carré ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""2""}, {""key"": ""B"", ""label"": ""0""}, {""key"": ""C"", ""label"": ""1""}, {""key"": ""D"", ""label"": ""4""}]";D;La transformation étudiée est la symétrie axiale. Un carré possède 4 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Moyenne;Combien d'axes de symétrie possède un triangle équilatéral ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""4""}, {""key"": ""B"", ""label"": ""2""}, {""key"": ""C"", ""label"": ""3""}, {""key"": ""D"", ""label"": ""1""}]";C;La transformation étudiée est la symétrie axiale. Un triangle équilatéral possède 3 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Combien d'axes de symétrie possède un hexagone régulier ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""3""}, {""key"": ""B"", ""label"": ""4""}, {""key"": ""C"", ""label"": ""6""}, {""key"": ""D"", ""label"": ""8""}]";C;La transformation étudiée est la symétrie axiale. Un hexagone régulier possède 6 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Combien d'axes de symétrie possède un hexagone régulier ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""6""}, {""key"": ""B"", ""label"": ""4""}, {""key"": ""C"", ""label"": ""8""}, {""key"": ""D"", ""label"": ""3""}]";A;La transformation étudiée est la symétrie axiale. Un hexagone régulier possède 6 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Combien d'axes de symétrie possède un rectangle non carré ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""1""}, {""key"": ""B"", ""label"": ""4""}, {""key"": ""C"", ""label"": ""2""}, {""key"": ""D"", ""label"": ""0""}]";C;La transformation étudiée est la symétrie axiale. Un rectangle non carré possède 2 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Facile;Que donne la rotation indiquée pour un carré ?;Analyse d'une rotation autour du centre de la figure.;;;rotation;"[{""key"": ""A"", ""label"": ""4 rotations""}, {""key"": ""B"", ""label"": ""8 rotations""}, {""key"": ""C"", ""label"": ""2 rotations""}, {""key"": ""D"", ""label"": ""1 rotation""}]";A;La transformation est une rotation. Pour un carré, la réponse correcte est « 4 rotations » car la figure conserve ou retrouve cette configuration après l'angle indiqué. Le piège est de confondre rotation et symétrie miroir.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Combien d'axes de symétrie possède un rectangle non carré ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""2""}, {""key"": ""B"", ""label"": ""0""}, {""key"": ""C"", ""label"": ""1""}, {""key"": ""D"", ""label"": ""4""}]";A;La transformation étudiée est la symétrie axiale. Un rectangle non carré possède 2 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Difficile;Combien d'axes de symétrie possède un triangle équilatéral ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""1""}, {""key"": ""B"", ""label"": ""2""}, {""key"": ""C"", ""label"": ""4""}, {""key"": ""D"", ""label"": ""3""}]";D;La transformation étudiée est la symétrie axiale. Un triangle équilatéral possède 3 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
psychotechnique;rotations_symetries;Moyenne;Combien d'axes de symétrie possède un carré ?;On compte les axes qui superposent exactement la figure sur elle-même.;;;symétrie axiale;"[{""key"": ""A"", ""label"": ""4""}, {""key"": ""B"", ""label"": ""1""}, {""key"": ""C"", ""label"": ""0""}, {""key"": ""D"", ""label"": ""2""}]";A;La transformation étudiée est la symétrie axiale. Un carré possède 4 axe(s) de symétrie car seuls ces axes partagent la figure en deux parties superposables. Le piège est de compter des diagonales ou des médianes qui ne conservent pas toujours la figure.;Identifier d'abord le type de transformation.;true
