module;category;difficulty;question;prompt;stimulus;options;answer;explanation;hint;is_active
psychotechnique;concentration;Moyenne;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;25293113765328837544783;"[""2"", ""5"", ""4"", ""3""]";3;Le chiffre « 5 » apparaît aux positions [2, 11, 18], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-217-AC-72;Comparez les propositions au modèle.;"[""PV-217-AC-73"", ""PV 217-AC-72"", ""PV-217-AC-72"", ""VP-217-AC-72""]";PV-217-AC-72;La séquence correcte est « PV-217-AC-72 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;5412631588987116181293952;"[""5"", ""2"", ""4"", ""3""]";3;Le chiffre « 9 » apparaît aux positions [11, 21, 23], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F H M J L;"[""M"", ""D"", ""L"", ""B""]";M;L'intrus est « M » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 4 » contient la suite ?;Comptez uniquement le chiffre demandé.;823227267933678782691;"[""-3"", ""0"", ""1"", ""2""]";0;Le chiffre « 4 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de fois la lettre « A » apparaît-elle dans cette phrase, majuscule ou minuscule ?;Comptez attentivement chaque occurrence.;Aucune anomalie apparente avant appel au standard administratif.;"[""14"", ""13"", ""12"", ""15""]";13;La lettre « A » apparaît aux positions [1, 8, 12, 17, 20, 27, 29, 33, 39, 44, 47, 51, 60], soit 13 occurrence(s). Les distracteurs correspondent à un oubli ou à un comptage en trop. La bonne méthode consiste à balayer la phrase par petits groupes de mots.;Balayer lentement de gauche à droite.;true
psychotechnique;concentration;Moyenne;Combien de fois la lettre « A » apparaît-elle dans cette phrase, majuscule ou minuscule ?;Comptez attentivement chaque occurrence.;Le rapport relate rapidement la remarque relevée par la patrouille.;"[""9"", ""7"", ""8"", ""10""]";8;La lettre « A » apparaît aux positions [5, 15, 20, 31, 36, 51, 55, 58], soit 8 occurrence(s). Les distracteurs correspondent à un oubli ou à un comptage en trop. La bonne méthode consiste à balayer la phrase par petits groupes de mots.;Balayer lentement de gauche à droite.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;4258958117875323762371;"[""4"", ""2"", ""3"", ""5""]";3;Le chiffre « 3 » apparaît aux positions [14, 16, 20], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-646-BA-85;Comparez les propositions au modèle.;"[""PV 646-BA-85"", ""VP-646-BA-85"", ""PV-646-BA-86"", ""PV-646-BA-85""]";PV-646-BA-85;La séquence correcte est « PV-646-BA-85 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;2437356368486767751776;"[""6"", ""7"", ""5"", ""8""]";6;Le chiffre « 7 » apparaît aux positions [4, 14, 16, 17, 20, 21], soit 6 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F M H J L;"[""D"", ""L"", ""B"", ""M""]";M;L'intrus est « M » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Facile;Combien de fois la lettre « R » apparaît-elle dans cette phrase, majuscule ou minuscule ?;Comptez attentivement chaque occurrence.;Aucune anomalie apparente avant appel au standard administratif.;"[""2"", ""3"", ""5"", ""4""]";3;La lettre « R » apparaît aux positions [21, 48, 59], soit 3 occurrence(s). Les distracteurs correspondent à un oubli ou à un comptage en trop. La bonne méthode consiste à balayer la phrase par petits groupes de mots.;Balayer lentement de gauche à droite.;true
psychotechnique;concentration;Moyenne;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F K H J L;"[""K"", ""L"", ""B"", ""D""]";K;L'intrus est « K » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Difficile;Combien de fois la lettre « E » apparaît-elle dans cette phrase, majuscule ou minuscule ?;Comptez attentivement chaque occurrence.;Aucune anomalie apparente avant appel au standard administratif.;"[""6"", ""5"", ""4"", ""7""]";5;La lettre « E » apparaît aux positions [6, 15, 22, 25, 36], soit 5 occurrence(s). Les distracteurs correspondent à un oubli ou à un comptage en trop. La bonne méthode consiste à balayer la phrase par petits groupes de mots.;Balayer lentement de gauche à droite.;true
psychotechnique;concentration;Facile;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;219257846837629839746711822814;"[""3"", ""4"", ""2"", ""1""]";2;Le chiffre « 3 » apparaît aux positions [11, 17], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-456-AB-63;Comparez les propositions au modèle.;"[""PV-456-AB-63"", ""PV-456-AB-64"", ""VP-456-AB-63"", ""PV 456-AB-63""]";PV-456-AB-63;La séquence correcte est « PV-456-AB-63 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;7393676233681698286262372519;"[""4"", ""2"", ""5"", ""3""]";3;Le chiffre « 7 » apparaît aux positions [1, 6, 24], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D P F H J L;"[""B"", ""D"", ""P"", ""L""]";P;L'intrus est « P » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-752-AB-85;Comparez les propositions au modèle.;"[""PV-752-AB-85"", ""PV-752-AB-86"", ""VP-752-AB-85"", ""PV 752-AB-85""]";PV-752-AB-85;La séquence correcte est « PV-752-AB-85 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F H K J L;"[""L"", ""D"", ""B"", ""K""]";K;L'intrus est « K » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Facile;Combien de fois la lettre « E » apparaît-elle dans cette phrase, majuscule ou minuscule ?;Comptez attentivement chaque occurrence.;Le rapport relate rapidement la remarque relevée par la patrouille.;"[""13"", ""11"", ""12"", ""10""]";11;La lettre « E » apparaît aux positions [2, 13, 17, 24, 26, 34, 40, 43, 45, 48, 66], soit 11 occurrence(s). Les distracteurs correspondent à un oubli ou à un comptage en trop. La bonne méthode consiste à balayer la phrase par petits groupes de mots.;Balayer lentement de gauche à droite.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;826688871995562522252323235645;"[""3"", ""1"", ""2"", ""0""]";1;Le chiffre « 7 » apparaît aux positions [8], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-804-CA-89;Comparez les propositions au modèle.;"[""PV-804-CA-89"", ""VP-804-CA-89"", ""PV 804-CA-89"", ""PV-804-CA-80""]";PV-804-CA-89;La séquence correcte est « PV-804-CA-89 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-807-BA-53;Comparez les propositions au modèle.;"[""PV 807-BA-53"", ""PV-807-BA-53"", ""PV-807-BA-54"", ""VP-807-BA-53""]";PV-807-BA-53;La séquence correcte est « PV-807-BA-53 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-873-AB-64;Comparez les propositions au modèle.;"[""PV-873-AB-64"", ""VP-873-AB-64"", ""PV-873-AB-65"", ""PV 873-AB-64""]";PV-873-AB-64;La séquence correcte est « PV-873-AB-64 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B K D F H J L;"[""B"", ""K"", ""D"", ""L""]";K;L'intrus est « K » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-897-AB-24;Comparez les propositions au modèle.;"[""VP-897-AB-24"", ""PV 897-AB-24"", ""PV-897-AB-24"", ""PV-897-AB-25""]";PV-897-AB-24;La séquence correcte est « PV-897-AB-24 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-579-AC-72;Comparez les propositions au modèle.;"[""PV 579-AC-72"", ""VP-579-AC-72"", ""PV-579-AC-73"", ""PV-579-AC-72""]";PV-579-AC-72;La séquence correcte est « PV-579-AC-72 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-896-BA-42;Comparez les propositions au modèle.;"[""PV-896-BA-43"", ""PV 896-BA-42"", ""VP-896-BA-42"", ""PV-896-BA-42""]";PV-896-BA-42;La séquence correcte est « PV-896-BA-42 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-926-AC-69;Comparez les propositions au modèle.;"[""PV-926-AC-69"", ""VP-926-AC-69"", ""PV-926-AC-60"", ""PV 926-AC-69""]";PV-926-AC-69;La séquence correcte est « PV-926-AC-69 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;1679891657769265238;"[""1"", ""0"", ""2"", ""3""]";1;Le chiffre « 3 » apparaît aux positions [18], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;49693722237355244382;"[""2"", ""1"", ""4"", ""3""]";2;Le chiffre « 9 » apparaît aux positions [2, 4], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;498376531839561949;"[""4"", ""3"", ""2"", ""1""]";2;Le chiffre « 8 » apparaît aux positions [3, 10], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-810-AB-39;Comparez les propositions au modèle.;"[""PV-810-AB-30"", ""PV 810-AB-39"", ""VP-810-AB-39"", ""PV-810-AB-39""]";PV-810-AB-39;La séquence correcte est « PV-810-AB-39 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-773-AB-65;Comparez les propositions au modèle.;"[""PV-773-AB-66"", ""PV-773-AB-65"", ""PV 773-AB-65"", ""VP-773-AB-65""]";PV-773-AB-65;La séquence correcte est « PV-773-AB-65 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-326-CA-98;Comparez les propositions au modèle.;"[""PV-326-CA-98"", ""VP-326-CA-98"", ""PV-326-CA-99"", ""PV 326-CA-98""]";PV-326-CA-98;La séquence correcte est « PV-326-CA-98 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;3278717917476517345;"[""2"", ""0"", ""3"", ""1""]";1;Le chiffre « 6 » apparaît aux positions [13], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-641-BA-97;Comparez les propositions au modèle.;"[""PV 641-BA-97"", ""PV-641-BA-97"", ""VP-641-BA-97"", ""PV-641-BA-98""]";PV-641-BA-97;La séquence correcte est « PV-641-BA-97 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;56812351431232267672142498;"[""3"", ""5"", ""4"", ""2""]";3;Le chiffre « 3 » apparaît aux positions [6, 10, 13], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de fois la lettre « R » apparaît-elle dans cette phrase, majuscule ou minuscule ?;Comptez attentivement chaque occurrence.;ALERTE AU PARC ARAGON AVANT ARRIVEE APPUI.;"[""4"", ""7"", ""6"", ""5""]";5;La lettre « R » apparaît aux positions [4, 13, 17, 30, 31], soit 5 occurrence(s). Les distracteurs correspondent à un oubli ou à un comptage en trop. La bonne méthode consiste à balayer la phrase par petits groupes de mots.;Balayer lentement de gauche à droite.;true
psychotechnique;concentration;Facile;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;669952159793271633659;"[""-2"", ""1"", ""2"", ""0""]";0;Le chiffre « 8 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;16895119146268176738182;"[""4"", ""6"", ""3"", ""5""]";4;Le chiffre « 6 » apparaît aux positions [2, 11, 13, 17], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;84177199371181697667;"[""-3"", ""0"", ""1"", ""2""]";0;Le chiffre « 5 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F H J K L;"[""K"", ""L"", ""D"", ""B""]";K;L'intrus est « K » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;27115268291465281986;"[""3"", ""1"", ""4"", ""2""]";2;Le chiffre « 5 » apparaît aux positions [5, 14], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F H P J L;"[""P"", ""B"", ""D"", ""L""]";P;L'intrus est « P » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Facile;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D F H J P L;"[""P"", ""B"", ""L"", ""D""]";P;L'intrus est « P » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;71255488629139281664248578157434;"[""1"", ""3"", ""2"", ""4""]";2;Le chiffre « 3 » apparaît aux positions [13, 31], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-353-CA-91;Comparez les propositions au modèle.;"[""PV-353-CA-92"", ""VP-353-CA-91"", ""PV 353-CA-91"", ""PV-353-CA-91""]";PV-353-CA-91;La séquence correcte est « PV-353-CA-91 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Combien de chiffres « 4 » contient la suite ?;Comptez uniquement le chiffre demandé.;727894514614443332982482563298;"[""5"", ""6"", ""7"", ""8""]";6;Le chiffre « 4 » apparaît aux positions [6, 9, 12, 13, 14, 22], soit 6 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
