module;category;difficulty;question;expression;options;answer;explanation;hint;is_active
psychotechnique;calcul_mental;Moyenne;Combien font 381 + 330 ?;381 + 330;"[""712"", ""710"", ""711"", ""721""]";711;Le calcul à effectuer est 381 + 330, ce qui donne 711. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 4/5 de 105 ?;4/5 de 105;"[""84"", ""94"", ""83"", ""85""]";84;Le calcul à effectuer est 4/5 de 105, ce qui donne 84. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 30 / 3 ?;30 / 3;"[""11"", ""20"", ""9"", ""10""]";10;Le calcul à effectuer est 30 / 3, ce qui donne 10. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 22 × 11 ?;22 × 11;"[""242"", ""243"", ""241"", ""252""]";242;Le calcul à effectuer est 22 × 11, ce qui donne 242. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 84 ?;2/3 de 84;"[""57"", ""66"", ""56"", ""55""]";56;Le calcul à effectuer est 2/3 de 84, ce qui donne 56. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 48 / 4 ?;48 / 4;"[""13"", ""22"", ""12"", ""11""]";12;Le calcul à effectuer est 48 / 4, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 30 % de 240 ?;30 % de 240;"[""71"", ""82"", ""72"", ""73""]";72;Le calcul à effectuer est 30 % de 240, ce qui donne 72. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 4/8 de 112 ?;4/8 de 112;"[""55"", ""66"", ""57"", ""56""]";56;Le calcul à effectuer est 4/8 de 112, ce qui donne 56. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 80 / 10 ?;80 / 10;"[""8"", ""18"", ""7"", ""9""]";8;Le calcul à effectuer est 80 / 10, ce qui donne 8. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 20 % de 180 ?;20 % de 180;"[""37"", ""46"", ""35"", ""36""]";36;Le calcul à effectuer est 20 % de 180, ce qui donne 36. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 49 × 21 ?;49 × 21;"[""1030"", ""1039"", ""1029"", ""1028""]";1029;Le calcul à effectuer est 49 × 21, ce qui donne 1029. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 36 / 3 ?;36 / 3;"[""13"", ""22"", ""11"", ""12""]";12;Le calcul à effectuer est 36 / 3, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 13² ?;13²;"[""179"", ""169"", ""170"", ""168""]";169;Le calcul à effectuer est 13², ce qui donne 169. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser (10+n)²;true
psychotechnique;calcul_mental;Difficile;Combien font (54 × 3) - 54 ?;(54 × 3) - 54;"[""107"", ""109"", ""108"", ""118""]";108;Le calcul à effectuer est (54 × 3) - 54, ce qui donne 108. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 3 × 2 ?;3 × 2;"[""5"", ""7"", ""6"", ""16""]";6;Le calcul à effectuer est 3 × 2, ce qui donne 6. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 22 × 14 ?;22 × 14;"[""318"", ""308"", ""309"", ""307""]";308;Le calcul à effectuer est 22 × 14, ce qui donne 308. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien vaut √225 ?;√225;"[""16"", ""15"", ""25"", ""14""]";15;Le calcul à effectuer est √225, ce qui donne 15. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Chercher le carré parfait;true
psychotechnique;calcul_mental;Facile;Combien font 76 - 15 ?;76 - 15;"[""71"", ""61"", ""60"", ""62""]";61;Le calcul à effectuer est 76 - 15, ce qui donne 61. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 732 - 227 ?;732 - 227;"[""504"", ""505"", ""506"", ""515""]";505;Le calcul à effectuer est 732 - 227, ce qui donne 505. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (49 × 9) - 61 ?;(49 × 9) - 61;"[""381"", ""390"", ""379"", ""380""]";380;Le calcul à effectuer est (49 × 9) - 61, ce qui donne 380. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 89 - 39 ?;89 - 39;"[""50"", ""51"", ""49"", ""60""]";50;Le calcul à effectuer est 89 - 39, ce qui donne 50. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 18 × 14 ?;18 × 14;"[""252"", ""253"", ""262"", ""251""]";252;Le calcul à effectuer est 18 × 14, ce qui donne 252. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 42 ?;2/3 de 42;"[""27"", ""38"", ""29"", ""28""]";28;Le calcul à effectuer est 2/3 de 42, ce qui donne 28. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 66 - 21 ?;66 - 21;"[""46"", ""55"", ""45"", ""44""]";45;Le calcul à effectuer est 66 - 21, ce qui donne 45. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 26 × 15 ?;26 × 15;"[""400"", ""391"", ""389"", ""390""]";390;Le calcul à effectuer est 26 × 15, ce qui donne 390. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 5^3 ?;5^3;"[""126"", ""135"", ""124"", ""125""]";125;Le calcul à effectuer est 5^3, ce qui donne 125. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Multiplier étape par étape;true
psychotechnique;calcul_mental;Facile;Combien font 46 - 31 ?;46 - 31;"[""14"", ""15"", ""16"", ""25""]";15;Le calcul à effectuer est 46 - 31, ce qui donne 15. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 726 - 317 ?;726 - 317;"[""408"", ""409"", ""419"", ""410""]";409;Le calcul à effectuer est 726 - 317, ce qui donne 409. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 41 × 16 ?;41 × 16;"[""655"", ""657"", ""666"", ""656""]";656;Le calcul à effectuer est 41 × 16, ce qui donne 656. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 52 - 29 ?;52 - 29;"[""23"", ""24"", ""22"", ""33""]";23;Le calcul à effectuer est 52 - 29, ce qui donne 23. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 538 - 202 ?;538 - 202;"[""335"", ""346"", ""336"", ""337""]";336;Le calcul à effectuer est 538 - 202, ce qui donne 336. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (47 × 3) - 59 ?;(47 × 3) - 59;"[""83"", ""92"", ""82"", ""81""]";82;Le calcul à effectuer est (47 × 3) - 59, ce qui donne 82. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 87 - 19 ?;87 - 19;"[""68"", ""69"", ""78"", ""67""]";68;Le calcul à effectuer est 87 - 19, ce qui donne 68. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 567 - 120 ?;567 - 120;"[""457"", ""448"", ""447"", ""446""]";447;Le calcul à effectuer est 567 - 120, ce qui donne 447. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (30 × 9) - 87 ?;(30 × 9) - 87;"[""193"", ""184"", ""183"", ""182""]";183;Le calcul à effectuer est (30 × 9) - 87, ce qui donne 183. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 81 - 38 ?;81 - 38;"[""42"", ""53"", ""44"", ""43""]";43;Le calcul à effectuer est 81 - 38, ce qui donne 43. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 178 + 496 ?;178 + 496;"[""684"", ""673"", ""674"", ""675""]";674;Le calcul à effectuer est 178 + 496, ce qui donne 674. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 38 × 25 ?;38 × 25;"[""950"", ""949"", ""960"", ""951""]";950;Le calcul à effectuer est 38 × 25, ce qui donne 950. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 40 / 8 ?;40 / 8;"[""15"", ""4"", ""5"", ""6""]";5;Le calcul à effectuer est 40 / 8, ce qui donne 5. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 912 - 168 ?;912 - 168;"[""745"", ""743"", ""744"", ""754""]";744;Le calcul à effectuer est 912 - 168, ce qui donne 744. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 30 × 17 ?;30 × 17;"[""511"", ""509"", ""510"", ""520""]";510;Le calcul à effectuer est 30 × 17, ce qui donne 510. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 36 + 39 ?;36 + 39;"[""74"", ""85"", ""75"", ""76""]";75;Le calcul à effectuer est 36 + 39, ce qui donne 75. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 20 % de 100 ?;20 % de 100;"[""19"", ""30"", ""21"", ""20""]";20;Le calcul à effectuer est 20 % de 100, ce qui donne 20. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 4/5 de 195 ?;4/5 de 195;"[""156"", ""155"", ""166"", ""157""]";156;Le calcul à effectuer est 4/5 de 195, ce qui donne 156. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 8 × 2 ?;8 × 2;"[""15"", ""17"", ""26"", ""16""]";16;Le calcul à effectuer est 8 × 2, ce qui donne 16. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 414 + 244 ?;414 + 244;"[""658"", ""659"", ""657"", ""668""]";658;Le calcul à effectuer est 414 + 244, ce qui donne 658. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 25 × 18 ?;25 × 18;"[""460"", ""451"", ""450"", ""449""]";450;Le calcul à effectuer est 25 × 18, ce qui donne 450. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 95 - 14 ?;95 - 14;"[""82"", ""81"", ""80"", ""91""]";81;Le calcul à effectuer est 95 - 14, ce qui donne 81. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 15 × 11 ?;15 × 11;"[""166"", ""164"", ""175"", ""165""]";165;Le calcul à effectuer est 15 × 11, ce qui donne 165. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Facile;Combien font 39 + 13 ?;39 + 13;"[""62"", ""52"", ""53"", ""51""]";52;Le calcul à effectuer est 39 + 13, ce qui donne 52. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 349 + 138 ?;349 + 138;"[""488"", ""486"", ""487"", ""497""]";487;Le calcul à effectuer est 349 + 138, ce qui donne 487. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 117 ?;2/3 de 117;"[""77"", ""88"", ""79"", ""78""]";78;Le calcul à effectuer est 2/3 de 117, ce qui donne 78. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 22 + 17 ?;22 + 17;"[""38"", ""40"", ""49"", ""39""]";39;Le calcul à effectuer est 22 + 17, ce qui donne 39. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 20 × 12 ?;20 × 12;"[""241"", ""240"", ""239"", ""250""]";240;Le calcul à effectuer est 20 × 12, ce qui donne 240. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 44 × 23 ?;44 × 23;"[""1012"", ""1013"", ""1022"", ""1011""]";1012;Le calcul à effectuer est 44 × 23, ce qui donne 1012. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 96 / 8 ?;96 / 8;"[""13"", ""11"", ""12"", ""22""]";12;Le calcul à effectuer est 96 / 8, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 297 + 317 ?;297 + 317;"[""614"", ""613"", ""624"", ""615""]";614;Le calcul à effectuer est 297 + 317, ce qui donne 614. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 87 ?;2/3 de 87;"[""57"", ""68"", ""59"", ""58""]";58;Le calcul à effectuer est 2/3 de 87, ce qui donne 58. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 30 / 5 ?;30 / 5;"[""16"", ""7"", ""5"", ""6""]";6;Le calcul à effectuer est 30 / 5, ce qui donne 6. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 27 × 12 ?;27 × 12;"[""324"", ""334"", ""323"", ""325""]";324;Le calcul à effectuer est 27 × 12, ce qui donne 324. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 34 × 20 ?;34 × 20;"[""681"", ""680"", ""690"", ""679""]";680;Le calcul à effectuer est 34 × 20, ce qui donne 680. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 61 - 22 ?;61 - 22;"[""39"", ""40"", ""49"", ""38""]";39;Le calcul à effectuer est 61 - 22, ce qui donne 39. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 19 × 13 ?;19 × 13;"[""248"", ""247"", ""246"", ""257""]";247;Le calcul à effectuer est 19 × 13, ce qui donne 247. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 3/4 de 56 ?;3/4 de 56;"[""52"", ""42"", ""41"", ""43""]";42;Le calcul à effectuer est 3/4 de 56, ce qui donne 42. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 14 + 18 ?;14 + 18;"[""42"", ""32"", ""33"", ""31""]";32;Le calcul à effectuer est 14 + 18, ce qui donne 32. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 15 % de 200 ?;15 % de 200;"[""40"", ""31"", ""30"", ""29""]";30;Le calcul à effectuer est 15 % de 200, ce qui donne 30. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 5/8 de 152 ?;5/8 de 152;"[""95"", ""96"", ""94"", ""105""]";95;Le calcul à effectuer est 5/8 de 152, ce qui donne 95. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 18 + 15 ?;18 + 15;"[""32"", ""34"", ""33"", ""43""]";33;Le calcul à effectuer est 18 + 15, ce qui donne 33. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 164 + 253 ?;164 + 253;"[""417"", ""418"", ""416"", ""427""]";417;Le calcul à effectuer est 164 + 253, ce qui donne 417. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 44 × 29 ?;44 × 29;"[""1276"", ""1277"", ""1286"", ""1275""]";1276;Le calcul à effectuer est 44 × 29, ce qui donne 1276. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
