module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Difficile,Combien font (53 × 4) + 28 ?,(53 × 4) + 28,"{""236"",""240"",""245"",""252""}",240,"Multiplie 53 par 4: 50 × 4 = 200, 3 × 4 = 12, totale 212. Ajoute 28 à 212 pour arriver à 240. Le piège est de mal ajouter.","Calcule d'abord le produit, puis l'addition.",true
psychotechnique,calcul_mental,Difficile,Combien font 48 % de 150 ?,"0,48 × 150","{""70"",""72"",""74"",""76""}",72,"48 % de 150 soit 150 × 0,48, utilisez 이전 : (150 ÷ 2 = 75) - (3 = 1.5), 72. Piège inf. discussion (de 50 %.)",Pensez moitié moins un peu plus.,true
psychotechnique,calcul_mental,Difficile,Combien font (35 + 17) × 2 - 14 ?,(35 + 17) × 2 - 14,"{""96"",""104"",""112"",""116""}",104,"35 ajoute 17 puis que 52 × 2, somme 104. -14 trouve. Un écuel se trompe gestes inter.cat + 17.","Faites parte et parte, careful soustraction.",true
psychotechnique,calcul_mental,Difficile,Combien font 3^4 ?,3^4,"{""81"",""83"",""85"",""89""}",81,"Pour obtenir 3 élevé à la puissance 4, multiplie 3 par 3 trois fois (3 × 3 = 9 → 9 × 9 = 81). Ne confondez jamais deux multipliers seulement, erreur fréquente. ",Considérez ce que répète multiplié au fois.,true
psychotechnique,calcul_mental,Difficile,Combien font 68 × 15 ?,68 × 15,"{""900"",""1020"",""1080"",""1025""}",1020,"Méthode par étapes: 60 × 15 = 900. 8 × 15 = 120. Donc, 900 + 120 = 1020. Confusion entre décompos imp. ces étapes.",Opposez la multiplication parts to help calculation.,true
psychotechnique,calcul_mental,Difficile,Combien font √225 ?,√225,"{""14"",""15"",""16"",""17""}",15,"Brisez 225 en 15 × 15, lequel donne facilement comme résultat. Punition d'autorité variable, au lieu de céder à la racine triviale (soussigne).",Quel nombre multiplié par lui-même fait 225 ?,true
psychotechnique,calcul_mental,Difficile,Combien font 78 × 25 ?,78 × 25,"{""1850"",""1900"",""1950"",""2000""}",1950,Multiplies 25 par 4 pour facilité 100. Donc 78 par 4 (312) puis par 100 soit 1950. Séparez cette multiplication pour éviter blé des calcul faux.,Symplifier en quarts.,true
psychotechnique,calcul_mental,Difficile,Combien font √289 ?,√289,"{""16"",""17"",""18"",""19""}",17,"Rappelle que 289 = 17. Formez décomposition, il notait 17 × 17, égalité 289. La facilité dans autres racines possibles.",Que faire si multiplié par lui-même?,true
psychotechnique,calcul_mental,Difficile,Combien font (64 ÷ 4) + (9 × 8) ?,(64 ÷ 4) + (9 × 8),"{""112"",""108"",""110"",""118""}",112,"Faites d'abord : 64 divisé par 4 = 16. Ensuite : 9 multiplié par 8, = 72, la somme 112. Des règles de calcul (ordre opérations pour vérifier).","Terminer chaque étape, maintenez une liste de vérification.",true
psychotechnique,calcul_mental,Difficile,Combien font (56 + 8) × (5 - 2) ?,(56 + 8) × (5 - 2),"{""192"",""176"",""192"",""204""}",192,"Aditionner 56 et 8 = 64, ensuite soustraire 5 et 2 pour 3. Multiplié donne 192. On pourrait facilement oublier effectuer soustration premier.",Répétez chaque étape ordre opérér.,true
