module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Moyenne,Quelle est la différence entre 620 et 199 ?,620 - 199,"{""419"",""420"",""421"",""422""}",421,On peut simplifier 620 - 199 à 620 - 200 + 1 = 421. L'erreur fréquente est d'oublier d'ajouter 1 après avoir arrondi 199 à 200.,Soustractions simplifiées avec un ajustement final.,true
psychotechnique,calcul_mental,Moyenne,Combien font 30 % de 450 ?,"0,30 × 450","{""125"",""130"",""135"",""140""}",135,"30 % de 450 est calculé comme 45 × 3. En divisant par dix puis multipliant par 3, on obtient 135. L'erreur courante est souvent une mauvaise multiplication.","Divise par 10, puis multiplie par 3.",true
psychotechnique,calcul_mental,Moyenne,Convertis 180 minutes en heures.,180 ÷ 60,"{""2"",""2,5"",""3"",""3,5""}",3,180 minutes en heures se fait en divisant par 60 : 180/60 = 3. L'erreur se situe souvent dans une mauvaise division par 60.,Chaque heure est 60 minutes; divise 180 par cela.,true
psychotechnique,calcul_mental,Moyenne,Combien font 33 × 15 ?,33 × 15,"{""485"",""490"",""495"",""500""}",495,"En décomposant 15, calculer 33 × 10 = 330 et 33 × 5 = 165, ajouter ces derniers obtient 495. L'erreur courante arrive en oubliant une des portions.","Multiplie par 10 et par 5 séparément, puis ajoute.",true
psychotechnique,calcul_mental,Difficile,Combien font 12 × 11 + 7 ?,12 × 11 + 7,"{""139"",""140"",""141"",""142""}",139,"12 × 11 = 132, ajouter 7 donne 139. Souvent, on oublie d'additionner après la multiplication.",Effectue d'abord 12×11 avant d'ajouter.,true
psychotechnique,calcul_mental,Difficile,Convertis 150 km/h en m/s.,150 km/h -> m/s,"{""36"",""40"",""42"",""45""}",42,"150 km/h est converti en m/s en le multipliant par 5/18, soit 150 × 5/18 = 41,66, arrondi à 42. L'erreur se produit souvent dans le facteur de conversion.",Multipliez 150 par 5/18 pour passer en m/s.,true
psychotechnique,calcul_mental,Difficile,Combien font 45 % de 220 ?,"0,45 × 220","{""95"",""98"",""99"",""100""}",99,"45 % de 220, c'est 220 × 0,45 = 99. Trop souvent, on oublie de convertir le pourcentage en décimale.",Convertissez le pourcentage en décimale avant de multiplier.,true
psychotechnique,calcul_mental,Difficile,Combien font (35 + 17) × 2 - 14 ?,(35 + 17) × 2 - 14,"{""95"",""96"",""97"",""98""}",96,"Calcule d'abord (35 + 17) = 52, fois 2 = 104, moins 14 = 90. Nombreux sont ceux qui se trompent en omettant les parenthèses.",Souviens-toi d'effectuer l'opération dans les parenthèses en premier.,true
psychotechnique,calcul_mental,Difficile,Quelle est la puissance de 2^7 ?,2^7,"{""124"",""126"",""128"",""130""}",128,"2^7 est calculé par 2 × 2 sept fois, donc 128. L'erreur courante est de stopper trop tôt les multiplications.",Multipliez 2 jusqu'à la septième puissance.,true
psychotechnique,calcul_mental,Difficile,Calculez 3^4.,3^4,"{""78"",""81"",""84"",""87""}",81,"3 à la puissance 4 est 3 × 3 × 3 × 3 = 81. Souvent, on oublie une multiplication intermédiaire.",Multiplie 3 quatre fois.,true
psychotechnique,calcul_mental,Difficile,Que donne l'opération suivante : (75 - 25) × (4 + 6) ?,(75 - 25) × (4 + 6),"{""400"",""450"",""500"",""550""}",500,Traduisez cette opération en (50) × (10) qui égale 500. Il est facile de se tromper en oubliant une étape.,Décompose chaque opération dans les parenthèses avant.,true
