module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Combien font 90 - 45 ?,90 - 45,"{""45"",""40"",""35"",""50""}",45,"En retirant 40 et ensuite 5 de 90, vous arrivez à 45. Le danger ici réside dans un oubli de la double soustraction qui peut se traduire en décalage de résultat.",Soustrayez d'abord les dizaines puis les unités.,true
psychotechnique,calcul_mental,Facile,Combien font 10 % de 300 ?,"0,1 × 300","{""30"",""25"",""35"",""40""}",30,"Pour trouver 10 %, divisez par 10, soit 300/10 = 30. Le piège est de prendre le mauvais diviseur, par exemple par confusion avec 20 % où l'on diviserait par 5.",10 % est une simple division par 10.,true
psychotechnique,calcul_mental,Facile,Combien font 54 / 6 ?,54 / 6,"{""9"",""8"",""7"",""10""}",9,"Divisez 54 par 6 pour obtenir combien de fois 6 s'intègre dans 54, le résultat est 9. Attention aux erreurs de division fréquentes liées à de mauvaises estimations de qu'occupe le diviseur multiplié par un nombre.","Diviser en parts égales, comme une tarte en 6 morceaux.",true
psychotechnique,calcul_mental,Facile,Combien font 6 × 7 ?,6 × 7,"{""42"",""40"",""44"",""46""}",42,"Par multiplication de 6 par 7 ou de 7 par 6 (ça revient au même), le total sera 42. Ce qui est souvent confondu dans ce calcul, c'est prendre des tables de multiplication proches comme 6 × 6.",Visualisez la table de 6 ou celle de 7 pour précision.,true
psychotechnique,calcul_mental,Facile,Combien font 23 + 34 ?,23 + 34,"{""57"",""56"",""59"",""55""}",57,"En ajoutant d'abord les dizaines (20 + 30 = 50), puis les unités (3 + 4 = 7), vous arrivez à 57. Ne vous trompez pas en commençant par le mauvais côté du nombre ou en omettant la retenue finale.",Additionnez séparément dizaines et unités pour clarté.,true
psychotechnique,calcul_mental,Facile,Combien font 81 / 9 ?,81 / 9,"{""9"",""8"",""7"",""10""}",9,"Pour calculer combien de fois 9 entre dans 81, il suffit de savoir que 9 × 9 = 81. Gardez en tête de vérifier par multiplication inverse pour éviter les erreurs typiques de divisions approximatives.",Revoyez vos tables : 9 fois combien fait 81 ?,true
psychotechnique,calcul_mental,Facile,Quel est le carré de 4 ?,4^2,"{""16"",""17"",""14"",""18""}",16,"Multiplier 4 par lui-même, soit 4 × 4 donne le carré qui est 16. Assurez-vous de ne pas mélanger cet exercice avec l'addition qui serait un autre cas.",Élevez 4 au carré en multipliant-le par lui-même.,true
psychotechnique,calcul_mental,Moyenne,Combien font 81 - 37 ?,81 - 37,"{""44"",""45"",""43"",""46""}",44,"Pour obtenir le résultat, il suffit de soustraire 30 d'abord (81 - 30 = 51) puis 7 (51 - 7 = 44). Une erreur classique serait de confondre les unités à soustraire ou de négliger le décalage à la dizaine précédente.",Soustrayez partiellement pour éviter les confusions.,true
psychotechnique,calcul_mental,Moyenne,Que vaut 13² ?,13^2,"{""169"",""156"",""152"",""176""}",169,"Pour trouver 13 au carré, multipliez 13 par 13, ce qui fait 169. Ne vous faites pas avoir en confondant multiplication d'un carré avec un produit partiel ou un carré proche.",Répétez 13 fois et vérifiez pas à pas.,true
psychotechnique,calcul_mental,Moyenne,Combien font 145 / 5 ?,145 / 5,"{""29"",""27"",""30"",""28""}",29,"En divisant 145 par 5, chaque unité restant dans les centaines et dizaines doivent être ajustées : 14 ÷ 5 = 2 avec reste 4, et ensemble, on maçonne avec les unités pour 29 en tout. Prêtez attention à la gestion des restes lorsque transformant des nombres dans une division.",Divisez étape par étape pour aligner le résultat.,true
psychotechnique,calcul_mental,Moyenne,Quel résultat pour 20 % de 150 ?,"0,2 × 150","{""30"",""25"",""35"",""28""}",30,"Calculer 20 % c'est 1/5ème de 150, soit 150 divisé par 5 = 30. Erreur fréquente : diviser par 10 par inadvertance au lieu de 5 ou confondre avec 10 %.","Pour 20 %, divisez en 5 parties égales.",true
psychotechnique,calcul_mental,Moyenne,Combien font 23 + 74 ?,23 + 74,"{""97"",""98"",""96"",""95""}",97,"Additionnez d'abord les dizaines : 20 + 70 = 90, puis les unités : 3 + 4 = 7, ce qui totalise 97. Vérifiez les additions de chaque composante séparément pour ne pas vous tromper.",Décomposez les nombres en dizaines et unités à vérifier.,true
psychotechnique,calcul_mental,Moyenne,Que vaut √225 ?,√225,"{""15"",""14"",""16"",""13""}",15,"La racine carré de 225 est le nombre que, multiplié par lui-même, donne 225. Donc, 15 × 15 = 225. Attention à ne pas confondre avec des multiplications qui paraissent proches.",Quelle multiplication de deux mêmes chiffres donne 225 ?,true
psychotechnique,calcul_mental,Moyenne,Combien font 14 % de 250 ?,"0,14 × 250","{""35"",""30"",""40"",""32""}",35,"Pour obtenir 14 % de 250, convertissez 14 % en fraction (0,14) et multipliez par 250 pour un total de 35. Ne confondez pas avec un simple ajustement de 10 % ou 15 %, des erreurs peuvent s'y glisser.",Multiplier le pourcentage converti en décimal par le nombre.,true
psychotechnique,calcul_mental,Moyenne,Que vaut 15² ?,15^2,"{""225"",""200"",""210"",""235""}",225,Multipler 15 par 15 donne 225. Verify step-by-step car une action rapide ne vous emmène pas à confondre avec des carrés un peu semblables.,"Concevez un calcul de multiplication sur décomposition, (10+5)(10+5) confirme.",true
psychotechnique,calcul_mental,Moyenne,Combien font 432 + 189 ?,432 + 189,"{""621"",""622"",""619"",""620""}",621,"L'ajout des centaines 400+100=500. Ajoutez les dizaines, 30+80=110, avec les unités, 2+9=11. Total = 621, permette des additions sans manquer un point.","Addition à trois niveaux : plusieurs centaines, dizaines et unités.",true
psychotechnique,calcul_mental,Difficile,Combien font (47 × 8) - 76 ?,(47 × 8) - 76,"{""300"",""292"",""310"",""312""}",300,"En premier lieu, 47 multiplié par 8 donne 376. Puis en soustrayant 76 on arrive à 300. Evitez de soustraire directement les unités sans passer par un calcul sérieux.",Multipliez d'abord et soustrayez ensuite les unités.,true
psychotechnique,calcul_mental,Difficile,Que valent 35 % de 180 ?,"0,35 × 180","{""63"",""61"",""65"",""60""}",63,"Multipliez 180 par 0,35, assimilant comme une fraction: 180 × 0,35 = 63. Faites attention de ne pas diviser par de mauvaises valeurs fractionnelles.",Utilisez le 10 % puis additionnez-le par tranches pour atteindre 35 %.,true
psychotechnique,calcul_mental,Difficile,Combien font (65 ÷ 5) + 84 - 18 ?,(65 ÷ 5) + 84 - 18,"{""79"",""81"",""77"",""80""}",79,"Divisez 65 par 5 pour une base de 13 puis faite l'addition 84, ce qui aboutit à 97. Ensuite, retranchez 18 pour un total correct de 79. Solve one portion at a time for accurate precision.","Commencez avec la division, ajoutez un total et réduisez pour la précision.",true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de 12 × 9 + 25 ?,12 × 9 + 25,"{""133"",""125"",""128"",""132""}",133,"Calculez 12 × 9 pour 108, ensuite ajoutez 25 pour obtenir 133. Gardez à l'esprit de ne pas ajouter d'abord ni inverser les étapes pour maintenir un bon sens des opérations.","Multipliez d'abord, puis combinez avec l'addition.",true
psychotechnique,calcul_mental,Difficile,Quelle est la valeur de √289 ?,√289,"{""17"",""16"",""18"",""19""}",17,"La racine de 289 est 17, ainsi 17 × 17 = 289. Confondre les résultats avec d'autres carrés proches pourrait fausser les résultats.",Testez les multiplications pour résoudre avec une règle classique.,true
psychotechnique,calcul_mental,Difficile,Combien font (45 × 15) ÷ 3 ?,(45 × 15) ÷ 3,"{""225"",""225"",""230"",""235""}",225,Multipliez 45 par 15 pour un total de 675 et divisez ensuite par 3 pour 225. Soyez vigilant que la dividie soit accomplie post multiplication.,Multipliez d'abord dans la globalité des portions qui vous intéressent.,true
psychotechnique,calcul_mental,Difficile,Quelle est la racine carrée de 144 ?,√144,"{""12"",""11"",""13"",""14""}",12,"Trouver 12, tant qu'une multiplication de 12 par 12 donnent 144 solvabilité. Proximitudes de chiffres coupables de piège peuvent vite intervenir.",Multipliez progressivement à l'aide de répétition croissante.,true
psychotechnique,calcul_mental,Difficile,Que valent 5/8 de 240 ?,5/8 × 240,"{""150"",""145"",""155"",""160""}",150,"Calculez 5/8 sous 240, multiplié par 240 divisant 8, qui est 30 puis multiplié par 5 donne 150. Attention à vos fraction décomposables approximativement.",Transformez en une multiplicitité facilitée.,true
