module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Moyenne,Multipliez 19 × 15.,19 × 15,"{""285"",""275"",""290"",""295""}",285,Admettez 19 comme 20 - 1. Donc (20 - 1) × 15 = 300 - 15 = 285. Le désartioguage est nécessaire lors d'un calcul mental rapide sans erreurs.,Appliquez distributive : (20-1) multiplié par 15,true
psychotechnique,calcul_mental,Moyenne,Combien font 78 + 146 ?,78 + 146,"{""224"",""214"",""234"",""220""}",224,"Additionner d'abord 70 + 140 = 210, suivie par l'addition 8 + 6 = 14. Totalizing, 210 + 14 = 224. Parfois, un chiffre source d'erreur vient d'un chiffre suppressé accidentellement.","Additionnez les dizaines, puis unités, puis des deux.",true
psychotechnique,calcul_mental,Moyenne,Quelle est la racine carrée de 196 ?,√196,"{""14"",""12"",""15"",""13""}",14,"La racine carrée de 196 est 14, car 14 × 14 = 196. La reconnaissance des carrés parfaitement organisés et cruciale peuvent aider à éviter des erreurs.",Quel est le chiffre qui se multiplie et faire 196 ?,true
psychotechnique,calcul_mental,Moyenne,Multiplier 40 par 14,40 × 14,"{""560"",""550"",""570"",""540""}",560,40 × 14 = 40 × (10 + 4) = 400 + 160 = 560. Un calcul méthodique promeut des occurrences d'erreur minime.,Divisez en (10+4) facilites operations.,true
psychotechnique,calcul_mental,Moyenne,12 × 13 égale combien?,12 × 13,"{""156"",""152"",""148"",""162""}",156,Décomposez 12 × 13 en (10 + 2)(10 + 3) = 120 + 30 + 6 = 156. La simplification par des méthodes distributives contribue à éviter des confusions.,Regroupez en (10+2) et (10+3) pour simplifier.,true
psychotechnique,calcul_mental,Moyenne,Combien font 7 × 24 ?,7 × 24,"{""168"",""158"",""178"",""160""}",168,Décortiquez comme : 7 × 20 + 7 × 4 = 140 + 28 = 168. Soulignez l'importance de la vérification en dernière étape.,Appliquez (20+4) pour divisorisation.,true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de (35 + 17) × 2 - 14?,(35 + 17) × 2 - 14,"{""80"",""84"",""86"",""85""}",80,Ajoutez 35 et 17 : 52. Multipliez le résultat fois 2 : 52 × 2 = 104. Déduisez 14 pour obtenir 80. Ne pas tenir compte de la priorité des opérations aboutit à erreurs de 162.,Assurez-vous de combiner les additions avant de multiplicer.,true
psychotechnique,calcul_mental,Difficile,8 % de 250 combien est-il?,0.08 × 250,"{""20"",""25"",""30"",""22""}",20,"8 % de 250 est 20. Calculez 250 × 0.08 = 20 pour une compréhension utile de la transformation des pourcents. Conformément, une partie de l'erreur fréquente manquera autour du coefficient.",Conversez que 8% est 0.08 en decimal.,true
psychotechnique,calcul_mental,Difficile,12 × 15 égal combien ?,12 × 15,"{""180"",""178"",""190"",""185""}",180,"Évaluez 12 × 15 comme 12 × (10 + 5) ou (10 + 2) × 15, chaque segment individu commence à 150 + 30 = 180. Un oubli typique sur le produit environnant peut émerger rapidement.",Contemplez 10+5 ou équivalant (10+2).,true
psychotechnique,calcul_mental,Difficile,Calculer 35% de 180,0.35 × 180,"{""63"",""62"",""64"",""61""}",63,"Pourcentage 35 % enement, convertirão 0.35 donc 180 x 0.35 = 63. C'est classique d'oublier simplifier la multiplication par conversion fractionnée.",Poser numéro decimal équivalent en 0.35,true
psychotechnique,calcul_mental,Difficile,5/8 de 240 combien est-il?,(5/8) × 240,"{""150"",""145"",""155"",""160""}",150,Convertez la fraction dès 5/8 de 240. Multiply 240 × 5/8 = 1200/8 = 150. L’enjeu est souvent mal évaluer la fraction et sa conversion multip).,Conversez avec convertis 5 parts sur 8.,true
psychotechnique,calcul_mental,Difficile,Combien font 2^7?,2^7,"{""128"",""127"",""130"",""126""}",128,2 élevé à la puissance 7 est calculé comme 2 x 2 x 2 x 2 x 2 x 2 x 2 = 128. La multiplicité exponentielle simplifiée en progression.,Multipliez 2 fois sur 7 multiplication.,true
psychotechnique,calcul_mental,Difficile,Quelle est la racine carrée de 225?,√225,"{""15"",""14"",""16"",""13""}",15,Pour la racine carrée de 225 c'est 15 (car 15^2 = 225). Évitez l'erreur d'oublier vérifier nombre carré potential.,Quel chiffre en autante produit 225?,true
psychotechnique,calcul_mental,Difficile,Combien font (16 × 18) + 64?,(16 × 18) + 64,"{""352"",""350"",""340"",""345""}",352,Résolvez en commençant par 16 x 18 = 288. Additionnez 64 donne 352. N'oubliez pas de vérifier si les chiffres sont réglés avant d'additionner.,"D'abord multiplication, puis addition.",true
