module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Quel est le carré de 9 ?,9²,"{""71"",""79"",""81"",""89""}",81,9² signifie 9 multiplié par lui-même: 9 × 9 = 81. Le carré d'un nombre est souvent confondu avec son double ou avec un espace de calcul insuffisant.,Multiplie 9 par 9 pour le carré.,true
psychotechnique,calcul_mental,Facile,Combien font 6% de 200 ?,"0,06 × 200","{""10"",""12"",""18"",""20""}",12,"6 % de 200 revient à multiplier 200 par 0,06, ce qui donne 12. Le piège pourrait être de multiplier par 6 au lieu de par 0,06, faussant ainsi le résultat.","Multiplie par 0,06 ou trouve d'abord 1 % puis multiplie par 6.",true
psychotechnique,calcul_mental,Moyenne,Calculez 145 + 278.,145 + 278,"{""413"",""423"",""433"",""443""}",423,145 + 278 peut être décomposé en additionnant chiffres par chiffres : (145 + 200) + 70 + 8 = 423. L'erreur pourrait venir d'une mauvaise manipulation des dizaines lorsqu'on ajuste mentalement.,"Additionne d'abord des centaines, puis dizaines et unités.",true
psychotechnique,calcul_mental,Moyenne,Combien font 680 − 275 ?,680 − 275,"{""395"",""405"",""415"",""425""}",405,"680 − 275 se résout ainsi : 680 − 270 = 410, puis 410 − 5 = 405. Attention à ne pas oublier la soustraction finale, causant un écart.","Soustrais les plus faciles d'abord : d'abord 270, puis 5.",true
psychotechnique,calcul_mental,Moyenne,Quel est le carré de 16 ?,16²,"{""236"",""246"",""256"",""266""}",256,"16², c'est 16 × 16 = 256. Une erreur courante est la confusion entre le carré et la multiplication par 2, ou une erreur de transport dans les calculs intermédiaires.","Multiplie 16 par 16, utilise la multiplication par décomposition si nécessaire.",true
psychotechnique,calcul_mental,Moyenne,Calculez 35 % de 120.,"0,35 × 120","{""40"",""42"",""44"",""46""}",42,"Pour 35 % de 120, on fait : 120 × 0,35 = 42. Penser au calcul en deux étapes en prenant d'abord 10 % de 120 puis multipliant par 3,5 est utile.","Divise par 10 puis multiplie par 3,5.",true
psychotechnique,calcul_mental,Moyenne,Combien font 862 − 489 ?,862 − 489,"{""373"",""374"",""375"",""376""}",373,"Pour faire le calcul 862 − 489 : d'abord, 862 − 400 = 462, puis 462 − 80 = 382, et enfin 382 − 9 = 373. Le piège est de perdre une retenue en cours de route.","Progression des soustractions : centaines, dizaines, unités.",true
psychotechnique,calcul_mental,Moyenne,Quel est le résultat de 73 × 6 ?,73 × 6,"{""418"",""428"",""438"",""448""}",438,73 × 6 peut être vu comme (70 × 6) + (3 × 6) = 420 + 18 = 438. Le piège est souvent de mal gérer la multiplication des unités.,"Décompose en 70 × 6 et 3 × 6, puis additionne.",true
psychotechnique,calcul_mental,Moyenne,Calculez 154 × 5.,154 × 5,"{""770"",""780"",""790"",""800""}",770,154 × 5 = 770 car (150 × 5) + (4 × 5) = 750 + 20 = 770. Un piège typique est de ne pas séparer correctement les unités ou d'oublier une partie du calcul.,"Calcule d'abord 150 × 5, puis ajoute 4 × 5.",true
psychotechnique,calcul_mental,Moyenne,Combien font 234 + 567 ?,234 + 567,"{""791"",""801"",""811"",""821""}",801,"234 + 567 = 801, calculé par l'addition directe : (200 + 500 = 700), (30 + 60 = 90) et (4 + 7 = 11), puis 700 + 90 + 11 = 801. Piège : mauvaise addition des dizaines et unités avec retenue.","Additionne séparément les centaines, dizaines puis unités.",true
psychotechnique,calcul_mental,Moyenne,Quel est le résultat de 145 / 5 ?,145 / 5,"{""27"",""28"",""29"",""30""}",29,"Pour 145 divisé par 5, décompose : 140 divisé par 5 = 28, et 5 divisé par 5 = 1, donc 28 + 1 = 29. La division pourrait être confuse à cause d'une approximation de la première opération.","Divise le nombre principal, puis ajoute le petit reste.",true
psychotechnique,calcul_mental,Moyenne,Calculez la valeur 17².,17²,"{""278"",""288"",""298"",""289""}",289,"17² est 17 × 17, soit 289. Une décomposition peut aider : 17 × (10 + 7) = 170 + 119 = 289. Le piège est de s'emmêler dans les calculs intermédiaires.",Utilise la formule (a+b)² si cela aide : 10+7.,true
psychotechnique,calcul_mental,Moyenne,Combien font 912 − 345 ?,912 − 345,"{""557"",""567"",""577"",""587""}",567,"912 moins 345 peut être simplifié par étapes : 912 − 300 = 612, 612 − 40 = 572, 572 − 5 = 567. Ne pas oublier la soustraction finale de 5 qui peut être un piège.","Décompose le calcul en plusieurs étapes : 100ens, 10aines, 1ité.",true
psychotechnique,calcul_mental,Moyenne,Calculez 20 % de 350.,"0,2 × 350","{""65"",""70"",""75"",""80""}",70,"20 % de 350, c'est 350 divisé par 5, donnant 70. Un piège popularisé est d'oublier que 20 % est 2/10, ou une cinquième partie du total.",Divise par 5 pour obtenir 20 % de la totalité.,true
psychotechnique,calcul_mental,Moyenne,Quel est le résultat de 38 × 25 ?,38 × 25,"{""925"",""950"",""975"",""1000""}",950,"Pour 38 multiplié par 25 : 38 × 25 peut être aussi calculé comme (38 × 100) / 4 = 950. Le piège ici serait de ne pas bien diviser par 4 le produit intermédiaire, ou de choisir le mauvais facteur.",Traitement comme un quart de 3800.,true
psychotechnique,calcul_mental,Moyenne,Combien font 567 − 291 ?,567 − 291,"{""276"",""277"",""278"",""279""}",276,"Avec 567 − 291 : commencez par 567 − 200 = 367, puis 367 − 90 = 277, et enfin 277 − 1 = 276. Une erreur commune serait mal gérer des chiffres lorsque l'on doit emprunter.","Subdivise la soustraction : 200s, puis 90, puis 1.",true
psychotechnique,calcul_mental,Difficile,Calculez 48 × 22.,48 × 22,"{""1016"",""1056"",""1086"",""1106""}",1056,"Pour savoir combien font 48 multiplié par 22, pensez (48 × 20) + (48 × 2) = 960 + 96 = 1056. Le piège est de se tromper en alignant les produits partiels.",Décompose le calcul : avec (20+2).,true
psychotechnique,calcul_mental,Difficile,Combien font (52 × 7) − 124 ?,(52 × 7) − 124,"{""220"",""236"",""242"",""244""}",236,52 × 7 = 364 et 364 − 124 = 236. Le principal piège : oublier la priorité des opérations et soustraire d'abord.,Calcule l'opération entre parenthèses d'abord.,true
psychotechnique,calcul_mental,Difficile,Calculez 18 % de 300.,"0,18 × 300","{""52"",""54"",""56"",""58""}",54,"18 % de 300 est 300 × 0,18, ce qui équivaut à 54. Un piège est de traiter l'avers comme 1,8 % à cause de la confusion avec les décimales.",Réduit par dix 3 fois pour isoler 18 %.,true
psychotechnique,calcul_mental,Difficile,Combien fait 3/4 de 256 ?,3/4 × 256,"{""188"",""192"",""196"",""200""}",192,"3/4 de 256 signifie multiplier 256 par 0,75, ou diviser par 4 et multiplier par 3, soit 192. Le piège est mal gérer les fractions et oublier de multiplier par trois après la division.","Divise par 4, puis multiplie par 3.",true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de 1234 − 789 ?,1234 − 789,"{""445"",""455"",""465"",""475""}",445,"Pour 1234 − 789 : 1234 − 700 = 534, puis 534 − 80 = 454 et enfin 454 − 9 = 445. Erreur fréquente : mauvaise gestion de la retenue sur les soustractions partielles.","Retire par étapes, gérer d’abord les centaines.",true
psychotechnique,calcul_mental,Difficile,Que vaut (42 + 68) × 2 − 50 ?,(42 + 68) × 2 − 50,"{""120"",""130"",""140"",""150""}",150,"42 + 68 donne 110. Multiplier 110 par 2 donne 220, puis 220 − 50 égal 150. Le piège ici est de mal suivre l'ordre des opérations, notamment de soustraire avant de multiplier.","Additionne d'abord, puis multiplie le total.",true
psychotechnique,calcul_mental,Difficile,Quel est le carré de 14 ?,14²,"{""186"",""196"",""206"",""216""}",196,14^2 égale 14 × 14 = 196. Une astuce : 14^2 est aussi (10+4)^2 donnant 100 + 80 + 16 = 196. Le piège est souvent de mal multiplier 4 x 4 en fin de compte.,Pense à décomposer : (a+b)².,true
psychotechnique,calcul_mental,Difficile,Calculez 312 ÷ 12.,312 ÷ 12,"{""24"",""26"",""28"",""30""}",26,312 divisé par 12 : 312 est 360 − 48 soit 12 × 26 = 312. Astuce: diviser par 6 puis diviser par 2. Le piège est mal aligner les divisors.,Utilise méthode de division par étape.,true
psychotechnique,calcul_mental,Difficile,Résolvez 12 × 15 + 37.,12 × 15 + 37,"{""197"",""207"",""217"",""227""}",217,"12 × 15 = 180, puis ajoute 37 qui donne 217. Un piège classique est d'oublier ou d'inverser l'ordre de l'addition ou multiplication.",Multiplie puis ajoute le reste.,true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de (27 × 5) − 64 ?,(27 × 5) − 64,"{""65"",""71"",""75"",""81""}",71,Pour (27 × 5) − 64 : 27 × 5 = 135 et 135 − 64 = 71. Le piège est de mal aligner soustraction et multiplication en faisant des erreurs de priorité.,"Calcule le produit d’abord, la soustraction ensuite.",true
psychotechnique,calcul_mental,Difficile,Calculez 11² + 10².,11² + 10²,"{""191"",""201"",""211"",""221""}",221,"11² = 121 et 10² = 100, ainsi 121 + 100 = 221. Une confusion est possible entre calcul sommation et une multiplication d'addition.","Additionne les carrés séparément, puis combine.",true
psychotechnique,calcul_mental,Difficile,Déterminez la racine carrée de 121.,√121,"{""9"",""10"",""11"",""12""}",11,"La racine carrée de 121 est 11, car 11 × 11 = 121. Mal interpréter le signe racine peut mener à exécuter par erreur d'autres fonctions.",Cherchez un nombre multiplié par lui-même obtenant 121.,true
psychotechnique,calcul_mental,Difficile,Résolvons (58 × 9) + 63.,(58 × 9) + 63,"{""583"",""585"",""597"",""609""}",585,58 × 9 = 522 et 522 + 63 = 585. Erreurs classiques incluent des erreurs d'addition suite à un produit incorrect.,"Multipliez d'abord, puis additionnez le numéro suivant.",true
