module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Que vaut 7 + 9 ?,7 + 9,"{""16"",""15"",""14"",""13""}",16,"Pour 7 + 9, ajoutons 9 à 7 pour obtenir 16. C'est un simple verrouillage que l'on risque d'oublier sous stress bien qu'il n'y ait pas de retenue.","Addition simple, pas de retenue.",true
psychotechnique,calcul_mental,Facile,Combien font 100 ÷ 25 ?,100 ÷ 25,"{""4"",""5"",""6"",""3""}",4,100 ÷ 25 donne 4 car 25 fois 4 fait 100. La division nous montre combien de 25 font un total de 100. L'erreur serait de diviser par un nombre différent en ignorants les facteurs.,Combien de fois 25 dans 100.,true
psychotechnique,calcul_mental,Facile,Quelle est la moitié de 82 ?,82 ÷ 2,"{""41"",""40"",""42"",""39""}",41,"Diviser 82 par 2 donne 41. Le calcul direct signifie trouver le nombre qui, multiplié par 2, redonne 82. Soustraire ou additionner dans ce type de calcul peut mener à des erreurs.",Diviser par 2 pour trouver la moitié.,true
psychotechnique,calcul_mental,Moyenne,Que vaut 27 × 30 ?,27 × 30,"{""810"",""820"",""800"",""830""}",810,"27 × 30 peut être vu comme (27 × 3) × 10, soit 81 × 10 = 810. Penser aux dizaines entières est utile afin d'éviter l'erreur de centaine incorrecte qui vient souvent d'une mauvaise multiplication par 3.",Décompose 27 × 3 et multiplie par 10.,true
psychotechnique,calcul_mental,Moyenne,Quelle est la valeur de 64 ÷ 8 ?,64 ÷ 8,"{""8"",""9"",""7"",""6""}",8,"64 ÷ 8 égale 8, car 8 fois 8 rendent 64. Connaître et mémoriser cette table facilite la division sans erreur potentielle de multiplier au lieu de diviser.",Rappelle-toi 8 x 8.,true
psychotechnique,calcul_mental,Moyenne,Que vaut 11 × 12 ?,11 × 12,"{""132"",""142"",""122"",""112""}",132,11 × 12 peut se faire par (11 × 10) + (11 × 2) ou 110 + 22 = 132. Reconnaître les multiples de 10 est crucial pour ne pas se perdre dans le comptage.,Décomposez en 11×10 + 11×2.,true
psychotechnique,calcul_mental,Moyenne,Calculez 13².,13²,"{""169"",""156"",""176"",""186""}",169,"13² veut dire 13 multiplié par 13, ce qui donne 169 directement. Retenir les carrés d'un nombre proche de 10 peut prévenir le piège de multiplier inexactement ou d'additionner des dizaine incorrectes.","13 × 13, utilise les bases des carrés.",true
psychotechnique,calcul_mental,Moyenne,Combien fait 72 - 34 ?,72 - 34,"{""38"",""36"",""34"",""32""}",38,"72 - 34 revient à soustraire 30 de 70, puis 4 de 2, résultant en 38. Éviter les erreurs de comptage nécessite de vérifier les unités distinctement des dizaines.","Soustraire d'abord les dizaines, ensuite ajuster.",true
psychotechnique,calcul_mental,Moyenne,Comment calculer 15 × 14 ?,15 × 14,"{""210"",""205"",""215"",""220""}",210,"15 × 14 = (15 × 10) + (15 × 4) ou 150 + 60 = 210. Le mauvais nombre à multiplier est souvent le piège, se méprendre sur le second multiplicateur est classique.",Pense 15×10 puis 15×4.,true
psychotechnique,calcul_mental,Moyenne,Combien fait 144 ÷ 12 ?,144 ÷ 12,"{""12"",""13"",""10"",""9""}",12,"144 ÷ 12 égale 12, car 12 fois 12 égale 144. Le piège serait de confondre ce avec un nombre qui, multiplié, donne une erreur, comme confondre avec 14.",12 x 12 rappelle un carré parfait.,true
psychotechnique,calcul_mental,Moyenne,Que vaut 35 × 5 ?,35 × 5,"{""175"",""180"",""165"",""160""}",175,"Pour 35 × 5, on peut décomposer en (30 × 5) + (5 × 5), soit 150 + 25 = 175. Le piège est d'oublier de re-multiplier après avoir séparé ou d'oublier de re-rassembler le total.","Pense en morceaux, puis rassemble.",true
psychotechnique,calcul_mental,Moyenne,Quel est le résultat de 15 % de 160 ?,0.15 × 160,"{""24"",""26"",""22"",""20""}",24,"15% de 160 peut se voir comme 10% plus la moitié de 10%, soit 16 + 8, d'où 24. Ce type de questions présentent souvent le problème de la mauvaise estimation de chaque pallier de pourcentage.","Identifiez 10 %, puis trouvez 5 %.",true
psychotechnique,calcul_mental,Difficile,Quel résultat pour (47 × 8) − 76 ?,(47 × 8) − 76,"{""300"",""290"",""308"",""314""}",300,"47 × 8 donne 376, auquel on soustrait 76 pour obtenir 300. Il est crucial de réaliser chaque opération en séquence pour rester précis et ne pas mélanger ou oublier les résultats intermédiaires.","Multipliez, ensuite soustraire.",true
psychotechnique,calcul_mental,Difficile,Calcul du suivant : (35 + 17) × 2 - 14 ?,(35 + 17) × 2 - 14,"{""90"",""102"",""88"",""92""}",90,"D'abord résoudre 35 + 17 = 52, multiplier par 2 donnant 104, ensuite soustraire 14 pour 90. Évitez de perdre de vue l'ordre des opérations correctement appliqué dans ce problème.",Faites les additions en premier.,true
psychotechnique,calcul_mental,Difficile,Résultat pour 23 × 17 ?,23 × 17,"{""391"",""389"",""377"",""373""}",391,"23 × 17 en réalité signifie (20 + 3) × (10 + 7), ce qui devient 391 après expansion. La clé ici est la distributivité qui évite d'oublier les nombreuses étapes.",Pense à la distributivité.,true
psychotechnique,calcul_mental,Difficile,Que vaut 8 % de 250 ?,0.08 × 250,"{""20"",""18"",""22"",""25""}",20,"8 % correspond à 0,08 fois 250, qui peut être vu comme 10% (25) moins 2% (5), aboutissant à 20. Reconnaître l'amour des erreurs de pourcentages quels qu'il fût est souvent essentiel ici.",Décompose en 10 % - 2 %.,true
psychotechnique,calcul_mental,Difficile,Calculer 35 % de 180 ?,0.35 × 180,"{""63"",""65"",""61"",""59""}",63,"35 % de 180 est 0,35 fois 180, transformable en 30% (54) + 5% (9), soit 63. Ne pas estimer chaque partie du pourcentage individuellement expose à de potentieuses erreurs.",Décompose en 30 % + 5 %.,true
psychotechnique,calcul_mental,Difficile,Que vaut 2³ ?,2³,"{""8"",""6"",""10"",""9""}",8,"2<sup>3</sup> égale 8, car 2 doit être multiplié par lui-même trois fois : 2×2 = 4, puis 4×2 = 8. La puissance de trois est couramment confondue avec la puissance de deux.",Continue à multiplier à chaque état.,true
psychotechnique,calcul_mental,Difficile,Résolvez: 16².,16²,"{""256"",""246"",""266"",""236""}",256,"16 x 16 égale 256, ce qui est immédiatement appréciable en répétant 16, puis 256 suit comme une réponse l'anticipe à vérifier. La confusion avec les chiffres moins pour un résultat proches peut induire en erreur.",Pensez à 16 fois 16 littéralement.,true
psychotechnique,calcul_mental,Difficile,Qu'est-ce que √225 ?,√225,"{""15"",""14"",""16"",""17""}",15,"La racine carrée de 225 est 15, puisque 15 × 15 rend 225. Un piège facile ici est d'oublier que la racine carrée doit produire un nombre multiplé deux fois qui donne le nombre de départ.",Pense à quel chiffre donne 225 par double.,true
psychotechnique,calcul_mental,Difficile,Combien font (65 + 35) ÷ 5 ?,(65 + 35) ÷ 5,"{""20"",""25"",""22"",""30""}",20,"Additionner 65 et 35 revient à 100, qui, divisé par 5, donne 20. L'ordre des opérations et la vérification beaucoup d'erreurs surgissent souvent lors d'étapes incorrectes ou mal ordonnées.",Faites les additions avant de diviser.,true
psychotechnique,calcul_mental,Difficile,Comment calculer 13 % de 300 ?,0.13 × 300,"{""39"",""35"",""40"",""36""}",39,"13% de 300 peut être trouvé en multipliant par 0,13, résultant en 39. Identifier une erreur dans la conversion de pourcentages en décimales est souvent crucial ici.","Rappelez-vous que 0,13 est utilisé pour 13 %.",true
psychotechnique,calcul_mental,Difficile,Qu'obtient-on en calculant (49 ÷ 7) + 6 ?,(49 ÷ 7) + 6,"{""13"",""11"",""12"",""10""}",13,"49 ÷ 7 donne 7, auquel il faut ajouter 6 pour un résultat de 13. L'erreur provient souvent d'une mauvaise application de division et addition mal vérifiées.",Divisez avant d'additionner.,true
