module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Moyenne,Combien vaut 96 / 4 ?,96 / 4,"{""22"",""23"",""24"",""25""}",24,96 / 4 donne 24 puisque 24 × 4 retrace jusqu'à 96. Une erreur typique est d'aller trop ou pas assez loin dans la division.,Regarde combien de fois 4 entre dans 96.,true
psychotechnique,calcul_mental,Moyenne,Que vaut 112 + 367 ?,112 + 367,"{""469"",""479"",""489"",""499""}",479,Addition contrôlée: (112 + 300 = 412) puis (67 + 412 = 479). Un piège est d'oublier une retenue ou de se tromper à l'étape.,,true
psychotechnique,calcul_mental,Moyenne,Solution de 738 - 521 ?,738 - 521,"{""207"",""217"",""218"",""219""}",217,Calcul progressif: (738 - 500 = 238) puis (238 - 21 = 217). La distraction peut surgir sans suivis exacts des étapes.,"Enlève d'abord 500, puis le reste.",true
psychotechnique,calcul_mental,Difficile,Calculez 23 × 17.,23 × 17,"{""361"",""381"",""391"",""401""}",391,"Étape par étape: (23 × 10 + 23 × 7) = 391, agis sur des parties. La confusion est d'omettre un segment de multiplication.",Décompose en multipliant en étapes.,true
psychotechnique,calcul_mental,Difficile,8 % de 250 est combien ?,0.08 × 250,"{""20"",""25"",""30"",""35""}",20,Calcule comme (250/10 = 25) puis 1/5 de 25 pour 20. Confusion avec autre conversion peu fréquente blesserait.,Pense en approchant 10 % et ajuste.,true
psychotechnique,calcul_mental,Difficile,Quelle est la fraction 2/3 de 81 ?,2/3 × 81,"{""46"",""54"",""56"",""58""}",54,Deux tiers de 81 sont obtenus: divise par 3 puis double: 27 × 2 = 54. Rater l'initiale division 3 donne mauvais chemin.,"Divise par 3 d'abord, puis double.",true
psychotechnique,calcul_mental,Difficile,Résolvez 3^4.,3^4,"{""64"",""81"",""91"",""101""}",81,"3^4 est 3 × 3 × 3 × 3. Initiale 3^2 = 9, puis 9 × 9 = 81. L'erreur serait de négliger le produit total.",Calcule step by step des valeurs croissantes.,true
psychotechnique,calcul_mental,Difficile,Trouve la racine de 225.,√225,"{""13"",""14"",""15"",""16""}",15,La racine de 225 est effectivement 15 puisque 15 × 15 produit 225. Oublier une racine simple mène à des confusions.,Pense à quel nombre multiplié par lui-même donnerait 225.,true
psychotechnique,calcul_mental,Difficile,Combien valent 648 ÷ 24 ?,648 ÷ 24,"{""26"",""27"",""28"",""29""}",27,24 s'intègre parfaitement dans 648: est égal à 27 (27 × 24 = 648). Une mauvaise lecture de division pourrait entraîner l'échec.,Analyse multiple synchro entre quotient et diviseur.,true
psychotechnique,calcul_mental,Difficile,Evaluer (35 + 17) × 2 - 14.,(35 + 17) × 2 - 14,"{""88"",""92"",""96"",""98""}",88,"35 + 17 = 52, double 52 = 104, puis soustrais 14 pour 88. Détournement problème sont souvent d'oublier priorité ou séquence.",Garde la séquence et priorité des opérations.,true
psychotechnique,calcul_mental,Difficile,Que vaut la moitié de (81 - 17) ?,(81 - 17) / 2,"{""27"",""32"",""34"",""37""}",32,"Soustrais d'abord (81 - 17 = 64), ensuite partage 64 en deux dons 32. Ceux endurcis omettent rythme ou négligence premiers deux entraînerait.","Suit PTO (Priorité,Termine, Opération), d'abord soustraction.",true
psychotechnique,calcul_mental,Difficile,25 % de 380 est combien ?,0.25 × 380,"{""85"",""90"",""95"",""100""}",95,Calcule divisant par 4 puisque 25 % est toujours un quatrième du total: 380 / 4 égale 95. Principal danger vient suivant pourcentage incorrectement.,Pense trimestre du nombre.,true
psychotechnique,calcul_mental,Difficile,Quels sont les résultats de 12 × 9 + 25 ?,12 × 9 + 25,"{""132"",""133"",""137"",""143""}",133,"12 × 9 équivalent rapide 108, 108 + 25 augmente toi 133. Courante mauvaise direction simple serait transpose ou mal prise résultats intermédiaire.",Retient pertinence en addition bien gérer.,true
psychotechnique,calcul_mental,Difficile,Que vaut 48 × 25 ?,48 × 25,"{""1100"",""1200"",""1250"",""1400""}",1200,"D'abord parelle queue (48 mois 100), ensuite double lache anglais (100÷4 par 25) doit 1200. Mouvance normal confusion multiplication similaire plus précise relevé.","Décompose en bas et haut, 25 découle simplement 100÷4.",true
psychotechnique,calcul_mental,Difficile,(63 × 5) − 32 vaut combien ?,(63 × 5) − 32,"{""273"",""280"",""283"",""293""}",283,"63 × 5 forme apport 315, soustrayez 32 cause répondre 283. Ecartation nombreux étape raison saut sec sans pas inversé proportion.",Purement assurez droite tout d'abord multiplication puis soustrayez.,true
psychotechnique,calcul_mental,Difficile,Comment évaluer (79 - 28) × 4 ?,(79 - 28) × 4,"{""180"",""184"",""188"",""204""}",204,"Soustrayons decomposé premier forme d'abord, même 51, suite retrouve multiplication retourne 204. Surprendre progression mathématique parfois complexe de résumé duplicité amendée niveau structuré.",Fais les soustractions avant de multiplier direct.,true
