module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Combien font 42 / 6 ?,42 / 6,"{""7"",""6"",""8"",""9""}",7,Calculer 42 divisé par 6 peut être appréhendé en se souvenant que 42 est simplement 7 fois 6. Vérification par recomposition en signes multiplicatifs connus. Un piège pourrait inclure une confusion avec la division par un chiffre proche comme 5.,Pense en termes de multiples de 6.,true
psychotechnique,calcul_mental,Facile,Combien font 18 × 2 ?,18 × 2,"{""34"",""36"",""38"",""32""}",36,"Pour le calcul 18 × 2, double simplement 18 pour obtenir 36. Simplifier par répétition rapide des valeurs numériques. Un piège communement rencontré est un déferlement vers l'addition faux de 18 en tant qu'ajustement erroné.",Pense à 2 fois 18.,true
psychotechnique,calcul_mental,Facile,Combien font la moitié de 100 ?,100 / 2,"{""40"",""50"",""60"",""66""}",50,La moitié de 100 est tout simplement 50. Diviser toute base par deux représente un calcul simple où les valeurs ne laissent aucune place au doute. Un piège ici est de considérer à tort l'application d'une opération complexe lorsque le simple est suffisant.,Divise le centième par deux.,true
psychotechnique,calcul_mental,Facile,Combien font 12 + 8 ?,12 + 8,"{""19"",""20"",""22"",""21""}",20,"Pour 12 + 8, commence par ajouter 10 pour obtenir 20, puis vérifie l'additivité des unités pour confirmer le chiffre total. L'ajustement à une vingtaine précise est une aide mentale. Un piège possible est d'oubli du correct ajustement des unités.",Commence par obtenir une dizaine supplémentaire.,true
psychotechnique,calcul_mental,Facile,Combien font 4 × 9 ?,4 × 9,"{""34"",""35"",""36"",""37""}",36,"4 × 9 = 36 parce que, en réalité, on additionne 4 neuf fois. Vérifiez le flux par 5, puis ajoutez 4 pour la vérification finale. Un piège inclut d'ajouter incorrectement à plusieurs reprises la multiplication.","Multiplie par 5, puis ajoute des multiples de 4.",true
psychotechnique,calcul_mental,Moyenne,Combien font 238 + 167 ?,238 + 167,"{""405"",""395"",""401"",""407""}",405,"Ajoutez initialement les centaines : 200 + 100 = 300. Ajoutez ensuite les dizaines : 30 + 60 = 90, puis augmentez de 15 en combinant 8 + 7, 300 + 90 + 15 donne 405. Vérifiez, quand à mieux est choisi, qu'il n'y précède des provocations erronées multipliées entre certaines opérations.","Additionne séparément centaines, dizaines et unités.",true
psychotechnique,calcul_mental,Moyenne,Combien font 624 - 389 ?,624 - 389,"{""235"",""234"",""236"",""225""}",235,"Soustraire d'abord 300 donne 324, puis soustraire 60 fait 264. Finalement, soustraire 9 nous amène à 255. Effectuer la soustraction par parties permet une meilleure gestion mentale. Attention au risque habituel de négliger la deuxième soustraction.",Procède par étapes en soustrayant doucement.,true
psychotechnique,calcul_mental,Moyenne,Combien font 13 % de 300 ?,"0,13 × 300","{""39"",""40"",""38"",""42""}",39,"13 % de 300 est obtenu par 300 × 0,13 = 39. Comptez les chiffres en positionnement, c'est la maîtrise de la multiplication va aider. Se méfier de l'oubli classique des décimales après le pointage des pourcentages.",Pense à diviser 100 % en dix puis ajouter 3 %.,true
psychotechnique,calcul_mental,Moyenne,Quel est le carré de 12 ?,12²,"{""146"",""144"",""154"",""134""}",144,"12² = 12 × 12 = 144. Multiplier en deux étapes car 12 exprimant de 10 plus 2, donc 10_ACTION_ERROOutput 240+4. Le défi est d'arriver à un secrétariat en pondération commune appliquée par loi et ordre des ordres parmi d'autres approches.",Multiplie 12 par 12 en décomposant.,true
psychotechnique,calcul_mental,Moyenne,Combien font 682 + 329 ?,682 + 329,"{""1001"",""1011"",""1021"",""1031""}",1011,"Ajoutez d'abord les centaines : 600 + 300 = 900. Ensuite, les dizaines 80 + 20 = 100, et enfin, les unités 2 + 9 = 11. Finalement 900+100+11 donne 1011. En décomposant les nombres, on garantit l'évitement des erreurs de calcul rapides qu'on trouve fréquentés.",Additionnez chiffres par chiffre.,true
psychotechnique,calcul_mental,Moyenne,Combien font 456 - 214 ?,456 - 214,"{""242"",""241"",""244"",""245""}",242,"Soustraire 200 pour obtenir 256, ensuite soustraire 10 pour arriver à 246, finalisant en soustrayant 4 pour 242. Cette décomposition rend l'opération lisible sur papier. Le piège : estimer mal économiquement les soustractions consécutives.",Utilise soustraction progressive par morceaux.,true
psychotechnique,calcul_mental,Moyenne,Combien font 12 × 15 ?,12 × 15,"{""180"",""185"",""200"",""175""}",180,"En effectuant 12 × 10 = 120, puis ajoutant 5 × 12 = 60. Réunir les valeurs pour total de 180. La décomposition en portions simples facilite et améliore l'efficacité, dupliquées pour abu naziers. Attention au plus forminable juste demandant une multitude totale.",Décompose en 12 × 10 + 12 × 5.,true
psychotechnique,calcul_mental,Moyenne,Combien font 9 % de 200 ?,"0,09 × 200","{""18"",""16"",""14"",""20""}",18,"Calculez 200 × 0,09 pour obtenir 18. Cette conversion représente une poussée qualitative, car la confiance est décisive. Une erreur commune serait de se tromper sur les décimales. Elles devraient être précises.",Divisez 200 par dix et ajustez par 9 %.,true
psychotechnique,calcul_mental,Moyenne,Quel est le carré de 15 ?,15²,"{""225"",""230"",""235"",""220""}",225,"Pour obtenir 15², multiplier 15 par 15 soit 15 × 10 = 150 plus (5 × 15 =) 75; résultat final 225. Cette méthode émergeant divise et combine progresse comme produit en plus simple approche. Fréquemment, il arrive de calculer une mauvaise décimale ou de ne pas combiner correctement les résultats partiels.",Repense l'addition des carrés.,true
psychotechnique,calcul_mental,Moyenne,Combien de temps en secondes est 1 heure ?,60 min × 60 sec,"{""3900"",""3600"",""3500"",""3000""}",3600,"Une heure, convertie en secondes, s'obtient en multipliant 60 (minutes) par 60 (secondes par minute) pour faire 3600 secondes au total. Cette conversion contribue à renforcer toute unité retrouvée pour déclarer une équité bien pointée. Vérifiez l'opération auprès des autres fractions temporelles.",Multipliez 60 minutes par 60 secondes.,true
psychotechnique,calcul_mental,Difficile,Quelle est la racine carrée de 225 ?,√225,"{""15"",""14"",""13"",""12""}",15,"La racine de 225 est 15, car 225 est égal à 15 au carré. Cette simplification s'étend sur la résignation d'une interprétation arrêtée multiple. Confusion est typique lors des essais de se souvenir des carrés plus élevés.",Rappelle-toi des carrés parfaits.,true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de (35 + 17) × 2 - 14 ?,(35 + 17) × 2 - 14,"{""102"",""110"",""104"",""106""}",102,"D'abord, ajoutez 35 et 17, obtenez 52, doublez pour obtenir 104, puis soustrayez 14 pour l'ultime 90. Cela met en lumière le besoin de priorités organisées habitudes appropriées, habiles lors des augmentations arythmiques repensées. Un risque est la mauvaise attention à ne pas doublement comptabiliser les ajouts intermédiaires.",Calculez d'abord les additions puis doubler.,true
psychotechnique,calcul_mental,Difficile,Combien font 96 ÷ 3 + 7 × 4 ?,96 ÷ 3 + 7 × 4,"{""52"",""53"",""54"",""55""}",55,"Pour résoudre, commencez par la division 96 ÷ 3 = 32. Ensuite, procédez à la multiplication : 7 × 4 = 28 ; 32 + 28 donne le total de 55. Le piège lors de cette combinaison est souvent de ne pas saisir la vitesse mise par ordre correct testé.",Effectuez les calculs divisés séparément.,true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de 23 × 19 ?,23 × 19,"{""437"",""457"",""417"",""433""}",437,"Calculer 23 × 19 en pensant à 23 × (20 - 1), ainsi 23 × 20 = 460, puis soustrayez un 23 à 460 : résultat final 437. Cette portion dynamique s'offre à une orchestration fournisseurs d'efficacité. Le piège est souvent dans les soustractions.",Utilisez la distribution 23 × 20 - 23.,true
psychotechnique,calcul_mental,Difficile,Combien font 25 × 15 ?,25 × 15,"{""365"",""375"",""385"",""395""}",375,"Pour 25 × 15, utilisez (25 × 10) + (25 × 5) = 250 + 125 = 375. Décomposition englobant étonne par simplification de multiplicité, confiée envers phases internes. Erreurs fréquentes incluent le calcul erroné de la deuxième partie du produit.",Méthode par ajout 10 puis ajout 5.,true
psychotechnique,calcul_mental,Difficile,Combien de millisecondes en une minute ?,60 sec × 1000,"{""60000"",""61000"",""59000"",""62000""}",60000,"Une minute comportant 60 secondes et chaque seconde 1000 millisecondes, donc 60 × 1000 = 60,000 millisecondes. La conversion des unités doit rester précise à chaque reprise. Un piège courant est d'oublier la multiplication par les millisecondes.",Pensez en termes de mille par seconde.,true
psychotechnique,calcul_mental,Difficile,Quel est le résultat de 8 % de 250 ?,"0,08 × 250","{""20"",""22"",""18"",""25""}",20,"Calculez 8 % de 250 en multipliant par 0,08, soit 250 × 0,08 = 20. Décomposez chaque pourcentage en sa frange et de son contexte calculette-total. Se méfier du piège potentiel qu'est le mauvais ajustement des décimales additionnelles.","Pensez en fraction 0,08.",true
