module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Facile,Combien de chiffres pairs apparaissent dans la suite ?,Comptez uniquement les chiffres pairs.,1 2 3 4 5 6 7 8 9 0,"{""3"",""4"",""5"",""6""}",5,"Examinons les chiffres 2, 4, 6, 8, 0 — 5 chiffres pairs dans la suite. Il est crucial de prendre en compte le zéro, car c'est un chiffre pair souvent négligé.",Soulignez mentalement chaque chiffre pair pendant votre comptage.,true
psychotechnique,concentration,Facile,Trouver l'intrus dans la suite alphabétique.,Identifiez la lettre qui ne suit pas le modèle.,M O Q R T U V,"{""Q"",""R"",""T"",""V""}",R,"Les lettres M, O, Q, T, U, V progressent par intervalles de 2 : M (0), O (2), Q (2), mais R ne suit pas ce modèle et rompt le schéma progressif. L'oubli de l'intervalle réduit la probabilité d'un choix judicieux.",Examiner l'espacement et voyez si une lettre rompt le motif.,true
psychotechnique,concentration,Facile,Combien de voyelles dans ce texte ?,"Comptabilisez chaque a, e, i, o, u, y en majuscule ou minuscule.",Un jardin fleuri attire des abeilles,"{""12"",""13"",""14"",""15""}",14,"Il y a : Un (1), jardin (2), fleuri (3), attire (3), des (1), abeilles (4) = 14. Le compte nécessite une analyse de chaque mot, et le Y décompté dans 'attire' comme voyelle.",Regardez chaque mot attentivement pour éviter un oubli.,true
psychotechnique,concentration,Facile,"Dans cette suite de chiffres, combien de fois le 9 apparaît-il ?",Comptez attentivement les occurrences de 9.,9 8 7 9 6 9 5 4 3 2 1 9 0 9,"{""4"",""5"",""6"",""7""}",5,"Les chiffres 9 se trouvent aux positions 1, 4, 6, 12 et 14. Comprendre chaque position aidera à ne négliger aucune occurrence. Se fier seulement aux emplacements logiques amène une grande efficacité dans le calcul.",Gardez une trace visuelle des positions précédentes atteintes.,true
psychotechnique,concentration,Facile,Quelle est la lettre l'intruse dans cette suite de voyelles ?,Identifiez l'intrus.,A E I O U B,"{""I"",""O"",""B"",""A""}",B,"B est la seule consonne dans la suite. Les autres lettres A, E, I, O, U sont voyelles. Identifier rapidement le motif de voyelles est la clé pour élimination cela.",Cherchez ce qui rompt un motif évident pour la plupart.,true
psychotechnique,concentration,Facile,Quelle séquence correspond exactement au modèle présenté ?,Modèle : 1234ABCD,Trouvez la séquence concordante.,"{""1234ABDC"",""1234ACBD"",""1234ABCD"",""123ABC4D""}",1234ABCD,La seule séquence qui correspond exactement au modèle est '1234ABCD'. Il est crucial de lire attentivement chaque lettre pour éviter les options ayant des inversions de lettres.,Comparez chaque lettre méticuleusement pour repérer les divergences.,true
psychotechnique,concentration,Moyenne,Combien de fois la lettre « S » majuscule apparaît-elle ?,Considérez uniquement le S majuscule.,Des Serpents Subtils se cachent sous cette grande Souche.,"{""2"",""3"",""4"",""5""}",3,"Le décompte des 'S' majuscules : 'Des' (0), 'Serpents' (1), 'Subtils' (1), 'Souche' (1) = 3. Les 'S' minuscules complique souvent un comptage erroné en amplifiant le nombre initialement pensé.",Faire attention exclusivement aux majuscules vous facilitera le calcul.,true
psychotechnique,concentration,Moyenne,Combien de chiffres 8 apparaissent dans la suite ?,Comptez minutieusement chaque 8.,8 7 8 6 8 5 8 4 8 3 8 2 8,"{""7"",""8"",""9"",""10""}",7,"Les 8 apparaissent aux positions 1, 3, 5, 7, 9, 11 et 13, donc il y a sept occurrences de 8. La vigilance est essentielle dans ce système répétitif d'alternance pour éviter de manquer de comptage.",Repérez chaque 8 sur les positions impaires pour voir facilement les motifs.,true
psychotechnique,concentration,Moyenne,Combien de mots de plus de 5 lettres cette phrase contient-elle ?,Considérez les mots strictement de plus de 5 lettres.,La justice établit des règlements pour assurer l'ordre.,"{""2"",""3"",""4"",""5""}",2,"Les mots dépassant 5 lettres sont : 'justice' (7), 'règlements' (10). 'Établit' ne compte que 6 lettres mais réside à leur seuil critique constituant une échéance de calcul.",Concentrez-vous vraiment sur chaque mot pour parfaitement éviter les erreurs.,true
psychotechnique,concentration,Moyenne,Quelle séquence correspond exactement au modèle fourni ?,Modèle : ABCDEFGH,Sélectionnez la correspondance exacte.,"{""ABCDFGH"",""ABCDEFGH"",""ABDCEFGH"",""AZCDEFGH""}",ABCDEFGH,La séquence 'ABCDEFGH' est la seule à correspondre directement au modèle sans changement d'ordre. Ne pas déceler à temps les différences subtiles est une erreur commune.,Parcourez lentement chaque lettre pour vous assurer contre les petites altérations.,true
psychotechnique,concentration,Moyenne,Combien de mots dans cette phrase contiennent des double consonnes ?,Considérez les groupes de toutes consonnes adjacentes.,Les policiers abattent rapidement les barrières.,"{""1"",""2"",""3"",""4""}",3,"'Policiers', 'abattent', 'barrières' contiennent tous des paires de consonnes comme 'bb', 'tt' et 'rr'. Éviter les inclure involontairement pourrait s retirer au calcul correct.",Concentrez-vous sur les lettres doubles en existence même si nuances fines pour éviter.,true
psychotechnique,concentration,Moyenne,Combien de F majuscules trouve-t-on dans cette phrase ?,Ne comptez que les F en majuscule.,Le Facteur de Frisson Finalement s'est manifesté.,"{""1"",""2"",""3"",""4""}",3,"En examinant chaque terme, 'Facteur' (1), 'Frisson' (1), 'Finalement' (1) contiennent chacun un F majuscule. L'exclusion des f minuscule est essentielle à une conclusion de compte rationnelle.",Vérifiez attentivement pour ne pas vous figer sur les clauses.,true
psychotechnique,concentration,Moyenne,Quelle lettre est l'intrus dans cette suite ?,Identifiez la lettre ne suivant pas le modèle binaire.,B D F G H J L N,"{""G"",""H"",""L"",""N""}",G,"Les lettres B, D, F, H, J, L, N correspondent à un modèle de lettres alternant les chiffres pairs et impairs sauf pour 'G', une anomalie. Retenir ce principe d'alternance aide à éviter l'erreur.",Considérez l'alternance pair/impair pour repérer le motif.,true
psychotechnique,concentration,Moyenne,Combien de E majuscules dans cette phrase complexe ?,Considérez seulement les E majuscules possibles.,Élégance Est Essentialement sobre Et exclusivement Élaborée.,"{""4"",""5"",""6"",""7""}",5,"Les 'E' majuscules sont respectivement : 'Élégance' (1), 'Est' (1), 'Essentialement' (1), 'Exclusivement' (1), 'Élaborée' (1). Comptez furtivement sur les espaces pour éviter distractions.",Concentrez à compter chaque majesté ouuppercela E pour arriver à la fin.,true
psychotechnique,concentration,Moyenne,Trouver l'intrus parmi la suite des jours.,Seul un des éléments ne correspond pas.,Lundi Mardi Jeudi Samedi Dimanche,"{""Mardi"",""Jeudi"",""Dimanche"",""Samedi""}",Jeudi,"Chaque jour est inscrit selon un écart symétrique entre lundi, mardi, et jeudi ayant aucune association par unité de jours ou séquence. Le point de surprise serait d'oublier un cyclique intéressant.",Représentez visuellement l'échelle jour pour jour week.,true
psychotechnique,concentration,Moyenne,Quelle séquence de lettres est identique au modèle donné ci-dessous ?,Modèle : MNBVCXZA,Choisissez le bon modèle qui convient.,"{""MNBVCDZA"",""MNBVCXZA"",""MNBCVXZA"",""MNBVCXZ""}",MNBVCXZA,'MNBVCXZA' est seule option qui recrée fidèlement le modèle sans erreurs. Attentionné double et triple vérification des séquences permettra d'éviter omissions.,"Considérez à gauche chaque lettre une à une, à plusieurs reprises pour résoudre l'inexactitude.",true
psychotechnique,concentration,Moyenne,Identifiez une séquence identique au modèle suivant.,Modèle : ZXCVBNML,Effectuez votre sélection parmi options.,"{""ZXCBBNML"",""ZXCBVNML"",""ZXCVBNML"",""ZXCVNMML""}",ZXCVBNML,Les options sont trompeuses car seule 'ZXCVBNML' alignerait parfaitement le modèle proposé. Discervez que substitution chaque lettre incom Rechercher une courte inexactitude prône.,Lit progressivement de temps en temps plus d'une phrase pour atteindre une exacte vision.,true
psychotechnique,concentration,Difficile,Combien de mots de plus de 7 lettres dans la phrase suivante ?,Prenez en compte les mots strictement supérieurs à 7 lettres.,L'authenticité et la fiabilité sont cruciales pour bâtir une réputation solide.,"{""2"",""3"",""4"",""5""}",3,"Analysons les mots : 'authenticité' (12), 'fiabilité' (9), 'cruciales' (9) : 3 mots. Le piège est de considérer le mot 'réputation' qui ne fait que 10 et 'solide' avec 6 lettres.","Passez en revue chaque terminaison de mot, jauger leur longueur excessive nous offrira un total correct.",true
psychotechnique,concentration,Difficile,Quelle séquence reproduit exactement le modèle suivant ?,Modèle : 1234567890ABCDEF,Indiquez la séquence exacte conforme.,"{""1234567890ABCFDE"",""1234567890ABCDEF"",""123456790ABCDEF"",""1234567890BACDEF""}",1234567890ABCDEF,"La séquence '1234567890ABCDEF' est fidèle au modèle initialement donné sans erreur, chaque lettre et chiffre est à sa place. Considérez éviter d'omettre inversion de positionnement quelle partie infime.",Inspectez minutieusement chaque caractère pour éviter l'omission lourde et soulager votre incertitude.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « R » majuscule apparaît-elle ici ?,Observez uniquement les occurrences en majuscule de R.,Rien n'est Réellement Réellement impossible lorsque Rêves courts Règnent.,"{""3"",""4"",""5"",""6""}",4,"En comptant les bonnes lettres : 'Rien' (1), 'Réellement' (2), 'Rêves' (0), 'Règnent' (1) = 4 R majuscules. Attention cependant : confondre des majuscules pourrait conduire un faux calcul.",Ne prenez en compte que les R grands via développement direct et intuiros?,true
psychotechnique,concentration,Difficile,Combien de chiffres impairs se trouvent dans cette suite alphanumérique ?,"Attention, ne comptez que les chiffres numérotés impairs.",1X2Y3Z4A5B6C7D8E9F,"{""5"",""6"",""7"",""8""}",5,"Nous avons 1, 3, 5, 7, 9 — 5 chiffres impairs au total. Leur identification dans ce désordre est habilement influencée par les caractères alphabétiques et ne pas retirer tous les nombres voisins est essentiel.","Ignorez les lettres, concentrez-vous simplement sur les formules improbables.",true
psychotechnique,concentration,Difficile,Combien de R majuscules dans ce passage ?,Ne comptez que les lettres R en majuscule.,"Rachel, en Remontant ses trempeurs, Remarqua étrangement un Reverberateur.","{""2"",""3"",""4"",""5""}",3,"Examiner chaque mot : 'Rachel' (0), 'Remontant (1)', 'Remarqua' (1), 'Reverberateur' (1) = 3 fois. Reposant sur la vigilance d'omettre certain R petit peut amener un tout autre résulté de l'approche","Gardez les R en retenues, visualisez leur amplitude dans les vocabulaires.",true
psychotechnique,concentration,Difficile,Combien de E majuscules y a-t-il dans la suite suivante ?,Comptez exclusivement les E en majuscule.,Ecrire Est Essentiel pour Eduquer dans l'Enthousiasme.,"{""4"",""5"",""6"",""7""}",4,"Les E majuscules correspondent aux : 'Ecrire' (1), 'Est' (1), 'Essentiel' (1), 'Eduquer' (1) = 4 E majuscules. Chaque mot doit être observé pour éviter de compter miniscule e à la place.",Optez une distinction correcte et évitez de vous tromper entre e min et maj.,true
psychotechnique,concentration,Difficile,Quelle séquence est exactement identique au modèle suivant ?,Modèle : QWERTYUIOPASDFGH,Identifiez la séquence correcte.,"{""QWERTYUIOPDSAFHG"",""QWERTYUIOPASDFGH"",""QWERTYYUIOPASDFGH"",""QWERTYUIOAPSDFGH""}",QWERTYUIOPASDFGH,La séquence 'QWERTYUIOPASDFGH' reproduit fidèlement le modèle donné sans modifications. La concentration sur permutations est cruciale pour ne pas choisir de façon incorrecte.,Analysez chaque lettre lentement pour détecter les moindres différences.,true
psychotechnique,concentration,Difficile,Combien de lettres font parties de la suite palindrome ?,Trouvez et identifiez les nombres de chaque groupe.,ABCDCBA EFGHGFED 12321 DEED,"{""3"",""4"",""5"",""6""}",3,"Les ensembles sont ABCDCBA, 12321 et DEED. Chacun est un palindrome, donc contestant la symétrie constante. Évitez de confondre suite incomplète avec une mistake nécessaire.",Représentez chaque partition clairement pour observer la symphonie intégrale.,true
psychotechnique,concentration,Difficile,Combien de consonnes trouvent-on dans ce texte descriptif ?,Faites attention à ne considérer que les consonnes.,Récit salutaire ceci n'est qu'un extrait mémorable.,"{""20"",""21"",""22"",""23""}",22,"Nous avons : 'Récit' (3), 'salutaire' (5), 'ceci' (2), 'n'est' (3), 'qu'un' (2), 'extrait' (4), 'mémorable' (3) = 22. Bien différencier les voyelles, s'assurer de rassembler timbres masque une attente possible.","Visitez chaque mot correctement structurer, filtrer passage pour assurer que lettres sont consonnes.",true
psychotechnique,concentration,Difficile,Combien de mots ont exactement 5 lettres ici ?,Considérez chaque mot individuellement.,"Avant d'accepter, demandez, puis pensez catégoriquement.","{""1"",""2"",""3"",""4""}",2,"'Avant', 'puis' contiennent exactement 5 lettres chaque. Un écart sur demande réside là ce pourrait trouver se retire. Quelques effets mauvais de permettre des intervales oblitèrent différence vitale.",Comparez L'entrée avec votre seuil pour s'assurer que chaque mot ne soit pas écarté.,true
psychotechnique,concentration,Difficile,Quelle séquence choisie correspond exactement à cette proposition ?,Modèle : AZWSXEDCRFVTGBYHNUJMIKOLP.,Admirez l'observation logique pour référencement correct.,"{""AZWSXRDECFVTGBYHNUJMIKOLP"",""AZWSXEQDRFVTGBYHNUJMIKOLP"",""AZWSXEDCRFVTGBYHNUJMIKOLP"",""AWSXEDCRFVTGB"",""AZWSXEDCRFVTGBYHNUJMIKOLP""}",AZWSXEDCRFVTGBYHNUJMIKOLP,La séquence 'AZWSXEDCRFVTGBYHNUJMIKOLP' produit sans faute un parallèle modèle en général. Il ne reste qu'alterner membres individuels à former ruptures spécifiques.,"Faites une tentative sur les bords, pour déterminer s'il y a distorsion.",true
psychotechnique,concentration,Difficile,Combien de mots de plus de 6 lettres composent cet extrait ?,Prenez bien soin de respecter la règle des mots à 'plus de 6 lettres'.,L'élaboration minutieuse de procédures améliore constamment la qualité.,"{""3"",""4"",""5"",""6""}",4,"En analysant, 'élaboration' (11), 'minutieuse' (10), 'procédures' (9), 'améliore' (8) font plus que 6 lettres chacun. Ne pas prêter attention à 'qualité' initialement apparent mais non inclus, de 7 lettres quu fait défaut peut faire erreur.",Surligner chaque mot est une méthode efficace pour éviter les oublis.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « M » en majuscule apparaît-elle ?,Observez particulièrement le M majuscule.,Le Malicieux Matin Maboul Mandat est Magnifiquement Moelleux.,"{""3"",""4"",""5"",""6""}",4,"Comptabilisons : 'Malicieux' (1), 'Matin' (1), 'Mandat' (1), 'Magnifiquement' (1) = 4 M majuscules en ométant minuscule 'm'. Évitez de compter 'moelleux' comme distraction typique.",Passez en arpentant chaque mot pour repérer les majuscules M pas m.,true
psychotechnique,concentration,Difficile,Trouver l'intrus dans cette suite d'année non séquentielles.,Identifiez le chiffre qui ne s'accorde pas à la non progression des années.,1999 2001 2002 2004 2005 2003,"{""2005"",""2004"",""2003"",""2001""}",2003,"Les années progressent de plusieurs et l'année 2003 est intercalée, c'est-à-dire '1999' (5), '2004' (5), l'écart en étant suivant un cycle imparti. Indépendamment possible nature qu'2002 replace sa logique.",Revenez plus loin quelques chiffres en séquence pour voir s'il est inégal ou non.,true
psychotechnique,concentration,Difficile,Combien de R majuscules trouvent-on dans l'extrait suivant ?,Considérer uniquement les R en majuscules.,Ravi au coeur de cet immense Récif Réflexif. Un R symbolique.,"{""3"",""4"",""5"",""6""}",4,"Les R majuscules sont présents dans : 'Ravi' (1), 'Récif' (1), 'Réflexif' (1), 'R' (1) = 4 au total. Des erreurs viennent souvent du fait de ne pas faire la distinction entre les minuscules et majuscules R.","Soulignez ce que vous trouvez facilement, c'est la clé.",true
psychotechnique,concentration,Difficile,Combien de E majuscules ce paragraphe contient-il ?,"Attention, seuls les E majuscules doivent être comptés.","Éclair d'Été ÉlancÉ, Épaule rigide. Échos résonants.","{""4"",""5"",""6"",""7""}",5,"En référencement l'E morde : 'Éclair' (1), 'Été' (1), 'ÉlancÉ, (1), 'Échos (1), 'Épaules (1) = 5. Les majuscules et minuscules sont critiques souvent erronées à première vue.",Utilisez une vérification simple des E maj devant pour ajuster le calcul.,true
