module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Moyenne,Quelle lettre est l'intrus dans cette suite alphabétique ?,Vérifiez la logique derrière les lettres données.,C E G I J L N P R,"{""I"",""J"",""N"",""R""}",J,"Les lettres sont en progression arithmétique. Cependant, après G, I ne continue pas la progression par +2, car après I le modèle est brisé par J. I est donc l'intrus.",Vérifie l'espacement régulier entre chaque lettre.,true
psychotechnique,concentration,Moyenne,Combien de voyelles différentes apparaissent-elles ici ?,Comptez chaque type de voyelles une fois.,Les arbres chantent chaque automne.,"{""3"",""4"",""5"",""6""}",4,"Les voyelles présentes sont a, e, u, o. Seuls les types de voyelles différents sont comptés. Un piège serait ici de compter toutes les occurrences au lieu de seulement les différentes.","Regardez chaque type de lettre, pas leur quantité.",true
psychotechnique,concentration,Moyenne,Combien de fois le chiffre « 2 » apparaît-il ?,Ne considérez que les 2 pas les chiffres voisins.,8 2 4 2 6 2 8 1 2 7,"{""3"",""4"",""5"",""6""}",4,"Les chiffres 2 sont en positions 2, 4, 6, et 9. Chaque pose un 2. Les erreurs typiques incluent la confusion avec les chiffres voisins.",Comptez lentement pour éviter de sauter des chiffres.,true
psychotechnique,concentration,Moyenne,Quel est l'intrus dans la suite de mots suivante ?,Un mot ne correspond pas.,lundi mardi mercredi jeudi vendredi orange,"{""mardi"",""jeudi"",""orange"",""vendredi""}",orange,Tous les mots sauf un sont des jours de la semaine. 'Orange' est l'intrus car c'est une couleur et non un jour.,Vérifiez quel mot ne suit pas la catégorie des jours.,true
psychotechnique,concentration,Moyenne,Combien de mots de 5 lettres ou plus sont présents ?,Comptabilisez les mots longs.,Le sergent observait attentivement la scène.,"{""3"",""4"",""5"",""6""}",3,"Les mots sont: sergent(1), observait(1), attentivement(1). Total = 3. Le piège ici est de ne pas compter correctement en incluant les mots courts ou oublier les pluriels.",Comptez mentalement les lettres de chaque mot.,true
psychotechnique,concentration,Moyenne,Identifiez l'intrus dans cette suite de nombres.,Cherchez la séquence correcte.,10 15 20 30 40 50 65,"{""15"",""30"",""50"",""65""}",65,"Tous les nombres sauf un progressent par incréments de dix : 10, 20, 30, 40, 50. 65 ne suit pas ce modèle et est donc l'intrus.",Vérifiez si vous suivez une addition simple.,true
psychotechnique,concentration,Moyenne,Quelle séquence est identique au modèle fourni ?,Modèle : 1A2B3C,Différentes séquences.,"{""1A3B2C"",""1B2A3C"",""1A2B3C"",""12AB3C""}",1A2B3C,Comparaison stricte montre que 1A2B3C est correct. Le reste ne correspond pas complètement.,Évaluez chaque partie de la séquence.,true
psychotechnique,concentration,Moyenne,Combien de fois la lettre « R » apparaît-elle ?,"Inclure, ne pas ignorer des majuscules ou minuscules.",La rivière roule rapidement vers la mer.,"{""4"",""5"",""6"",""7""}",4,"Rivière(2), roule(1), rapidement(0), vers(0), mer(1). Total = 4. Piège couramment oublié : 'vers' et 'rapide' ne comptent pas.",Prêtez attention aux répétitions.,true
psychotechnique,concentration,Moyenne,Quelle séquence suit exactement le modèle ?,Modèle : AB12CD34,Séquences proposées.,"{""AB21CD43"",""AB12CD34"",""AB12DC34"",""AB13CD24""}",AB12CD34,"Seule AB12CD34 suit le modèle. Dérapages comme AB21CD43 changent l'ordre, et AB12DC34 renverse parts CD/DC.",Assurez-vous que chaque segment est correct.,true
psychotechnique,concentration,Moyenne,Combien de voyelles dans la phrase ?,Inclure toutes les voyelles typiques.,Un matin d'hiver est plus long qu'un soir d'été.,"{""10"",""11"",""12"",""13""}",12,"Décompte mot par mot : Un(1), matin(2), d'(0), hiver(2), est(1), plus(0), long(0), qu'(0), un(1), soir(1), d'(0), été(3). Total = 12.",Décompose chaque mot dans votre tête.,true
psychotechnique,concentration,Difficile,Combien de fois le chiffre « 9 » apparaît-il ici ?,Attention aux répétitions.,9 8 7 9 6 9 5 9 4 9 3,"{""5"",""6"",""7"",""8""}",5,"Presque chaque nombre après 9 est 9 : position 1, 4, 6, 8, 10 inclus 9. Le nombre de distractions est élevé.",Concentrez-vous intensément sur 9 car les autres chiffres sont voisins.,true
psychotechnique,concentration,Difficile,Combien de mots de plus de 5 lettres existent ?,Réfléchir en profondeur sur ceci.,L'éléphant majestueux traversait le parc paisiblement.,"{""2"",""3"",""4"",""5""}",3,"Les mots sont : éléphant(1), majestueux(1), traversait(1), parc(0), paisiblement(1). Total = 3. Ne comptez pas les mots courts.",Faites un focus sur les mots complexes.,true
psychotechnique,concentration,Difficile,Quel élément est un intrus dans cette suite ?,Décodez le schéma continu.,2 4 6 11 14 16 18,"{""6"",""11"",""14"",""18""}",11,"Une simple addition de 2 montre un souci à 11, car elle doit être 2n avec n entier. 11 ne l'est pas.",Vérifiez plus le motif pair.,true
psychotechnique,concentration,Difficile,Identifiez la séquence identique au modèle.,Modèle : H7J8M9K7,Différentes options pour vérifier la similitude.,"{""H7J8M7K9"",""H7J8M9K8"",""H7J8M9K7"",""H7I8M9K7""}",H7J8M9K7,"Le modèle exact est seulement trouvé dans H7J8M9K7. H7I8M9K7, H7J8M9K8 et H7J8M7K9 contiennent toutes des erreurs de position de chiffre.",Comparez chaque lettre et chiffre minutieusement.,true
psychotechnique,concentration,Difficile,Combien de fois apparaît la lettre « S » dans cette phrase ?,Considère aussi les terminaisons.,Le suspect s'appelait Simon et il s'agitait souvent.,"{""3"",""4"",""5"",""6""}",4,"Décompte : suspect(1), s'appelait(1), Simon(1), s'agitait(1). Total = 4. Un piège simple est de négliger les apostrophes.",Soyez attentif aux contractions avec apostrophes.,true
psychotechnique,concentration,Difficile,Quelle suite est une copie fidèle du modèle donné ?,Modèle : 3F5H7K10,Propositions diverses.,"{""3F5H7K11"",""3F5G7K10"",""3F5H7K10"",""3F5H8K10""}",3F5H7K10,"Seulement 3F5H7K10 correspond au modèle exactement. Note les erreurs dans les autres : 3F5H7K11, 3F5G7K10, 3F5H8K10 chacune ont une erreur dans un seul caractère.",Examine chaque chiffre et lettre dans la séquence.,true
psychotechnique,concentration,Difficile,Repérez l'intrus dans cette série logique.,Les nombres doivent se poursuivre dans leur modèle.,5 10 15 20 25 31 35 40,"{""20"",""25"",""31"",""35""}",31,Chaque nombre augmente par 5 sauf 31 qui ne poursuit pas cette logique linéaire mais plutôt brise le schéma. Il est donc l'intrus.,Additionnez chaque étape pour conclure son exactitude.,true
psychotechnique,concentration,Difficile,Combien de consonnes y a-t-il dans cette phrase?,Ne comptez que les consonnes.,L'enquêteur scrute les indices avec minutie.,"{""18"",""19"",""20"",""21""}",20,"L(1), enquêteur(5), scrute(3), les(1), indices(4), avec(2), minutie(4). Total = 20. Piège courant : sautez les doubles consonnes dans des mots.",Vérifiez chaque mot plusieurs fois.,true
psychotechnique,concentration,Difficile,Identifiez la séquence qui ne suit pas le modèle.,Modèle : 4A6C8E10G,Options multiples.,"{""4A6C8E11G"",""4A6C8E10G"",""4A6C8F10G"",""4A6C8E10H""}",4A6C8E10G,Le modèle original identifie 4A6C8E10G comme correct. Seule cette série respecte le modèle tandis que 10H ou autres contiennent une faille dans nombres/lettres.,Examine chaque suite de lettres et nombres.,true
psychotechnique,concentration,Difficile,"Dans cette phrase, combien de mots commencent par une voyelle ?",Ignore la casse et le statut de l'article.,On observe un énorme aigle arriver.,"{""3"",""4"",""5"",""6""}",4,"Les mots concernés sont : On(1), observe(1), un(1), et aigle(1). Total = 4. Un début commun est d'être confus par le 'un' dans certains contextes.",Rappelez-vous de chaque mot ouvert par a/e/i/o/u.,true
psychotechnique,concentration,Difficile,Combien de E majuscules apparaît-il dans cette sélection ?,Seules les majuscules sont comptées.,L'ELITE EXIGEANT ENTREVUE IMMENSE.,"{""4"",""5"",""6"",""7""}",6,"L'(aucun), ELITE(2), EXIGEANT(2), ENTREVUE(2), IMMENSE(0). Total du bon nombre = 6. Une erreur est d'oublier les lettres en milieu de mot.","Surveillez spécifiquement un E en début, milieu ou fin des mots.",true
psychotechnique,concentration,Difficile,Quelle phrase contient le bon nombre de 'i' ?,Identifiez les alternatives données.,Sélection de phrases données.,"{""il invite ici"",""invite il ici"",""il ici invite"",""ici invite il""}",il ici invite,Seulement 'il ici invite' offre la bonne quantité exacte de 'i'. Le reste écarte le total par un mot mal placé.,Vérifiez l'emplacement de chaque 'i' dans le contexte de phrase.,true
psychotechnique,concentration,Difficile,Repérez l'intrus dans cette continuité.,Une valeur ne suit pas la norme.,6 12 18 24 30 37 42,"{""18"",""24"",""30"",""37""}",37,La suite suit une progression de +6 mais discontinuité chez 37 qui ne respecte pas le modèle. Il est donc l'intrus.,Addition jusqu'au dernier chiffre puis visualiser où la suite change.,true
