module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Facile,Quelle lettre est l'intrus dans la suite ?,Les lettres doivent suivre un modèle.,A C E G I J,"{""A"",""I"",""J"",""E""}",J,"Les lettres suivent un ordre des positions paires (A=1, C=3, E=5, G=7, I=9), mais J est en position 10, qui est paire.",Comparez chaque lettre entre elles pour déterminer la suite.,true
psychotechnique,concentration,Facile,Quel chiffre est l'intrus dans la suite ?,Trouvez l'élément qui ne correspond pas.,1 3 5 7 9 10,"{""3"",""10"",""7"",""5""}",10,Tous les chiffres sauf 10 sont impairs. 10 est le seul nombre pair de la séquence.,Regardez l'état pair ou impair de chaque chiffre.,true
psychotechnique,concentration,Facile,Combien de « B » majuscules figurent dans cette phrase ?,Considérez uniquement la majuscule.,BERGER BELGE BOUVIER.,"{""2"",""3"",""4"",""5""}",3,B dans BERGER (1) + BELGE (1) + BOUVIER (1) = 3 occurrences.,Cherchez les B en début de chaque mot.,true
psychotechnique,concentration,Moyenne,Quelle séquence est strictement identique au modèle ?,Modèle : PQRST,PQRST,"{""PRSTQ"",""PQSRT"",""PQRST"",""PQRTS""}",PQRST,"La séquence PQRST correspond intégralement au modèle donné, sans erreur. Les autres séquences ont des lettres interchangées.",Faites une lecture lettre par lettre.,true
psychotechnique,concentration,Moyenne,Quel chiffre est l'intrus dans la série ?,Identifiez l'incohérence dans la série.,2 4 8 12 14,"{""8"",""12"",""4"",""14""}",12,"Les nombres sont normalement des multiples de 2, sauf 12 qui est également un multiple de 3, brisant la série.",Cherchez les non-multiples dans la série.,true
psychotechnique,concentration,Moyenne,Combien de lettres « D » majuscules apparaissent-elles ?,Recherchez toutes les D majuscules.,DONALD DIRA DEMAIN D'AUTRES DÉTAILS.,"{""4"",""5"",""6"",""7""}",5,DONALD (1) + DIRA (1) + DEMAIN (1) + D'AUTRES (1) + DÉTAILS (1) = 5 D majuscules.,Notez chaque D majuscule au début de chaque mot.,true
psychotechnique,concentration,Moyenne,Combien de « R » et de « r » dans cette phrase ?,Tenez compte des majuscules et des minuscules.,Le rat court très rapidement vers la mer.,"{""4"",""5"",""6"",""7""}",5,Le (0) + rat (1) + court (1) + très (1) + rapidement (1) + vers (1) + la (0) + mer (0) = 5 R.,Repérez les R majuscules et minuscules.,true
psychotechnique,concentration,Moyenne,Quelle séquence est strictement identique au modèle ?,Modèle : FGHIJ,FGHIJ,"{""FGIHI"",""FGHIJ"",""FGJIH"",""FGHIJ""}",FGHIJ,"La séquence FGHIJ correspond exactement au modèle. Les variations des options montrent des permutations des lettres, sauf la deuxième option.",Comparez soigneusement chaque séquence au modèle.,true
psychotechnique,concentration,Moyenne,Combien de voyelles sont dans cette phrase ?,Comptez toutes les voyelles.,Le vent souffle fort sur les collines.,"{""10"",""11"",""12"",""13""}",12,Le (1) + vent (1) + souffle (3) + fort (1) + sur (1) + les (1) + collines (4) = 12 voyelles.,Procédez mot par mot pour plus de précision.,true
psychotechnique,concentration,Moyenne,Quelle lettre est l'intrus dans la suite ?,Identifiez la lettre qui ne suit pas la règle.,X Y Z B C,"{""C"",""Y"",""X"",""B""}",C,"Dans cette suite, X Y Z forment un ensemble consécutif suivi de B. C diffère car il ne suit pas après B directement.",Faites attention à l'ordre des lettres de chaque série.,true
psychotechnique,concentration,Moyenne,Combien de mots de plus de 3 lettres dans cette phrase ?,,Les policiers résolvent des enquêtes avec brio.,"{""5"",""6"",""7"",""8""}",5,"Mots de plus de 3 lettres : policiers (1), résolvent (1), enquêtes (1), avec (1) et brio (1) = 5 mots.",Considérez chaque mot séparément.,true
psychotechnique,concentration,Moyenne,Combien de E majuscules figurent dans cette phrase ?,Ne comptez que les majuscules.,"ENIGMATIQUE, ELLE EST ELLE-MÊME ÉNIGME.","{""3"",""4"",""5"",""6""}",4,ENIGMATIQUE (1) + ELLE (1) + EST (0) + ELLE-MÊME (1) + ÉNIGME (1) = 4 E majuscules.,Concentrez-vous sur les débuts de mot pour E.,true
psychotechnique,concentration,Moyenne,Quelle séquence est identique au modèle ?,Modèle : QWERTY,QWERTY,"{""QWREYT"",""QWERTY"",""QWTRYE"",""QWEYRT""}",QWERTY,La séquence QWERTY est la seule exacte par rapport au modèle. Les autres options ont des permutations entre les lettres.,Faites attention à l'ordre exact des lettres.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « C » apparaît dans le texte ?,Comptabilisez les majuscules et minuscules.,Le capitaine Calcan mène avec célérité la campagne d'investigation le long de la côte.,"{""5"",""6"",""7"",""8""}",5,Le (0) + capitaine (1) + Calcan (1) + mène (0) + avec (1) + célérité (1) + la (0) + campagne (1) + d'investigation (0) + le (0) + long (0) + de (0) + la (0) + côte (0) = 5 occurrences.,Segmenter mot par mot aide à éviter les erreurs.,true
psychotechnique,concentration,Difficile,Combien de chiffres impairs apparaissent dans cette longue suite ?,Ne comptez que les impairs.,2 3 4 5 6 7 9 10 11 12 13 14 15 16 19 18,"{""8"",""7"",""9"",""6""}",7,"Chiffres impairs : 3, 5, 7, 9, 11, 13, 15. Total = 7 chiffres impairs.",Parcourir séquentiellement pour tracer l'impairité.,true
psychotechnique,concentration,Difficile,Quelle séquence est identique au modèle ?,Modèle : mOnItOr,mOnItOr,"{""monITOR"",""mOnItOr"",""mONiToR"",""moNiTor""}",mOnItOr,La deuxième option mOnItOr est parfaitement identique au modèle. Les autres montrent des erreurs dans la casse.,Faites attention aux majuscules et minuscules précisément.,true
psychotechnique,concentration,Difficile,Combien de mots de moins de 5 lettres dans ce passage ?,,L'inspecteur nota que chaque aspect demandait une attention particulière pour aboutir.,"{""8"",""9"",""7"",""6""}",8,"Mots de moins de 5 lettres : L'(1), nota(1), que(1), une(1), pour(1), est(1), à(1), à(1) = 8 mots.","En examinant chaque mot, comptabiliser seulement ceux de moins de 5 lettres.",true
psychotechnique,concentration,Difficile,Combien de P majuscules dans cette phrase ?,Concentrez-vous uniquement sur les majuscules.,Le Peintre Parfait Profite De La Parfaite Pendule.,"{""3"",""4"",""5"",""6""}",5,"Peintre (1), Parfait (1), Profite (1), Parfaite (1), Pendule (1) = Total 5 P en majuscule.",Regardez attentivement chaque P majuscule au début des mots.,true
psychotechnique,concentration,Difficile,Combien de voyelles dans cette phrase complexe ?,,L'extraordinaire enquête fit émerger un réseau d'indices précieux.,"{""14"",""15"",""16"",""17""}",15,"L'(0), extraordinaire(6), enquête(3), fit(1), émerger(3), un(1), réseau(2) = 15 voyelles.",Decomposé et vérifier chaque ensemble de mots.,true
psychotechnique,concentration,Difficile,Quelle séquence est identique au modèle ?,Modèle : aBcDeFgHiJk,aBcDeFgHiJk,"{""AbCdEFgHijK"",""aBcDeFgHiJk"",""AbCdEfGhIjk"",""aBCdEfGHiJk""}",aBcDeFgHiJk,Seule la deuxième option conserve l'ordre et la case exactement comme dans le modèle. Les autres transgressent cette configuration.,Mise en évidence des erreurs mineures dans la casse par une attention méticuleuse.,true
psychotechnique,concentration,Difficile,Quelle lettre est l'intrus dans cette série de lettres ?,Observez attentivement l'ordre.,N O P R Q,"{""N"",""O"",""R"",""Q""}",R,"Les lettres suivent une séquence séquentielle N O P Q mais la lettre R intervient après P, rompant la séquence.",Soyez attentif à chaque déviation de l'ordre alphabétique.,true
psychotechnique,concentration,Difficile,Combien de chiffres «1» sont présents dans cette suite ?,,101 11 21 312 41 51 6 7 11,"{""5"",""6"",""7"",""8""}",8,"Analyse position par position : 1(2), 11(2), 21(1)... Total = 8 occurrences de 1.",Examinez attentivement pour chaque occurence du chiffre '1'.,true
psychotechnique,concentration,Difficile,Combien de consonnes dans cette phrase complexe ?,,"Dans une vision plus large des perspectives infinies, la situation s'adapte.","{""27"",""28"",""29"",""30""}",29,Chaque mot vérifié : Dans (3) + vision (4) + plus (3) + large (3) + des (2) + perspectives (8) + infinies (4) + situation (5) = 29 consonnes.,Répartissez chaque mot en consonnes et voyelles avec soin.,true
psychotechnique,concentration,Difficile,"Combien de E, majuscule ou minuscule, dans cette phrase ?",Ajoutez toutes les occurences des deux casses.,Les Experts en enquête estiment que seule une minorité était prête.,"{""9"",""10"",""11"",""12""}",10,"Combinant les deux : Les (1), Experts (2), enquête (2), estiment (2), que (1), seule (1), était (1) = 10 occurrences.","Chaque E doit être précautionneusement identifié, sans omission des deux cas.",true
psychotechnique,concentration,Difficile,Combien de consonnes dans ce long extrait ?,,Le chemin difficile demande un engagement constant pour dépasser les obstacles.,"{""29"",""30"",""31"",""32""}",31,"Décompte minutieux phrase par phrase : Le (1), chemin (4), difficile (5), demande (4), un (1), engagement (5), constant (5), pour (3), dépasser (4), les (2), = 31 consonnes.",Inspectez chaque lexème avec une attention concentrée pour décupler la précision.,true
psychotechnique,concentration,Difficile,Quelle lettre est l'intrus dans cette longue série de lettres ?,Repérez l'anomalie dans la suite.,A B C E F G H I J K L,"{""E"",""H"",""I"",""L""}",E,"La séquence progresse selon l'ordre alphabétique classique, il ne devrait pas y avoir de fracture après C, d'où E est inopportunement placé.",Éviter étroitement les pièges des séquences à première vue logiques mais non alignées.,true
psychotechnique,concentration,Difficile,Combien de chiffres pairs figurent-ils dans cette série complexe ?,,9 8 10 15 16 21 24 28 30 31 35,"{""5"",""6"",""7"",""8""}",7,"Les chiffres pairs sont : 8, 10, 16, 24, 28, 30, 31 = total de 7 nombres pairs.",Chaque chiffre vérifié pour une parité équitable est essentiel.,true
psychotechnique,concentration,Difficile,Combien de voyelles dans cette phrase extensive ?,,Chaque légende renferme une part de vérité transmise à travers le temps.,"{""20"",""21"",""22"",""23""}",22,"'Chaque' (3), 'légende' (3), 'renferme' (3), 'une' (2), 'part' (1), 'vérité' (3), 'transmise' (3), 'à' (1), 'à' (1) = 22 voyelles.",Suivez les repères auditifs pour optimiser les constats sur les voyelles.,true
