module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Moyenne,Quelle séquence est un parfait palindrome ?,Identifiez la séquence qui lit la même chose dans les deux sens.,"ABCDDCBA, ABCDCBA, ABBA, AABB","{""ABCDDCBA"",""ABBA"",""AABB"",""ABCDCBA""}",ABCDCBA,"La séquence 'ABCDCBA' lit correctement de l'avant en arrière comme de l'arrière avant, contrairement aux autres. Un palindrome est symétrique.",Réfléchissez à la façon dont la séquence se termine pour vérifier la symétrie.,true
psychotechnique,concentration,Moyenne,Quel chiffre devrait être supprimé pour suivre le modèle ?,Modèle : tous les chiffres devraient être des carrés parfaits.,"1, 4, 9, 11, 16, 25","{""4"",""9"",""11"",""16""}",11,"Les chiffres 1, 4, 9, 16 et 25 sont des carrés parfaits (respectivement 1x1, 2x2, etc.), mais 11 ne l'est pas. C'est donc le nombre à supprimer.",Identifiez les carrés des nombres entiers.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « S » apparaît-elle dans ce texte (majuscule uniquement) ?,Ne comptez que les S en majuscule.,Sa Majesté La SERENISSIME SOUVERAINE SALUERA SES SOUS-SERVITEURS SAMEDI.,"{""6"",""7"",""8"",""9""}",7,"Dans 'SERENISSIME' (2), 'SOUVERAINE' (1), 'SALUERA' (1) et 'SES' (1), 'SOUS-SERVITEURS' (2), il y a sept S majuscules. Les S minuscules et autres lettres sont à éviter.",Ne vous laissez pas distraire par les S en minuscule.,true
psychotechnique,concentration,Difficile,Combien de mots de 6 lettres ou plus contient ce passage ?,Parez attention à la taille des mots.,La magistrature française est complexe et exigeante.,"{""2"",""3"",""4"",""5""}",3,"Les mots de 6 lettres ou plus sont 'magistrature', 'française', et 'complexe', totalisant trois mots. Les autres mots ne satisfont pas cette condition.",Solvez par élimination en décomposant chaque mot.,true
psychotechnique,concentration,Difficile,Identifiez l'élément intrus dans cet ensemble.,Tous les nombres sauf un suivent une fonction cubique.,"8, 27, 64, 125, 144, 216","{""27"",""125"",""144"",""216""}",144,"Les nombres 8, 27, 64, 125, et 216 sont des cubes parfaits. 144 ne l'est pas et constitue donc l'anomalie dans cette série.",Vérifiez chaque nombre par rapport à sa racine cubique.,true
psychotechnique,concentration,Difficile,Combien de points y a-t-il dans la phrase ?,N'incluez que les points de pontuation,C'est un test. Avec des points. Attention aux comptes incorrects.,"{""2"",""3"",""4"",""5""}",3,"Il y a des points après 'test', 'points', et 'des'. Un décompte rapide peut faire oublier ces petits détails. Veillez à ne pas vous tromper avec d'autres signes.",Soyez méticuleux et suivez chaque passage attentivement.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « T » apparaît dans cette séquence ?,Seulement les T majuscules sont comptés.,TOUT A L'HORIZON SEMBLE TRANQUILLE ET TEMPORE.,"{""4"",""5"",""6"",""7""}",6,"Compte tenu du stimulus : 'TOUT' (1), 'TRANQUILLE' (1), 'TEMPORE' (1), 'T' (1, après L') 'T' (1, en 'et') — six T majuscules au total.",Suivez le rythme tout au long de la phrase.,true
psychotechnique,concentration,Difficile,Quel est le mot intrus dans la liste suivante ?,Détectez le mot qui ne commence pas par la même lettre.,"Sérénité, Solitude, Resplendissance, Sagesse","{""Sérénité"",""Solitude"",""Resplendissance"",""Sagesse""}",Resplendissance,Tous les autres mots débutent par 'S' sauf 'Resplendissance' qui débute par 'R'. Cette différence est importante pour l'identification.,Pensez à la consonnance des lettres initiales.,true
psychotechnique,concentration,Difficile,Combien de « E » majuscules apparaissent après plusieurs mots ?,Seuls les E majuscules en début de mot comptent.,Éclat de LUNE dans l'ESPACE ÉTOILÉ silence ÉMERVEILLEMENT.,"{""3"",""4"",""5"",""6""}",4,"On compte 'E' dans 'Éclat', 'ESPACE', 'ÉTOILÉ' et 'ÉMERVEILLEMENT', soit 4 E majuscules. Les rescanner individuellement vous mène à la bonne réponse.",Concentrez-vous sur les débuts de chaque mot.,true
psychotechnique,concentration,Difficile,Combien de mots contenant 5 lettres y a-t-il ?,Détectez les mots contenant 5 lettres exactement.,Les toits gris surplombent la ruelle étroite de Lyon.,"{""1"",""2"",""3"",""4""}",3,"Les mots 'toits', 'surplomb' et 'étroite' contiennent exactement cinq lettres. 'Ruelle' ne remplit pas cette condition, ni 'Lyon'.",Détaillez et vérifiez chaque occurrence ensemble.,true
