module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Moyenne,Quelle lettre est l'intrus dans cette suite de lettres ?,Chaque lettre suit une règle spécifique sauf une.,T U V X Z Y,"{""V"",""X"",""Z"",""Y""}",Y,"Les lettres suivent l'ordre ininterrompu de valeurs impaires : T(20), U(21), V(22), X(24), Z(26), mais Y est 25 donc paire. Y est l'intrus dans cette logique.",Compare chaque valeur numérique.,true
psychotechnique,concentration,Moyenne,Combien de fois la séquence 'AB' apparaît-elle ci-après ?,"Repérez chaque occurrence de la séquence, insensible à la casse.",ABbaCABdcABeFAbaG,"{""3"",""4"",""5"",""6""}",4,"Les séquences se trouvent en position 1-2, 5-6, 10-11, et 13-14. Total de 4 occurrences, indifféremment si en majuscule ou minuscule assure la bonne réponse.",Regarde chaque deux lettres consécutives.,true
psychotechnique,concentration,Moyenne,Quelle séquence est identique au modèle ci-dessous ?,Modèle : MNOPQ911,MNOPQ911,"{""MNOPQ918"",""MNOPQ911"",""MMNOPQ91"",""MNOPQ91L""}",MNOPQ911,"En comparant chaque séquence avec le modèle, seule la deuxième est strictement identique. Chaque autre option dévie par une lettre ou un chiffre.",Vérifie chaque lettre et chiffre un par un.,true
psychotechnique,concentration,Moyenne,Combien de consonnes contient ce passage ?,"Considère chaque lettre, cas indifférencié.","Devant son ordinateur, Maxime écrit sa prochaine lettre.","{""20"",""21"",""22"",""23""}",23,"Décompte mot à mot : Devant(4) son(2) ordinateur(6) Maxime(4) écrit(3) sa(1) prochaine(4) lettre(3), sans aucun espace de laissé.",Garde une vision globale pour éviter de re-compter.,true
psychotechnique,concentration,Moyenne,Quelle séquence suit exactement le modèle ci-dessous ?,Modèle : 7A3B6H9L2,7A3B6H9L2,"{""7A3B6H9LZ"",""7A3B66HL2"",""7A3B6H9L2"",""7A3B6HL92""}",7A3B6H9L2,"Seule la troisième option reproduit exactement le modèle, respectant chaque chiffre et lettre identique au modèle.",Étudie méthodiquement chaque détail.,true
psychotechnique,concentration,Moyenne,Combien de T majuscule y a-t-il ?,Comptez seulement les T majuscules.,La table TROP grande était TOUJOURS tournée.,"{""2"",""3"",""4"",""5""}",3,"Les mots qui contiennent des T majuscules sont : TROP (1), TOUJOURS (1), tournée (0), au total : 3.",Concentrez-vous sur les majuscules uniquement.,true
psychotechnique,concentration,Difficile,Quelle lettre de cette suite est l'intrus ?,Une logique simple détermine chaque lettre.,Q S U W Y Z X,"{""S"",""U"",""W"",""X""}",X,"Les lettres dans la suite alternent les positions de valeur impaire/deux, X rompant la séquence U W Y qui se base sur leurs positions respectives.",Repère la suite systématique dans l'alphabet.,true
psychotechnique,concentration,Difficile,Combien de fois le chiffre « 4 » apparaît-il dans la séquence suivante ?,Regardez attentivement chaque chiffre.,4 7 9 4 6 1 4 8 6 4 3 7 4,"{""4"",""5"",""6"",""7""}",5,"En analysant chaque position, le chiffre '4' apparaît aux positions 1, 4, 7, 10, et 13, ce qui les totalise à 5. Tout autre chiffre est en réponse incorrecte par défaut.",Repasse une deuxième fois si tu en doutes sans quoi.,true
psychotechnique,concentration,Difficile,Combien y a-t-il de mots de cinq lettres minimum ?,Ne compte que les mots de cinq lettres ou plus.,Un mouvement inattendu bouleverse la brigade tactique installée en bord de mer.,"{""4"",""5"",""6"",""7""}",5,"Décompte : mouvement(1), inattendu(1), bouleverse(1), brigade(1), tactique(1) et installée (1). En tout, il y a 5 mots qui remplissent le critère.",Notez la longueur des mots tels qu'ils apparaissent.,true
psychotechnique,concentration,Difficile,Trouve la séquence exacte du modèle ci-dessous.,Modèle : QWERTY123!@,QWERTY123!@,"{""QWERTY12!3@"",""QWERTY123!@"",""QWERTY12#3@"",""QWERTY132!@""}",QWERTY123!@,"En approfondissant chaque séquence, seule la deuxième respecte le schéma exact du modèle sous toutes ses lettres et caractères spéciaux sans discontinuité.",Assurez-vous que chaque caractère est correct.,true
psychotechnique,concentration,Difficile,Combien de chiffres impairs contient cette suite ?,Comptez uniquement les chiffres qui ne sont pas divisibles par 2.,8 5 4 3 9 1 6 7 2,"{""4"",""5"",""6"",""7""}",5,"Les positions impaires contiennent : 5, 3, 9, 1, et 7, ce qui les totalise à 5. En revanche, tous les autres chiffres sont pairs.",Cherche les instances de la paire (2).,true
psychotechnique,concentration,Difficile,Combien de voyelles cette phrase contient-elle ?,"Comptez A, E, I, O, U, Y uniquement.","Accoudé à son bureau, l'agent réfléchit à ses prochaines actions.","{""24"",""25"",""26"",""27""}",24,"Mot par mot ajoute : accoule(3), a(1), son(1), bureau(4), agent(2), réfléchit(3), à(1), ses(1), prochaines(4), actions(3).","Passe chaque mot de phrase en mot, méthodiquement.",true
psychotechnique,concentration,Difficile,Quelle séquence suit strictement le modèle suivant ?,Modèle : 1A2B3C,1A2B3C,"{""1B2B3C"",""1A2B3C"",""1A2B4C"",""1A2C3C""}",1A2B3C,"Examiner chaque séquence révèle que seule la seconde est parfaitement identique, sauvegardée de toute variation.","Vérifiez chaque chiffre, chaque lettre.",true
psychotechnique,concentration,Difficile,Combien de lettres « A » (majuscule uniquement) sont présentes ici ?,Considérez uniquement les majuscules.,AnnavAzzARiAstuAsiARa,"{""3"",""4"",""5"",""6""}",5,"Les positions qui contiennent un A majuscule sont : A(1), A(6), A(11), A(16), et A(18). Le total revient à 5.",Dans l'obscurité mettez surligner les symboles que vous cherchez.,true
