module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Facile,Combien de fois la lettre « N » apparaît-elle dans la suite suivante ?,,N N N NONO NANA,"{""3"",""4"",""5"",""6""}",6,Il y a six N en total : N (1) + N (1) + N (1) + NONO (1) + NANA (2). Ne te laisse pas distraire par le mot répétitif parce qu'il est facile de sauter la répétition. Fais une déglutition prononcée pour chaque 'N'.,Regardez chaque mot individuellement.,true
psychotechnique,concentration,Facile,Quelle séquence est strictement identique au modèle suivant ?,Modèle : B4N8X6T2,B4N8X6T2,"{""B4N8X6T1"",""B4N8Y6T2"",""B4N8X5T2"",""B4N8X6T2""}",B4N8X6T2,"En comparant chaque caractère : seule la quatrième option est strictement identique au modèle. Les autres ont une variation soit sur les chiffres soit sur les lettres, ce qui est crucial pour ne pas se tromper de séquence en lecture rapide.",Lis chaque caractère attentivement.,true
psychotechnique,concentration,Facile,Combien de voyelles majuscules apparaissent-elles dans la phrase ?,Considérez les majuscules uniquement.,LE SOLEIL BRILLE !,"{""3"",""4"",""5"",""6""}",3,"Il y a LE (1 voguale majuscule) + SOLEIL (1) + BRILLE (1). Les voyelles sont L, O et E mais en se focalisant uniquement sur les majuscules.",Focus sur les grandes lettres uniquement.,true
psychotechnique,concentration,Facile,Quelle lettre est l'intrus dans la suite de nombres impairs suivants ?,Seul un des nombres n'est pas impair.,1 3 7 9 11 14 15,"{""3"",""9"",""14"",""15""}",14,"Tous les nombres sont impairs sauf 14, qui est paire. Ne pas être piégé par la séquence logique croissante régulière.",Regarde la parité de chaque nombre.,true
psychotechnique,concentration,Moyenne,Combien de fois la lettre « L » majuscule apparaît-elle ?,Compte uniquement les L en majuscule.,LE LIEUTENANT LANCE LA LETTRE LENTEMENT.,"{""5"",""6"",""7"",""8""}",6,LE (1) + LIEUTENANT (1) + LANCE (1) + LA (1) + LETTRE (1) + LENTEMENT (1) = 6 L en majuscule. N'oublie pas qu'un processus méthodique est nécessaire car l'accumulation de L dans un seul mot pourrait facilement être surcomptée ou oubliée.,Concentre-toi sur le début de chaque mot.,true
psychotechnique,concentration,Moyenne,"Combien de fois la lettre « E » apparaît-elle, peu importe la casse ?",,Examiner l'empreinte de l'environnement exige de l'enthousiasme.,"{""10"",""11"",""12"",""13""}",12,"Examiner (3) + l'empreinte (3) + de (1) + l'environnement (2) + exige (1) + de (1) + l'enthousiasme (1) = 12 E. La répétition fréquente de E, en particulier à la fin des mots, nécessite un comptage soigneux pour éviter une surestimation ou une sous-estimation.",Comptez les E à la fin des mots pour plus de précision.,true
psychotechnique,concentration,Moyenne,Combien de fois les voyelles apparaissent-elles dans le texte ?,"Voyelles : a, e, i, o, u, y",L'investigation policière a révélé de multiples suspectes.,"{""23"",""24"",""25"",""26""}",24,L'investigation (7 voyelles) + policière (4) + a (1) + révélé (3) + de (1) + multiples (3) + suspectes (3) = 24. Les voyelles peuvent être facilement omises si on ne passe pas en revue chaque mot.,Comptez les voyelles doucement en vous aidant à voix haute.,true
psychotechnique,concentration,Moyenne,Quel symbole est un intrus dans cette séquence d'opérateurs mathématiques ?,Tous les symboles appartiennent à l'univers mathématique sauf un.,+ * / - = % x:,"{""*"",""/"",""%"",""x""}",x,"Tous les symboles représentés sont des opérateurs mathématiques sauf 'x', qui est généralement une variable et non un opérateur standard comme '+' ou '/'. L'erreur souvent commise est de confondre 'x' utilisé pour la multiplication.",Concentre-toi sur les opérateurs les plus courants.,true
psychotechnique,concentration,Moyenne,Combien de fois la lettre « T » apparaît-elle dans le passage suivant ?,,Tant de temps passé à développer la tactique parfaite.,"{""5"",""6"",""7"",""8""}",7,"Tant (1 T) + de (0) + temps (1) + passé (0) + à (0) + développer (0) + la (0) + tactique (2) + parfaite (3) = 7 lettres T. Ce texte semble facile, mais il tente de tromper quand on considère la proximité fréquente des mots contenant des T.",Repère les mots commençant par T.,true
psychotechnique,concentration,Moyenne,Quelle séquence est identique au modèle ?,Modèle : 1A2B3C4D,1A2B3C4D,"{""1A2B3D4C"",""1A2C3B4D"",""1A2B3C4D"",""1B2A3C4D""}",1A2B3C4D,"En comparant avec attention chaque caractère, seule la troisième option s'harmonise parfaitement avec le modèle. Les autres options présentent des substitutions entre les lettres ou chiffres, risquées lors d'un simple balayage visuel.",Vérifiez chaque paire (chiffre + lettre) attentivement.,true
psychotechnique,concentration,Moyenne,Quelle suite de mots est strictement identique au modèle ?,Modèle : 'garde de sécurité attentif à la porte',garde de sécurité attentif à la porte,"{""garde de sécurité attentif à la port"",""garde de sécurité attentive à la porte"",""garde de sécurité attentif à la porte"",""garde la sécurité attentif à la porte""}",garde de sécurité attentif à la porte,"La seule phrase entièrement identique au modèle donné est la troisième, qui reproduce chaque mot à la perfection. Une légère discordance dans la terminaison des mots ou l'ordre syntaxique génère une erreur.",Comparez mot par mot et soyez précis.,true
psychotechnique,concentration,Moyenne,Combien de fois les chiffres '5' apparaissent-ils dans la suite ?,,59715 2535 522 8215 789,"{""5"",""6"",""7"",""8""}",6,Décryptage : 59715 (2 cinq) + 2535 (2 cinq) + 522 (1 cinq) + 8215 (1 cinq) + 789 (0 cinq) = 6. C'est facile de passer à côté du '5' en centré si l'accent est incorrectement placé sur l'addition.,Sépare chaque groupe clairement.,true
psychotechnique,concentration,Moyenne,Quel chiffre est l'intrus dans la suite de nombres suivants ?,Une suite de nombres respectant une règle mathématique cachera un intrus.,2 4 6 9 10 12 14,"{""4"",""9"",""10"",""12""}",9,"La suite suit un modèle de nombres pairs, sauf le 9, qui est impair. Ne te laisse pas charmer par la simplicité apparente d'une liste croissante.",Vérifiez la parité de chaque nombre.,true
psychotechnique,concentration,Moyenne,Combien de voyelles sont présentes dans la phrase suivante ?,"Incluez les voyelles a, e, i, o, u, et y.",L'agent enquête avec une détermination inégalée.,"{""16"",""17"",""18"",""19""}",18,"L'agent (2 voyelles) + enquête (3) + avec (2) + une (2) + détermination (6) + inégalée (3) = 18. Ne te précipite pas par les consonnes séduisantes qui, bien qu’elles soient libératrices, doivent être écartées.",Comptez les voyelles méthodiquement.,true
psychotechnique,concentration,Difficile,Combien de voyelles cette phrase contient-elle ?,"Considère a, e, i, o, u, y seulement comme voyelles.",Le commissaire interrogeait calmement le suspect au sujet du vol survenu hier.,"{""28"",""30"",""32"",""34""}",32,Voyelles comptabilisées par mot : Le (1) + commissaire (5) + interrogeait (6) + calmement (3) + le (1) + suspect (2) + au (2) + sujet (2) + du (1) + vol (1) + survenu (3) + hier (3). Total de 32 voyelles. Travailler mot par mot garantit une exactitude dans le décompte.,Procède mot par mot pour éviter les oublis.,true
psychotechnique,concentration,Difficile,Quelle séquence est identique au modèle ?,Modèle : $1O2U3&4B5$,$1O2U3&4B5$,"{""$1O2U3&4B$"",""$1O2U3&5B5$"",""$1O2V3&4B5$"",""$1O2U3&4B5$""}",$1O2U3&4B5$,Seulement la quatrième proposition conserve les caractères strictement selon le modèle : mélanges/oublis avec les chiffres ou lettres sont les erreurs communes. Une vérification rigoureuse élimine ces confusions.,Concentrez-vous sur les symboles spéciaux.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « C » apparaît-elle dans le texte ?,Majuscules uniquement.,CLARIFICATION CERTAIN CLAIR CONSÉQUENCE CERTAINEMENT,"{""5"",""6"",""7"",""8""}",7,"Le texte inclut : CLARIFICATION (1) + CERTAIN (1) + CLAIR (1) + CONSÉQUENCE (1) + CERTAINEMENT (3). Il y a bien sept C majuscules. Ajoutant avec chaque occurrence, il est vital de se rappeler du C terminal qui sert quasi systématiquement.",Fixez-vous sur la première lettre d'un mot.,true
psychotechnique,concentration,Difficile,Quelle lettre est l'intrus dans la suite de nombres suivants?,Trouve le nombre qui ne suit pas la règle.,7 13 19 25 31 38,"{""13"",""19"",""31"",""38""}",38,"Les nombres impairs décrivent la série avec une régularité, rendent '38' impair. Noter la parité à manque accuse la source d’erreurs répétitives lorsque tout semble simple.",Réfléchis à la différence basique entre chaque paire.,true
psychotechnique,concentration,Difficile,Combien de chiffres pairs apparraissent-ils dans la suite?,,3 45 56 78 91 204 17 8,"{""3"",""4"",""5"",""6""}",4,Un seul chiffre pair ne compte dans 56 (2) + 78 (2) + 204 (3) + 8 (1) - Total = 4. Séparer chacun parmi quantité facilite une distinction statistique de partie incorrecte.,Isoler la suite des individus et autres pairs.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « G » apparaît-elle dans la phrase ?,Majuscules uniquement.,GRANDE GRILLE VERTE GRONDE GIGANTESQUE SANS GARDE.,"{""6"",""7"",""8"",""9""}",6,Deduction : GRANDE (1) + GRILLE (1) + VERTE (0) + GRONDE (1) + GIGANTESQUE (2) + SANS (0) + GARDE (1) = 6 total. Priorité sur chaque G imprime l'efficacité sans alourdir le calcul inconsidéré.,Concentre-toi sur les débuts des mots.,true
psychotechnique,concentration,Difficile,Trouver l'intrus dans cette séquence de suites numériques.,Une parité se brise.,10 17 22 27 32 36,"{""17"",""22"",""27"",""32""}",17,"Tous les nombres, à l'exception de 17 (impair), sont pairs. Tenez compte du changement lorsque l'inclusivité, et les exclusions prennent le contrôle impair.",Veille sur la progression par pairité et impairs,true
psychotechnique,concentration,Difficile,Quelle séquence est parfaitement identique au modèle alphanumérique suivant ?,Modèle : Z3X2R5P8,Z3X2R5P8,"{""Z3X2R5P9"",""Z2X3R5P8"",""Z3X2R5P8"",""Z3X2R5P7""}",Z3X2R5P8,Examen : seulement la troisième option reproduit chaque caractère avec exactitude. Une substitution légère conduit la précision photographique à la satisfaction complète.,Maintenez le modèle constant et ferme.,true
psychotechnique,concentration,Difficile,Combien de voyelles majuscules dans la phrase suivante?,Comptabilise uniquement les majuscules.,ATENTION PRIORITAIREMENT NE PAS DERANGER ENTRÉE PRÉFÉRÉE,"{""5"",""6"",""7"",""8""}",8,"Évaluation: ATENTION (A, I) + PRIORITAIREMENT (O, A, E) + NE (E) + PAS (0) + DERANGER (E) + ENTREE (E, E) + PREFEREE (E, E) = 8. S'aider de la répétabilité pour la stabilité sur la vocalism.",Focalisez chaque majuscule pour éviter les fautes involontairement.,true
psychotechnique,concentration,Difficile,Combien de mots supérieurs à 5 lettres sont-ils inclus dans le texte ?,,"La rue réverbérait d'une cadence de pas déterminée, fracassante et continuelle.","{""4"",""5"",""6"",""7""}",5,"On trouve : rue 0), réverbérait (1), cadence (1) déterminée (1), fracassante (1), continuelle (1) - Total = 5. Certains mots paraissent courts mais se révèlent significativement plus long. Examinez le mot le plus loin assidu.",Énongez chque terme individuellement et calmement.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre « R » majuscule apparaît-elle dans cette phrase ?,Comptez uniquement les R majuscules.,RANDONNÉE SOUS LA PLUIE VOILÀ UNE OCCASION RARE.,"{""3"",""4"",""5"",""6""}",4,En analysant le contenu : RANDONNÉE (2) + SOUS (0) + LA (0) + PLUIE (0) + VOILÀ (0) + UNE (0) + OCCASION (0) + RARE (2) = 4. Ne t'éparpille pas : se cueillir rendre les erreurs éphémères.,Faites attention à ne pas rater le début ou la fin d'un mot.,true
psychotechnique,concentration,Difficile,Combien d'occurrences du chiffre « 4 » sont visibles dans cette suite ?,,437 44 5943 2340 748,"{""5"",""6"",""7"",""8""}",6,"Démonstration : 437 (1), 44 (2), 5943 (1), 2340 (1), 748 (1) - Total = 6. Un déroule trop rapide de séquence octroya l'inadvertance causant absence du résultat observée nécessaire.",Fragmenter pour un contrôle méthodique permet les erreurs d'être envisagées.,true
