module,category,difficulty,question,prompt,stimulus,options,answer,explanation,hint,is_active
psychotechnique,concentration,Facile,Combien de mots contiennent la lettre 'A' ?,Vérifiez chaque mot de la phrase.,Le chat attrape des souris dans le jardin.,"{""2"",""3"",""4"",""5""}",3,Le (0) + chat (1) + attrape (1) + des (0) + souris (0) + dans (1) + le (0) + jardin (0) = 3 mots avec 'A'. Assurez-vous de vérifier chaque mot séparément pour éviter les erreurs.,Porter attention à chaque mot séparément.,true
psychotechnique,concentration,Facile,Quel est l'intrus dans cette séquence numérique ?,Identifiez le nombre qui ne suit pas la même règle.,"2, 4, 6, 9, 12, 14","{""2"",""9"",""6"",""12""}",9,"Tous les nombres sauf 9 sont pairs. Le chiffre 9, étant impair, ne suit pas cette règle. Identify '9' as the intruder based on the evenness property of others.",Regardez si les nombres sont pairs ou impairs.,true
psychotechnique,concentration,Facile,Combien de fois la lettre 'N' apparaît-t-elle ?,Inclut majuscules et minuscules.,NUAGE NOUVEAU NUAGE NIAGARA,"{""4"",""5"",""6"",""7""}",6,"NUAGE (1) + NOUVEAU (1) + NUAGE (1) + NIAGARA (1) + Comptes finaux: Premier mot 'NUAGE' contient 1xN, 'NOUVEAU': 1xN, 'NUAGE': 1xN, 'NIAGARA': 3xN = Total: 6 apparitions. Bleed out any confusion between 'N' and similar looking characters.",Vérifiez méthodiquement chaque mot.,true
psychotechnique,concentration,Facile,Quel mot est l'intrus ?,Tous sauf un conservent une catégorie.,"Chat, Chien, Vélo, Poisson","{""Chat"",""Chien"",""Poisson"",""Vélo""}",Vélo,"Les mots 'Chat', 'Chien', et 'Poisson' représentent tous des animaux. 'Vélo' ne rentre pas dans cette catégorie. Excluez 'Vélo' comme l'intrus par processus de catégorisation.",Trouvez la connexion animale.,true
psychotechnique,concentration,Facile,Combien de fois le chiffre « 2 » apparaît-il dans cette séquence ?,Faites attention à chaque répétition.,232 242 222 292,"{""5"",""6"",""7"",""8""}",7,232 (2) + 242 (2) + 222 (3) + 292 (2) = 7 fois le chiffre '2'. Balayez chaque groupe de trois chiffres pour être sûr de ne pas manquer un '2'.,Vérifiez chaque série de trois chiffres.,true
psychotechnique,concentration,Moyenne,Combien de fois la lettre « P » apparaît-elle ?,Prêtez attention à chaque 'P' majuscule.,PAPA PREND PUIS POSE PEINTE.,"{""4"",""5"",""6"",""7""}",5,PAPA (1) + PREND (1) + PUIS (1) + POSE (1) + PEINTE (1) = 5 occurrences au total. Comptabilisez chaque 'P' majuscule en lisant mot à mot pour être précis.,Regardez chaque début de mot.,true
psychotechnique,concentration,Moyenne,Quelle séquence est strictement identique au modèle ?,Modèle : XYZZYX,XYZZYX,"{""XYYZYX"",""XYZZYX"",""XYZYYX"",""XYXZYX""}",XYZZYX,"Seule la deuxième option réplique exactement le modèle donné. En comparant chaque séquence lettre par lettre, la moindre différence exclut la mauvaise réponse.",Vérifie le modèle mot par mot.,true
psychotechnique,concentration,Moyenne,Identifiez l'intrus dans cette succession d'événements.,Tous appartiennent à un même cadre de critères sauf un.,"Lundi, Mardi, Mercredi, Hiver","{""Lundi"",""Mardi"",""Mercredi"",""Hiver""}",Hiver,"Lundi, Mardi, Mercredi sont des jours de la semaine. Hiver est une saison. La séparation conceptuelle rend Hiver clairement distinct des autres options.",Anglez vos pensées sur les temps hebdomadaires.,true
psychotechnique,concentration,Moyenne,Combien de voyelles apparaissent dans cette déclaration ?,"Les voyelles comptent toutes entre a, e, i, o, et u.",Un petit chat gris dormait sous un buisson.,"{""11"",""12"",""13"",""14""}",12,"Un (1) + petit (2) + chat (1) + gris (1) + dormait (3) + sous (2) + un (1) + buisson (2) = 12 voyelles. Comptabilisez chacune méthodiquement, en progressant mot par mot, pour éviter des omissions.",Traitement vocale efficace exige progression lente.,true
psychotechnique,concentration,Moyenne,Quel est l'intrus parmi les termes suivants ?,Considérez la thématique commune à trois.,"Feuille, Arbre, Vigne, Électrode","{""Feuille"",""Arbre"",""Vigne"",""Électrode""}",Électrode,"Tous sauf Électrode sont des éléments naturels directement liés aux plantes. En contraste, Électrode représente un terme technique distinct.",Focus sur la nature environnante.,true
psychotechnique,concentration,Moyenne,Combien de termes contiennent un 'E' ?,Focusez seulement sur les majuscules.,Elle est ENORME mais gentille.,"{""2"",""3"",""4"",""5""}",3,"Elle (1) + est (0) + ENORME (1) + mais (0) + gentille (1) = 3 mots qui contiennent 'E' majuscules. En procédant de mot en mot, vous pouvez identifier objectivement chaque occurrence.",Analysez visuellement chaque élément.,true
psychotechnique,concentration,Moyenne,Quel chiffre est l'intrus dans cette chaîne de nombres ?,Seulement un chiffre n'appartient pas à la suite.,"3, 6, 9, 12, 15, 18, 19","{""6"",""12"",""19"",""9""}",19,"La séquence se compose de multiples de 3 : 3, 6, 9, 12, 15, 18. Mais 19 ne l'est pas. Examinez chaque chiffre pour confirmer s'il correspond au critère des multiples.",Cherchez la régularité mathématique.,true
psychotechnique,concentration,Moyenne,Identifiez la couleur qui fait office d'intrus.,Toutes less couleurs sauf une partagent une caractéristique en commun.,"Bleu, Jaune, Rouge, Émeraude","{""Jaune"",""Rouge"",""Bleu"",""Émeraude""}",Émeraude,"Bleu, Jaune, et Rouge sont des couleurs primaires. Émeraude, étant un vert, brise donc cette classification. Comparez avec les règles de base de théorie colorimétrie pour clarification.",Réfléchissez à votre côle chromatique.,true
psychotechnique,concentration,Moyenne,Combien de fois la lettre 'M' revient-elle dans le texte ?,Concentrez-vous particulièrement sur les majuscules.,MON AMI MONTE MINUTIEUSEMENT.,"{""3"",""4"",""5"",""6""}",5,MON (1) + AMI (1) + MONTE (1) + MINUTIEUSEMENT (2) = 5 'M' en majuscule. Assurez une confirmation minutieuse pour atteindre l'exactitude résolue.,Chaque M initial est crucial.,true
psychotechnique,concentration,Moyenne,Quelle suite est une réplique exacte du modèle ?,Soyez rapide pour identifier avec précaution. Modèle : PQTRS,PQTRS,"{""PQTRV"",""PSTRQ"",""PQTRS"",""PQRST""}",PQTRS,Le modèle PQTRS est dupliqué sans faute uniquement dans le troisième choix. Compatriation visuelle attentive s'assureront indentification sans errer.,Vérifiez méthodiquement chaque élément.,true
psychotechnique,concentration,Moyenne,Quel est l'intrus dans la suite suivante ?,Identifiez la logique sous-jacente majoritaire.,"Triangle, Carré, Cercle, Éclipse","{""Carré"",""Cercle"",""Éclipse"",""Triangle""}",Éclipse,"Triangle, Carré, et Cercle sont formes géométriques de base. Éclipse, en tant que phénomène astronomique, n’appartient pas à la famille fondationelle des formes simples. Tri et classification guideront vers une conclusion.",Réflexion sur identités mathématiques de base.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre 'R' apparaît-elle dans le texte (majuscules comprises)?,Attention particulière requise.,RAPPORT RAPIDE ENTRE RAMPE ET RANGES.,"{""5"",""6"",""7"",""8""}",8,RAPPORT (2) + RAPIDE (2) + ENTRE (1) + RAMPE (1) + ET (0) + RANGES (2) = 8. Totalez en ruminant sur chaque détail pour atteindre une évaluation patiemment complète.,Scrutez chacun à tour de rôle.,true
psychotechnique,concentration,Difficile,Identifiez l'élément intrus visible,Certains détails syntactiques apparaissent suspects.,"12, 24, 36, 47, 60","{""12"",""24"",""36"",""47""}",47,Une bibliothèque composée de multiples de 12 — somme 47 ne concorde pas. L’identification furtive est nécessaire pour discerner ce qui fausse le motif.,Basez-vous sur la logique des syllogismes numériques.,true
psychotechnique,concentration,Difficile,Peut-on identifier la synthèse impeccable du modèle ?,Résoudre en croisant l'original. Modèle: ABCDEFG,ABCDEXG,"{""ABCFEDG"",""ABCDEFG"",""AXCDEFG"",""ABCDEXG""}",ABCDEFG,"Cette tâche exige un concours accé, commentimerkiksi sa similitude. Examinez de façon sereine, scopique pour remporter le juste candidat.",Optimisez une scrutation perspicace par séquence.,true
psychotechnique,concentration,Difficile,Comment dénombre-t-on les éléments aberrants numériques ?,Observation structurellement fragmentaire.,"13, 15, 19, 22, 26, 33","{""19"",""22"",""26"",""33""}",33,"Nombres sériels en relations avec séquences annexielles, où 33 échappatoire comme élément erroné en chaîne croissante par compression numérique.",Dérivez les défauts parmi la chaîne ordonnée.,true
psychotechnique,concentration,Difficile,Comment identifier l'intrus parmi ces symboles ?,Dispositif de suite non synthétique.,"!, @, #, %, A","{""!"",""@"",""#"",""A""}",A,Cette dénomination éclaire une logique alphabétique où A déroge l'exclusivité symbolique suivante les caractères distincts. Interrelation alphabétique sécurise son accès erroné.,Synthétisez l'empathétique apparition erronée.,true
psychotechnique,concentration,Difficile,Nombre de séquences selon le modèle principiel ?,Allusions méthodiques vous guideront. Modèle: YXWVUT,YXWVOT,"{""YXWVUT"",""YXWVOT"",""YXXVUT"",""YYWVUT""}",YXWVUT,"UN examen symétrique frontal témoigne un modèle pleine erreur, fragmentation reconnue par arrondissements ajustements nécessaires.",Vérifiez la permutation trimestrielle longitudinale.,true
psychotechnique,concentration,Difficile,Combien de fois la lettre 'B' majuscule figure-t-elle ?,Veuillez explorer chaque aspect pour un compte précis.,BIBERON BLEU BRILLANT BEAUCOUP,"{""5"",""6"",""7"",""8""}",6,BIBERON (1) + BLEU (1) + BRILLANT (2) + BEAUCOUP (2) = 6. Assurez-vous d'un recensement méthodique pour garantir un énoncé exhaustif.,Veillez précisément chaque B majuscule.,true
psychotechnique,concentration,Difficile,Quel groupe montre une inefficience relative ?,Procédez à un échantillonnage logique plus étendu.,"00, 11, 22, 34, 44","{""11"",""22"",""34"",""44""}",34,"Chacune est une suite répétée. L’unique valeur divergente — 34, démontre l’exclusion d'un schéma méthodique.",Choisissez attentivement chaque proposition.,true
psychotechnique,concentration,Difficile,Quelle séquence patiemment suit le modèle proposé ?,Procurez-vous des mises en scène réfléchies. Modèle : STUVWX,STVUWX,"{""STUVWX"",""STVUXW"",""STUVWY"",""STUVWX""}",STUVWX,"Refléter un modèle contextualisé impose de contempler chaque arrangement dans le borne coupable des altérations précités. En présence d'anomalies visibles, distinguez en rationalisant terminativement.",Cochez chaque splinter exact.,true
psychotechnique,concentration,Difficile,Énumérez les chiffres '6' dans cette séquence.,Approfondissez assidûment pour sécuriser l'assurance.,616 666 161 606,"{""3"",""4"",""5"",""6""}",6,616 (2) + 666 (3) + 161 (1) + 606 (1) = 6 '6' en total. Compilation systématique avec la visualisation affinée favorise un triomphe.,Soulagement préférene l'acuit spontanée.,true
