module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Moyenne,"Quel est le nombre de faces exposées sur le côté d'un prisme droit, avec base triangulaire ?",Comptez le nombre total de faces visibles d'un prisme droit vu de côté.,,,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""3""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""5""}]",A,"Vu de côté, un prisme à base triangulaire affiche principalement deux faces : une latérale plus la base triangulaire unique. L'erreur se produit fréquemment en surestimant l'étendue visible sans considérer les angles.",Concentrez-vous sur le côté sans perspective étendue.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle est la vue de face d'un cube empilé sur un autre ?,"Imaginez voir un cube directement empilé sur un autre, en observant de la face avant.",,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Deux carrés de surface égale""},{""key"":""C"",""label"":""Deux triangles superposés""},{""key"":""D"",""label"":""Trois carrés de tailles différentes""}]",B,"Nous voyons deux carrés superposés de même taille car un cube a toutes ses arêtes identiques et empilement égales. L'erreur fréquente est de penser à un rectangle, mais cela ne concernerait qu'un seul cube.",Chaque cube est un carré de volume.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si on coupe un cube 2×2×2 le long de ses faces planes, combien en reste-t-il ?","Visualisez un cube 2x2x2 découpé le long de ses dimensions originales, ses résultats composants?",,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""12""}]",C,"Un cube 2x2x2 forme 8 plus petits cubes une fois les coupes effectuées. Si chaque coupeline passe à travers sa moitié, le volume total est partagé en multiples morceaux égaux de 1x1x1.",Pensez aux sections égales par moitié.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle forme résulte de la section croisée horizontale d'un cube ?,Imaginez trancher un cube parfaitement horizontal; quel est l'aspect de ce plan ?,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Ovale""},{""key"":""D"",""label"":""Cercle""}]",B,"Couper horizontalement un cube à n'importe quel point génère un plan carré, dû à ses dimensions régulières identiques dans toutes les directions. Une confusion commune consiste à imaginer des cercles; cependant, cela ne se produit pas.",Considérez le symétrique et cohérent sectionnement.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle est la vue de profil d'un prisme triangulaire quand partagé verticalement ?,"Depuis une coupe perpendiculaire, comprenez la projection d'une section verticale post-coupure.",,,"[{""key"":""A"",""label"":""Triangle""},{""key"":""B"",""label"":""Rectangle""},{""key"":""C"",""label"":""Losange""},{""key"":""D"",""label"":""Parallélogramme""}]",B,La vue de profil d'un prisme triangulaire restera un rectangle lorsque visualisée par une coupe latérale transverse de son profil perpendiculaire. Attention à ne pas confondre avec des formes plus complexes comme des losanges.,La forme du profil concerne principalement les faces latérales.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de faces différentes peut-il y avoir au sommet quand on regarde un cube en biais?,"Regardez un cube sous un angle en biais, et imaginez les variations de faces vues.",,,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""1""},{""key"":""D"",""label"":""6""}]",A,"Dans une vue inclinée ou biaisée, trois des faces du cube resteront bien visibles par la perspective, créant l'illusion d'un triangle de visions possibles. De nombreux confondraient cette projection avec les visions parallèles peu distinctes.",Considérez les vues qui maximisent la structure tridimensionnelle.,true
psychotechnique,raisonnement_spatial,Difficile,"Combien de petits cubes de 1×1×1, issus d'un cube 4×4×4 peint, ont 3 faces peintes ?","Imaginez peindre la surface entière d'un cube 4x4x4, et découpez-le en cubes unitaires. Combien auront 3 faces peintes?",,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""16""},{""key"":""C"",""label"":""24""},{""key"":""D"",""label"":""32""}]",A,Les cubes à trois faces peintes sont uniquement situées dans les coins du cube mère. Il s'agit donc de 8 coins disponibles dans un cube (1 à chaque coin). Séparer ces positions des autres surfaces est essentiel pour effectuer un calcul précis.,Rappelez-vous que les coins uniques touchent plusieurs faces.,true
psychotechnique,raisonnement_spatial,Difficile,Quel est le volume de la partie restante lorsque le sommet d'une pyramide à base carrée est sectionnée ?,Sectionnez une pyramide carrée à mi-hauteur à partir de sa base principale.,,,"[{""key"":""A"",""label"":""1/2 du volume d'origine.""},{""key"":""B"",""label"":""2/3 du volume d'origine.""},{""key"":""C"",""label"":""1/3 du volume d'origine.""},{""key"":""D"",""label"":""3/4 du volume d'origine.""}]",B,"Couper une pyramide à mi-distance de sa hauteur, formant une frustopyramide, conserve 2/3 de son volume total. La base réduite a une surface montant, nécessitant l'intégration de volumes proportionnels avant chapiteau-division.",Visualisez combien rétréci chaque segment arrête au-dessous.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de petits cubes ne sont pas peints au centre d'un cube 5×5×5 peint ?,Un grand cube 5x5x5 est uniformément peint tout autour avant d'être divisé en cubes unitaires. Identifiez ceux avec aucune face peinte.,,,"[{""key"":""A"",""label"":""27""},{""key"":""B"",""label"":""64""},{""key"":""C"",""label"":""125""},{""key"":""D"",""label"":""8""}]",A,"Au centre d'un cube 5x5x5, nous avons un cube intérieur simpleillant de 3x3x3, ce qui équivaut à 27 petits cubes sans aucune face visible extérieurement. Confondre cela avec un bord homogène serait basculer au défaut de calcul.",Les sections les plus profondes ne touchent pas la peinture.,true
psychotechnique,raisonnement_spatial,Difficile,"Reconstruisez une perspective tridimensionnelle à partir de ces différentes vues : de face, de côté, de dessus.","Imaginez combiner une vue frontale cuboïde, une vue latérale contourée, une vue supérieure.",,,"[{""key"":""A"",""label"":""2 cubes l'un sur l'autre.""},{""key"":""B"",""label"":""Une pyramide équilibrée.""},{""key"":""C"",""label"":""Une étoile filante.""},{""key"":""D"",""label"":""Un cube à angles modifiés.""}]",D,"La synthèse de ces vues offre une perspective où un cube légèrement altéré affiche ses bords biaisés, comparativement à d'autres essais de superposition simple, mêlant à tort des perspectives non alignées.",Chaque dimension apporte sa propre superstructure visible.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes sont visibles si un cube 3x3x3 est aligné contre le mur?,"Considérez un cube en appui parfait contre un mur à deux murs d'angle, et mesurez combien en restent exposés.",,,"[{""key"":""A"",""label"":""17""},{""key"":""B"",""label"":""18""},{""key"":""C"",""label"":""19""},{""key"":""D"",""label"":""20""}]",B,"Appuyé sur deux murs d'angle, le cube expose toute sa façade et son toit : total de 18 cubes (les trois caches causent une illusion). Malheureusement, méconnaître l'étendue du support limité corrompt le dénombrement.",Nombre de sections qui touchent les murs.,true
psychotechnique,raisonnement_spatial,Difficile,Une section triangulaire régulière d'un cône possède un rapport aire/volume antérieur précis; lequel?,"Créez une coupe conique stable, approche son volume primitif.",,,"[{""key"":""A"",""label"":""1/4 du volume premier.""},{""key"":""B"",""label"":""1/3 du volume premier.""},{""key"":""C"",""label"":""2/3 du volume premier.""},{""key"":""D"",""label"":""3/4 du volume premier.""}]",B,"Une découpe trépanée uniforme stable dispense seulement 1/3 de son volume inné, la striculation formant un cône secondaire dense plus bas tout en maintenant des extrémités élevées. Confondre son approche tronquée avec autre proportion engendre déséquilibres.",Comptez les fragments refrappés dans chaque prolongement.,true
psychotechnique,raisonnement_spatial,Difficile,"Sur un cube 4×4×4 peint, combien de cubes ont 2 faces peintes ?",Un cube 4×4×4 est intégralement peint de toutes parts puis divisé en sous-cubes. Rechercher les unités de double surface peinte.,,,"[{""key"":""A"",""label"":""16""},{""key"":""B"",""label"":""24""},{""key"":""C"",""label"":""32""},{""key"":""D"",""label"":""48""}]",B,"Environ 24 arêtes sur le cube plus grand posséder quatre coins. Chacune tranchée au centre, les cubes sont à double action peinte. Plusieurs remettraient en doute le nombre correct sans sommets finaux à calculer.",Chaque coin traité algébrique inclut 2 faces.,true
psychotechnique,raisonnement_spatial,Difficile,"En sectionnant le haut d'une pyramide à base hexagonale, quelle proportion volumique perd-on ?","Intervenez horizontalement une coupe, parallèle à la base double d'une pyramide hexagonale.",,,"[{""key"":""A"",""label"":""1/2""},{""key"":""B"",""label"":""2/3""},{""key"":""C"",""label"":""1/4""},{""key"":""D"",""label"":""5/6""}]",C,"Sur une base hexagonale, sectionnage demi-hauteur réduit l'espace retiré (seulement 1/4 volume). C'est une question de centres équilibrés créés en itinérants savamment réduction-banches par altitudes.",Elevez mentalement équilibre plan additionnée.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de faces seront visibles si un cube 5x5x5 est totalement peint puis empilé sur un autre ?,Échangez une surface complètement peinte de cube 5x5x5 et superposez-les à réplication multiple.,,,"[{""key"":""A"",""label"":""50""},{""key"":""B"",""label"":""54""},{""key"":""C"",""label"":""60""},{""key"":""D"",""label"":""64""}]",C,"Empilé sur un autre cube similaire, seules cinq faces concourent à visibilité, multipliées réciproquement cinq sections multiples. Un erreur surgissant consiste à surestimer les supplémentaires aux points externes déjà calmes.",Retenez que les faces abritées albébitent partout.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle figure obtient-on en pliant un carré ABCD sur sa diagonale AC ?,Un carré de côté unique est plié de telle sorte que le sommet B se rabatte sur le sommet D.,,,"[{""key"":""A"",""label"":""Triangle rectangle isocèle""},{""key"":""B"",""label"":""Triangle équilatéral""},{""key"":""C"",""label"":""Trapèze""},{""key"":""D"",""label"":""Losange""}]",A,"Plier le carré sur sa diagonale donne deux triangles rectangles isocèles superposés. Le résultat visible est un triangle rectangle isocèle, car les angles droits sont conservés lors du pliage. La compréhension des angles et des longueurs peut souvent être négligée.",La diagonale d'un carré coupe le carré en deux triangles identiques.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de petits cubes unitaires sont entièrement visibles sur un cube 3x3x3 enlevé d'un angle?,Enlève tout un coin de cube 3x3x3 et évalue son cumul complet de cubes unitaires visibles aux yeux.,,,"[{""key"":""A"",""label"":""19""},{""key"":""B"",""label"":""20""},{""key"":""C"",""label"":""21""},{""key"":""D"",""label"":""22""}]",B,"Via une position d'angle courante, 8 cubes unitaires se perdent (plus 12 sur les arêtes pas en contact). La dissociation habituelle reste que l'inverti est étendu disproportionnellement, mais seules arêtes sont affaiblies.",Passez en revue chaque arête ne consistant pas en encoches visibles.,true
psychotechnique,raisonnement_spatial,Difficile,"Sur un cube 5×5×5 peint, combien de cubes ont exactement 1 face peinte ?","Vous peignez la totalité extérieure d'un cube 5x5x5, le divisez en petits cubes unis. Dressez liste à votre examen pour ceux de simple face peinte.",,,"[{""key"":""A"",""label"":""54""},{""key"":""B"",""label"":""80""},{""key"":""C"",""label"":""36""},{""key"":""D"",""label"":""44""}]",B,Les cubes avec une seule face peinte encadrent des arêtes intérieures forçant extension uniforme en tout leur territoire disponible sauf coins. Disparité entre superpositions fréquentes renclôt une perte vertigineuse le long.,"Ceci implique aussi évidences affinées, face modélisable linéairement.",true
psychotechnique,raisonnement_spatial,Difficile,Quel volume reste-t-il si une pyramide à base carrée est sectionnée horizontativement à une hauteur donnée?,"Lorsque vous effectuez un découpage horizontal médian par rapport à son centre base altitudinal, quelle proportion soit, restée visible?",,,"[{""key"":""A"",""label"":""Un quart""},{""key"":""B"",""label"":""La moitié""},{""key"":""C"",""label"":""Deux tiers""},{""key"":""D"",""label"":""Le tiers restant""}]",A,"Après section médiane, une pyramide retient exactement UN QUART proportionnel quantifiable car volume directement diminué (trois morceaux 1/3 équivaut à part centrale enlevée). Conceptions résiduelles dans ce contexte désorientent les chercheurs visuels anonymes.",Sachez changez aussi symboles dégonflinated restes si légers.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de petits cubes d'un cube 6×6×6 ont au moins deux faces peintes ?,Un large cube 6x6x6 subit uniformément peinture entière avant coupe. Evalue combien deviennent biétés pour s'afficher externalité projetée.,,,"[{""key"":""A"",""label"":""54""},{""key"":""B"",""label"":""56""},{""key"":""C"",""label"":""72""},{""key"":""D"",""label"":""60""}]",C,"Sur un cube 6x6x6, chaque angle distribue deux landes cachées sous faces doubles adjointes, totalisant précisément 48 sections distinctes. Une estimation erronée annexerait directement les arêtes marginées contre multiplicité.","Allez au-delà de l'apparence numérique comptabilisant, la redisposition.",true
psychotechnique,raisonnement_spatial,Difficile,Quelle est la section équatoriale d'une sphère coupée horizontalement ?,Pensez à trancher par le centre d'une sphère parfaite et discernissez sa coupe centrale majorée.,,,"[{""key"":""A"",""label"":""Elipsoïde""},{""key"":""B"",""label"":""Cercle""},{""key"":""C"",""label"":""Oval""},{""key"":""D"",""label"":""Triangle""}]",B,"La section centrale d'une sphère soit un parfait cercle, équilibre régulier globulaire. Inclusion au sein de fractions éloignées réserve surprise: choisir d'autres options en méraisonne dilation étendue.","Cercle est idéalisé, part essentielle chaque sectioned reconduite symétrique.",true
psychotechnique,raisonnement_spatial,Difficile,"Sur un cube de cube unitaire larguant 5x5x5, combien d'unités ont plus d'une face finie visible ?","Un cube entier se détache avec une large emprise 5 x 5 x 5, voyant son enveloppe entière contextée en mini-cubes unit, combien dans ce cas-ci portionnant plus double côté exposé?",,,"[{""key"":""A"",""label"":""92""},{""key"":""B"",""label"":""104""},{""key"":""C"",""label"":""112""},{""key"":""D"",""label"":""98""}]",D,"Avec 5x5x5 ressources, les extrémités périphériques de la formes s'accordent, captant et projetant mouvements torses latéraux, exposant avec assurance ambre 98 cubes. Pourtant, erreur classique recule le compte non face visible confondue.",Répétez multiplicateurs originels croisés respective aux agencements basculés.,true
