module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Moyenne,Combien de sommets a un cylindre ?,,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""2""},{""key"":""D"",""label"":""3""}]",A,"Un cylindre ne possède pas de sommets car ses bases sont circulaires et n'ont pas de coins qui se rejoignent. Un sommet est un point où un certain nombre d'arêtes convergent, ce qui n'existe pas dans le cas d'un cylindre.",Réfléchissez aux 'coins' typiques d'autres formes.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de faces un cylindre comporte-t-il ?,,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",C,"Un cylindre a deux bases circulaires plates et une surface courbée. Au total, cela donne trois surfaces distinctes : deux planes et une courbe, mais elles ne sont pas toutes des 'faces'. En un sens géométrique de 'face', c'est considéré comme 3.",Considérez les surfaces visibles.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle est la vue de face d'un cylindre droit ?,,,,"[{""key"":""A"",""label"":""Un rectangle""},{""key"":""B"",""label"":""Un ovale""},{""key"":""C"",""label"":""Un cercle""},{""key"":""D"",""label"":""Un triangle""}]",A,"Lorsqu'un cylindre est vu de face avec ses bases parallèles au plan frontal, il ressemble à un rectangle. La hauteur du rectangle correspond à la hauteur du cylindre et la largeur au diamètre de son cercle de base.",Imaginez regarder directement sans l'angle.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si vous avez une pyramide à base carrée, combien d'arêtes visibles voit-on d'une vue de dessus ?",,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",D,"Vu de dessus, une pyramide à base carrée expose les 4 arêtes de sa base carrée, mais les arêtes montant vers l'apex ne sont pas visibles. Par conséquent, toutes les arêtes de la base sont visibles, d'où le chiffre 4.",Concentrez-vous sur la base exposée.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de petits cubes faut-il pour construire un cube de 4 d'arête ?,,,,"[{""key"":""A"",""label"":""16""},{""key"":""B"",""label"":""32""},{""key"":""C"",""label"":""64""},{""key"":""D"",""label"":""128""}]",C,"Construire un cube de 4 unités d'arête nécessite 4^3 petits cubes, soit 64. Chaque côté étant composé de 4 petits cubes, les empilements sur le volume total atteignent ces 64.",Considérez un cube de 2D et appliquez-le en trois dimensions.,true
psychotechnique,raisonnement_spatial,Moyenne,"Dans un cube 3×3×3 totalement peint, combien de cubes n'ont aucune face peinte ?",,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""2""},{""key"":""D"",""label"":""4""}]",B,"Dans un cube 3×3×3, les cubes au centre du tout restent sans peinture. Étant donné que les couches externes sont peintes, il ne reste qu'un seul cube non exposé au centre.",Les coins internes sont rares dans cette disposition.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de cubes ont 1 face peinte dans un cube 3×3×3 ?,,,,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""9""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""18""}]",B,"Dans un cube 3×3×3 entièrement peint, il y a 9 cubes par face (chacune ayant une face peinte pour les cubes non coins et non arêtes) qui ne sont pas à l'intersection d'arêtes. Chaque face abrite 9 cubes ne comportant qu'une face peinte.",Considérez une grille surface de chaque côté.,true
psychotechnique,raisonnement_spatial,Moyenne,"En voyant une pyramide à base carrée de profil, combien de faces est-elle visible ?",,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",B,"Vu de profil, une pyramide à base carrée expose deux faces triangulaires. Celles-ci incluent deux triangles latéraux adjacents à la vision. La face de la base reste invisible dans cette perspective.",Compte seulement les faces qui s'étendent dans le champ de vision.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de faces a un cercle vu depuis l'intérieur d'un cylindre creux ?,,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""2""},{""key"":""D"",""label"":""Indéfini""}]",B,"Vu de l'intérieur d'un cylindre creux aligné à l'axe visuel, on observe un cercle à chaque extrémité du cylindre. Bien que ces deux cercles ne soient pas des 'faces' au sens strict, ils délimitent la 'vision'.",Imaginez-vous regardant à travers un tuyau ouvert.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si vous pliez une croix pliable de 5 carrés formant un T, quel volume obtiendrez-vous ?",Imaginez un T composé de petits carrés bien ajustés.,,,"[{""key"":""A"",""label"":""Une boîte rectangulaire""},{""key"":""B"",""label"":""Un cube""},{""key"":""C"",""label"":""Une pyramide""},{""key"":""D"",""label"":""Aucun volume fermé""}]",D,Un T formé de cinq carrés n'est pas suffisant pour créer un volume fermé. Un cube nécessiterait au moins six carrés et une autre méthode de répartition qu'un T pour se replier afin de former un volume clos.,"Pour refermer un volume, il faut une autre pièce.",true
psychotechnique,raisonnement_spatial,Difficile,Combien de petits cubes ont exactement 2 faces peintes dans un cube 4×4×4 ?,Un cube 4×4×4 est entièrement peint puis découpé en 64 petits cubes unitaires.,,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""16""},{""key"":""C"",""label"":""24""},{""key"":""D"",""label"":""32""}]",B,"Les cubes à 2 faces peintes se trouvent sur les arêtes du cube, excluant les coins. Chaque arête d'un cube 4×4×4 compte 2 cubes au centre avec 2 faces peintes. Avec 12 arêtes, cela fait 16 cubes au total.",Évitez de compter les coins d'arête.,true
psychotechnique,raisonnement_spatial,Difficile,"Dans un cube 5×5×5 entièrement peint, combien de cubes n'ont aucune face peinte ?",Le cube est routé extérieur en rouge avant d'être découpé.,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""27""},{""key"":""D"",""label"":""64""}]",B,"Le cube interne aux dimensions 3×3×3 reste non peint. Les cubes non peints sont intégrés vers le centre sans contact extérieur, laissant un cube interne de 3x3x3 soit 27 cubes au centre restants.",Pensez à un espace vide interne.,true
psychotechnique,raisonnement_spatial,Difficile,Quel solide résulte du pliage d'un Hexagone en étoile tricôtée ?,Chaque losange périphérique se retrouve superposé sur ses voisins.,,,"[{""key"":""A"",""label"":""Pyramide à base carrée""},{""key"":""B"",""label"":""Prisme pentagonal""},{""key"":""C"",""label"":""Une surface convolutée""},{""key"":""D"",""label"":""Une sphère imparfaite""}]",C,Un hexagone en étoile ainsi articulé ne peut pas se rabattre pour fermer un volume simple. Il conduit à une figure enchevêtrée sans symétrie fermée nette. Type de chose pouvant suggérer un modèle complexe tissé.,Considérez le résultat si les extrémités externes devaient se rejoindre.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes unitaires existent-ils à l'intérieur d'un cube 6x6x6 ?,"À l'extérieur du cube, toutes les faces sont rouges.",,,"[{""key"":""A"",""label"":""64""},{""key"":""B"",""label"":""216""},{""key"":""C"",""label"":""343""},{""key"":""D"",""label"":""125""}]",A,"Les cubes à l'intérieur du cube 6x6x6, restant invisibles des influences externes, calculent à 4^3 = 64. Ceci en considérant les cubes 'cachés' sous trois couches par face.",Visualisez les blocs internes protégés des extérieurs.,true
psychotechnique,raisonnement_spatial,Difficile,"En pliant un tétraèdre, combien de sommets sont alignés sur une ligne droite parfaite ?",,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""2""},{""key"":""D"",""label"":""3""}]",A,"Le tétraèdre par sa définition géométrique, maintient ses sommets de sorte qu'aucun n'est aligné sur un segment de ligne direct. Les quatre points ne parviennent jamais à partager une ligne droite commune.",Référez-vous aux règles concernant les sommeils d'un simple polyèdre.,true
psychotechnique,raisonnement_spatial,Difficile,Combien d'arêtes un cube tranché en diagonale possède-t-il en plus des originales ?,Un cube non sculpté est divisé entre les sommets opposés.,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""2""},{""key"":""D"",""label"":""3""}]",D,"Une coupe diagonale à travers un cube engage de nouvelles arêtes résultant en trois segments de coupe. Ces lignes ajoutent l'arête à celle originellement là, formant trois supplémentaires visibles.",Deux triangulaire dégagera trois nouveaux côtés.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de triangles visualise-t-on dans une section à 45° d'un prisme droit ?,,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",B,"Une section d'un prisme droit à 45° tend à faire apparaître deux triangles distincts. Chacune des bases reçoit le coupe à travers deux arêtes clés, engendrant ainsi deux triangles conjugués.",Pensez à une coupe transversale et ellipse.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle forme est résultante de la projection d'une pyramide sur une surface plane ?,,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Pentagone""},{""key"":""C"",""label"":""Triangle""},{""key"":""D"",""label"":""Hexagone""}]",C,Une pyramide projetée sur un plan depuis n'importe quel point extérieur à sa base apparaît comme un triangle. La base et deux arêtes latérales déterminent cette configuration projetée.,Considérez la silhouette de base plus envergure airienne.,true
psychotechnique,raisonnement_spatial,Difficile,Quel type de triangle forme les sections horizontales d'un cône droit ?,,,,"[{""key"":""A"",""label"":""Équilatéral""},{""key"":""B"",""label"":""Isocèle""},{""key"":""C"",""label"":""Aigu""},{""key"":""D"",""label"":""Non applicable""}]",D,"Les sections horizontales d’un cône droit sont toujours des cercles, non effectustections. Un triangle ne se fait pas indépendamment d'un axe incliné ou parallèle à l'axe central.","Pensez à ses coupes au plus large, non diagonal.",true
psychotechnique,raisonnement_spatial,Difficile,Quel est le genre d'ellipse obtenu en sectionnant un cylindre droit ?,,,,"[{""key"":""A"",""label"":""Petit axe horizontal""},{""key"":""B"",""label"":""Grand axe horizontal""},{""key"":""C"",""label"":""Axe incliné""},{""key"":""D"",""label"":""Non applicable""}]",B,"Une section circulaire d'un cylindre droit au sommet produit une ellipse ayant des axes polarisés de manière horizontale, comme par élongation du contour via fixation.",Les sections centrales retoquent souvent un cadre elliptique.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle forme solide reste-t-il avec deux cylindres de rayon inégal rassemblés ??,,,,"[{""key"":""A"",""label"":""Un prisme oblong""},{""key"":""B"",""label"":""Un tore usuel""},{""key"":""C"",""label"":""Un volume mixte car non sécant""},{""key"":""D"",""label"":""Deux boucles s'auto-interférant""}]",C,"La combinaison de deux cylindres de rayon inégal produit une vue intérieure volumineuse où les abcisses ne fusionnent plus basée sur leurs disjoncetés obliques, créant ainsi un volume mixte non sécant.",Leurs volumes extérieurs sont rarement tangibles.,true
