module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Quel est le nombre total d'arêtes et de sommets dans un cube ?,,,,"[{""key"":""A"",""label"":""12""},{""key"":""B"",""label"":""20""},{""key"":""C"",""label"":""24""},{""key"":""D"",""label"":""30""}]",B,"Un cube a 12 arêtes et 8 sommets, donc un total de 20 pour les deux combinés. N'oubliez pas de compter chaque sommet distinctement de chaque arête, sinon le nombre pourrait être surévalué.",Additionnez simplement le nombre d'arêtes et le nombre de sommets.,true
psychotechnique,raisonnement_spatial,Facile,Quel solide a seulement une base circulaire et une pointe ?,,,,"[{""key"":""A"",""label"":""Cylindre""},{""key"":""B"",""label"":""Cône""},{""key"":""C"",""label"":""Prisme triangulaire""},{""key"":""D"",""label"":""Cube""}]",B,"Le cône est le seul solide qui a une base circulaire et qui se rétrécit vers un point. Un cylindre est parfois confondu mais il a deux bases circulaires, tandis qu'un prisme triangulaire et un cube n'ont pas de bases circulaires.",Visualisez une crèche de crème glacée conique.,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la forme résultante de la projection d'un cube sur une surface plane ?,,,,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Rectangle""},{""key"":""D"",""label"":""Triangle""}]",C,"La projection d'un cube sur une surface plane, telle qu'une de ses faces perpendiculaires au plan, donne un carré. Pour une vue projetée depuis un angle autre qu'une perpendiculaire d'une face, la projection sera rectangulaire.",Pensez à l'ombre ou à l'empreinte que ferait un cube.,true
psychotechnique,raisonnement_spatial,Facile,Combien de triangles différents composent les faces d'un tétraèdre régulier ?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""10""}]",A,"Un tétraèdre régulier consiste en quatre faces triangulaires identiques, chacune d'elle étant équilatérale. Le piège ici est de croire qu'en complexifiant les combinaisons ou les orientations, d'autres triangles se formeront.",Chaque face du tétraèdre est une face triangulaire.,true
psychotechnique,raisonnement_spatial,Moyenne,"Vu de dessus, à quoi ressemble une pyramide à base carrée ?",Imaginez regarder directement au-dessus d'une pyramide à base carrée.,,,"[{""key"":""A"",""label"":""Carré""},{""key"":""B"",""label"":""Triangle""},{""key"":""C"",""label"":""Cercle""},{""key"":""D"",""label"":""Pentagone""}]",A,"Vu de dessus, une pyramide à base carrée apparaît comme un carré car on ne voit que la base. Un malentendu courant est d'appréhender une forme en termes de hauteur ou de point de fuite plutôt que de vue directe.",Considérez uniquement la base de la structure.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de cubes unitaires sont visibles quand un cube de 3×3×3 est regardé de face ?,"Un cube 3×3×3 vous est montré de face, le côté complet étant visible.",,,"[{""key"":""A"",""label"":""9""},{""key"":""B"",""label"":""18""},{""key"":""C"",""label"":""27""},{""key"":""D"",""label"":""24""}]",B,"Chacune des trois couches visibles montre 9 cubes de face, totalisant donc 9×2 pour une vue de face et une vue latérale visible. Le postérieur n'est pas visible, ce n'est donc que la surface façade et un côté visible.",Imaginez la face avant du cube et ses rangées de cubes.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si un cube est plié à partir d'un patron en croix latine, quelle face est en face de la face notée 5 ?",Visualisez un patron en croix latine pour un cube où les faces sont notées de 1 à 6.,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""6""}]",C,"Dans le patron en croix latine, la face 5 serait opposée à la face 3 une fois assemblée. Chaque face centrale repose le fond du cube formé tandis que les extensions forment les côtés, et le réarrangement est crucial pour visualiser. Il est tentant de considérer la connexion la plus proche plutôt que l'opposition des faces.",Imagine comment les faces se rejoignent dans un cube complet fonctionnel.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si l'on empile 3 prismes rectangulaires identiques, à quoi ressemble la vue latérale ?",Les prismes sont empilés les uns sur les autres.,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Hexagone""},{""key"":""D"",""label"":""Trapèze""}]",A,"Quand trois prismes sont empilés, la vue latérale reste un rectangle, car chaque prisme rajoute une section rectangulaire supplémentaire à la hauteur totale. Le rectangle est la configuration la plus commune, mais souvent les gens croient que des formes complexes se superposent.",Considérez simplement une pile de livres à couverture rigide.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle est la vue de dessus d'un cylindre posé sur une base ?,Imaginez que vous regardez directement le dessus d'un cylindre posé régulièrement sur le sol.,,,"[{""key"":""A"",""label"":""Carré""},{""key"":""B"",""label"":""Rectangle""},{""key"":""C"",""label"":""Cercle""},{""key"":""D"",""label"":""Triangle""}]",C,"Quand vous regardez un cylindre depuis le dessus, vous voyez un cercle. C'est parce qu'un cylindre a une base circulaire, et le dessus expose seulement cette base. Le piège ici est d'imaginer d'autres formes comme un rectangle en visualisant la latéralité.",Faites correspondre directement la forme de la base à ce que vous voyez.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si un cube de 4×4×4 est découpé, combien de cubes unitaires ont 3 faces peintes ?",Le cube est peint extérieurement avant d'être découpé en cubes unitaires.,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""16""}]",B,"Les coins externes du cube 4×4×4, chacun a trois faces extérieures, et il y en a 8 pour correspondre à chaque coin. Leurs passages exacts par les axes x, y et z justifient cela. Certains peuvent tordre en ne visualisant pas adéquatement les morceaux exposés.",Considérons chaque coin du cube original.,true
psychotechnique,raisonnement_spatial,Moyenne,Quel est le nombre de côtés de la base d'un cône ?,Considérez ici un cône droit régulier.,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""Infinite""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""0""}]",B,Un cône a une base circulaire qui peut être décrite comme ayant une infinité de côtés si on considère que son contour est continu et non anguleux. Il est facile de se méprendre en simplifiant cela à un seul contour.,Réfléchissez par rapport au lissage d’une figure.,true
psychotechnique,raisonnement_spatial,Moyenne,Le patron d'un cube en T est présenté. Quelle face sera opposée à la base une fois formé ?,Pensez à un patron en forme de T lorsqu'il est correctement plié.,,,"[{""key"":""A"",""label"":""Face supérieure""},{""key"":""B"",""label"":""Face latérale droite""},{""key"":""C"",""label"":""Face latérale gauche""},{""key"":""D"",""label"":""Face avant""}]",A,La face qui commence au-dessus de la base dans le patron et s'ouvre pour devenir la face supérieure. L'erreur est de ne pas reconnaître les rotations et les pelles en T se composant.,Visualisez un cas où les faces se rejoignent adéquatement.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle est la vue de face d'un prisme triangulaire allongé en position normale ?,Imaginez un prisme triangulaire allongé posé sur une de ses bases triangulaires.,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Triangle""},{""key"":""C"",""label"":""Ellipse""},{""key"":""D"",""label"":""Hexagone""}]",B,"Vu de face, un prisme triangulaire montre simplement son côté triangulaire. Cette vue est transparente tant que le prisme est en parfait alignement. Il y a souvent confusion en ne voyant qu'un rectangle à partir de cap gauche ou droite allongée.",Rappelez-vous que vous verrez de l'avant une des bases bien distincte.,true
psychotechnique,raisonnement_spatial,Moyenne,"Quel est le volume d'un prisme rectangulaire avoir des arêtes mesurant 2, 3 et 4 cm ?",,,,"[{""key"":""A"",""label"":""24 cm³""},{""key"":""B"",""label"":""30 cm³""},{""key"":""C"",""label"":""36 cm³""},{""key"":""D"",""label"":""48 cm³""}]",A,"Le volume d'un prisme rectangulaire est calculé en multipliant la longueur, la largeur et la hauteur : 2 × 3 × 4 = 24 cm³. Un des pièges est donc de négliger l'une des dimensions ou de ne pas utiliser la bonne formule.",Considérez-le comme résultant d'un départ de plus petites zones.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si vous découpez un prisme hexagonal en trois tuyaux triangulaires égaux, quelle forme aurez-vous ?",Imaginez un prisme divisé en trois sections triangulaires parfaitement égales.,,,"[{""key"":""A"",""label"":""Trois pipettes de formes pentagonales""},{""key"":""B"",""label"":""Trois prismes triangulaires""},{""key"":""C"",""label"":""Trois trapèzes""},{""key"":""D"",""label"":""Trois sections hexagonals régulières""}]",B,"Quand un prisme hexagonal est découpé en portions triangulaires identiques, le résultat est trois prismes triangulaires. Chaque triangle régulier recoupe et constitue une part quasi identique.",Visualisez simplement entre chacun des découpages.,true
psychotechnique,raisonnement_spatial,Moyenne,"En empilant un cube de taille 2×2 sur un cube de taille 3×3, combien de faces latérales sont visibles en totalité ?",Les cubes sont parfaitement empilés et alignés.,,,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""8""}]",D,"En empilant le cube de 2×2 sur celui de 3×3, le cube en haut couvrit les faces supérieures tandis que les faces en bas sont partiellement cachées, ce qui signifie que toutes les 8 faces visibles de l'extérieur.",Considérez toutes les façons dont les faces peuvent apparaître vues.,true
psychotechnique,raisonnement_spatial,Difficile,"Dans un cube 4×4×4 entièrement peint et retiré du milieu, combien de cubes unitaires ont une seule face peinte ?","Considérez un cube 4×4×4 sans un cube au centre, peint sur toutes ses faces.",,,"[{""key"":""A"",""label"":""24""},{""key"":""B"",""label"":""32""},{""key"":""C"",""label"":""36""},{""key"":""D"",""label"":""16""}]",B,"Pour trouver les cubes avec une seule face peinte, concentrez-vous sur les cubes situés à l'intérieur d'une rangée de la surface (pas sur les coins et mesurer ou les arêtes), qui est obtenue par 3-8 cubes au centre.",Restez centrés sur l'intérieur de chaque face extérieure.,true
psychotechnique,raisonnement_spatial,Difficile,Combien y a-t-il de petits cubes sans aucune face peinte dans un cube 4×4×4 peint ?,Un cube 4×4×4 est peint extérieur puis découpé en petits cubes unitaires.,,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""12""},{""key"":""C"",""label"":""16""},{""key"":""D"",""label"":""27""}]",A,"Le cube a 64 petits cubes unitaires et ceux qui ne sont pas peints occupent un cube 2x2x2 à l'intérieur, soit 8 petits cubes sans peinture. Le piége est d'oublier que seuls les cubes intérieurs sont complétement peints.",N'oubliez pas que seule la surface est peinte.,true
psychotechnique,raisonnement_spatial,Difficile,"Si vous pliez un patron en forme de croix vers l'extérieur sur tous les côtés, combien de sections visibles après ?","Imaginez un patron en forme de croix constitué de 5 sections, plié vers l'extérieur.",,,"[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""8""}]",A,"Lorsque le patron se plie vers l'extérieur, la section centrale avec des côtés externes surpasse les appendices, totalisant 5. Le nombre devient piégeux sous forme d'ajout de conclusions reshape incorrectes ou visualisées.",Considérez toujours comment les sections contournent la forme.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes un cube de 5×5×5 qui est peint en surface a-t-il avec 3 faces peintes ?,"Assumant un cube peint à l'extérieur, quel est le compte des cubes aux coins qui ont 3 côtés peints ?",,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""16""}]",B,"Un cube de 5×5×5 a 8 coins visibles peintes, d'où chaque coin sur le cube obtenant la couleur sur 3 côtés, se limitant à 4 sommets extérieurs pour chaque dimension.",Envisagez les coins de façon non exhaustive.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle est la dimension de la face croisée d'un cône droit coupé par un plan parallèle à la base ?,A partir d'un plan qui est transversal et équidistant le long du cône.,,,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Ellipse""},{""key"":""C"",""label"":""Hyperbole""},{""key"":""D"",""label"":""Parabole""}]",A,"La section obtenue lorsqu'on coupe parallèlement à la base d'un cône droit est un cercle. Beaucoup confondent pour un ellipsé, pourtant la symétrie assure une correspondance géométrique centrale parfaite au long de la coupe départ à sa base.",Abstenez à planifier le découpage orthogonal également.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de petits cubes ont exactement 1 face peinte dans un cube de 3×3×3 ?,Considérez que le cube est coupé uniformément après avoir été peint.,,,"[{""key"":""A"",""label"":""24""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""10""},{""key"":""D"",""label"":""27""}]",B,"Dans un cube 3×3×3, seuls 6 cubes se trouvent dans le centre de chaque face, ayant juste une face peinte. Un piège récurrent est de ne pas imaginer adéquatement l'arrangement et la répartition équitables des côtés extérieurs.",Visualisez chaque bord individuellement et focussez sur le milieu.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de petits cubes ont exactement 0 face peinte dans un cube de 5×5×5 entièrement peint ?,Un cube de 5×5×5 est peint et ensuite coupé en petits cubes unitaires.,,,"[{""key"":""A"",""label"":""27""},{""key"":""B"",""label"":""64""},{""key"":""C"",""label"":""81""},{""key"":""D"",""label"":""125""}]",A,"Les cubes sans aucune face peinte sont complètement cachés et forment un cube 3×3×3 à l'intérieur, soit 27. Un piège courant est de sous-évaluer la part intérieure colmatée.",Un cube à l'intérieur d'un autre sans faces visibles.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle est la section transversale quand un cylindre est traversé parallélement à la base circulaire ?,Envisagez un cylindre coupé parallèlement à sa base.,,,"[{""key"":""A"",""label"":""Ellipse""},{""key"":""B"",""label"":""Rectangle""},{""key"":""C"",""label"":""Cercle""},{""key"":""D"",""label"":""Triangle""}]",C,"Lorsqu'un cylindre est coupé parallèlement à sa base, la section apparaît comme un cercle qui est congruent au cercles à base. Une erreur courante pense qu'il s'agit d'une ellipse en oubliant cette coupe est équidistante entre chaque sommet.",Considérez la coupe perpendiculaire à l'axe interne.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes d'un cube de 4×4×4 sont complètement peints ?,Imaginez un cube de 4×4×4 complètement peint avant d'être coupé.,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""16""}]",A,"Aucun des petits cubes ne peut être complètement peint. Chacun est limité par une seule face latérale visible, répétée ou partielle, d'où un arc moyen par cube. Une confusion apparente est de supposer que le siège implique pas un surplomb.",Réfléchissez à comment le peindre alors qu'il doit ensuite être sectionné.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle section obtiendrait-on en coupant un tétraèdre régulier ?,Envisagez couper un tétraèdre directement entre ses sommets opposés.,,,"[{""key"":""A"",""label"":""Triangle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Rectangle""},{""key"":""D"",""label"":""Pentagone""}]",A,"La coupe d'un tétraèdre régulier depuis deux sommets antagoniques donne une section triangulaire, coupant ainsi un autre placement proportionnel par côtés. Cela confond fréquemment avec le rectangle trompant en traversant autres surfaces.",Observer comment une section devient complète entre deux points.,true
psychotechnique,raisonnement_spatial,Difficile,"En coupant un cube par un plan diagonal passant par deux arêtes opposées, quelle section est obtenue?",,,,"[{""key"":""A"",""label"":""Triangle""},{""key"":""B"",""label"":""Rectangle""},{""key"":""C"",""label"":""Hexagone""},{""key"":""D"",""label"":""Octagone""}]",C,La coupe par un plan diagonal à travers deux arêtes opposées d'un cube produit une section transversale hexagonale. Ce résultat se produit car le découpage couvre toutes les principales intersections autres qu'avant et arrière.,Pensez aux points extrêmes traversés par la coupe.,true
psychotechnique,raisonnement_spatial,Difficile,"Si un prisme triangulaire est coupé parallèlement à une base, quelle figure résulte ?",Envisagez une section à travers un prisme triangulaire formé par coupe basique.,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Triangle""},{""key"":""C"",""label"":""Trapezoïde""},{""key"":""D"",""label"":""Cercle""}]",B,"Une coupe parallèle à la base d'un prisme triangulaire donne un triangle identique à celui de la base, maintenu géométriquement en tant que section inchangée.",La coupe ne change ni rétrécit pas.,true
psychotechnique,raisonnement_spatial,Difficile,"Si un cylindre est coupé par un plan incliné à son axe, quelle forme la section a-t-elle ?",Visualisez un cylindre traversé transversale plus qu'à sa tangente.,,,"[{""key"":""A"",""label"":""Ellipse""},{""key"":""B"",""label"":""Cercle""},{""key"":""C"",""label"":""Hyperbole""},{""key"":""D"",""label"":""Parabole""}]",A,Couper un cylindre avec un plan incliné à son axe produit une ellipse car cette coupe diagonale assiste cette courbure. Beaucoup d'interférences savent comment une tangente plane reste parallèle la réduite.,Tenez compte de la définition de chaque géométrie de capture.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de faces visibles présente un cube de côté 5 empilé dans une structure pyramidale ?,Pensez à un cube de 5 empilé en montée vers la pointe dans un motif de pyramide.,,,"[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""8""}]",B,"Un cube dans une construction de pyramide a toutes ses faces exposées sauf la base, avec les couches latérales maintenant de chaque bord se touchant, révélant permanence un et reflet.",L'extrusion révèle la perspective vue de presque.,true
psychotechnique,raisonnement_spatial,Difficile,Quel nombre de cubes minimaux pourvu d'une face seront visibles sur un cube 6x6x6 ?,"Chaque face externe sur le cube 6x6x6 a découvert les grands côtés, invisibles.",,,"[{""key"":""A"",""label"":""96""},{""key"":""B"",""label"":""72""},{""key"":""C"",""label"":""60""},{""key"":""D"",""label"":""48""}]",A,"Tous cubes côte-à-côte, il y a une colonne centrale creuse de 4x4x4, seule exactement une face reste projetée en grand nombre 96 faces sont alors exposées. L'argent erroné est de ne pas appliquer la règle des faces.",Attention à chaque coin des lignes distinctes.,true
