module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Quelle forme visible résulte de l'omission d'une face d'un cube ?,Visualisez la structure restante après avoir coupé un plan face.,,,"[{""key"":""A"",""label"":""Pentagone""},{""key"":""B"",""label"":""Open box""},{""key"":""C"",""label"":""Triangulaire""},{""key"":""D"",""label"":""Parallélépipède""}]",B,"Un cube privé d'une face expose un corps ouvert, semblable à une boîte ouverte, où 5 faces restantes etune concavité évidente invitent à son intérieur. Contrairement aux options triangulaires ou pentagonales qui nuiraient à l'arrangement volontairement régulier du volume, l'intégrité des carrés est conservée.",Considérons retirer un couvercle sur une caisse.,true
psychotechnique,raisonnement_spatial,Facile,Quel est le nombre total de faces d'un cube et d'une pyramide à base carrée réunis ?,Comptez toutes les surfaces distinctes en juxtaposant les deux solides.,,,"[{""key"":""A"",""label"":""9""},{""key"":""B"",""label"":""11""},{""key"":""C"",""label"":""10""},{""key"":""D"",""label"":""8""}]",B,"Un cube abrite 6 faces tandis qu'une pyramide à base carrée introduit 5; ensemble, elles totalisent 11 faces distinctes. Contrairement à un simple ajout ou à une surcharge confuse, les faces prennent en compte chaque surface unique produite par chaque solide.",Associez les totaux séparés des surfaces des solides.,true
psychotechnique,raisonnement_spatial,Facile,À quelles figures chaque face d'un cylindre équivaut-elle lorsqu'elles sont déroulées ?,Représentez la structure évasée d'un cylindre en parties basiques.,,,"[{""key"":""A"",""label"":""Un rectangle et deux cercles""},{""key"":""B"",""label"":""Deux rectangles""},{""key"":""C"",""label"":""Trois cercles""},{""key"":""D"",""label"":""Un carré et deux ovales""}]",A,"Un cylindre en déroulement similaire dévoile un rectangle long (la paroi latérale) flanqué par deux cercles (chaque base). Cette dissection sans ambiguïté respecte les dimensions régulières des caractéristiques de la colonne, mobilisant chaque courbe sur une bande plane.",L'épaisseur s'étend en un plan rectiligne entre les extrémités courbes.,true
psychotechnique,raisonnement_spatial,Moyenne,Lequel de ces patrons ne peut pas former un cube une fois plié ?,Considère 4 patrons assemblés à partir de 6 carrés.,,"{""type"":""pattern_comparison"",""patterns"":[{""layout"":""cross"",""name"":""Patron Croix""},{""layout"":""T"",""name"":""Forme en T""},{""layout"":""Z"",""name"":""Patron en Z""},{""layout"":""line"",""name"":""Ligne droite de carrés""}]}","[{""key"":""A"",""label"":""Croix""},{""key"":""B"",""label"":""Forme en T""},{""key"":""C"",""label"":""Z""},{""key"":""D"",""label"":""Ligne""}]",D,"La ligne droite de 6 carrés ne peut pas se plier pour former un cube, car elle ne peut pas être repliée sur elle-même pour former un enclos volumétrique. En revanche, le patron en croix, la forme en T et le Z peuvent se rassembler efficacement pour former les 6 faces connectées d'un cube.",Imaginez comment un volume fermé demanderait de se plier sur ses propres surfaces.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si on coupe un cube 3 × 3 × 3 en cubes unitaires, combien ont 2 faces peintes ?",Un cube complet est peint et ensuite sectionné pour exposer de multiples sections.,,"{""type"":""solid"",""solid"":""3x3x3 cube"",""painted"":true,""cut"":true}","[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""12""},{""key"":""C"",""label"":""18""},{""key"":""D"",""label"":""24""}]",B,"Les cubes unitaires à 2 faces peintes sont placés sur les arêtes du cube, mais pas aux coins. Pour un cube 3×3×3, chaque arête contient 1 cube à 2 faces peintes. Étant donné que le cube possède 12 arêtes, 12 cubes conformes à cette description existent, toutes surfaces bien mises en lumière.",Considérez les sections visibles sur les arêtes uniquement.,true
psychotechnique,raisonnement_spatial,Moyenne,Qu'obtient-on si les coins d'un cube sont enlevés ?,Visualisez une forme résultante après avoir coupé aux coins d'un cube.,,"{""type"":""solid_transformation"",""solid"":""cube"",""transformation"":""corner cuts""}","[{""key"":""A"",""label"":""Cône tronqué""},{""key"":""B"",""label"":""Polyèdre""},{""key"":""C"",""label"":""Tétraèdre""},{""key"":""D"",""label"":""Prismatoïde""}]",B,"Couper chaque coin d'un cube résulte en un polyèdre avec des faces triangulaires aux coins, réduisant les 8 arêtes initiales angulaires en un plus grand nombre de faces et arêtes intermédiaires douces. Comparé à un cone, tétraèdre ou prismatoïde, la complexité polyédrique reste une modification structurelle valide.",Considérez les nouveaux plans comme lissant les angles initiaux.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle intersection de plans forme essentiellement une 'ligne' complète ?,Imaginez deux plans distincts interférant dans un espace en suspension.,,"{""type"":""intersection"",""objects"":[""plan1"",""plan2""]}","[{""key"":""A"",""label"":""Deux plans parallèles""},{""key"":""B"",""label"":""Deux plans perpendiculaires""},{""key"":""C"",""label"":""Deux plans intersectant à un angle""},{""key"":""D"",""label"":""Plan et ligne parallèle""}]",C,"Deux plans dans l'espace qui s'intersectent à un angle créent une ligne distincte et directe d'intersection, contrastant avec les situations de parallélisme sans croisements physiques ou perpendiculaires multiples. La synthèse de l'angle diffère d'une variété qui pourrait inclure plusieurs lignes.",Visualisez deux murs qui se rencontrent sans s'entrecouper.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle figure décrit une 'forme absorbante' d'un solide par un autre solide ?,Figurez deux solides s'interpénétrant pour former un ensemble simple.,,"{""type"":""solid_intersection"",""objects"":[""solid1"",""solid2""]}","[{""key"":""A"",""label"":""Cône à surcouche""},{""key"":""B"",""label"":""Prismatoïde""},{""key"":""C"",""label"":""Composé""},{""key"":""D"",""label"":""Hypercube""}]",C,"Le terme 'composé' rapproche directement deux solides fusionnés où une partie s'imprègne ou soutient l'autre, formant une nouvelle masse apparente. Il diverge des traductions traduites en prismatoïdes ou cubes hyperspatiaux, où la synthèse devient davantage structurée et multicouche.",Imaginez la combinaison simple et complète de deux masses.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si on coupe un cube 4 × 4 × 4, combien ont 3 faces peintes ?",Un cube coloré est segmenté en éléments partiels de multifaces.,,"{""type"":""solid"",""solid"":""4x4x4 cube"",""painted"":true,""cut"":true}","[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""16""}]",B,"Les cubes unitaires présentant trois faces peintes se trouvent uniquement aux coins, et un cube 4×4×4 dispose de 8 coins distincts. Chacun de ces coins a ses trois faces extérieures exposées à la couleur, recalculant ainsi systématiquement les segments angulaires.",Rappelez-vous que chaque angle d'un cube partage seulement trois plans.,true
psychotechnique,raisonnement_spatial,Moyenne,Comment classifie-t-on la forme résultant du découpage progressif de plan en spirale ?,Envisagez un volume par découpe répétée créant une structure continue.,,"{""type"":""procedural_shape"",""actions"":[""spiral cut""]}","[{""key"":""A"",""label"":""Fractale""},{""key"":""B"",""label"":""Disque""},{""key"":""C"",""label"":""Ruban de Möbius""},{""key"":""D"",""label"":""Spirale d'Archimède""}]",A,"Une fractale implique une répétition définitionnelle similaire à une structure globale divisée infiniment ou semblable en partie, comme un découpage mettant à jour continuellement sa marque par un plan. La structure hélicoïdale fixe ou l'ajout de bandes unique se différencie par des alignements discontinus ou mixtes.",Visualisez un processus continu reliant chaque section en une collecte infinie.,true
psychotechnique,raisonnement_spatial,Moyenne,Identifiez l'intrus parmi ces intersections possibles de plans.,Identifiez l'élément inattendu dans une liste croissante de superpositions de plans.,,"{""type"":""intersection"",""objects"":[""planA"",""planB"",""planC""]}","[{""key"":""A"",""label"":""Trois plans que ne se croisent jamais""},{""key"":""B"",""label"":""Deux plans qui se croisent en une ligne""},{""key"":""C"",""label"":""Trois plans qui se rencontrent en un point""},{""key"":""D"",""label"":""Deux plans parallèles croisant un troisième""}]",A,"Une juxtaposition de trois plans qui ne se rencontrent pas est isolée, ne faisant jamais d'intersection. Les croisements tangibles, voire minimes, du reste appartiennent certainement à la geometry analytique active, rencontrant ses connaissances restantes par des lignes ou des points.",Imaginez des plans fixes qui ne gravitent jamais vers d'accointances visibles.,true
psychotechnique,raisonnement_spatial,Moyenne,"Si on empile des cubes de 1, 2, et 3 unités de côté, quel est le volume total ?",Calculez le volume total en combinant des cubes de dimensions variées.,,"{""type"":""composite_volume"",""volumes"":[""cube1"",""cube2"",""cube3""]}","[{""key"":""A"",""label"":""36""},{""key"":""B"",""label"":""14""},{""key"":""C"",""label"":""32""},{""key"":""D"",""label"":""27""}]",C,"Le volume total d'une série de cubes est la somme des cubes individuels. Ici, ils sont : cube de 1 unité = 1^3 = 1, cube de 2 unités = 2^3 = 8, et cube de 3 unités = 3^3 = 27. Le total équivaut à 1 + 8 + 27 = 36, comprenant chaque section d'emboitement effectif.",Rappelez-vous que les volumes individuels sont cumulés successivement.,true
psychotechnique,raisonnement_spatial,Moyenne,Lequel de ces modèles de découpe ne produit pas une intersection plane ?,Examinez des modèles suggérant éventuellement des plans complets.,,"{""type"":""procedural_shape"",""actions"":[""plane cut""]}","[{""key"":""A"",""label"":""Hémisphère à partir d'une sphère""},{""key"":""B"",""label"":""Triangle dans un cube par ouverture""},{""key"":""C"",""label"":""Segment circulaire dans un prisme""},{""key"":""D"",""label"":""Volume sans transe directe""}]",D,"L'absence de transe ou de division directe signe l'inaptitude de prise dans une surface définitive ou continue, laissant les formes exemptes de coupe réelle. Chaque autre proposition explicitement faciès unifié modèle la chance réelle ou section entre l'espace observé loyalement.",Évaluez les solutions de chaque modèle qui ne domptent rien.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle unité a seulement un coin partagé par plusieurs plans ?,Considérez une unity projetée touchant plusieurs fronts de plane.,,"{""type"":""projection"",""shape"":""cube_corner""}","[{""key"":""A"",""label"":""Unité fringale""},{""key"":""B"",""label"":""Point nodal""},{""key"":""C"",""label"":""Volume angulaire""},{""key"":""D"",""label"":""Intersection unique""}]",B,"Un point nodal évoque un lieu distinct où des surfaces se croisent dans toute direction devancée. L'espace unique dérivera toutes diagonales, formant un côté de l'intégralité d'une rencontre rapide. En revanche, un espace individuellement pseudo-fragmenté imprègne des formes anguleuses variées.",Distinguer le joint dessiné sans combinatoire saturée.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes ne sont pas peints au centre d'un cube 4×4×4 peint ?,"Considérez un cube 4×4×4 peint entièrement, puis segmenté.",,"{""type"":""solid"",""solid"":""4x4x4 cube"",""painted"":true,""cut"":true}","[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""16""},{""key"":""C"",""label"":""24""},{""key"":""D"",""label"":""32""}]",A,"À l'intérieur d'un cube 4×4×4, un noyau 2x2x2 central n'expose aucune face extérieure. Ces 8 cubes centraux, encapsulés par une couche extérieure peinte, demeurent sans à dire. Contrairement à des extérieurs ou des comblages longitudinaux, cette précision centrale s'impose directement.",Localisez l'espace non exposé formé à l'intérieur d'une bordure peinte.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle forme apparaît à l'intersection de deux cylindres perpendiculaires ?,Imaginez deux cylindres de même diamètre s'entrecroisant perpendiculairement.,,"{""type"":""solid_intersection"",""objects"":[""cylinderA"",""cylinderB""]}","[{""key"":""A"",""label"":""Ellipse""},{""key"":""B"",""label"":""Hyperbole""},{""key"":""C"",""label"":""Carré""},{""key"":""D"",""label"":""Rectangle""}]",D,"Quand deux cylindres perpendiculaires se croisent, la région d'intersection leur est commune et même dans sa largeur, s'apparentant à un rectangle. Contrairement à leur base circulaire ou à une transposition ellip, la profondeur mutuelle et l'angle droit garantissent une solidité redécouvrant un espace équilibré.",Réfléchissez à leurs axes respectifs se traversant en générant une figure rectiligne.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle forme émerge du croisement de deux sphères ?,Considérer les intersphériques simculé aux diamètres identiques.,,"{""type"":""solid_intersection"",""objects"":[""sphereA"",""sphereB""]}","[{""key"":""A"",""label"":""Ellipse""},{""key"":""B"",""label"":""Cercle""},{""key"":""C"",""label"":""Parabole""},{""key"":""D"",""label"":""Segment sphérique""}]",B,"L'intersection entre deux sphères de même taille forme un cercle. Ce résultat est un disque circulaire pétrant l'espace entre elles-mêmes, car leurs surfaces courbes se chevaucheront largement autour d'un bord fixement calculé. S'élargissant, leurs correspondances divergeront légèrement sans exécuter de rupture.",Pensez à la principale intersection transversale d'une étendue circulaire. ,true
psychotechnique,raisonnement_spatial,Difficile,Déterminez la surface totale d'un cône tronqué d'angle droit.,"Estimez la surface d'un cône régulier, à base égale, après la coupure d'un point.",,"{""type"":""solid_truncated"",""solid"":""truncated_cone""}","[{""key"":""A"",""label"":""πr(l + r)""},{""key"":""B"",""label"":""2π(r1+r2)l""},{""key"":""C"",""label"":""π(h + l + R)""},{""key"":""D"",""label"":""2πr(h + R)""}]",B,"La surface d'un cône tronqué inclut les cercles supérieur et inférieur (par r1 et r2), et la surface latérale. Formule appropriée : 2π(r1+r2)l. Différent de sa contrepartie aiguë ou de surface totale topinière, y ajoute non seulement les cercles et les angles latéraux mais leur extension abondante incurvée.",Rappelez-vous de la surface latérale supplémentaire à la surface de côté basique.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de sphères peuvent s'inscrire dans un cube de 3 unités de côté ?,Estimez le dénombrement des sphères maximales qui se tiennent dans chaque dimension.,,"{""type"":""sphere_packing"",""solid"":""cube"",""dimensions"":3}","[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""4""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""8""}]",D,"Sur un cube 3×3×3, une disposition de base par motif de sphères unitaires compactées atteint précisément 8, centrant chaque sphère entre les dimensions repliées également dans chaque coin plat approprié. Cela contraste avec les passes latérales non combinées ou plates qui seraient autrement incomplètes.",Considérez une distribution tridimensionnelle pour garantir la conformité.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle intersection de deux plans aboutirait à une ligne droite visible ?,Envisagez deux plans capables de produire une intersection minimale et observée.,,"{""type"":""solid_intersection"",""objects"":[""plan1"",""plan2""]}","[{""key"":""A"",""label"":""Deux plans inclinés""},{""key"":""B"",""label"":""Deux plans perpendiculaires""},{""key"":""C"",""label"":""Plan et cylindre central""},{""key"":""D"",""label"":""Plan tangent à une sphère""}]",A,"Deux plans inclinés, en seconde générale, qui se rencontrent à un angle et se coupent affichent toujours une ligne. Celle-ci restreint chaque orientation dans leur point commun partagé intégralement, passant sur les autres figures sinon incurvées et distantes de celles comprenant une perpendicula spatio-temporelle.",Rappellez-vous: les disjoints accentués altèrent affectation et interne.,true
psychotechnique,raisonnement_spatial,Difficile,Quel est le plus grand nombre de plans parallèles qui peuvent diviser un cube sans le découper ?,Décidez combien de plans toujours alignés dessiner sans ouverte mise en cause.,,"{""type"":""solid"",""solid"":""cube"",""parallel_planes"":true}","[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""8""}]",A,"Dans un cube, chaque ensemble de plans parallèles non-imbriqués puissent diviser l'espace en plusieurs tranches prolongées, ne diminuant pas sa consistance originale. Pourtant, 5 plans divisibles uniquement créeront des segments étant sinon affectés ou détaillés par toute découpe légitime originelle.",Considérez les intérieurs des faces apparentées gluantes.,true
psychotechnique,raisonnement_spatial,Difficile,Quelle série de cubes unitaires dévore toutes ses faces quand peinte de cercle ?,"En explorant des motifs, décidez de la disposition nécessitant la totalité externe.",,"{""type"":""pattern_paint"",""pattern"":""full_circle""}","[{""key"":""A"",""label"":""4 par 1 borderie""},{""key"":""B"",""label"":""3 par 2 par 1""},{""key"":""C"",""label"":""Unité dont tranches imbriquées""},{""key"":""D"",""label"":""4 par 4 centralisé""}]",D,"Lorsqu'un organisme carré tout en 4 × 4 au centre lorsqu'internes minimisés incline chaque face imprégnant aucune zone non coupée circulairement, agitant une couleur constamment. L'absence de centrée unique réclamant ses bords échappe les grands circuits connectés-mêmes restreignant.",Observez si les couches se mélangent en changement permanent.,true
psychotechnique,raisonnement_spatial,Difficile,Que fournit un découpage partiel par trois axes positionnés à 90° dans un cube ?,Identifier les sections par trois franchissement symétriquement postionnés.,,"{""type"":""solid"",""solid"":""cube"",""axes"":3}","[{""key"":""A"",""label"":""Quatre quadrants distincts""},{""key"":""B"",""label"":""Huit sections égalisées""},{""key"":""C"",""label"":""Une grande croix centrale""},{""key"":""D"",""label"":""Trois coupes en étoile avec points""}]",B,"Quand trois axes se croisent orthogonalement dans un cube, 8 sections égales naissent. Chaque division part combinativement en coordonnant proportionnement et chef de volume, scindant puis ordonnant les ensembles traïtiques évoluant sans addition centrale étrangère.",Référez-vous à leur délimitation immédiate sans triangle éclaté.,true
