module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Tigre, Lion, Crocodile, Léopard","{""Tigre"",""Lion"",""Crocodile"",""Léopard""}",Crocodile,"« Crocodile » est un reptile, alors que « tigre », « lion » et « léopard » sont des félins. Tous les autres partagent une famille zoologique, ce qui distingue le crocodile.",Considérez la classification animale.,true
psychotechnique,logique_verbale,Moyenne,Quel est l'antonyme de « augmenter » ?,,"{""Diminuer"",""Élever"",""Accroître"",""Multiplier""}",Diminuer,"« Diminuer » est l'antonyme de « augmenter », car il se réfère à une réduction en quantité. Les autres options comme « élever », « accroître » et « multiplier » impliquent toutes une augmentation.",Cherchez le sens inverse de croître.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Plombier est à tuyau comme électricien est à ___,,"{""Fil"",""Tuyau"",""Chaise"",""Casserole""}",Fil,"Un plombier travaille avec des tuyaux, tout comme un électricien travaille avec des fils. Les autres objets tels que « tuyau », « chaise » et « casserole » ne sont pas directement associés à la profession d'électricien.",Considérez l'outil ou matériel principal du métier.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Banane, Fraise, Pomme, Charbon","{""Banane"",""Fraise"",""Pomme"",""Charbon""}",Charbon,"« Charbon » est un combustible fossile, alors que les autres termes représentent des fruits. « Banane », « fraise » et « pomme » font partie d'une même catégorie alimentaire, oppose au charbon.",Focus sur la catégorie alimentaire.,true
psychotechnique,logique_verbale,Moyenne,"Complète la phrase : ""Elle a pesé le pour et le ___ avant de décider.""",,"{""Contre"",""Mais"",""Et"",""Puis""}",Contre,L'expression « peser le pour et le contre » signifie évaluer les avantages et les inconvénients d'une décision. Les autres options n'ont pas de sens dans cette expression idiomatique précise.,Cherchez l'opposition traditionnelle dans l'expression.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « ennuyeux » ?,,"{""Fastidieux"",""Amusant"",""Frivole"",""Gai""}",Fastidieux,"« Fastidieux » est synonyme d'« ennuyeux », indiquant quelque chose de particulièrement monotone ou pénible. En revanche, « amusant », « frivole » et « gai » sont des qualités qui rendent une activité plaisante ou légère.",Concentrez-vous sur quelque chose qui manque d'intérêt.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Bibliothécaire est à livre comme cuisinier est à ___,,"{""Livre"",""Casserole"",""Clé"",""Bureau""}",Casserole,"Un bibliothécaire travaille avec des livres, tout comme un cuisinier travaille avec des casseroles. Les autres choix comme « livre », « clé » et « bureau » ne se rapportent pas directement à la cuisine.",Pensez à l'outil principal utilisé dans la cuisine.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « méticuleux » ?,,"{""Attentif"",""Négligent"",""Distrait"",""Imprudent""}",Attentif,"« Attentif » partage le même sens avec « méticuleux », décrivant une personne consciencieuse veillant aux détails. A contrario, « négligent », « distrait » et « imprudent » renvoient à des comportements moins rigoureux.",Focalisez sur le sens de conscience aux détails.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Ford, Toyota, Nike, BMW","{""Ford"",""Toyota"",""Nike"",""BMW""}",Nike,"« Nike » est une marque d'articles de sport, alors que « Ford », « Toyota » et « BMW » sont des marques d'automobiles. Ces dernières s'inscrivent dans l'industrie automobile, un domaine distinct des vêtements sportifs.",Pensez au secteur d'activité des sociétés.,true
psychotechnique,logique_verbale,Moyenne,"Dans cette phrase, le mot ""pièce"" signifie : ""Ils ont utilisé une pièce pour fabriquer ce moteur.""",,"{""Composant"",""Monnaie"",""Chambre"",""Scène""}",Composant,"Ici, « pièce » signifie un élément ou un composant, nécessaire à la fabrication du moteur. « Monnaie », « chambre » et « scène » sont d'autres sens du mot dans différents contextes.",Pensez à un élément constructif.,true
psychotechnique,logique_verbale,Moyenne,Quel est l'antonyme de « grossier » ?,,"{""Poli"",""Malfaisant"",""Imprécis"",""Rude""}",Poli,"« Poli » est l'antonyme de « grossier », décrivant une personne bien élevée, gracieuse ou courtoise. « Malfaisant », « imprécis » et « rude » peuvent partager certaines connotations de désagrément, mais ne s'opposent pas à la politesse.",Pensez à quelqu'un d'éduqué et courtois.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Or, Argent, Cuivre, Fleurs","{""Or"",""Argent"",""Cuivre"",""Fleurs""}",Fleurs,"« Fleurs » est un terme botanique, tandis que « or », « argent » et « cuivre » sont des métaux. Ces derniers appartiennent à la catégorie des éléments chimiques, ce qui établit la distinction.",Considérez la catégorie de métaux précieux.,true
psychotechnique,logique_verbale,Difficile,Complète l'analogie : Aile est à avion comme voile est à ___,,"{""Bateau"",""Auto"",""Bicyclette"",""Avion""}",Bateau,"L'aile est une partie de l'avion qui lui permet de voler, tandis que la voile propulse le bateau grâce au vent. « Auto », « bicyclette » et « avion » ne fonctionnent pas sur ce principe.",Réfléchissez au moyen de propulsion par le vent.,true
psychotechnique,logique_verbale,Difficile,Quel est l'antonyme de « prolixe » ?,,"{""Concise"",""Verbeux"",""Ample"",""Bavard""}",Concise,"« Prolixe » se réfère à un style très discursif, l'antonyme est « concise » signifiant brièveté. « Verbeux », « ample » et « bavard » sont des termes similaires à « prolixe » en termes de quantité de paroles.",Cherchez un mot suggérant la brièveté.,true
psychotechnique,logique_verbale,Difficile,Quel est le synonyme de « atavisme » ?,,"{""Hérédité"",""Nouveauté"",""Innovation"",""Futurisme""}",Hérédité,"« Atavisme » renvoie à des traits héréditaires anciens, tout comme « hérédité » indique la transmission de caractéristiques génétiques. « Nouveauté », « innovation » et « futurisme » dénotent des concepts opposés de contemporanéité.",Pensez aux anciens traits transmis.,true
psychotechnique,logique_verbale,Difficile,Lequel de ces mots est l'intrus ?,"Libraire, Bibliothèque, Livre, Scalpel","{""Libraire"",""Bibliothèque"",""Livre"",""Scalpel""}",Scalpel,"« Scalpel » est un outil chirurgical, tandis que « libraire », « bibliothèque » et « livre » sont liés aux livres. Les premiers partagent un rapport avec la vente ou le stockage de livres.",Pensez à ce qui coupe.,true
psychotechnique,logique_verbale,Difficile,Complétez l'analogie : Bicyclette est à rouler comme bateau est à ___,,"{""Flotter"",""Voler"",""Courir"",""Escalader""}",Flotter,"Une bicyclette roule sur terre, tandis qu'un bateau flotte sur l'eau. Les termes « voler », « courir », et « escalader » ne se rapportent pas au mécanisme de déplacement d'un bateau.",Considérer l'action principale sur un liquide.,true
psychotechnique,logique_verbale,Difficile,Quel est l'antonyme de « contrit » ?,,"{""Indifférent"",""Pénitent"",""Réflexif"",""Coupable""}",Indifférent,"« Contrit » signifie éprouver du regret sincère pour une faute, tandis que « indifférent » suggère un manque d'émotion ou de préoccupation. « Pénitent », « réflexif » et « coupable » impliquent quelque forme de remords ou introspection.",Cherchez une absence d'émotion.,true
psychotechnique,logique_verbale,Difficile,Quel est le synonyme de « antédiluvien » ?,,"{""Très ancien"",""Récent"",""Moderne"",""Néolithique""}",Très ancien,"« Antédiluvien » signifie extrêmement vieux, synonyme de « très ancien ». « Récent » et « moderne » s'opposent à ce sens, et bien que « néolithique » se réfère à une époque ancienne, c’est une période précise.",Pensez à quelque chose d'avant le déluge.,true
psychotechnique,logique_verbale,Difficile,"Dans cette phrase, le mot ""glace"" signifie : ""La mère a versé un sirop sur la glace pour la fête.""",,"{""Dessert"",""Substance froide"",""Verre"",""Patinoire""}",Dessert,"Dans ce contexte, « glace » se réfère à la crème glacée, ce qui est un type de dessert. « Substance froide », « verre » et « patinoire » sont des significations possibles dans d'autres contextes.",Pensez à une friandise sucrée et froide.,true
psychotechnique,logique_verbale,Difficile,"Complète la phrase : ""En naviguant sur la toile, il a découvert un site à la ___ technologie.""",,"{""Pointe"",""Fleuve"",""Glace"",""Montagne""}",Pointe,"L'expression « à la pointe de la technologie » signifie l'utilisation de technologies très avancées. Les autres choix « fleuve », « glace » et « montagne » ne se rapportent pas au progrès technologique.",Recherchez une expression qui signifie avant-gardiste.,true
psychotechnique,logique_verbale,Difficile,Quel est le synonyme de « diatribe » ?,,"{""Discours violent"",""Éloge"",""Apologie"",""Compliment""}",Discours violent,"« Diatribe » est un discours virulent, ce qui correspond à « discours violent ». Les mots « éloge », « apologie » et « compliment » évoquent des discours positifs ou favorables opposés aux critiques véhémentes.",Imaginez une critique acerbe.,true
psychotechnique,logique_verbale,Difficile,Quel est l'antonyme de « exacerber » ?,,"{""Apaiser"",""Aggraver"",""Renforcer"",""Irriter""}",Apaiser,"« Exacerber » signifie intensifier quelque chose, alors que « apaiser » signifie le calmer. « Aggraver », « renforcer » et « irriter » ont des connotations semblables d'intensification.",Cherchez un mot signifiant rendre plus doux.,true
psychotechnique,logique_verbale,Difficile,"Dans cette phrase, le mot ""pièce"" signifie : ""Ils sont allés voir la pièce au théâtre.""",,"{""Spectacle"",""Monnaie"",""Composant"",""Chambre""}",Spectacle,"Ici, « pièce » signifie un spectacle théâtral. Les autres choix, tels que « monnaie », « composant » et « chambre », sont des significations possibles de « pièce » mais dans des contextes totalement différents.",Pensez à une performance artistique.,true
psychotechnique,logique_verbale,Difficile,Quel est le synonyme de « munificent » ?,,"{""Généreux"",""Avare"",""Mesquin"",""Parcimonieux""}",Généreux,"« Munificent » est un terme de registre soutenu signifiant extrêmement généreux, équivalent à « généreux ». En revanche, « avare », « mesquin » et « parcimonieux » s'opposent à cette qualité de largesse.",Pensez à une capacité hors pair d'offrir.,true
psychotechnique,logique_verbale,Difficile,Quel est l'antonyme de « éphémère » ?,,"{""Permanent"",""Momentané"",""Transitoire"",""Passager""}",Permanent,"« Éphémère » signifie très bref, le contraire est « permanent » qui indique une durée durable. « Momentané », « transitoire » et « passager » dénotent également de l'éphémère mais avec des variantes de durée.",Cherchez une idée de continuité durable.,true
psychotechnique,logique_verbale,Difficile,Quel est le synonyme de « supputer » ?,,"{""Estimer"",""Ignorer"",""Négliger"",""Rejeter""}",Estimer,"« Supputer » signifie évaluer ou calculer, c’est pourquoi « estimer » est le synonyme approprié. Les mots « ignorer », « négliger » et « rejeter » impliquent un détournement d'attention ou de considération.",Cherchez à donner une valeur.,true
psychotechnique,logique_verbale,Difficile,"Dans cette phrase, le mot ""train"" signifie : ""Il a pris soin du train de sa robe avant la cérémonie.""",,"{""Traîne"",""Moyen de transport"",""Ordre"",""Séquence""}",Traîne,"Dans ce contexte, « train » se réfère à l'extrémité flottante d'une robe, souvent posée au sol. Les autres choix, comme « moyen de transport », « ordre » et « séquence », peuvent être des sens possibles de « train » dans d'autres contextes.",Considérez une partie vestimentaire qui traîne.,true
