module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Moyenne,"8, 16, ?, 48",Quel terme manque ?,"{""32"",""24"",""30""}",32,"Il s'agit d'une suite multiplicative où chaque terme double le précédent : 8 × 2 = 16, donc 16 × 2 = 32. Les erreurs typiques sont de ne pas observer cette multiplication continue par 2.",Examinez le pattern de doublement.,true
psychotechnique,suite_logique,Moyenne,"3, 5, 9, ?, 33",Quel terme manque ?,"{""17"",""18"",""19""}",17,"La suite suit une logique de multiplication par 2 puis soustraction de 1 : 3×2-1 = 5, donc 5×2=10. Par chance, 10+7=17. Le piège est de ne pas remarquer la soustraction après multiplication.",Examinez le rôle double multiplicatif et soustractif.,true
psychotechnique,suite_logique,Moyenne,"6, 12, ?, 36",Quel terme manque ?,"{""24"",""22"",""26""}",24,"La progression double ici est suivie par un ajout de 6 pour passer d'un terme à l'autre : 6 × 2=12, donc 12 × 2 = 24. C'est un exemple où certains pourraient passer sans voir l'ajout constant et compter seulement sur le doublement.",Cherchez la multiplication suivie d'un ajout constant.,true
psychotechnique,suite_logique,Moyenne,"5, 7, ?, 13",Quel terme manque ?,"{""11"",""10"",""9""}",11,"La suite numérique progresse par l'addition de 2, de sorte que 7 est suivi de 11 (7 + 2) : 13 - 2 = 11. Faire la confusion avec une multiplication à cette occasion aurait été une erreur commune.",Pensez à l'addition de 2.,true
psychotechnique,suite_logique,Moyenne,"B, E, ?, K",Quel terme manque ?,"{""H"",""G"",""I""}",H,"Les lettres sautent 3 positions à chaque fois : B (2), E (5). Donc la suivante est H (8). Les pièges consistent à ne pas comprendre la régularité du saut entre les lettres.",Recherchez un saut uniforme d'espaces.,true
psychotechnique,suite_logique,Moyenne,"7, 17, ?, 40",Quel terme manque ?,"{""27"",""28"",""25""}",27,"Il y a un pattern : +10 chaque fois, donc 17 + 10 = 27 pour produire le terme 27. Le piège est de penser que la progression est une multiplication, alors qu'il s'agit d'un ajout constant.",Cherchez l'ajout constant de 10.,true
psychotechnique,suite_logique,Moyenne,"D, H, ?, R",Quel terme manque ?,"{""L"",""K"",""M""}",L,"Le saut entre chaque lettre est de 4 positions dans l'alphabet : D (4), H (8). Ensuite 12 = L, une erreur serait de ne pas comprendre le positionnement régulier des sauts d'espace.",Explorez les sauts consistants dans l'alphabet.,true
psychotechnique,suite_logique,Moyenne,"Z, X, V, ?, R",Quel terme manque ?,"{""T"",""U"",""S""}",T,"Les lettres diminuent par sauts de -2 : 26 (Z) - 24 (X) - 22 (V), donc 20 (T). Si méprise avec le double de progression inférieur, cela pourrait causer des erreurs ici.",Notez le recul par deux dans l'alphabet.,true
psychotechnique,suite_logique,Difficile,"5, 10, 15, ?, 35",Quel terme manque ?,"{""25"",""20"",""30""}",25,"Les termes progressent de façon régulière par un addition constante de 5: 15 + 5 = 20, puis après 20, c'est 25. Ce piège réside dans l'erreur d'addition du pattern comme 15, 20, etc.",Concentrez-vous sur l'addition constante.,true
psychotechnique,suite_logique,Difficile,"2, 3, 5, 9, ?, 35",Quel terme manque ?,"{""17"",""16"",""18""}",17,"La séquence double à chaque fois : 2x2-1=3, 3x2-1=5. Après 9x2-1=17, un piège est l'oubli de la soustraction après multiplication.",Pensez à la soustraction suivante.,true
psychotechnique,suite_logique,Difficile,"5, 12, 21, ?, 45",Quel terme manque ?,"{""32"",""30"",""31""}",32,"Suite basée sur la progression quadratique (+7, +9, +11). Calculs proprement notés, de 12 à 21 : +9. Ensuite 21 à 32: +11, piège est de sauter un nombre.",Cherchez l'évolution quadratique.,true
psychotechnique,suite_logique,Difficile,"A, D, L, ?, W",Quel terme manque ?,"{""S"",""T"",""U""}",S,"Chaque lettre dans l'alphabet augmente : +3 (D), +8 (L), +12. L'étape ultérieure : W est correctement illustré, piège constaté en manque d'attention à l'augmentation.",Accroissement détaillé sur les lettres.,true
psychotechnique,suite_logique,Difficile,"4, 8, 1, 5, ?, 9",Quel terme manque ?,"{""2"",""3"",""4""}",2,"Séquence alterne entre addition de 4 et soustraction de 3 : sous 9 -3 = 6 (impliquant une progression linéaire régulière), puis sous 5 = 5-3, faille consiste en la mécompréhension du pattern.",Cherchez l'opération soustractive cachée.,true
psychotechnique,suite_logique,Difficile,"12, 20, ?, 48, 80",Quel terme manque ?,"{""32"",""30"",""33""}",32,"Les différences successives sont : +8, +12, +16. Le prochain terme est 20 + 12 = 32. Il est typique de se tromper en pensant que les termes se multiplient.",Regardez la séquence distinctive.,true
psychotechnique,suite_logique,Difficile,"13, 16, 19, ?, 25",Quel terme manque ?,"{""22"",""24"",""23""}",22,Chaque terme est +3 : donc 19 + 3 = 22. Une erreur commune est de passer directement au chiffre suivant sans correctement ajouter.,Notez l'ajout systématique.,true
psychotechnique,suite_logique,Difficile,"2, 3, 6, 11, ?, 31",Quel terme manque ?,"{""20"",""18"",""22""}",20,"La séquence est doublée, moins 1, puis une terme suivant : 2x2-1=3, 3x2-1=5, de telle sorte que 20 remplace un quaddiagonal. Une confusion étant due à la méconnaissance du schéma ici.",Révisez l'approche fractionnelle réciproque.,true
