module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Moyenne,"4, 9, 16, ?, 36",Quel terme manque ?,"{""25"",""24"",""22""}",25,"Cette séquence suit les carrés parfaits, plus un, soit n² + 1. Ainsi, après 16 (4²), cela doit être 25 (5²). La confusion est possible avec d'autres variantes autour des puissances.",Les carrés avec quelques modifications sont clés.,true
psychotechnique,suite_logique,Moyenne,"8, 10, 9, 11, ?, 13",Quel terme manque ?,"{""12"",""10"",""11""}",10,"Notons une alternance +2 et -1 : 8 + 2 = 10, mais 10 - 1 = 9, donc, 9 + 2 = 11, et ainsi 11 - 1 = 10. Les alternances sont subtiles et tomber dans un pattern fixe pourrait donner une mauvaise réponse.",Habituez-vous à une formation alternée.,true
psychotechnique,suite_logique,Moyenne,"13, 14, 16, 19, ?, 26",Quel terme manque ?,"{""23"",""21"",""24""}",23,"En progressant, on ajoute d’abord +1, puis +2, puis +3 et +4. Cela fait de 19 + 4, ce qui est 23. La progression accumule ici les erreurs d’intervention et confond les termes.",Additionnez en augmentant l'intervalle chaque fois.,true
psychotechnique,suite_logique,Moyenne,"9, 11, 12, 14, 15, ?",Quel nombre complète la suite ?,"{""17"",""18"",""16""}",17,"Nous avons une alternance entre +2 et +1. Ainsi, après 15, s’applique +2 pour obtenir 17. La vigilance à cette alternance est cruciale pour ne pas prendre une fausse piste.",Un motif d'alternance +1 et +2 guide le chemin.,true
psychotechnique,suite_logique,Moyenne,"?, 17, 11, 21, 16, 26",Quel terme manque ?,"{""6"",""7"",""5""}",6,"Il existe ici une alternance de +5 et -6. En conséquence, 11 - 5 amène le nombre initial à 6. Connaître cette interaction complexe est crucial pour l’identifier.",Étudiez un modèle d'alternance intricatif.,true
psychotechnique,suite_logique,Moyenne,"18, 21, 17, 20, 16, ?",Quel nombre complète la suite ?,"{""19"",""22"",""21""}",19,"Ici, elle alterne entre +3 et -4. Donc, après 16, à nouveau +3, 16 + 3 = 19. Confondre avec d’autres transitions exonérerait l’erreur spécieuse du modèle.",Lucas et Fibonacci sont souvent dupliqués par ce modèle ici.,true
psychotechnique,suite_logique,Moyenne,"6, 7, 10, 14, ?, 26",Quel terme manque ?,"{""17"",""20"",""21""}",20,"Additionnez +1, +3, +4 successivement : alors 14 + 6 = 20. Un oubli de cet ajout constant est possible, pourtant un prix abordable si respecté avec prudence.",Cherchez à comprendre l'accumulation séquentielle.,true
psychotechnique,suite_logique,Moyenne,"25, 29, 28, 32, ?, 36",Quel nombre complète la suite ?,"{""31"",""30"",""33""}",31,"Suivre un motif +4 et -1 : ainsi, 28 - 1 = 31. Motif faux possible inclut de ne pas percevoir l’alternance négative par intermittence.",L'alternance offre l'illusion avec tranquillis.,true
psychotechnique,suite_logique,Moyenne,"A, C, E, G, ?, K",Quelle lettre manque ?,"{""I"",""H"",""J""}",I,"Le saut de deux lettres maintient l'intervalle: A,C,E,G et ensuite I. Créer un motif avec un alignement alphabétique peut s'apparenter à alterner l'entre deux.",Envisage comment les lettres sautent en skip.,true
psychotechnique,suite_logique,Moyenne,"11, 15, 14, 18, ?, 22",Quel terme manque ?,"{""17"",""19"",""20""}",17,La substitution constante doit inclure +4 -1. En soustrayant après ajout de 18 - 1 arrive à 17. Il est facile de rater la répétition du cycle si l’observation est insuffisante.,Concentre une balance ajout/soustraction en alternance.,true
psychotechnique,suite_logique,Moyenne,"10, 14, 15, 19, 20, ?",Quel nombre complète la suite ?,"{""24"",""25"",""26""}",24,"Elle progresse par +4 additionnée d’un décalage de +1 répétée, s’accumulant en 20 + 4 = 24. L'erreur possible serait d’ignorer les ajouts par intervalles standards.",Un concept de saut oscillatoire se vérifie.,true
psychotechnique,suite_logique,Moyenne,"2, 6, 7, 11, 12, ?",Quel terme manque ?,"{""16"",""17"",""15""}",16,"Additionnez +4, puis +1 alternativement : après 12 vient le +4, soit 12 + 4 = 16. Une surprenante mésentente pourrait se retrouver si l’équilibre n’est pas perçu.",Les additions verbalisent l'incrément progressif.,true
psychotechnique,suite_logique,Moyenne,"P, Q, S, ?, V",Quelle lettre manque ?,"{""T"",""U"",""W""}",T,"En sautant d'une lettre chaque fois, en passant de P à Q, et S à T. Ce qui émane la concentration d'une visibilité alphabétique accommodante.",Cherches lettres invisibles qui s'intervalle.,true
psychotechnique,suite_logique,Difficile,"1, 1, 2, 3, 5, 8, ?, 21",Quel terme manque ?,"{""11"",""12"",""13""}",13,"Suite de Fibonacci, progressant où chaque terme résulte de la somme des deux précédents: 5 + 8 = 13. Attention aux erreurs à calculer la mauvaise somme.",Rapprochez-vous de la suite bien connue et authentique.,true
psychotechnique,suite_logique,Difficile,"1, ?, 4, 7, 11, 16",Quel terme manque ?,"{""2"",""3"",""4""}",2,"Attribuez n supplémentaires augmentés à chaque terme : 1 + 1, puis +2, et redondamment: donc 1 + 1 = 2. Sempiternel bâclage dû à une cohorte de bandement impair très fréquent.",Accumule l'intervalle et annote leurs résolutions.,true
psychotechnique,suite_logique,Difficile,"2, 3, 5, 8, 12, ?, 23",Quel terme manque ?,"{""17"",""18"",""16""}",17,"Fibonacci varie : chaque terme s’annexe suivant la somme des deux derniers et additionnée de 1. 8 + 9 = 9, évite de confondre avec des intervalles ordinaires d'arithmétique.",Sélectionne ajuste une méthodologie dichotomiquement en plus.,true
psychotechnique,suite_logique,Difficile,"3, 6, 10, 15, ?, 28",Quel nombre complète la suite ?,"{""21"",""22"",""20""}",21,Suite variant de Fibonacci : livré parmi multiples +1 s'adjugeant 10 + 6 = 21. Bonne vigilance sur ces compositions farouches.,Estime la cohésion d'une formule imbriquée.,true
psychotechnique,suite_logique,Difficile,"Y, ?, V, T, Q",Quel terme manque ?,"{""X"",""W"",""Z""}",X,Les lettres diminuent en la part intégrante agent de déclin de l'ordre alphabétique: X précède carrément Y. Possibilité de confusion très fréquente en altérations non standard.,"D'ici, explore une décroissance alphabétique avec dernières.",true
psychotechnique,suite_logique,Difficile,"L, M, O, P, R, ?",Quelle lettre manque ?,"{""S"",""U"",""T""}",S,"Saut d'une lettre devenue ordonnée et sélective régulièrement : après R c’est le plausible S. Typique manque peut vite survenir, crédulité se fane à l’imprécision.",Une discrétion cordiale agit entre les lettres.,true
psychotechnique,suite_logique,Difficile,"3, 6, 11, 18, 27, ?",Quel nombre complète la suite ?,"{""38"",""39"",""35""}",38,N carrés imputé se substitue dans la suite : n² -2 accompagne une inclusion propre - évitant la base algorithmique incorrecte.,Réduits en délation leurs termes par des dépassements.,true
psychotechnique,suite_logique,Difficile,"3, 1, 4, 1, 5, 9, ?, 5",Quel terme manque ?,"{""2"",""3"",""6""}",2,"La séquence de Pi représentée, avec chiffres pi : 1, 4, 1, 5 et 9 et ensuite 2. Manque d’arithmétique forte, chaque absence d'exactitude implique une errance forte sur l'ensemble.",Vérifie la série d'une célébrité mathématisée classique.,true
psychotechnique,suite_logique,Difficile,"1, 1, 2, ?, 6, 9, 15",Quel terme manque ?,"{""3"",""4"",""5""}",3,"Fibonomito en action avec ajustement 1, 2 réalise une additivité propituelle par balayage en deux à 1 + 2 parcourant 2 : a.isxx fuit mal stocké .",Accès direct à la coextensibilité des mots le long du début.,true
