module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Moyenne,"25, 21, ?, 13, 9",Quel terme manque ?,"{""17"",""15"",""16""}",17,Il y a une soustraction de 4 à chaque terme. Le terme à trouver est 21 - 4 = 17. Attention à ne pas mélanger avec une autre soustraction.,Observez les diminutions régulières.,true
psychotechnique,suite_logique,Moyenne,"6, 12, 24, ?, 96",Quel terme manque ?,"{""48"",""60"",""54""}",48,"Chaque terme double le précédent, ce qui est une suite multiplicative simple. 24 × 2 = 48. Ne vous laissez pas tromper par une éventuelle alternance avec l'addition.",Doublez systématiquement chaque terme.,true
psychotechnique,suite_logique,Moyenne,"2, 4, 7, 11, ?, 22",Quel terme manque ?,"{""16"",""15"",""17""}",16,"Chaque intervalle additionne 2, 3, 4, etc. Le terme manquant est donc 11 + 5 = 16. Votre erreur typique pourrait être une approximation incorrecte de l'écart.",Pensez à additionner un nombre croissant.,true
psychotechnique,suite_logique,Moyenne,"?, 17, 20, 24, 29",Quel terme manque ?,"{""13"",""14"",""15""}",13,"Le début de la suite suit une progression croissante (+3, +4, +5, etc.). Le terme manquant est 17 - 4 = 13. Attention aux erreurs d'ordre des opérations.",Scrutez les croissances progressives.,true
psychotechnique,suite_logique,Moyenne,"3, 9, 18, ?, 45",Quel terme manque ?,"{""30"",""28"",""36""}",30,"La suite est une série de multiplications puis addions : ×3, ensuite +1, +3, etc. 18 + 12 = 30. Une confusion avec une suite arithmétique régulière est un piège typique.",Décomposez la séquence pour détecter les opérations.,true
psychotechnique,suite_logique,Moyenne,"7, 14, ?, 29, 36",Quel terme manque ?,"{""21"",""22"",""23""}",21,La série suit un schéma d'addition alterné : +7 puis à nouveau 7. D'où l'addition 14 + 7 = 21. Les candidats pourraient avoir du mal à voir le modèle d'alternance.,Reconnaître les alternances purement arithmétiques.,true
psychotechnique,suite_logique,Moyenne,"4, 12, 36, ?, 324",Quel terme manque ?,"{""108"",""96"",""102""}",108,"Ce modèle est une progression multiplicative de ×3. Maintenant 36 × 3 = 108. Attention, la simple addition entre les termes est à éviter par piège.",Recherchez les multiplications successives.,true
psychotechnique,suite_logique,Moyenne,"1, ?, 4, 8, 13",Quel terme manque ?,"{""3"",""2"",""5""}",3,"La différence est représentée par +1, ensuite +2, etc. 1 + 2 = 3. Ne restez pas bloqué en cherchant seulement des patterns symétriques pour les opérations.",Un ajout ordonné croissant.,true
psychotechnique,suite_logique,Moyenne,"10, 17, ?, 31, 38",Quel terme manque ?,"{""24"",""25"",""23""}",24,"Chaque élément est une progression de +7. Significativement, 17 + 7 = 24. Les candidats ont tendance à faire des erreurs avec des additions incorrectes.",Addition croissante par palier.,true
psychotechnique,suite_logique,Moyenne,"3, 9, 11, ?, 21",Quel terme manque ?,"{""15"",""18"",""19""}",15,"En suivant la règle additionnelle alternée (+6, +2, etc.), la séquence est ainsi 11 + 4 = 15. L'erreur pourrait se trouver dans la compréhension de l'alternance.",Alternez deux étapes d'addition différentes.,true
psychotechnique,suite_logique,Moyenne,"27, 20, ?, 8, 7",Quel terme manque ?,"{""13"",""15"",""12""}",13,"C'est une succession arithmétique qui alterne. Soustrayez 7, vous avez donc 20 - 7 = 13. Ne vous écartez pas en procédant à un niveau arithmétiquement inexact.",Allez voir l'alternance d'addition et soustraction.,true
psychotechnique,suite_logique,Moyenne,"25, 18, ?, 4, 1",Quel terme manque ?,"{""11"",""13"",""9""}",11,"La séquence montre une soustraction régulière de 7. Ainsi, 18 - 7 = 11. Confondre la soustraction avec d'autres opérations conduira à une deviation simple.",Commencez par la réduction étape par étape de 7.,true
psychotechnique,suite_logique,Difficile,"11, 22, 33, ?, 66, 77",Quel terme manque ?,"{""44"",""55"",""48""}",55,"Une progression arithmétique de +11 se développe. 33 + 22 = 55, soit suite d'addition fixée de ces valeurs. Le danger épicentre sur la lecture erronée de l'arithmétique pure.",Chaque nombre autour de multiples d'un identique chiffre.,true
psychotechnique,suite_logique,Difficile,"?, 1, 1, 2, 3, 5",Quel terme manque ?,"{""0"",""2"",""3""}",0,"C'est une variante de la séquence de Fibonacci, chaque terme résulte de la somme des deux précédents. Prenant l'exemple du premier, 0 + 1 = 1. Il se pourrait que l'erreur soit de poursuivre d'un schéma simple exagéré à l'entier positif.",Retournez le premier terme célèbre de Fibonacci.,true
psychotechnique,suite_logique,Difficile,"2, 3, 5, 9, ?, 33, 65",Quel terme manque ?,"{""17"",""21"",""23""}",17,"Voici une suite semblable aux suites de Fibonacci, bien que modifiée : additionner les deux termes antérieurs pour la 2ª fois. (5 + 9 = 17). Ne soyez pas distraits par une combinaison directe avec plus d'éléments.",Manipulez les termes alternés.,true
psychotechnique,suite_logique,Difficile,"A, B, D, G, K, ?",Quel terme manque ?,"{""P"",""O"",""N""}",P,"L'alphabet décalé ajoute successivement +1, +2, +3, etc. Donc, de K à P, c'est +5. La confusion risque d'émaner si l'algorithme n'est pas respecté.",Prêtez attention aux positions alphabétiques croissantes.,true
psychotechnique,suite_logique,Difficile,"1, 8, 27, ?, 125, 216",Quel terme manque ?,"{""64"",""49"",""81""}",64,"Il s'agit des cubes, c'est une puissante série mathématique : 1³, 2³, 3³, etc. Ainsi, le chiffre manquant est 4³ = 64. Une erreur facile serait de ne pas relier cette série aux cubes.",Unifiez-les dans votre esprit sous cubique.,true
psychotechnique,suite_logique,Difficile,"13, 25, 41, 61, ?, 109",Quel terme manque ?,"{""85"",""79"",""77""}",85,"La série est en suite de différenciations grandissantes : +12, +16, etc. Alors, on procède à 61 + 24 = 85. Une suprême distraction serait de suivre un seul ajout uniforme.",Acceptez les différences variables strictement.,true
psychotechnique,suite_logique,Difficile,"5, 10, 20, ?, 80, 160",Quel terme manque ?,"{""40"",""35"",""45""}",40,Les termes se succèdent par une multiplication par 2. Donc 20 × 2 = 40. Le paradoxe apparaît en confondant une addition systématique avec une multiplication.,Doublez chaque nombre.,true
psychotechnique,suite_logique,Difficile,"10, 21, 42, ?, 168",Quel terme manque ?,"{""84"",""85"",""82""}",84,Le double chaque fois que vous ajoutez le chiffre de la position du terme. Exemple : 42 + (42) = 84. Le devinement pourrait résulter de faussement interpréter le double.,"Équilibrez vous-même, ajoutez et doublez.",true
psychotechnique,suite_logique,Difficile,"2, 3, 6, ?, 24, 60",Quel terme manque ?,"{""12"",""10"",""15""}",12,"C'est une complexité imbriquée de ×1.5 qui augmente, puis ×2 pour doubler finalement, par exemple 6 × 2 = 12. Une erreur typique serait de croire seulement à une multiplication unique.",Manipulez plusieurs fois.,true
psychotechnique,suite_logique,Difficile,"3, 9, 19, ?, 79",Quel terme manque ?,"{""39"",""40"",""42""}",39,"Il y a jonction exposée entre les carrés, 19 + (20) = 39. Une erreur attendue, c'est une courte perception aux additions croissantes.",Étudiez les conjonctions carrées avec soins.,true
psychotechnique,suite_logique,Difficile,"1, 1, 2, 3, 5, ?, 13",Quel terme manque ?,"{""8"",""10"",""9""}",8,"Connu comme Fibonacci, ce nombre résulte de la somme des antécédents. Conséquemment, 5 + 3 = 8. La probabilité d'erreur dérange du mal à additionner justement deux nombres précédents.",Entier au caractère fidèle Fibonacci.,true
psychotechnique,suite_logique,Difficile,"3, 14, ?, 104, 214",Quel terme manque ?,"{""44"",""42"",""46""}",44,"Ici, cette suite inclut une substraction observable et une multiplication intervertie. 14 + 30 = 44. Une excessive analyse du problème pourrait tromper en ajoutant par erreur.",Intéressez-vous aux transmutations régulières exubérantes.,true
