module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Difficile,"1, 8, 27, ?, 125",Quel terme manque ?,"{""64"",""81"",""100""}",64,"Ceci est une suite de cubes : 1³, 2³, 3³... Le terme manquant est 4³=64. Le piège typique est d'oublier ou de mal calculer les puissances cubiques.",Considère les puissances de trois.,true
psychotechnique,suite_logique,Difficile,"7, 10, 16, ?, 31",Quel terme manque ?,"{""23"",""22"",""25""}",23,"Le motif est une combinaison de l'addition croissante : +3, +6, +7. Donc, 16 + 7 = 23. Piège délicat car l'augmentation du pas est subtile et non-linéaire.",Vérifiez comment chaque pas change progressivement.,true
psychotechnique,suite_logique,Difficile,"A, C, F, J, ?, U",Quelle lettre manque ?,"{""O"",""P"",""N""}",O,"Les lettres progressent par des ajouts : +2, +3, +4, +5. Donc J+5=O. Gardez un œil sur le décalage qui ne suit pas une simple progression unique.",Déplacement croissant d'une lettre dans l'alphabet.,true
psychotechnique,suite_logique,Difficile,"4, ?, 20, 38, 58",Quel terme manque ?,"{""11"",""12"",""13""}",11,"Progression basée sur : +3, +9, +18, +20. Le nombre manquant est donc 4 + 3 + 9 = 11. Complexité due à la double somme cachée.",Raisonnez en suivant les écarts qui progressent irrégulièrement.,true
psychotechnique,suite_logique,Difficile,"9, 12, 17, ?, 31",Quel terme manque ?,"{""24"",""22"",""25""}",24,"L'alternance croissante de +3, +5, +7, +9, donc 17 + 7 = 24. Vigilance nécessaire face à l'augmentation irrégulière déterminée et croissante.",Attention à une alternance d'ajouts différents petit à petit.,true
psychotechnique,suite_logique,Difficile,"2, 4, 9, 19, ?, 67",Quel terme manque ?,"{""39"",""41"",""36""}",39,"La conséquence des écarts est : +2, +5, +10, +20. Ainsi, 19 + 20 = 39. Tentation de supposer une simple addition reste le piège typique.",Regardez attentivement l'augmentation accumulée.,true
psychotechnique,suite_logique,Difficile,"M, Q, ?, Y",Quelle lettre manque ?,"{""U"",""T"",""S""}",U,"Décalage de +4, +6, +8 lettres dans l'alphabet. M+4=Q, donc Q+6=U. Le piège est l'omission du saut de plusieurs lettres.","Observe les intervalles de saut, ils ne sont pas constants.",true
psychotechnique,suite_logique,Difficile,"3, 6, 11, 18, ?",Quel terme manque ?,"{""27"",""28"",""25""}",27,"Une série arithmétique où chaque pas augmente de 3: +3, +5, +7, +9. Donc, 18 + 9 = 27. Le piège est de mal comprendre les intervalles croissants.",Pense à l'évolution des écarts qui s'additionnent.,true
psychotechnique,suite_logique,Difficile,"2, 5, 11, ?, 47",Quel terme manque ?,"{""23"",""26"",""29""}",23,"Augmentation croissante : +3, +6, +12. Donc 11 + 12 = 23. Attention à ne pas juger de façon simpliste les augmentations constantes.",Chaque différence augmente de façon progressive.,true
psychotechnique,suite_logique,Difficile,"5, 10, 21, ?, 85",Quel terme manque ?,"{""42"",""44"",""40""}",42,"Série croissante : 5 (+5), 10 (+11), 21 (+21), 42. Donc 21 + 21 = 42. Il est aisé de céder à la simplification arithmétique naturelle.",Chaque somme suit un nouveau pas.,true
psychotechnique,suite_logique,Difficile,"2, 3, 7, 13, ?, 31",Quel terme manque ?,"{""19"",""21"",""23""}",19,Nombre premier suivant 13 est 19. Suite se base sur une suite de nombres premiers. Connaître les nombres premiers est essentiel pour résoudre cela sans confusion.,Rien que des nombres premiers.,true
psychotechnique,suite_logique,Difficile,"C, F, J, O, ?",Quelle lettre manque ?,"{""U"",""S"",""V""}",U,"Série où chaque lettre augmente alphabétiquement de +3, +4, +5, +6. Après O+6=U. Attention à confondre les pas simples et réguliers des lettres.",Exponent dans la série alphabétique.,true
