module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Moyenne,"2, 4, 6, ?, 30",Quel terme manque ?,"{""10"",""12"",""14""}",10,"La différence entre chaque nombre augmente de +2 chaque tour. Donc, 2 + 2 = 4, 4 + 2 = 6, puis 6 + 4 = 10. Vérifiez soigneusement vos intervalles pour éviter des conclusions erronées.",Progression de montée.,true
psychotechnique,suite_logique,Moyenne,"2, ?, 5, 5, 5",Quel terme manque ?,"{""3"",""4"",""6""}",3,"Une seule véritable progression arithmétique suivait une augmentation initialement avec +1. Donc, le manque est 2 + 1 = 3. Ne vous fiez pas à la constance ultérieure du 5.",Progrès initial.,true
psychotechnique,suite_logique,Moyenne,"1, 3, 6, ?, 15, 21",Quel terme manque ?,"{""10"",""9"",""12""}",10,"Ce modèle repose sur une suite de différences régulières qui augmentent de +1 chaque étape. Ainsi, 3 + 3 = 6 et 6 + 4 = 10. Extrêmement piégeant si jamais vous sentez des différences inconstantes.",Explorez la différence constante.,true
psychotechnique,suite_logique,Moyenne,"3, 6, 12, ?, 48",Quel terme manque ?,"{""24"",""20"",""22""}",24,"Augmentez chaque nombre par multiplication par 2. Vous obtenez donc, 12 × 2 = 24. Ce serait trompeur de penser à une simple addition.",Règle de doublement.,true
psychotechnique,suite_logique,Moyenne,"5, 10, ?, 25, 30",Quel terme manque ?,"{""20"",""15"",""16""}",20,"Chaque nombre est accru de +5, indiquant que celui avant 25 est 20. Une erreur mineure se produit souvent au niveau de la documentation des limitations d'espace.",Considérez une simple addition.,true
psychotechnique,suite_logique,Moyenne,"10, ?, 40, 50, 60",Quel terme manque ?,"{""20"",""25"",""30""}",30,Une somme récurrente de +10 nécessite que le terme avant 40 soit 30. Souvenez-vous qu'il n'existe que très peu d'ambiguïtés ici si l'on suit le bon rythme.,Regardez attentivement l'incrément fixe.,true
psychotechnique,suite_logique,Moyenne,"9, ?, 25, 49, 81",Quel terme manque ?,"{""16"",""36"",""64""}",16,"La suite est constituée de carrés, soit 3², 4², 5²... Donc, le terme manquant est 4² = 16. Ne vous laissez pas berner par des additions simples.",Regarde les carrés parfaits.,true
psychotechnique,suite_logique,Moyenne,"20, 17, 14, ?, 8",Quel terme manque ?,"{""11"",""12"",""13""}",11,"Chaque terme est obtenu en déduisant un nombre fixe (3). Par conséquent, 14 - 3 = 11. Attention à ne pas confondre avec d'autres cycles de progression.",Rafraîchissez vos soustractions.,true
psychotechnique,suite_logique,Moyenne,"3, 6, ?, 24, 48",Quel terme manque ?,"{""12"",""18"",""15""}",12,Il s'agit d'une suite multipliée par 2. 6 x 2 = 12 pour un terme intermédiaire. Attention à la multiplication plutôt qu'à l'addition.,Pense doublement.,true
psychotechnique,suite_logique,Moyenne,"A, D, G, ?, M",Quel terme manque ?,"{""J"",""I"",""K""}",J,"Chaque lettre est distante de trois, donc d'après G (7), 8, 9, J (10). Les pièges incluent le passage aux lettres adjacentes.",Coup alphabétique.,true
psychotechnique,suite_logique,Moyenne,"8, 11, 14, ?, 20",Quel terme manque ?,"{""17"",""15"",""19""}",17,Une addition séquentielle de +3 à chaque étape : 14 + 3 = 17. Parfois on pourrait se méprendre sur la continuité.,Ajoutez 3 par étape.,true
psychotechnique,suite_logique,Moyenne,"2, 6, 18, ?, 162",Quel terme manque ?,"{""54"",""56"",""60""}",54,Chaque multiplicateur est un multiple de 3. Vous voyez 18 x 3 = 54. Il est courant de conclure à une addition fréquente erronée.,Multiplicateur dans chaque étape.,true
psychotechnique,suite_logique,Difficile,"1, 1, 2, 4, 7, ?, 20",Quel terme manque ?,"{""11"",""12"",""13""}",13,"Il s'agit d'une suite Fibonacci ajustée. La somme des deux précédents (1+0), (1+1), (2+1) donne 13 pour le terme manquant (7+6). Compliqué car on peut le rater.",Basé sur un principe de mise à niveau semblable aux suites Fibonacci.,true
psychotechnique,suite_logique,Difficile,"178, 181, 185, ?, 194",Quel terme manque ?,"{""190"",""189"",""192""}",190,"Chaque nombre ajoute la séquence spécifique de nombres premiers. Ici, 185 + 5 = 190. Les erreurs peuvent provenir de mauvaises additions seqondaires.",Principe de nombres spéciaux.,true
psychotechnique,suite_logique,Difficile,"9, 16, 25, ?, 49",Quel terme manque ?,"{""36"",""35"",""30""}",36,"Cette suite repose sur des carrés parfaits croissants : 9, 16, 25… donc 36 49. La dissimilitude du calcul pourrait être fatale.",Exploitez les carrés croissants.,true
psychotechnique,suite_logique,Difficile,"2, 3, 5, 7, 11, ?, 17",Quel terme manque ?,"{""13"",""14"",""15""}",13,"Suite de nombres premiers : 2, 3, 5... ce type de suite requiert une inspection rigoureuse. Vain à confondre avec une simple multiplication.",Identifiez une liste spéciale.,true
psychotechnique,suite_logique,Difficile,"100, 90, ?, 69, 64",Quel terme manque ?,"{""78"",""79"",""81""}",78,"Rétrogradation progressive de -10, 90-90. Retirer 10 de 90 donne 78. Se tromper avec le calcul et les variations de crête intermédiaires.",Progression régulière par réduction.,true
psychotechnique,suite_logique,Difficile,"64, 32, 16, ?, 4",Quel terme manque ?,"{""8"",""6"",""12""}",8,Réduction par division radicale de -2 : le terme qui s’épuise sera 16 divisé par 2. Parfois méprisées pour d'autres sauts d'opérations.,Interaction divisionnaire.,true
psychotechnique,suite_logique,Difficile,"3, 5, 9, 15, ?, 35",Quel terme manque ?,"{""23"",""24"",""22""}",23,"Additionnez 2, 4, 6, 8 ... à chaque terme. 15 + 8 produit 23 qui rend la manque intelligible. Certains accrocs sont moins clairs sur les priorités.",Prévoyez le plan de montée.,true
psychotechnique,suite_logique,Difficile,"124, 120, 116, ?, 108",Quel terme manque ?,"{""112"",""110"",""113""}",112,"Récursively, Within a pattern recurrence, subtract increments (-4 each). 120-4 clarifies 116-4 = 112. Errors often arise in ongoing decentralized thought.",Progression par déduction simplifiée.,true
psychotechnique,suite_logique,Difficile,"1, 8, ?, 64, 125",Quel terme manque ?,"{""27"",""36"",""29""}",27,"Chiffre cubique série : 1 = 1³, 8 = 2³, 27 = 3³… Qed. Tempérament standard de toute autre direction, une malheureuse erreur est probable.",Cubes sont cruciaux.,true
psychotechnique,suite_logique,Difficile,"11, 13, 17, 19, ?, 29",Quel terme manque ?,"{""23"",""21"",""25""}",23,Nombre premier suivant 19 - crucial car 17-23 perfectionne. Mystères donnent des résultats infructueux lorsque pour d’autres cycles.,Autre situation primoridiale.,true
psychotechnique,suite_logique,Difficile,"12, 15, 18, ?, 24",Quel terme manque ?,"{""21"",""22"",""23""}",21,Une docte progression arithmétique consistant en 3 à chaque. Mésaugéreux si réagi distinctément pour autre algo structurel.,Pouvez-vous noter la norme uniforme ?,true
psychotechnique,suite_logique,Difficile,"47, 40, 33, ?, 19",Quel terme manque ?,"{""26"",""25"",""29""}",26,"Garder une déduction de seven : réindentation seven defeat seven ad emment, toujours. Mode durci toujours par suite prescriptive.",Reduction récurrente.,true
psychotechnique,suite_logique,Difficile,"7, 10, 15, ?, 31",Quel terme manque ?,"{""22"",""21"",""20""}",22,"Une sommation plus de trois, cinq, sept ..., elle semble claire pour 15+7 = 22. Un égaré méconnaît valeur pour autre suite fermée.",Cherchez la correspondance.,true
