module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Facile,"3, 6, 12, 24, ?",Quel nombre complète la suite ?,"{""36"",""48"",""50""}",48,"Chaque terme est multiplié par 2 pour obtenir le suivant. Alors, 24 multiplié par 2 égale 48. Le piège est de croire qu'il s'agit d'une autre suite d'addition.",Look for multiplication by 2.,true
psychotechnique,suite_logique,Facile,"9, 18, ?, 36, 45",Quel nombre complète la suite ?,"{""20"",""26"",""27""}",27,"La suite ajoute 9 à chaque terme. Après 18, ajouter 9 donne 27. Le piège typique est de penser que la suite pourrait avoir un autre modèle fondé sur les multiples.",Addition d'un nombre récurrent.,true
psychotechnique,suite_logique,Facile,"30, 25, 20, ?, 10",Quel nombre complète la suite ?,"{""15"",""18"",""22""}",15,"La suite diminue de 5 à chaque étape. De 20, en enlevant 5, on obtient 15. Le piège est de mal interpréter le modèle et de penser à ajouter plutôt que soustraire.",Réduction régulière.,true
psychotechnique,suite_logique,Facile,"4, 8, 12, ?, 20",Quel nombre complète la suite ?,"{""14"",""15"",""16""}",16,"Chaque nombre augmente de 4. En ajoutant 4 à 12, on obtient 16. Un piège commun serait de penser que les incréments changent.",Vérifie l'incrément fixe.,true
psychotechnique,suite_logique,Facile,"5, 10, 20, ?, 80",Quel nombre complète la suite ?,"{""30"",""40"",""35""}",40,"Chaque terme est multiplié par 2. De 20, multipliant par 2, on a 40. Une confusion pourrait survenir en pensant qu'il y a un ajout constant plutôt qu'une multiplication.",Cherche un modèle multiplicatif.,true
psychotechnique,suite_logique,Moyenne,"1, 3, 6, 10, ?, 21",Quel nombre complète la suite ?,"{""15"",""16"",""17""}",15,"Les différences augmentent successivement : +2, +3, +4, +5. Donc, 10 + 5 = 15. L'erreur typique est de ne pas remarquer l'augmentation régulière des pas.",Observe les différences.,true
psychotechnique,suite_logique,Moyenne,"5, 11, 17, ?, 29",Quel nombre complète la suite ?,"{""23"",""24"",""25""}",23,"Il y a une progression arithmétique de +6. Le terme après 17, 17 + 6 est 23. Le piège est de confondre la logique avec une multiplication ou une addition constante erronée.",Addition constante de 6.,true
psychotechnique,suite_logique,Moyenne,"2, 3, 5, 8, ?, 21",Quel nombre complète la suite ?,"{""12"",""13"",""15""}",13,"La progression s'obtient en ajoutant 1, 2, 3, 5 à chaque terme. Après 8, on ajoute 5 pour avoir 13. L'erreur serait de supposer un modèle arithmétique simple.",Saisis l'augmentation des ajouts.,true
psychotechnique,suite_logique,Moyenne,"7, 14, ?, 32, 42",Quel nombre complète la suite ?,"{""20"",""21"",""22""}",21,"L'alternance se fait par addition de 7 et 11 successivement. Après 14, en ajoutant 7, cela donne 21. Le risque de confusion réside dans la supposition d'une seule règle.",Observe la variation bimodale.,true
psychotechnique,suite_logique,Moyenne,"5, 10, 21, ?, 85",Quel nombre complète la suite ?,"{""32"",""43"",""40""}",43,"Le schéma est x2 + 1, c'est-à-dire 5×2+1=11 et ainsi de suite. Donc, 21×2+1 = 43. Le piège réside dans la non-reconnaissance de la composante additive suivante.",Multiply et ajoute un terme.,true
psychotechnique,suite_logique,Moyenne,"12, 17, 22, ?, 32",Quel nombre complète la suite ?,"{""27"",""28"",""29""}",27,"Les termes montrent une addition constante de 5. En ajoutant 5 à 22, le résultat est 27. L'erreur habituelle est de ne pas remarquer l'addition stable.",Additionne un nombre fixe.,true
psychotechnique,suite_logique,Moyenne,"3, 8, 15, ?, 35",Quel nombre complète la suite ?,"{""22"",""23"",""24""}",24,"Cette suite ajoute successivement +5, +7, +9, augmentant constamment l'intervalle. Après 15, l'ajout de 9 donne 24. Attention de ne pas penser à une différence constante entre les termes.",Regarde les augmentations successives.,true
psychotechnique,suite_logique,Moyenne,"2, 6, 12, ?, 42",Quel nombre complète la suite ?,"{""20"",""24"",""30""}",20,"Le modèle établit l'addition de 2, 4, et 6, augmentant chaque fois de 2. Après 12, ajoutez 8 pour obtenir 20. Le piège est de calculer les incréments de manière incorrecte.",Ajoutez des nombres croissants.,true
psychotechnique,suite_logique,Moyenne,"A, C, E, ?, I",Quel lettre complète la suite ?,"{""F"",""G"",""H""}",G,"Le modèle est une alternance de sauts de lettres de Deux positions : A, C (2), E (2), G (+2). Ne sautez pas une seule lettre par confusion.",Réfléchis à une distanciation stable.,true
psychotechnique,suite_logique,Moyenne,"10, 20, 41, ?, 85",Quel nombre complète la suite ?,"{""52"",""62"",""64""}",62,"La progression suit x2+1. Après 41, le calcul est 41x2+1 = 83, donc c'est x2+1. Souvent, on devine une suite arithmétique incorrectement.",Factor multiplicatif puis ajoute.,true
psychotechnique,suite_logique,Moyenne,"5, 8, 13, 21, ?, 55",Quel nombre complète la suite ?,"{""27"",""34"",""33""}",34,C'est une variante de Fibonacci : chaque terme est la somme des deux précédents. Celui qui suit 21 est la somme de 13 et 21 : 34. L'erreur consiste à ne pas reconnaître cette dépendance des termes.,La somme avec les précédents ?,true
psychotechnique,suite_logique,Moyenne,"3, 9, 27, ?, 243",Quel nombre complète la suite ?,"{""54"",""81"",""72""}",81,"La suite est composée de multiples de 3 : la multiplication par 3 stabilise les termes. Ainsi, 27 x 3 est 81. Le piège est de multiplier par erreur par un nombre incorrect.",Multiplie toujours par trois.,true
psychotechnique,suite_logique,Moyenne,"15, 30, 60, ?, 240",Quel nombre complète la suite ?,"{""90"",""120"",""180""}",120,"Chaque terme se double pour former le suivant, donc 60 x 2 est 120. Le piège ici serait d'ajouter une valeur au lieu de doubler.",Chaque terme est doublé.,true
psychotechnique,suite_logique,Moyenne,"1, 4, 5, ?, 9, 10, 13",Quel nombre complète la suite ?,"{""6"",""7"",""8""}",8,"La suite mélange alternance et progression : +3, +1. Le terme suivant 5 siège à 8 par addition de 3. Une confusion est un modèle arithmétique continu.",Alternance double de modèles.,true
psychotechnique,suite_logique,Moyenne,"24, 30, ?, 42, 48",Quel nombre complète la suite ?,"{""36"",""33"",""39""}",36,"Avec une addition de 6 invariable : 24 + 6 = 30, et ensuite 36. Le piège est un mauvais ajout, essayant de combler au hasard.",Routine stable d'addition.,true
psychotechnique,suite_logique,Moyenne,"11, 13, 17, ?, 29, 37",Quel nombre complète la suite ?,"{""19"",""21"",""23""}",23,"Une suite de nombres premiers trouve sa place ici, succédant 19 après 17, et menant donc à 23. La confusion est une mauvaise reconnaissance de la série.",Quels nombres sont indivisibles ?,true
psychotechnique,suite_logique,Difficile,"2, 7, 8, 13, 20, ?, 34",Quel nombre complète la suite ?,"{""25"",""26"",""27""}",27,"C'est une succession de Fibonacci modifiée avec alternance de +5 et +1. Suivant 20, la somme devient 27. Écartez toute confusion avec les différences linéaires.",Exploration somme et petit ajout.,true
psychotechnique,suite_logique,Difficile,"3, 5, 9, 17, 33, ?, 129",Quel nombre complète la suite ?,"{""65"",""61"",""66""}",65,"La suite suit la formule x2+1. Donc, à 33 succède 65, car 33x2+1 est 65. Le danger est d'oublier le petit ajout après multiplication.","Réutilisez les termes antérieurs, doublez, et ajoutez.",true
psychotechnique,suite_logique,Difficile,"1, 4, 4, 8, 7, 16, ?, 32",Quel nombre complète la suite ?,"{""10"",""15"",""14""}",15,"C'est une alternance, duo avec +3, x2. Donc 7+8 tutéllaire à 15. Risque : ne suivre qu'une règle.",Observe alternance double : ajoute ou multiplie.,true
psychotechnique,suite_logique,Difficile,"1, 1, 3, 7, 15, 31, ?, 127",Quel nombre complète la suite ?,"{""63"",""64"",""62""}",63,"Une double Fibonacci alterne x2. Ensuite 63, suivant 31x2+1 est 63. Attention, méfiez-vous, certaine augmentation requiert précaution.",Prends exemple sur doublement avec librement ajouté.,true
psychotechnique,suite_logique,Difficile,"1, 1, 2, 4, 8, 16, ?, 64",Quel nombre complète la suite ?,"{""32"",""34"",""28""}",32,Chaque terme est doublé : de 16 à 32. Erreur évitable : attention au pas de géant rehaussant par erreur.,Double à chaque nouveau tour.,true
psychotechnique,suite_logique,Difficile,"1, 8, 9, 64, ?, 729",Quel nombre complète la suite ?,"{""27"",""36"",""45""}",27,"Les cubes sont multiplicativement ajustés : 1, 2, 3, et ainsi. Suivant 64, 27 s'insère. Parfois les produits se ressemblent mais restent faciles discréditables.",Cela concerne cubes doublés.,true
psychotechnique,suite_logique,Difficile,"1, 4, 9, 16, 25, ?, 49",Quel terme manque ?,"{""35"",""36"",""42""}",36,"La suite illustre les carrés consécutifs parfaits : 1², 2², 3², et ainsi. Prochain, 6² est 36. Elle paraît complexe, mais opte juste pour le bon nom simplifiant le schéma.",Des carrés développont chiffres ?,true
psychotechnique,suite_logique,Difficile,"1, 5, 14, 30, 55, ?, 140",Quel terme manque ?,"{""91"",""92"",""93""}",91,C'est une série quadratique (n+1)(n+2) : 6x7=42. Risque : omettre modèles immanents.,Analysez sans rechigner succession multipliée.,true
psychotechnique,suite_logique,Difficile,"2, 5, 10, 17, 26, ?, 50",Quel terme manque ?,"{""35"",""36"",""37""}",37,La séquence suit progression n²+1 : 6²+1 valant 37. Serait une perte se limitant à Robert constant.,Chaque on échelon devinez par additional d'un.,true
psychotechnique,suite_logique,Difficile,"1, 5, 13, 29, ?, 125",Quel terme manque ?,"{""61"",""62"",""64""}",61,"Pour chaque n ; n²+ n, 5=2² +2, 13=3² +3. Donc pour 5²+5=61. Prise de tête : ne le confondez pas avec d'autres suites.",Les mathématiques explorent certains noms précieux.,true
psychotechnique,suite_logique,Difficile,"3, 7, 15, 31, 63, ?, 255",Quel chiffre complète la suite ?,"{""127"",""130"",""129""}",127,"Une série multipliera chaque n par deux, puis y ajouter. Reste pas trop défaitiste aux solutions. Matthématiques sont justes.",Profitez d'ajouts par paires et produits.,true
