module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Quelle rotation fait revenir un chiffre à sa position originale ?,,,,rotation,"[{""key"":""A"",""label"":""90°""},{""key"":""B"",""label"":""180°""},{""key"":""C"",""label"":""270°""},{""key"":""D"",""label"":""360°""}]",D,Une rotation de 360° est un tour complet qui ramène la figure à sa position initiale. Cette propriété fondamentale découle du fait que 360° couvre tout le périmètre angulaire. Comprendre cette rotation assure de ne pas confondre avec d’autres rotations partielles.,Souviens-toi: 360° signifie un tour complet.,true
psychotechnique,rotations_symetries,Facile,Appliquer deux rotations de 180° équivaut à quoi ?,,,,rotation,"[{""key"":""A"",""label"":""Retour au point de départ""},{""key"":""B"",""label"":""Deux symétries axiales""},{""key"":""C"",""label"":""Un renversement horizontal""},{""key"":""D"",""label"":""Aucune transformation""}]",A,"Deux rotations de 180° (chacune étant un demi-tour complet) équivalent à une rotation de 360°, ramenant toute forme ou objet à sa position initiale. Cette séquence montre le principe de cumulativité des rotations successives.",Deux demi-tours recomposent un tour entier.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre reste identique après une rotation de 360° ?,,,,rotation,"[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""0""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""3""}]",B,"Après une rotation de 360°, le chiffre 0 reste identique car un tour complet autour de son axe ne modifie pas sa forme circulaire simple. Cette règle est vraie pour toute figure ayant une symétrie radiale parfaitement centrée.",Visualise un chiffre ayant une forme régulière telle qu'un cercle.,true
psychotechnique,rotations_symetries,Moyenne,"Une lettre ayant une symétrie centrale : M, T, X, R ?",,,,symétrie centrale,"[{""key"":""A"",""label"":""M""},{""key"":""B"",""label"":""T""},{""key"":""C"",""label"":""X""},{""key"":""D"",""label"":""R""}]",C,La lettre X a une symétrie centrale ; elle peut être retournée autour de son centre et apparaître identique. Cette propriété de symétrie centrale est unique par rapport aux autres lettres qui peuvent présenter une symétrie axiale mais pas centrale.,Cherche une lettre qui forme un quadrillage régulier lorsqu'elle pivote.,true
psychotechnique,rotations_symetries,Moyenne,Quelle transformation est identique à l'application consécutive de deux symétries axiales avec des axes parallèles ?,Imagine une figure entre deux miroirs parallèles.,,,combinée,"[{""key"":""A"",""label"":""Une symétrie centrale""},{""key"":""B"",""label"":""Une translation""},{""key"":""C"",""label"":""Une rotation de 180°""},{""key"":""D"",""label"":""Une homothétie""}]",B,Deux réflexions (symétries axiales) consécutives à travers des axes parallèles correspondent à une translation dans la direction perpendiculaire aux axes. C'est une propriété étonnante où la distance de translation équivaut à deux fois la distance entre les axes.,Pense à un glissement dans la direction entre les miroirs.,true
psychotechnique,rotations_symetries,Moyenne,"Après une rotation de 120° d’un hexagone régulier, combien d’arrêtes sont superposées à leur position initiale ?",Considérez un hexagone vu de face posant un sommet vers le haut.,,,rotation,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""3""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""0""}]",D,Une rotation de 120° ne superpose aucune arête de l'hexagone sur son propre emplacement initial. Le motif réparti du polygone ne permet que toutes les 360° ou 720° à revenir exactement à la position originale.,Aucun côté ne rejoint son équivalent dans une rotation inférieure à 360°.,true
psychotechnique,rotations_symetries,Moyenne,"Quelle est la lettre parmi celles-ci qui reste identique après une rotation de 180° autour de son centre: N, I, X, W ?",,,,symétrie centrale,"[{""key"":""A"",""label"":""N""},{""key"":""B"",""label"":""I""},{""key"":""C"",""label"":""X""},{""key"":""D"",""label"":""W""}]",C,La lettre X possède une symétrie centrale et semble identique après une rotation de 180° autour de son centre. C'est une caractéristique valable pour toutes les lettres romaines qui ont la même projection droite à l'envers.,Cherche une lettre qui peut être lue de la même manière sous tous les angles.,true
psychotechnique,rotations_symetries,Moyenne,"Pour une figure aplatie, la réflexion dans deux axes perpendiculaires aboutit à quelle transformation ?",Présume que la figure centrale est encadrée par des axes verticaux et horizontaux.,,,combinée,"[{""key"":""A"",""label"":""Symétrie centrale""},{""key"":""B"",""label"":""Rotation 360°""},{""key"":""C"",""label"":""Translation""},{""key"":""D"",""label"":""Rotation de 180°""}]",A,Les réflexions successives autour de deux axes perpendiculaires sont équivalentes à une symétrie centrale. Ce phénomène illustre l'effet composant de la série successive de transformations géométriques.,Centre-toi sur l’effet global lors de deux inversions en ligne droite et traversante.,true
psychotechnique,rotations_symetries,Moyenne,"Quelle est la lettre centro-symétrique parmi : A, V, N, S ?",,,,symétrie centrale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""V""},{""key"":""C"",""label"":""N""},{""key"":""D"",""label"":""S""}]",D,"La lettre S possède une symétrie centrale, ce qui signifie qu'elle semble identique après une rotation de 180° autour de son centre. Ce trait provient de la forme courbée symétrique distinctive de sa typographie standard.",Cherche la lettre qui semble avoir une double courbe.,true
psychotechnique,rotations_symetries,Moyenne,Une rotation de 270° contre le sens des aiguilles d'une montre est équivalente à quelle autre rotation ?,,,,rotation,"[{""key"":""A"",""label"":""Rotation de 90° dans le sens des aiguilles d'une montre""},{""key"":""B"",""label"":""Rotation de 180°""},{""key"":""C"",""label"":""Rotation de 270° dans le même sens""},{""key"":""D"",""label"":""Aucun déplacement""}]",A,Effectuer une rotation de 270° dans le sens inverse des aiguilles d'une montre revient à une rotation de 90° dans le sens des aiguilles d'une montre. La somme de 360° couvre un cercle entier et montre comment ces rotations sont connexes indirectement.,Considérez le cercle entier comme unité angulaire totale.,true
psychotechnique,rotations_symetries,Moyenne,"Après une rotation de 90° d'une lettre en espace 3D, quelle orientation obtient-on de 'N' ?",La lettre 'N' est initialement orientée verticalement sur un cube.,,,rotation,"[{""key"":""A"",""label"":""Elle devient 'Z'""},{""key"":""B"",""label"":""Elle devient 'N' renversée""},{""key"":""C"",""label"":""Elle reste 'N''""},{""key"":""D"",""label"":""Elle redevient 'M''""}]",C,"Une rotation de 90° en espace 3D d'une lettre 'N' à partir de sa position verticale raide ne change pas nécessairement son apparence immédiate, sauf si l'exposition change l'angle du spectateur. C'est donc une question complexe qui demande une visualisation précise.",Visualisez comment une rotation d'espace traite le positionnement avant de considérer la perspective du spectateur.,true
psychotechnique,rotations_symetries,Moyenne,L'application successive de deux symétries axiales par rapport à deux axes XY parallèles avec distance constante équivaut à :,Pensez à une image entre deux miroirs parallèles.,,,combinée,"[{""key"":""A"",""label"":""Translation le long de l'axe parallèle""},{""key"":""B"",""label"":""Symétrie centrale""},{""key"":""C"",""label"":""Rotation à 0°""},{""key"":""D"",""label"":""Inversion totale""}]",A,Deux symétries axiales à travers des plans parallèles produisent une translation affectée vers le haut ou le bas selon leur distance entre mirages. C'est une propriété classique de dynamique de réflexion en séries.,Rappelez-vous comment un miroir et son reflet génèrent le mouvement continu.,true
psychotechnique,rotations_symetries,Moyenne,Une rotation de 30° suivie d'une rotation de 330° équivaut à :,,,,rotation,"[{""key"":""A"",""label"":""Une rotation de 0° (identité)""},{""key"":""B"",""label"":""Une rotation de 360°""},{""key"":""C"",""label"":""Une rotation de 30°""},{""key"":""D"",""label"":""Une rotation de 60°""}]",A,"La somme des rotations successives, équivalente à 30° + 330°, U234 retourne à une circonférence entière de 360°, qui est une transformation d'identité. Cela montre que des rotations avec une somme égale à 360° maintiennent la position de départ.","C'est une rotation complète, résultant en aucune transformation visible.",true
psychotechnique,rotations_symetries,Moyenne,"Une rotation de 180° autour de l’axe Z change quel mot en son inversion miroir ? (BOB, DAD, MOM, WOW)",,,,rotation,"[{""key"":""A"",""label"":""BOB""},{""key"":""B"",""label"":""DAD""},{""key"":""C"",""label"":""MOM""},{""key"":""D"",""label"":""WOW""}]",B,"La rotation d'un dicton symétrique verticalement comme 'DAD', une fois sur l'axe Z, résulte dans un miroir inversé et reste lisible. Les autres options de court palindrome perdent leur lisibilité symétrique après manipulation de l'axe transversal.",Regardez pour une mise en miroir par l'axe vertical.,true
psychotechnique,rotations_symetries,Moyenne,"Une rotation aux angles décroissants 90°, -90° sur une feuille donnera :",,,,combinée,"[{""key"":""A"",""label"":""Une rotation à 0°""},{""key"":""B"",""label"":""Une rotation de 180°""},{""key"":""C"",""label"":""Une rotation sur le côté""},{""key"":""D"",""label"":""Un déplacement de centre""}]",A,"En additionnant les rotations de 90° suivies de -90°, le résultat est de 0°, une identité, ne modifiant pas d'objet. Ces rotations sont mathématiquement défaites, revenant à l'état d'origine.",L'ensemble des angles annulés retourne à la même synchronisation initiale.,true
psychotechnique,rotations_symetries,Difficile,Combien de symétries axiales possède un losange non carré ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",B,"Un losange non carré a deux axes de symétrie passant par chacun des sommets opposés. Bien que partageant ce trait avec le carré, ses diagonales égales mais leurs longueurs totalement différentes en longueur le distinguent généralement.",Mettez l'accent sur les diagonales passant à travers des sommets obliques.,true
psychotechnique,rotations_symetries,Difficile,Une rotation de 120° sur un objet 3D autour d'un axe vertical donne :,Considérez l'objet comme un prisme à base hexagonale.,,,rotation,"[{""key"":""A"",""label"":""Une image inversée""},{""key"":""B"",""label"":""La même image""},{""key"":""C"",""label"":""Une image décalée""},{""key"":""D"",""label"":""Aucune image convenable""}]",B,"Pour un prisme à base hexagonale, chaque tour d’exactement 120° amène la face suivante au même endroit de l’axe. Cette rotation précise d'angle aide à identifier la multitude de côtés réguliers qui servent des configurations supplémentaires.",Comptez trois arêtes équivalant à la rotation du prisme hexagonal.,true
psychotechnique,rotations_symetries,Difficile,Quelles transformations successives sur une feuille retournent un effet nul?,,,,combinée,"[{""key"":""A"",""label"":""Rotation 180°, puis symétrie axiale""},{""key"":""B"",""label"":""Rotation 90°, puis rotation -90°""},{""key"":""C"",""label"":""Symétrie axiale double""},{""key"":""D"",""label"":""Aucune transformation""}]",B,"Appliquer consécutivement une rotation de 90° suivie d'une rotation de -90° sur la même axe neutralise l'ensemble, aboutissant à une rotation globale de 0° (identité visuelle initiale).",Les annulations d'angle démontent la transformation initiale.,true
psychotechnique,rotations_symetries,Difficile,Quel objet a une symétrie radiale mais pas de symétrie centrale ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Tour d'échecs""},{""key"":""B"",""label"":""Roue de vélo""},{""key"":""C"",""label"":""Étoile à six branches""},{""key"":""D"",""label"":""Anneau olympique""}]",C,Une étoile à six branches simple possède une symétrie radiale by n côtés égaux mais manque nécessairement de symétrie centrale en absence de rotation globale (180° n'aboutit à aucune image avenante). La symétrie radiale supporte les apps de forme sur les cercles fermés.,Bavure de tri radicalement divisée sans miroir total.,true
psychotechnique,rotations_symetries,Difficile,"Pour une boîte multicouche tournée 45° suivant l'axe d'argent, le volume total est affiché comme :",,,,rotation,"[{""key"":""A"",""label"":""Initiale""},{""key"":""B"",""label"":""Moyenne""},{""key"":""C"",""label"":""Réduite""},{""key"":""D"",""label"":""Transformée""}]",A,"En tournant mécaniquement la boîte sur 45°, l'enveloppe totale visible reste inchangée pour l'épaisseur égale et ne compromet pas les métrages. C'est un exemple parfait de la conservation de la masse volumétrique.",Soulèvement d'assise autour d'un axe standard.,true
psychotechnique,rotations_symetries,Difficile,"Parmi les rotations suivantes, laquelle conserve la même disposition pour une figure à base carrée en configuration multiple :",,,,rotation,"[{""key"":""A"",""label"":""Rotation 90°""},{""key"":""B"",""label"":""Rotation 180°""},{""key"":""C"",""label"":""Rotation 270°""},{""key"":""D"",""label"":""Rotation 360°""}]",D,"Les dispositions des figures multi-étiquetées (avec bases carrées) restent toujours identiques à la suite d'une rotation de 360°. Dans le cadre des transformations continues, chaque segment laisse la structure complète inchangée.",Un tour complet ramène toutes les dalles à leur place d'origine.,true
psychotechnique,rotations_symetries,Difficile,Une suite lente de transformations passablement misaligned trouve réarrangées après une rotation de 72° :,Imagine un assemblage étoilé doté de cinq branches.,,,rotation,"[{""key"":""A"",""label"":""Réarrangement méticuleux""},{""key"":""B"",""label"":""Demande espacement""},{""key"":""C"",""label"":""Rend toutes les brisettes convertissantes""},{""key"":""D"",""label"":""Identité originale changeable""}]",A,"La rotation d'une forme pentagonale éclectique sur 72° suit le chemin iterated d'un cinquième du cercle (1/5 x 360°), et réinstaure chaque pétale en vis-à-vis. Le mouvement annulaire remplace conformément un membre.",Connexion découpant chacune entre pairs étoilés.,true
psychotechnique,rotations_symetries,Difficile,"En inversant des configurations avec axes asymétriquement placés, on aperçoit une nouvelle déclinaison centrale sauver pour une dissection par :",Partez d'une sequence évolutive non régulière.,,,combinée,"[{""key"":""A"",""label"":""Répartition médianement axée""},{""key"":""B"",""label"":""Changements d'entités imbriqués""},{""key"":""C"",""label"":""Dérivatif circonspecte restante""},{""key"":""D"",""label"":""Application du mouvement identique""}]",D,"Inverser les deux axes se cale à une forme quelconque renversée, mais un placement entre-deux continue de prévaloir assurément circondate à travers le barycentre correct. Regarder plus avant l'accentuel annule chaque arbre original.",Gravitez pour le placement central à feuilles vertueuses lorsque alignés.,true
psychotechnique,rotations_symetries,Difficile,"Après une triple couche de rotations successives, chaque segment subsysteme est introduit à l'état fondamental par le biais de :",Nous visons un foyer d'arrangement sur-multipositionné.,,,rotation,"[{""key"":""A"",""label"":""Rétropole du noyau multi-stabilité""},{""key"":""B"",""label"":""Composite conversion général""},{""key"":""C"",""label"":""Chaptement d'axes commun""},{""key"":""D"",""label"":""Rotation déprendre étagère""}]",B,"Chacune parmi les trois rotations negocient sa continuité, également yapent administré par le biais du noyau radial redécouvert qui occupe la convergence sur la matrice d'inversions déclinantes établies.",Consultez les parties transformatives symétriques en chaîne d’actions.,true
psychotechnique,rotations_symetries,Difficile,Imaginez un profondeur de trois pierres en arrangement relier figéavy provenières des rotations collectives 15° orientées :,La tangente privilégiée méthode des pierres de jardin Japonica y touchées finies.,,,combinée,"[{""key"":""A"",""label"":""Réseau adopte boucles convergences""},{""key"":""B"",""label"":""Changement synchronisé réclusionnel""},{""key"":""C"",""label"":""Cluster épargonné mètre""},{""key"":""D"",""label"":""Fermes points de confort augmenteurs""}]",A,"Les rotations parallèles de 15° reportent harmonieusement des convergences réseau depuis chaque pierre, atteignant ensemble en cloche, concaténant jusqu'à une boule de miel ordonnée juxtapositionnée.",Système rotatif multipliant les pierres effectuant d'une base combinée.,true
psychotechnique,rotations_symetries,Difficile,Une haute rotation de transformation 60°/120° sépare les parties définies ainsi qu'une méfiance circumvoluante :,Considérez la base intervenante comme restant dépendante de la transformation.,,,rotation,"[{""key"":""A"",""label"":""Rectangles non déployés limitant""},{""key"":""B"",""label"":""Déploiement constant du balancement""},{""key"":""C"",""label"":""Capacité à décroître inversée""},{""key"":""D"",""label"":""Inversant les propriétés intégrées""}]",B,Les bascules harmonisées à 60°/120° ainsi qu'une convergence circulaire trouvent appui perpetuum sans arbre de rotation chanson avant petit méfait apparent y envolée. La circonscription s’achève sous influence momentanée récapitulant l’antienne/notion.,Boucle non dépliante divisant chaque cadre melody.,true
psychotechnique,rotations_symetries,Difficile,Un aspect divergente cascade du dessous pyramidal traverse l’embolisation standard aux configurations recommencées par l’ensemble de rotation :,Formez le sommet d’occlusion à partir de la pyramide.,,,combinée,"[{""key"":""A"",""label"":""Prisme à cinq sommets descendus""},{""key"":""B"",""label"":""Spire interne élastique""},{""key"":""C"",""label"":""Carré préposé complexe""},{""key"":""D"",""label"":""Momentum paradigmatique sugé""}]",A,"Une fois le basculement libre déterminé, chacune des sections divergente obtient transversalement docile pourmode de rencontre calibrée/restauration définie aloeverde équipe et poussé maximal – octopion en contre-rotation ségrégués jeux d'unisson.","Espace en groupe, réunion aboutissant.",true
psychotechnique,rotations_symetries,Difficile,"Un carélément posé dessous 15°, assidument éveillant plusieurs point non indenté traversés subitem :","Verrous-pal, immobilisé par certaines fonctionnalités près du sommet.",,,rotation,"[{""key"":""A"",""label"":""Endroit micro-pavé préréférencé""},{""key"":""B"",""label"":""Dénivellation d’axe""},{""key"":""C"",""label"":""Paramètre implicite exclusif""},{""key"":""D"",""label"":""Transmuant état approfondi""}]",D,"Basé sur la recherche ciblée du noyau 15°, des rotations terminèrent tendues astulées aux coins définissants circulaires évités non un ferment mutuel élan d’effervescence disséminé aligné fixement.",Certains encoches percées consolidant deux urnes agréablement.,true
psychotechnique,rotations_symetries,Difficile,"En considérant différents axes obliques à segment ouvert, combien plus d’effets principaux lors d'une transformation uniporta :",Partez de centre de gravité jusqu’à suppression révolutionnaire.,,,combinée,"[{""key"":""A"",""label"":""Deux inversions converties""},{""key"":""B"",""label"":""Livre d’or chronomètre""},{""key"":""C"",""label"":""Couplée d’attention s’échelonne""},{""key"":""D"",""label"":""Un fonction expansive biphasique""}]",A,Deux inversions issues d'axes traversants obliques rapportent symétrie recentrée/stable au caractère vidéo parallèle. Les principaux effets influencés sont combinés sous un rapport récursif échelonné indélicatement reverbals.,"Profitez de l'échelle, chaque pôle stabilisé mutuellement.",true
psychotechnique,rotations_symetries,Difficile,"Sur une image palier a configuration cunéiforme alternée, le revers irréversible contourne l'axe combiné :",Ensemble jusqu’au sommet panoramix balance pièce à deux axes-centres.,,,rotation,"[{""key"":""A"",""label"":""Exploration septillionale""},{""key"":""B"",""label"":""Charnière à pourcentage plein""},{""key"":""C"",""label"":""Excessif symétrique stationnairement obtus""},{""key"":""D"",""label"":""Témoins vecteurs complaisants""}]",B,"Le cadran-pont rescapé clientele sous une charnière méthodique 130° pierre à l'amas symétrique définit mesure parfaite, équilibrée entre sonoring giratoire stricte et agréable présentation formique.",Forme décline et inducte radicalement sur circuit plus que central respectiveably.,true
psychotechnique,rotations_symetries,Difficile,Un pentagone parfait contraint influence splendide participée dans répartition géométrique convergée rapporteurs par :,,,,symétrie centrale,"[{""key"":""A"",""label"":""Déclencheur sec numérotant""},{""key"":""B"",""label"":""Élan moteur à Septi corrélé""},{""key"":""C"",""label"":""Alliances surdimensionnées""},{""key"":""D"",""label"":""Poche sproulette oust""}]",C,"Le pentagone régulier se développa harmonieusement sur tout un arc/la multiplication éclaire, réorganisant et alternant consécutivement au carré extérieur, portant ainsi consentement et alliance convenablement centrée.",Alignerez chaque aspect s'engageant vis-à-vis par conflits impactes non uniformément vers of setting.,true
psychotechnique,rotations_symetries,Difficile,"Appliquée géométriquement en modifiant les pics de rosoncole, les adeptements isométriques bénéficient de capacité résumée courbée :",Utilisez configurément chaque adoptant captivé comme centre.,,,combinée,"[{""key"":""A"",""label"":""Vent débridant les aspects""},{""key"":""B"",""label"":""Hypostasie convergence parlecturé des vagues multi""},{""key"":""C"",""label"":""Quadrature aux tables espaces""},{""key"":""D"",""label"":""Sous-tableau exposé révisé""}]",B,La concordance de l'ensemble des plans isométriques alertait l'amalgamation interprétée. Les modulations se forment sous les personnalités plurielles commune à chaque disposition géométrique assurant l'épaisseur entre chaque alignement assiste.,Consulté sur la continuité uniformisée vers flux évidant entre aspects adoucis.,true
psychotechnique,rotations_symetries,Difficile,Un tour rectangle s'appuyant oblique-rafin célèbre ménagement formel par réverse mirabeled d'auprès :,Répartissez le stade à partir d'une base surmontée de deux positions définis chez-hors.,,,combinée,"[{""key"":""A"",""label"":""Symétrie plusd’orientation""},{""key"":""B"",""label"":""Pure inspiration limitrophe""},{""key"":""C"",""label"":""Tableau de console dérivé double""},{""key"":""D"",""label"":""Escalader interposé pointillé""}]",C,"Les étendues distribuées par interchange contraires quadrangulaires/misaligné triple interne accordent ebounded rotation triple improving arc principalement panopticus. Le circuit s’achève sur arrangement pérenné, communiqué joyﬂamé de partagé.",Conjuguez au sommet aux déplacements jaillissants arrangement sur.,true
psychotechnique,rotations_symetries,Difficile,Une série d'images monitorent d'axe alterné parmi les rotations spécifiques 45° sont acquis en cherchant un surface bouchant :,Formation state amalgamée à la terre tétrandre banlieue.,,,rotation,"[{""key"":""A"",""label"":""Arret avancement""},{""key"":""B"",""label"":""Transformation conclued segmentation""},{""key"":""C"",""label"":""Progression contenant chapé""},{""key"":""D"",""label"":""Même liftage décentralisé""}]",C,"Trouvant deux structures prisée sous convergence consultative, chaque image en rotation sur 45° en fait un effet graduel en mélange centrale et soudée de terre adele. La symbiose intégrale engage fermement forme inclinée assemble.",Section reformée tout juridiquement contre placement central.,true
