module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Moyenne,Quel pictogramme routier a une rotation qui reste inchangée à 180° ?,,,,rotation,"[{""key"":""A"",""label"":""Stop""},{""key"":""B"",""label"":""Céder le passage""},{""key"":""C"",""label"":""Rond-point""},{""key"":""D"",""label"":""Danger""}]",C,"Le pictogramme du rond-point conserve son orientation d'origine après une rotation de 180°. C'est dû à sa symétrie intrinsèque de cycle, qui ne modifie pas la disposition lors d'un demi-tour.",Cherchez une symétrie avec deux axes.,true
psychotechnique,rotations_symetries,Moyenne,Une double réflexion sur des axes parallèles revient à :,,,,combinée,"[{""key"":""A"",""label"":""Une translation""},{""key"":""B"",""label"":""Une rotation""},{""key"":""C"",""label"":""Une homothétie""},{""key"":""D"",""label"":""Aucune transformation""}]",A,Composer deux symétries axiales sur des axes parallèles produit une translation. La distance entre les deux axes détermine la translation inscrite sur la figure. Assurez-vous de ne pas interpréter la double application comme une simple restauration.,Évaluez l'effet cumulé des mouvements.,true
psychotechnique,rotations_symetries,Moyenne,Quelle figure devient identique après deux rotations simultanées de 90° autour de ses différents centres ?,,,,rotation,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""L'étoile""},{""key"":""C"",""label"":""Carré""},{""key"":""D"",""label"":""Triangle équilatéral""}]",B,"Une étoile régulière, avec ses points disposés en symétrie autour du centre, restera inchangée par des rotations multiples de 90° venant de ses centres internes. C'est un bel exemple de régularité en application, en expliquant que chaque rotation cumulée conserve l'alignement.",Recherchez la symétrie centrale qui inclut tous les points.,true
psychotechnique,rotations_symetries,Moyenne,Deux symétries axiales avec une verticalité équivalente aboutissent en :,,,,combinée,"[{""key"":""A"",""label"":""Avec une translation""},{""key"":""B"",""label"":""Avec une symétrie centrale""},{""key"":""C"",""label"":""Avec une rotation de 90°""},{""key"":""D"",""label"":""Avec une rotation de 180°""}]",D,"Deux symétries axiales successives sur des lignes verticales revient à une rotation de 180°. En effet, appliquer deux symétries inverse les effets décalés réciproques et remet la figure à l'identique mais tournée.",Visualisez les effets cumulés sur la figure.,true
psychotechnique,rotations_symetries,Difficile,Combien d'axes de symétrie possède un polygone régulier 3D ayant 8 sommets ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""16""}]",C,"Un cube, ayant 8 sommets en 3D, peut être considéré comme un polygone régulier avec 12 axes symétriques. Chaque axe correspond à une diagonale passant entre deux arêtes opposées. Les formes en 3D accroît la complexité, à ne pas confondre avec ses projections 2D.",Analyser un solide mais en rotation.,true
psychotechnique,rotations_symetries,Difficile,Une rotation 3D d'un cube de 120° autour d'un axe perpendiculaire change-t-elle l'apparence ?,,,,rotation,"[{""key"":""A"",""label"":""Tout à fait""},{""key"":""B"",""label"":""Aucun changement apparent""},{""key"":""C"",""label"":""Semble modifié seulement sur une face""},{""key"":""D"",""label"":""Transforme complètement le cube""}]",B,"Une rotation de 120° prend le cube à travers ses axes symétriques établis, rendant sa forme inchangée en apparence. Chaque rotation cyclique reproduit la même disposition sur ses axes. Considérez l'initialité en interaction spatiale quotidienne par défaut.",Considérez les axes mathématiquement déterminés du solide.,true
psychotechnique,rotations_symetries,Difficile,Combien de compositions de transformations amènent un tétraèdre à son orientation ?,,,,combinée,"[{""key"":""A"",""label"":""10""},{""key"":""B"",""label"":""12""},{""key"":""C"",""label"":""20""},{""key"":""D"",""label"":""30""}]",B,"Un tétraèdre régulier, présent dans un espace 3D, peut être ramené à lui-même par 12 symétries. La preuve tangible est dans la flexibilité inter-axes des vérifications centrées adjacentes. Ce nombre reflète la complémentarité du volume et l'aspect radial qui définit sa surface.",Envisagez comment chaque arête et sommet jouent un rôle.,true
psychotechnique,rotations_symetries,Difficile,Une combinaison imbriquée entre 4 symétries centrales sur un Octogone résultera en :,,,,combinée,"[{""key"":""A"",""label"":""Invariance""},{""key"":""B"",""label"":""Une homothétie de doublement""},{""key"":""C"",""label"":""Un degré tiers de symétrie""},{""key"":""D"",""label"":""Équivalence multi-rotationnelle""}]",D,"Un Octogone, soumis à de multiples symétries centrales et rotations imbriquées, laisse un satellite multi-rotationnel stabilisant ses régions. Chaque passage successif à travers une symétrie centrale confère une migration préformée sur son cadre. L'erreur serait de voir selon l'angle ""invariance"" simple en termes statiques.",Réfléchir au corps géométrique d'harmonisation.,true
psychotechnique,rotations_symetries,Difficile,Une rotation autour du centre d'une sphère apparaît comment ?,Imaginez une sphère après rotation.,,,rotation,"[{""key"":""A"",""label"":""À 180°, elle reste identique""},{""key"":""B"",""label"":""À 360°, inchangé""},{""key"":""C"",""label"":""À 90°, modifiée subtilement""},{""key"":""D"",""label"":""À 45°, grandemment altéré""}]",B,"À 360°, une sphère apparaît inchangée, car chaque point reste indice de son centre invariant. Il en résulte une invariabilité, sans qu'aucune rotation partielle ne soit discernable de l'extérieur. Une sphère conserve donc son apparenté sur ce plan.",Visualiser rotation des objets symétriques.,true
psychotechnique,rotations_symetries,Difficile,Une superposition de deux transformations imbriquées à 45° sur un losange crée un effet :,,,,combinée,"[{""key"":""A"",""label"":""Identique au figure initiale""},{""key"":""B"",""label"":""Ajournée""},{""key"":""C"",""label"":""Effet de rotation non prévisible""},{""key"":""D"",""label"":""Symétrique non-oscillant""}]",A,"Superposant deux rotations de 45°, le losange retourne à son image initiale, chaque rotation annule efficacement l'autre dans ce contexte. Le sens du retour contre-révèle une inclinaison symétrique. Faute de compréhension de l’imbriquement pourrait conduire à impliciter faussement les transformations irréversibles actives.",Évaluez comment chaque transformation se réfute.,true
psychotechnique,rotations_symetries,Difficile,Quel type de rotation voit l'identité sur chaque sommet d’un icosaèdre ?,,,,rotation,"[{""key"":""A"",""label"":""45°""},{""key"":""B"",""label"":""72°""},{""key"":""C"",""label"":""120°""},{""key"":""D"",""label"":""360°""}]",C,"Une rotation de 120° autour de chaque sommet d'un icosaèdre conserve l'identité polyédrique. Cette rotation est liée non seulement à son équilibre, mais elle est également un pas vers la simplification symétrique de la continuité interactionnelle des degrés. L'erreur confondante commune est de préjuger d’un chiffre réparti plus large ou plus restreint.",Visualisez la mobilité universelle centrale.,true
psychotechnique,rotations_symetries,Difficile,Quelle carte d'identité définit une couleur régulière d'un solide se dupliquant ?,,,,combinée,"[{""key"":""A"",""label"":""Le cube""},{""key"":""B"",""label"":""Le tétraèdre""},{""key"":""C"",""label"":""Le dodécaèdre""},{""key"":""D"",""label"":""Icosaèdre""}]",C,"Un dodécaèdre est composé de 12 faces identiques et affiche une conservation répétitive et identitaire dans ses rotations. Réfléchissant le motif, il engendre une variabilité soutenue sur l’ensemble visible. Pourquoi il pourrait provoquer erreur : méconnaissance de l’interactivité polyédrique.",Examinez comment chaque couleur s’aligne en forme 3D.,true
psychotechnique,rotations_symetries,Difficile,Quel centre permet une figure torcal d'évoluer sur un axe irréversible ?,,,,rotation,"[{""key"":""A"",""label"":""Centre du cercle""},{""key"":""B"",""label"":""Centre du torus""},{""key"":""C"",""label"":""Axe arrière""},{""key"":""D"",""label"":""Axe médian""}]",B,"Un torus évolue autour de son propre centre, engageant plusieurs dimensions de rotations internes permanentes. Ce processus perpendiculaire génère une situation spatiale unique. Un niveau intermédiaire d’identification méconnaissante pourrait présumer qu'un centre simple exerce une identité tournoyante adaptable.",Considérez toutes les dimensions offertes par la surface.,true
