module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Combien de symétries centrales un hexagone régulier possède-t-il ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""Infinité""}]",B,"Un hexagone régulier possède une symétrie centrale autour de son centre géométrique. Cela signifie que chaque sommet est mappé à son opposé à travers le centre. Ce concept d'unicité diffère des multiples symétries axiales qu'il pourrait avoir, au nombre de 6.",,true
psychotechnique,rotations_symetries,Facile,"Quelle lettre n'a pas d'axe de symétrie parmi : O, X, N, A ?",Basé sur des majuscules standard.,,,symétrie axiale,"[{""key"":""A"",""label"":""O""},{""key"":""B"",""label"":""X""},{""key"":""C"",""label"":""N""},{""key"":""D"",""label"":""A""}]",C,"La lettre 'N' n'a pas d'axe de symétrie, contrairement aux autres options qui ont des symétries bien définies. 'O' possède une symétrie circulaire, 'X' a une symétrie axiale via ses deux axes diagonaux, et 'A' a une symétrie verticale. Cette distinction est essentielle car 'N' est souvent confondu en raison de sa forme zigzagée.",,true
psychotechnique,rotations_symetries,Moyenne,Combinaison de deux symétries axiales d'axes parallèles équivaut à quoi ?,,,,combinée,"[{""key"":""A"",""label"":""Rotation""},{""key"":""B"",""label"":""Translation""},{""key"":""C"",""label"":""Homothétie""},{""key"":""D"",""label"":""Symétrie centrale""}]",B,Deux symétries axiales successives par rapport à des axes parallèles équivalent à une translation. Ceci est une propriété importante de la géométrie euclidienne et démontre que la réflexion consécutive annule l'effet de retournement tout en déplaçant l'objet dans le plan. Une erreur courante serait de penser que cela génère une rotation ou une homothétie.,,true
psychotechnique,rotations_symetries,Moyenne,"Quelle lettre es centro-symétrique parmi : N, M, X, R ?",,,,symétrie centrale,"[{""key"":""A"",""label"":""N""},{""key"":""B"",""label"":""M""},{""key"":""C"",""label"":""X""},{""key"":""D"",""label"":""R""}]",C,"La lettre X est centro-symétrique, ce qui signifie qu'une rotation de 180° autour de son centre ne changera pas son apparence. Les autres lettres mentionnées ne possèdent pas cette symétrie. Une erreur fréquente est de confondre cela avec la symétrie axiale, mais ce n'est pas le cas ici. La symétrie centrale se distingue par son point central.",,true
psychotechnique,rotations_symetries,Moyenne,"Après deux rotations successives de 180°, une figure revient-elle à son état initial ?",Considérez une rotation autour d'un seul point central.,,,combinée,"[{""key"":""A"",""label"":""Oui""},{""key"":""B"",""label"":""Non""},{""key"":""C"",""label"":""Seulement si la figure a une symétrie particulière""},{""key"":""D"",""label"":""Uniquement pour les figures circulaires""}]",A,"Deux rotations successives de 180° aboutissent à une rotation totale de 360°, ramenant ainsi la figure à son état initial. Cette propriété découle du fait qu'une rotation de 360° est équivalente à ne rien changer. Une confusion typique pourrait être de croire qu'une figure asymétrique se comporterait différemment, ce qui n'est pas le cas.",,true
psychotechnique,rotations_symetries,Moyenne,Quel chiffre reste identique après une rotation de 180° autour de son centre ?,On considère les chiffres dessinés en typographie standard.,,,rotation,"[{""key"":""A"",""label"":""9""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""0""}]",C,"Le chiffre 8 est centro-symétrique, donc même après une rotation de 180°, il apparaît inchangé. Le 9 et le 6 se transformeraient l'un en l'autre par cette même rotation, et le 0, bien que circulaire, reste identique à lui-même pour toute rotation complète. Il est donc essentiel de bien comprendre la forme symétrique des chiffres.",,true
psychotechnique,rotations_symetries,Moyenne,"Si une lettre H est retournée, quel type de transformation a été effectué ?",,,,symétrie axiale,"[{""key"":""A"",""label"":""Symétrie centrale""},{""key"":""B"",""label"":""Symétrie axiale""},{""key"":""C"",""label"":""Rotation de 90°""},{""key"":""D"",""label"":""Translation""}]",B,"Une rotation axiale sur un axe est une transformation conforme à un miroir sur cet axe. La lettre 'H' ayant une symétrie axiale, reflétée horizontalement ou verticalement, conserve sa symétrie et donc sa forme globale. Ne pas confondre cela avec une symétrie centrale ou une rotation qui orienterait différemment la lettre.",,true
psychotechnique,rotations_symetries,Moyenne,Quelle figure est inchangée après une rotation de 60° autour de son centre ?,Considérez les polygones standards.,,,rotation,"[{""key"":""A"",""label"":""Hexagone régulier""},{""key"":""B"",""label"":""Pentagone régulier""},{""key"":""C"",""label"":""Carré""},{""key"":""D"",""label"":""Triangle équilatéral""}]",A,"Seulement un hexagone régulier peut revenir à sa position d'origine après une rotation de 60° grâce à sa structure à 6 côtés. Cette propriété est unique aux polygones à n côtés où une rotation d'angle 360°/n produit une rotation équivalente. Le carré nécessite 90° et un pentagone nécessiterait 72°, ce qui n'est pas permis.",,true
psychotechnique,rotations_symetries,Moyenne,"Quelle transformation est dynamique parmi ces figures : A, B, C, D ?",Transférez chaque figure sous les transformations listées.,,,combinée,"[{""key"":""A"",""label"":""Deux rotations inversées""},{""key"":""B"",""label"":""Symétrie suivie de translation""},{""key"":""C"",""label"":""Rotation suivie de symétrie centrale""},{""key"":""D"",""label"":""Transposition atomique""}]",B,"Une symétrie suivie d'une translation produit une transformation dynamique car elle combine deux interventions distinctes sur une figure. Une simple rotation inverse est généralement statique, et les autres options obéissent à des modifications non conventionnelles ou non standards. S'assurer de comprendre comment les transformations peuvent s'additionner est fondamental pour résoudre correctement la question.",,true
psychotechnique,rotations_symetries,Moyenne,Comment deux symétries axiales non parallèles sont-elles combinées géométriquement ?,,,,combinée,"[{""key"":""A"",""label"":""Rotation autour d'un point""},{""key"":""B"",""label"":""Création d'un hexagone""},{""key"":""C"",""label"":""Effacement du point fixe""},{""key"":""D"",""label"":""Réplication centrale""}]",A,Deux symétries axiales non parallèles se combinent pour former une rotation autour de l'intersection de leurs axes. Cela suit le principe géométrique que les symétries qui se croisent se renforcent souvent pour créer un effet de rotation. Un piège courant est de supposer qu'une figure stationnaire est obtenue.,,true
psychotechnique,rotations_symetries,Moyenne,Comment déterminer la lettre centro-symétrique parmi celles-ci ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""Examen visuel parallèle""},{""key"":""B"",""label"":""Rotation de l'angle central""},{""key"":""C"",""label"":""Comparaison symbolique""},{""key"":""D"",""label"":""Évaluation dynamique""}]",B,"L'évaluation visuelle par rotations centrées à 180° vérifiera la symétrie centrale potentielle d'une lettre. C'est en pivotant ainsi que l'on peut identifier la similarité intrinsèque après demi-tour, ce que les simples symboles ou alignements ne révèlent pas de manière unique. Se tromper peut provenir de l'identification incorrecte des symétries présentes.",,true
psychotechnique,rotations_symetries,Moyenne,Quelle transformation rend une lettre différente après rotation à 45° ?,,,,rotation,"[{""key"":""A"",""label"":""Lettre O""},{""key"":""B"",""label"":""Lettre S""},{""key"":""C"",""label"":""Lettre Z""},{""key"":""D"",""label"":""Lettre N""}]",D,"La lettre N, après une rotation de 45°, devient méconnaissable en termes de sa forme originale par rapport aux autres figures. Comparativement, 'O' et 'S' ne changent pas en substance, et les erreurs communes proviennent de la nature symétrique qui trompe visuellement le transformations. S'assurer d'avoir des axes corrects pour l'évaluation élimine les erreurs de jugement sur ces inclinaisons inhabituelles.",,true
psychotechnique,rotations_symetries,Difficile,Avec combien de symétries centrales un dodécagone est-il associé ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""22""},{""key"":""B"",""label"":""12""},{""key"":""C"",""label"":""1""},{""key"":""D"",""label"":""36""}]",C,"Un dodécagone régulier a une seule symétrie centrale absolue autour de son centre géométrique, malgré tous ses axes symétriques supplémentaires. Cette spécificité unique confond souvent les figures plus petites ou standardisées, ce qui est simplifié car il n'est associé qu'à une centrale. Eviter de généraliser la symétrie centrale avec exemplaires volumineux.",,true
psychotechnique,rotations_symetries,Difficile,"Quelle lettre 'A', 'B', 'G', se reflète et reste similaire autour de son axe vertical ?",Options en capitales standard.,,,symétrie axiale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""B""},{""key"":""C"",""label"":""G""},{""key"":""D"",""label"":""Aucun""}]",A,"Seule la majuscule 'A' possédant une symétrie axiale verticale garde sa forme standard en matière de réflection. Les autres lettres s'effondrent sous des altérations asymétriques, leurs aspects déformés révèlant des transformations incomplètes. En conséquence, ne pas réussir à discerner ce détail serré entraîne une confusion plus grande avec le mimétisme.",,true
psychotechnique,rotations_symetries,Difficile,Une rotation en 3D tournant de 270° est appliquée. Quel sera l'état de la lettre 'T' ?,Considérez un axe vertical pour la rotation de 3D.,,,rotation,"[{""key"":""A"",""label"":""T inversée""},{""key"":""B"",""label"":""L inversée""},{""key"":""C"",""label"":""I""},{""key"":""D"",""label"":""T d'origine""}]",B,"Dans un scénario tridimensionnel où l'axe vertical est important, 270° transforme visuellement la lettre 'T' en un 'L' retourné, postulée par l'axe et l'angle. S'appuyant sur des alignements spatiaux, cette perspective reste insoupçonnée dans des angles réguliers; identifier cette perspective est optimal pour éviter des raisonnements courts de rotation comme 90° ou 180°.",,true
psychotechnique,rotations_symetries,Difficile,Comment une rotation de 180° réagit-elle à une symétrie centrale du 'Z' standard ?,,,,combinée,"[{""key"":""A"",""label"":""Modification clé""},{""key"":""B"",""label"":""Retour inchangé""},{""key"":""C"",""label"":""Effacement latéral""},{""key"":""D"",""label"":""Expansion symbolique""}]",B,"Escalader deux transformations crée une symétrie centrale, où le 'Z' réincorpore simplement son propre image-floue lorsqu'il suit une rotation de 180°. Trébucher sur d'autres suppositions, telles que le déversement latéral ou un résultat équivoque, révèlent parfois ses lois basées difficiles. Sa maîtrise encourage un sens plus profond des réflexions additionnelles.",,true
psychotechnique,rotations_symetries,Difficile,Quelle transformation imbriquée revient à une restauration après deux axes obliques ?,,,,combinée,"[{""key"":""A"",""label"":""Rétablissement central""},{""key"":""B"",""label"":""Retour d'équilibre""},{""key"":""C"",""label"":""Déploiement d'élan""},{""key"":""D"",""label"":""Reconstitution dynamique""}]",A,"Devenir d'abord oblique puis axial doublement codifie l'ordonnancement central d'une figure en revenant à une position rectifiée initiale. Non conforme à des finesses simples sans cet emboîtement clef, la synergie accrue engendre des positions singulières nouvelle. L'aboutissement utilisé combine effort et compréhension vers des réinventions intérieures complètes.",,true
psychotechnique,rotations_symetries,Difficile,Quel serait le résidu géométrique de deux rotations consécutives de 45°-135° ?,,,,combinée,"[{""key"":""A"",""label"":""Empreinte de 180°""},{""key"":""B"",""label"":""Vision neutre""},{""key"":""C"",""label"":""Choc chorégraphié""},{""key"":""D"",""label"":""Repère cyclique""}]",A,"Deux rotations séparées combinent particulièrement à 180° en détruire tout les inclinaisons interlopes, orientées vers une correction visuelle ici-dévulguée sont entière parallèles. Repousser ou réinterprété autrement, la recombinaison faille active une nullité d' échange ciblé en spirale. L'erreur vulgarisée pourrait être dans ne pas rassembler correctement des rotations.",,true
psychotechnique,rotations_symetries,Difficile,Expliquez les interactions obverses de deux transformations symétriques imaginées.,,,,combinée,"[{""key"":""A"",""label"":""Choc indirect""},{""key"":""B"",""label"":""Rupture homogène""},{""key"":""C"",""label"":""Rencontre allégée""},{""key"":""D"",""label"":""Renforcement lacunaire""}]",D,"Les transformations symétriques véhiculées mutualisent les illusions latentes et se lient sans tiges, équilibré grâce à une imagination réciproque. Les inversions imagées confirment des lignes animées, sans déconstruction nette. Celles-ci nécessitent d'extraire l'essence en analyses affûtée continuellement, où leurs déterminants égalisent.",,true
