module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Quel chiffre possède une symétrie axiale verticale ?,Considérez les chiffres typographiques standards.,,,symétrie axiale,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""4""}]",B,"Le chiffre 8 peut sembler symétrique d'autres manières, mais en termes verticaux, il est en général conçu pour être équilibré lateralement, donnant ainsi une symétrie apparente dans sa structure typographique standard. Parfois cette structure pourrait mêler selon les polices de caractères.",Cherchez un chiffre qui pourrait être coupé en deux moitiés égales verticalement.,true
psychotechnique,rotations_symetries,Facile,"Quelle lettre de l'alphabet, en majuscule, a une symétrie axiale horizontale ?",,,,symétrie axiale,"[{""key"":""A"",""label"":""B""},{""key"":""B"",""label"":""E""},{""key"":""C"",""label"":""H""},{""key"":""D"",""label"":""C""}]",D,"La lettre C en majuscule, lorsqu'elle est réfléchie horizontalement, aboutit à la même forme. Ceci est dû à sa courbe unique et continue le long du haut et du bas de son axe de symétrie horizontal.",Réfléchissez à quelle lettre pourrait être posée sur une ligne plate et resterait la même.,true
psychotechnique,rotations_symetries,Facile,Quel polygone a un nombre de symétries égal à son nombre de côtés ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Pentagone régulier""},{""key"":""B"",""label"":""Rectangle""},{""key"":""C"",""label"":""Trapèze isocèle""},{""key"":""D"",""label"":""Un triangle rectangle""}]",A,"Un pentagone régulier possède cinq axes de symétrie, chacun passant par un sommet et le milieu du côté opposé. Cette propriété relève du fait que tous ses côtés et tous ses angles sont égaux.",Trie les polygones réguliers pour identifier la symétrie axiale.,true
psychotechnique,rotations_symetries,Facile,Ce chiffre reste inchangé par une rotation de 180° autour de son centre.,On considère ici une fonte numérique standard.,,,rotation,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""3""}]",C,Le chiffre 8 est symétrique autour de son centre et reste le même après une rotation de 180°. Cette caractéristique provient de sa symétrie circulaire intrinsèque.,Identifiez un chiffre qui se ressemble de la même façon même après avoir été retourné.,true
psychotechnique,rotations_symetries,Moyenne,Quel est l'effet d'une combinaison de deux symétries axiales perpendiculaires ?,,,,combinée,"[{""key"":""A"",""label"":""Une rotation de 180°""},{""key"":""B"",""label"":""Une translation""},{""key"":""C"",""label"":""Une homothétie""},{""key"":""D"",""label"":""Aucune transformation""}]",A,"Deux symétries axiales perpendiculaires équivalent à une rotation de 180° autour du point d'intersection des axes. Cela est dû à ce qu'après une première réflexion, la seconde réflexion remet en miroir partiellement la figure initiale, complétant une pleine rotation.",Réfléchiez à comment deux réflexions pourraient annuler certaines des caractéristiques de leur effet.,true
psychotechnique,rotations_symetries,Moyenne,Quelle transformation résulte de deux rotations successives de 90° dans le même sens ?,,,,combinée,"[{""key"":""A"",""label"":""180°""},{""key"":""B"",""label"":""0°""},{""key"":""C"",""label"":""90°""},{""key"":""D"",""label"":""360°""}]",A,"Deux rotations de 90° dans le même sens équivalent en effet à une unique rotation de 180°. En ajoutant les angles, nous trouvons 90° + 90° = 180°, conduisant à la même position qu'une rotation directe de 180°.",Imaginez compléter un demi-tour complet.,true
psychotechnique,rotations_symetries,Moyenne,Quelle lettre possède une symétrie centrale ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""X""},{""key"":""C"",""label"":""M""},{""key"":""D"",""label"":""T""}]",B,"La lettre X possède une symétrie centrale. En effet, si on la retourne autour de son centre, elle reste identique grâce à la symétrie diagonale créée par ses barres croisées.",Cherchez une lettre qui semble aussi balancee dans toutes les directions.,true
psychotechnique,rotations_symetries,Moyenne,Une symétrie axiale suivie d'une rotation de 180° aboutit à quoi ?,,,,combinée,"[{""key"":""A"",""label"":""Une symétrie centrale""},{""key"":""B"",""label"":""Une homothétie""},{""key"":""C"",""label"":""Une symétrie axiale""},{""key"":""D"",""label"":""Une translation""}]",C,Un placement intelligent où un axe de symétrie est reflété suivi d'une rotation de 180° conduit souvent à une figure prenant la même position comme si une réflexion unique était effectuée. La perception subjective et le positionnement du pivot peuvent influer sur la perception de cette transformation.,Imaginiez jouer avec des miroirs et tourner simultanément.,true
psychotechnique,rotations_symetries,Moyenne,Quelle transformation équivaut à une symétrie axiale répétée deux fois autour de la même axe ?,,,,combinée,"[{""key"":""A"",""label"":""Identité (pas de changement)""},{""key"":""B"",""label"":""Rotation de 180°""},{""key"":""C"",""label"":""Translation""},{""key"":""D"",""label"":""Symétrie axiale distincte""}]",A,"Appliquer deux fois une symétrie axiale selon le même axe est équivalent simplement à rester sur l'identité. En d'autres termes, vous commencez et terminez avec la même figure car la réflexivité s'annule.",Pensez à faire la même activité deux fois dans la même direction.,true
psychotechnique,rotations_symetries,Moyenne,Quel polygone est resté inchangé après une rotation de 120° ?,,,,rotation,"[{""key"":""A"",""label"":""Hexagone""},{""key"":""B"",""label"":""Triangle équilatéral""},{""key"":""C"",""label"":""Pentagone""},{""key"":""D"",""label"":""Carré""}]",B,"Le triangle équilatéral a une symétrie de rotation de 120°. Après une telle rotation autour de son centre, il se superpose exactement sur sa première position. Cela est en raison de ses trois côtés égaux, chacun représentant 120° du cercle complet de 360°.",Cherchez un polygone dont les côtés et angles permettent un déplacement rotationnel.,true
psychotechnique,rotations_symetries,Moyenne,Deux symétries axiales consécutives sur des axes parallèles équivalent à ??,,,,combinée,"[{""key"":""A"",""label"":""Translation""},{""key"":""B"",""label"":""Identité""},{""key"":""C"",""label"":""Symétrie centrale""},{""key"":""D"",""label"":""Rotation de 180°""}]",A,Effectuer deux symétries axiales consécutives sur des axes parallèles crée une translation. La distance de translation égale le double de la distance qui sépare les axes. Cette translation diffère de l'effet obtenu avec des axes perpendiculaires.,Pensez aux glissements envers des distance doubles.,true
psychotechnique,rotations_symetries,Moyenne,Après quelle transformation une lettre centro-symétrique ressemble-t-elle à elle-même?,,,,symétrie centrale,"[{""key"":""A"",""label"":""90° rotation""},{""key"":""B"",""label"":""180° rotation""},{""key"":""C"",""label"":""360° rotation""},{""key"":""D"",""label"":""Aucune transformation""}]",B,"Une lettre centro-symétrique conserve son apparence après une rotation de 180°, car son axe central de symétrie passe par son centre. La rotation fait pivoter la lettre pour qu'elle se chevauche exactement elle-même.",Penser à une demi-rotation.,true
psychotechnique,rotations_symetries,Moyenne,"Après une combinaison de symétries axiales perpendiculaires, quel type de transformation avez-vous effectué ?",,,,combinée,"[{""key"":""A"",""label"":""Rotation de 360°""},{""key"":""B"",""label"":""Symétrie axiale""},{""key"":""C"",""label"":""Identité (aucun changement réel)""},{""key"":""D"",""label"":""Rotation de 180°""}]",D,Deux réflexions supplémentaires en axes perpendiculaires a pour effet global de faire tourner de 180° une figure par rapport au croisement de ces axes. Cela provoque donc une apparence par inversion.,Réfléchissez à la réaction de chaque axe individuel et leur cumul.,true
psychotechnique,rotations_symetries,Moyenne,Combien de rotations de 120° ramènent les trois côtés supérieurs et inférieurs identiques?,,,,rotation,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""6""}]",C,"Pour une figure cyclique en tiers tels qu'un triangle, trois rotations de 120° sont nécessaires pour revenir à la position initiale. Chacune des trois rotations repositionne les coins et côtés à la place d'un autre.","Dans un cycle à trois, combien de fois ferait besoin de tourner pour appuyer la position initiale?",true
psychotechnique,rotations_symetries,Moyenne,Quelle combinaison de transformations tourne-t-elle un carré de 90° ?,,,,combinée,"[{""key"":""A"",""label"":""Deux symétries axiales consécutives""},{""key"":""B"",""label"":""Quatre symétries axiales successives""},{""key"":""C"",""label"":""Une rotation de 90° et une symétrie axiale""},{""key"":""D"",""label"":""Trois symétries axiales successives""}]",C,"Une rotation de 90°, combinée à une symétrie axiale due au passage diagonal, permet de positionner une face centrale en une rotation angulaire, prouvant cette adéquation unique. Cette transformation nécessite uniquement une opération en extérieur.","Cherchez transformations répétées, et comprenez une séquence",true
psychotechnique,rotations_symetries,Moyenne,Une transformation de 180° peut être assimilée à quoi d'autre ?,,,,combinée,"[{""key"":""A"",""label"":""Symétrie axiale unique""},{""key"":""B"",""label"":""Symétrie centrale""},{""key"":""C"",""label"":""Translation""},{""key"":""D"",""label"":""Identité (sans mouvement)""}]",B,La rotation de 180° autour d'un point est équivalente à une symétrie centrale par rapport à ce point. Cela signifie que chaque point d'origine est échangé avec un point opposé à égale distance à travers le centre.,Des points opposés répondant en ligne droite offrent un indice.,true
psychotechnique,rotations_symetries,Moyenne,Combien de sommets faut-il pour un polygone avec autant de centres axiaux que de côtés?,,,,symétrie axiale,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""4""},{""key"":""C"",""label"":""5""},{""key"":""D"",""label"":""6""}]",C,"Un polygone régulier, en principe, possède un nombre d'axes de symétrie égal à son nombre de côtés. Par conséquent, un pentagone régulier aurait cinq axes en ligne avec ses cinque sommets.",Considérant une proportion égale entre la régularité et symétries.,true
psychotechnique,rotations_symetries,Difficile,Combien de symétries rotationnelles existeraient dans un cube ?,,,,rotation,"[{""key"":""A"",""label"":""12""},{""key"":""B"",""label"":""24""},{""key"":""C"",""label"":""48""},{""key"":""D"",""label"":""36""}]",B,"Un cube a exactement 24 symétries rotationnelles distinctes. Ces symétries incluent les rotations autour des axes centraux des faces, des arrêtes et des diagonales. Il s'agit d'une caractéristique typique des figures geometric 3D symétriques.","Incluez toutes les arêtes, faces et diagonales dans le compte.",true
psychotechnique,rotations_symetries,Difficile,Comment 3 symétries axiales non parallèles peuvent-elles être structurées :,,,,combinée,"[{""key"":""A"",""label"":""Rotation de 360°""},{""key"":""B"",""label"":""Réduction de moitié""},{""key"":""C"",""label"":""Symétrie centrale""},{""key"":""D"",""label"":""Rotation de 120°""}]",A,"Trois symétries axiales alignées en 120° successivement entraîneront un retour à la position initiale en raison de l'équilibre contribuée par les angles intérieurs. C'est comme effectuer un tour complet sur son propre axe initial, via la répétition cyclique angulaire.",Tentez d'aligner trois angles pour faire un tour complet.,true
psychotechnique,rotations_symetries,Difficile,Quelle transformation génère une rotation de 270° après deux réflexions alternées ?,,,,combinée,"[{""key"":""A"",""label"":""Réflexion unique""},{""key"":""B"",""label"":""Trois symétries axiales aléatoires""},{""key"":""C"",""label"":""Quatre réflexions alternées""},{""key"":""D"",""label"":""Trois réflexions continues sur des axes non parallèles""}]",D,"Chaque réflexion déplace la figure de 90°, et la troisième réflexion achève une rotation complète comprenant un décalage de grand cercle. Cela donne alors 90° * 3 = 270°, permettant le retour à la position.",Allez voir des séquences à étapes multiples pour générer partiellement une rotation partiellement incomplète.,true
