module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Quel polygone régulier possède exactement 5 axes de symétrie ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Pentagone""},{""key"":""B"",""label"":""Hexagone""},{""key"":""C"",""label"":""Heptagone""},{""key"":""D"",""label"":""Octogone""}]",A,"Un pentagone régulier a cinq côtés et donc cinq axes de symétrie, chacun passant par un sommet et le milieu du côté opposé. Cette règle suit le principe que n côtés impliquent n axes pour les polygones réguliers.",n côtés = n axes pour les figures régulières.,true
psychotechnique,rotations_symetries,Facile,Quel dessin de lettre dispose d'un axe de symétrie vertical ?,Considérez les lettres majuscules standard.,,,symétrie axiale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""L""},{""key"":""C"",""label"":""X""},{""key"":""D"",""label"":""M""}]",A,"La lettre A a un axe de symétrie verticale qui divise la lettre en deux moitiés égales. L'autre option qui a un axe de symétrie, mais horizontal, est 'X'.",Divisez la lettre au milieu de manière symétrique.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre de l'alphabet reste le même après avoir tourné à 180° ?,,,,rotation,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""4""}]",C,"Pour le chiffre '8', une rotation de 180° autour de son centre ne modifie pas son apparence. Le zéro '0' peut sembler similaire mais est souvent visuellement déplacé par des rotations complètes.",Pensez aux chiffres avec un point central égal.,true
psychotechnique,rotations_symetries,Facile,Combien d'axes de symétrie a la lettre H ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""0""},{""key"":""D"",""label"":""3""}]",A,"La lettre H présente deux axes de symétrie : un vertical qui divise la lettre en deux moitiés égales, et un horizontal passant par la barre centrale.",Pensez aux symétries horizontale et verticale.,true
psychotechnique,rotations_symetries,Moyenne,Une symétrie axiale suivie d'une rotation de 180° équivaut à :,,,,combinée,"[{""key"":""A"",""label"":""Symétrie centrale""},{""key"":""B"",""label"":""Rotation de 90°""},{""key"":""C"",""label"":""Translation""},{""key"":""D"",""label"":""Identité""}]",A,"La symétrie axiale, lorsqu'elle est suivie d'une rotation autour du centre de la figure par 180°, recrée le même effet qu'une symétrie centrale. Ainsi, vous obtiendrez une image identique à celle d'une symétrie centrale initialement appliquée.",Réfléchissez à l'effet combiné.,true
psychotechnique,rotations_symetries,Moyenne,"Quelles lettres sont centro-symétriques parmi : N, A, O, X ?",,,,symétrie centrale,"[{""key"":""A"",""label"":""N, X""},{""key"":""B"",""label"":""A, O""},{""key"":""C"",""label"":""O, X""},{""key"":""D"",""label"":""A, N""}]",C,"Les lettres O et X conservent leur aspect si on les retourne de 180°, ce qui signifie qu'elles sont centro-symétriques par rapport à leur centre. Les autres ne partagent pas cette caractéristique.",Pensez à l'effet d'un retournement total.,true
psychotechnique,rotations_symetries,Moyenne,Quel polygone régulier reste similaire après une rotation de 180° ?,,,,rotation,"[{""key"":""A"",""label"":""Carré""},{""key"":""B"",""label"":""Pentagone""},{""key"":""C"",""label"":""Hexagone""},{""key"":""D"",""label"":""Triangle équilatéral""}]",A,"Le carré, avec ses quatre côtés égaux et angles droits, revient exactement à sa apparence initiale après une rotation de 180°. Cela ne s'applique pas aux figures telles qu'un pentagone régulier.",Vérifiez quelle figure revient sur elle-même par rotation.,true
psychotechnique,rotations_symetries,Moyenne,Combien d'axes obliques possède un pentagone régulier ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""5""},{""key"":""D"",""label"":""3""}]",C,"Un pentagone régulier a cinq axes de symétrie dérivés de ses symétries angulaires naturelles. Ces axes obliques traversent le centre de la figure, joignant chaque sommet au département opposé.",Chaque sommet connecte avec le milieu opposé.,true
psychotechnique,rotations_symetries,Moyenne,"Une lettre centro-symétrique se reconnaît comment parmi : S, Q, Z, T ?",Créer un reflet via une rotation.,,,symétrie centrale,"[{""key"":""A"",""label"":""S""},{""key"":""B"",""label"":""Q""},{""key"":""C"",""label"":""Z""},{""key"":""D"",""label"":""T""}]",C,"La lettre Z est centro-symétrique. En pivotant autour de l'axe de symétrie centrale, vous obtenez un caractère identique. Les autres lettres connaissent des transformations imprévisibles.",Essayez d'imaginer la lettre en miroir par le centre.,true
psychotechnique,rotations_symetries,Moyenne,Une rotation de 180° suivie d'une symétrie centrale produit :,,,,combinée,"[{""key"":""A"",""label"":""Identité""},{""key"":""B"",""label"":""Symétrie axiale""},{""key"":""C"",""label"":""Duplicata""},{""key"":""D"",""label"":""Retournement""}]",A,"Appliquer d'abord une rotation de 180°, suivie d'une symétrie centrale, annule les changements précédents, redonnant à la figure son aspect d'origine. Cela revient donc à la transformation identité.",Une combinaison qui revient à zéro.,true
psychotechnique,rotations_symetries,Moyenne,Quelle lettre conserve une symétrie axiale après rotation de 90° ?,Examinez les transformations possibles dans l'alphabet.,,,rotation,"[{""key"":""A"",""label"":""I""},{""key"":""B"",""label"":""C""},{""key"":""C"",""label"":""H""},{""key"":""D"",""label"":""O""}]",D,"La lettre 'O' est la seule qui, même après rotation de 90°, reste symétrique de tous ses axes axiale. Toutes les autres formes sont modifiées dans leur orientation.",Cherchez un parfait cercle.,true
psychotechnique,rotations_symetries,Moyenne,Combien d'axes de symétrie un heptagone régulier a-t-il ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""8""}]",C,"Un heptagone régulier, avec sept côtés, possède sept axes de symétrie grâce à sa structure régulière. C'est vrai parce que chaque axe coupe le centre de la figure, joignant un sommet au milieu opposé.",n côtés réguliers = n axes de symétrie.,true
psychotechnique,rotations_symetries,Moyenne,Quelle fois une rotation de 180° conserve l'identité d'une lettre 'N' ?,Représenter 'N' en majuscules.,,,rotation,"[{""key"":""A"",""label"":""Une fois""},{""key"":""B"",""label"":""Deux fois""},{""key"":""C"",""label"":""Trois fois""},{""key"":""D"",""label"":""Aucune""}]",D,La lettre 'N' n'a pas de symétrie centrale ni axiale lorsqu'elle est tournée d'un demi-cercle. Aucune quantité de rotations de 180° ne ramène la lettre à son image d'origine.,Considérer l'axe invisible de pivot.,true
psychotechnique,rotations_symetries,Moyenne,Combiner deux symétries centrales revient à :,,,,combinée,"[{""key"":""A"",""label"":""Une rotation de 180°""},{""key"":""B"",""label"":""Un déplacement""},{""key"":""C"",""label"":""Une symétrie axiale""},{""key"":""D"",""label"":""L'identité""}]",D,"Superposer une symétrie centrale à une autre autour du même point annule leurs effets mutuels. Par conséquent, appliquer ces deux symétries successivement revient à avoir une identité.",Deux actions opposées qui s'annulent.,true
psychotechnique,rotations_symetries,Moyenne,Une rotation réglée sur 270° suivi de 90° produit :,,,,combinée,"[{""key"":""A"",""label"":""360°""},{""key"":""B"",""label"":""180°""},{""key"":""C"",""label"":""450°""},{""key"":""D"",""label"":""Aucune rotation""}]",A,"Une rotation de 270° suivie d'une autre de 90° mène à une rotation de 360°, une rotation complète. Cela ramène la figure à sa position originale, ne produisant ainsi aucun changement.",Additionnez les degrés de rotations distincts.,true
psychotechnique,rotations_symetries,Moyenne,Quelle rotation de lettre reste toujours figura centrale de A à N ?,Exploration à travers différentes orientations.,,,symétrie centrale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""H""},{""key"":""C"",""label"":""M""},{""key"":""D"",""label"":""N""}]",B,"La lettre 'H', même après être tournée de 180°, conserve son caractère original grâce à sa symétrie centrale. Les autres lettres tels que 'A' et 'N' perdent cette symétrie lorsqu'on les manipule.",Représentez binaire autour du centre.,true
psychotechnique,rotations_symetries,Moyenne,Que produit deux rotations de 90° et 270° successives ?,,,,combinée,"[{""key"":""A"",""label"":""180°""},{""key"":""B"",""label"":""360°""},{""key"":""C"",""label"":""270°""},{""key"":""D"",""label"":""90°""}]",B,"Additionner une rotation de 90° et 270° donne 360°, un réel tour complet. Cela rétablit la condition originale de la figure environ.",Ressemble à un plein cercle complet.,true
psychotechnique,rotations_symetries,Moyenne,Quel pictogramme conserve son symétrie après une symétrie centrale ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""Panneau stop""},{""key"":""B"",""label"":""Cédez le passage""},{""key"":""C"",""label"":""Interdiction""},{""key"":""D"",""label"":""30 km/h""}]",A,"Le panneau 'stop', par sa nature octogonale, reste invariant visuellement après l'application d'une symétrie centrale. Les autres configurations conduisent à des asymétries.",Optez pour les formes uniformes géométriquement.,true
psychotechnique,rotations_symetries,Difficile,Quel polygone en 3D présente des rotations multiples laissant sa position inchangée ?,,,,rotation,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Tétraèdre""},{""key"":""C"",""label"":""Prisme hexagonal""},{""key"":""D"",""label"":""Octaèdre""}]",A,"Un cube peut tourner par 90°, 180°, 270° autour de ses axes centraux, chacun ramenant la forme sur elle-même. Avec ses six faces, il permet des symétries uniques non partagées par d'autres solides.",Considérez la nature de multiple faces égales.,true
psychotechnique,rotations_symetries,Difficile,Combien de symétries axiales possède un dodécagone régulier ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""12""},{""key"":""C"",""label"":""10""},{""key"":""D"",""label"":""8""}]",B,"Un dodécagone régulier possède douze axes de symétrie, ses côtés lui offrant une symétrie axiale inégalée. Chaque axe passe par les sommets opposés ou les milieux du côté inverse.",Le nombre de côtés détermine les axes.,true
psychotechnique,rotations_symetries,Difficile,"En enchaînant deux rotations de 120°, quelle multiplicité de symétrie est obtenable ?",,,,combinée,"[{""key"":""A"",""label"":""240°""},{""key"":""B"",""label"":""360°""},{""key"":""C"",""label"":""480°""},{""key"":""D"",""label"":""0°""}]",B,"Chaque rotation de 120° suivie d'une autre forme un total de 240°; toutefois, accomples deux rotations obtiennent une somme de 360°, ramenant l'objet à son état d'origine.",Addition en cycles.,true
psychotechnique,rotations_symetries,Difficile,Quelle énumération miroir laisse une figure inchaingée parmi 4-8-14-22 ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""22""},{""key"":""C"",""label"":""14""},{""key"":""D"",""label"":""4""}]",B,"Le numéro 22, lorsqu'il est considéré comme un nombre et retourné en miroir, maintient sa perception originale. Cela n'est pas vrai pour des nombres comme 8 et 4.",Testez la symétrie dans chaque chiffre.,true
psychotechnique,rotations_symetries,Difficile,Quelle structure 3D permet d'avoir une identité en 8 rotations ?,,,,combinée,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Octaèdre""},{""key"":""C"",""label"":""Dodécaèdre""},{""key"":""D"",""label"":""Icosaèdre""}]",B,Un octaèdre possède un tel ensemble de symétrie que restreint les rotations en série pour parfois mener à 8 permutations permettant l'ancrage à son orientation initiale. Le dernier mouvement amène tout à son état d'origine.,Utilisez des pairs multiples pour parvenir à une série complète.,true
psychotechnique,rotations_symetries,Difficile,Quel solide de Platon admet plus de symétries rotatives qu'un cube ?,Sélectionnez parmi les solides de formes régulières.,,,rotation,"[{""key"":""A"",""label"":""Tétraèdre""},{""key"":""B"",""label"":""Dodécaèdre""},{""key"":""C"",""label"":""Icosaèdre""},{""key"":""D"",""label"":""Octaèdre""}]",C,"L'icosaèdre a plus de rotations distinctes (60) disponibles par rapport aux 24 d'un cube. Cela découle de ses 12 sommets, 30 arêtes, et 20 faces triangulaires qui ajoutent des symétries.",Pensez à la complexité des formes triangulaires.,true
psychotechnique,rotations_symetries,Difficile,Quel axe dièdre propre à un hexaèdre influe sur la symétrie ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Axe du cube""},{""key"":""B"",""label"":""Axe du tétraèdre""},{""key"":""C"",""label"":""Axe du dodécaèdre""},{""key"":""D"",""label"":""Axe de l'icosaèdre""}]",A,"Un cube (hexaèdre) intègre plusieurs axes de rotation, mais les axes dièdres sont exclusifs. Ces axes spécifiques fournissent une méthode particulière de traduire les éléments en changement de position de symétrie.",Les axes peuvent influencer les coins multiples.,true
psychotechnique,rotations_symetries,Difficile,Quelles figures de symétrie géométriques proviennent en nombre de 8 ?,,,,combinée,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Tétraèdre""},{""key"":""C"",""label"":""Dodécaèdre""},{""key"":""D"",""label"":""Hexaèdre""}]",A,Le cube énumère multiples symétries au nombre huit en raison de ses compositions internes divisées par ses multiples faces. Chaque orientation différente s'ajoute à une série.,Considérez des facettes beaucoup plus petites.,true
psychotechnique,rotations_symetries,Difficile,Quelle structure conserve une rotation à chimie axiale en espace 3D ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Prisme pentagonal""},{""key"":""B"",""label"":""Étoile lègere""},{""key"":""C"",""label"":""Octogone rond""},{""key"":""D"",""label"":""Dodécaèdre régulier""}]",D,Les structures de symétrie telles que le dodécaèdre étendent l'équilibre à l'ensemble de leurs architecntures grâce à 20 faces hexagonales pas de crescendo.,Rappelez-vous des angles multiples redondants.,true
psychotechnique,rotations_symetries,Difficile,Que retourne un cube lorsqu'il est dièdre en rotation unique ?,,,,rotation,"[{""key"":""A"",""label"":""Un cube bipolaire""},{""key"":""B"",""label"":""Un cube bipyramidal""},{""key"":""C"",""label"":""Un cube bipyramide""},{""key"":""D"",""label"":""Un cube tribordé""}]",C,La projection des faces orientées des cubes dièdres sur un cube bipyramidal influe sur la symétrie enclenchée. Cela traduit les symétries spatiales dans un nouveau solide face à une rotation.,Capturez la transformation synchrone.,true
psychotechnique,rotations_symetries,Difficile,Qu'est-ce qui récupère les symétries dans un cube par rapport à une rotation ?,,,,combinée,"[{""key"":""A"",""label"":""24 Symémtries""},{""key"":""B"",""label"":""12 Symétries""},{""key"":""C"",""label"":""16 Symétrie""},{""key"":""D"",""label"":""32 Symétrie""}]",A,"Les permissions spatiales incluent les 24 symétries obtenables pour tout cube. Celles-ci incluent des rendements singuliers pour chaque facette, double rotation d'un tour complet ou diagonales axiales.",Pensez à l'expression de multiples paires structurales.,true
psychotechnique,rotations_symetries,Difficile,Quel alignement paysage ramène le pentadécagone à l'identité ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""N'importe quel alignement""},{""key"":""B"",""label"":""Alignement dièdre""},{""key"":""C"",""label"":""Alignement linéaire""},{""key"":""D"",""label"":""Déviation muvale""}]",B,"Les formes du pentadécagone sont obtenables à travers les symétries, ce qui est typiquement reflétant précisément son état d'identité. Ces derniers nécessitent plusieurs angles précis.","Typiquement, les formes polyédriques multiples.",true
psychotechnique,rotations_symetries,Difficile,Quel axe vertical singularise un icosaèdre de son jumelage latéral ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Axe du cube""},{""key"":""B"",""label"":""Axe de l'icosaèdre""},{""key"":""C"",""label"":""Axe du dodécaèdre""},{""key"":""D"",""label"":""Axe du tétraèdre""}]",B,"En rapport à la sémantique réfléchie de sa lignée visible et lisible, l'icosaèdre, renforce l'authentification des faces trois parties par l'alignement aligné.",Imaginer une forme légèrement torsadée.,true
psychotechnique,rotations_symetries,Difficile,Quelle morphologie tridirectionnelle disjoint l'intégralité de sa symétrie ?,,,,rotation,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Hexaèdre""},{""key"":""C"",""label"":""Dodécaèdre""},{""key"":""D"",""label"":""Icosaèdre""}]",C,Le dodécaèdre couvre toutes les facettes de la forme singulière tridirectionnelle et s'oriente constamment sur ses pics opposés de l'axe. Ce modèle mythique possède non moins d'intéressantes surfaces de symétries.,Imaginez une figure richement aplatie.,true
psychotechnique,rotations_symetries,Difficile,Quelle orientation inverse conserve valablement les niveau de roche ?,,,,symétrie centrale,"[{""key"":""A"",""label"":""Cône""},{""key"":""B"",""label"":""Sphère""},{""key"":""C"",""label"":""Tore""},{""key"":""D"",""label"":""Cylindre""}]",B,"Les sphères s'ajoutent au plan de référence dotées d'identité. En raison de ses propriétés naturelles sobres, la symétrie centrale est préservée autant dans les plans de projections auxquels se réfèrent les barreaux immédiats.",Une figure en rotation constante.,true
