text_a,text_b,is_true,explanation,difficulty,is_active
Des travaux sont prévus du 01/07/2024 au 30/07/2024 sur l'avenue principale.,Des travaux sont prévus du 01/07/2024 au 31/07/2024 sur l'avenue principale.,false,La date de fin diffère : 30/07/2024 dans text_a contre 31/07/2024 dans text_b. Ce changement subtil de date pourrait facilement être ignoré.,medium,true
"Le véhicule a été repéré le 22/11/2023 à 19h20, couleur rouge, plaque 78-HJ-435.","Le véhicule a été repéré le 22/11/2023 à 19h29, couleur rouge, plaque 78-HJ-435.",false,L'heure diffère dans les deux textes : 19h20 contre 19h29. Ce genre de différence temporelle nécessite une attention soutenue.,medium,true
L'homme identifié le 01/03/2024 à 14h50 portait un manteau noir.,L'homme identifié le 01/03/2024 à 14:50 portait un manteau noir.,false,L'heure est écrite différemment : « 14h50 » dans text_a et « 14:50 » dans text_b. Même de légères variations dans la notation de l'heure peuvent piéger.,medium,true
Le témoignage de Mme Clara Dubois indique que l'incident s'est produit à 17h32 le 14/03/2024 près du 58 rue de Rivoli.,Le témoignage de Mme Clara Duboi indique que l'incident s'est produit à 17h32 le 14/03/2024 près du 58 rue de Rivoli.,false,"Le 's' final du mot 'Dubois' dans text_a est omis dans text_b. Ce type de différence nécessite une lecture attentive, car l'absence ou la présence de lettres peut facilement passer inaperçue.",hard,true
"Selon l'article 223-1 du code pénal, il est interdit de mettre autrui en danger délibérément lors d'une conduite imprudente.","Selon l'article 223-1 du code penal, il est interdit de mettre autrui en danger délibérément lors d'une conduite imprudente.",false,"Le mot 'pénal' dans text_a est écrit 'penal' dans text_b, sans l'accent sur le 'e'. Cette différence subtile est souvent négligée.",hard,true
Concernant l'article 221-4: le meurtre est une action avec intention de donner la mort qui entraîne des circonstances aggravantes.,Concernant l'article 221-4: le meurtre est une action avec intention de donner la mort qui entraine des circonstances aggravantes.,false,"Le mot « entraîne » dans text_a est écrit « entraine » dans text_b, sans l'accent sur le 'e'. Ces différences subtiles d'accentuation exigent de la vigilance.",hard,true
"Du 1er janvier 2024 au 31 décembre 2024, les infractions seront sévèrement sanctionnées conformément à la législation en vigueur.","Du 1er janvier 2024 au 31 décembre 2024, les infractions seront sévèrement sanctionnees conformément à la législation en vigueur.",false,"Le mot « sanctionnées » dans text_a est écrit « sanctionnees » dans text_b, où les accents ont été omis. Ces variations typographiques délicates sont des points de vigilance.",hard,true
Les témoignages recueillis dans le cadre de l'affaire numéro 456-78A sont essentiels pour comprendre les motivations du suspect.,Les témoignages recueillis dans le cadre de l’affaire numéro 456-78A sont essentiels pour comprendre les motivations du suspect.,false,L'apostrophe droite dans text_a est une apostrophe courbe dans text_b. Les variations d'apostrophes peuvent être facilement oubliées pendant une relecture rapide.,hard,true
Les preuves matérielles doivent être présentées au tribunal conformément à l'article 313-2 dans un délai raisonnable.,Les preuves matériaux doivent être présentées au tribunal conformément à l'article 313-2 dans un délai raisonnable.,false,"Le mot « matérielles » dans text_a est remplacé par « matériaux » dans text_b, ce qui change le sens. Cette substitution de mots similaires nécessite une lecture attentive.",hard,true
"Selon les alinéas de l'article 124-8, la responsabilité civile implique une atteinte à autrui avec intention ou négligence.","Selon les alinéas de l'article 124-8, la responsabilité civile implqué une atteinte à autrui avec intention ou négligence.",false,"Le mot « implique » dans text_a est écrit « implqué » dans text_b. Cette légère erreur orthographique peut être facilement négligée, mais elle change entièrement la fluidité du texte.",hard,true
L'article 434-9 impose de lourdes amendes aux individus reconnus coupables d'avoir intenté à l'intégrité physique d'une autre personne.,L'article 434-9 impose de lourdes amendes aux individus reconnus coupables d'avoir intené à l'intégrité physique d'une autre personne.,false,"Le mot 'intenté' dans text_a est écrit 'intené' dans text_b, avec un 't' manquant. Les petites omissions peuvent souvent passer inaperçues si l'on ne prend pas soin de vérifier chaque mot.",hard,true
"La réforme de l'article 314-9 accentue les peines pour les délits commis avec violence, précise la circulaire du ministère.","La réforme de l'article 314-9 accentue les peines pour les délits commis avee violence, précise la circulaire du ministère.",false,Le mot 'avec' est mal orthographié en 'avee' dans text_b. Les fautes de frappe mineures peuvent échapper à l'œil non averti lorsqu'elles sont entourées de texte dense.,hard,true
"Conformément à l'article 212-1, toute incitation à la haine se verra réprimée par des peines de deux à cinq ans d'emprisonnement.","Conformément à l'article 212-1, toute incitation à la haine se vera réprimée par des peines de deux à cinq ans d'emprisonnement.",false,"Le mot « se verra » dans text_a est incorrectement écrit « se vera » dans text_b, avec un 'r' manquant. Ces petites erreurs sont souvent omises lorsque la relecture est rapide.",hard,true
"Les dispositions de l'article 224-4 prévoient des sanctions adaptées, proportionnelles à la gravité de l'infraction commise.","Les dispositions de l'article 224-4 prévoient des sanctions adaptées, proportionnelles à la gravité de l’infraction commise.",false,"L'apostrophe droite dans 'l'infraction' de text_a est courbe dans text_b. Les différences de typographie, bien que subtiles, exigent une attention minutieuse.",hard,true
