text_a,text_b,is_true,explanation,difficulty,is_active
M. Lambert déclare son vélo volé près du parc le 2 septembre.,M. Lambert déclare son velo volé près du parc le 2 septembre.,false,"Dans text_b, 'vélo' est écrit 'velo' sans accent, ce qui crée une différence subtile mais cruciale. Ces petites inexactitudes sont à surveiller.",medium,true
Mme Bernard se promène avec son chien tous les matins à 8h.,Mme Bernard se promène avec son chien tou les matins à 8h.,false,"Dans text_b, 'tous' est écrit 'tou', ce qui enlève une lettre. Cette omission est facile à rater lors de la relecture, particulièrement en fin de phrase.",medium,true
L'incident est survenu en face du café vers 22h30.,L'incicent est survenu en face du café vers 22h30.,false,"Dans text_b, 'incident' est mal orthographié en 'incicent'. Cette faute de frappe commune passe facilement inaperçue à cause de la proximité des touches 'd' et 'c' sur un clavier.",medium,true
Une Renault Clio rouge était garée près du parc à 16:00.,Une Renault Clio rouge était garée près du parc à l6:00.,false,"Dans text_b, le chiffre '1' a été remplacé par la lettre 'l' dans l'heure, ce qui peut très facilement se perdre à l'œil nu, notamment en raison de la similarité de ces caractères.",medium,true
"La Renault blanche immatriculée 0F-789-AH était stationnée sur le trottoir, proximité de la sortie de secours.","La Renault blanche immatriculée OF-789-AH était stationnée sur le trottoir, proximité de la sortie de secours.",false,"Dans text_a, l'immatriculation commence par '0F' (zéro) et dans text_b par 'OF' (lettre O). La confusion entre zéro et O est courante et difficile à discerner à vue d'œil.",hard,true
Il a été observé que l'individu portait un sweatshirt gris avec un motif de triangle jaune à 3H du matin.,Il a été observé que l'individu portait un sweatshirt gris avec un motif de triangle jaune à 3h du matin.,false,La différence se trouve dans l'usage de 'H' majuscule dans text_a et 'h' minuscule dans text_b pour indiquer l'heure. Cette substitution est subtile mais cruciale pour la précision du texte.,hard,true
"La victime rapporte que l'incident a eu lieu à 22h30, dans une ruelle sombre, et qu'elle a été agressée par derrière.","La victime rapporte que l'incident a eu lieu à 22h30, dans une ruelle sombre, et qu'elle a été agressé par derrière.",false,"Il y a une erreur grammaticale où 'agressée' dans text_a est devenu 'agressé' dans text_b. Ce genre d'erreur nécessite une lecture attentive pour être détecté, surtout dans un texte long.",hard,true
"Les témoins ont affirmé que la personne portait un manteau et un chapeau sombres, difficile à repérer dans la foule.","Les témoins ont affirmé que la personne portait un manteau et un chapeau sombres, difficile à repėrer dans la foule.",false,"Dans text_b, 'repérer' est mal orthographié en 'repėrer'. La différence d'accent est subtile et peut ne pas être visible à première vue, surtout avec la fatigue oculaire.",hard,true
"La caméra de surveillance a capturé l'individu entre 11h00 et 11h15, entrant et sortant du magasin à deux reprises.","La caméra de surveillance a capturé l'individu entre 1lh00 et 11h15, entrant et sortant du magasin à deux reprises.",false,"Dans text_b, '11h00' est mal typographié en '1lh00' où '1' a été remplacé par 'l'. Cette substitution est extrêmement subtile et peut facilement être manquée lors de la relecture.",hard,true
"Le procès-verbal a été rempli à la demande du capitaine à 11h20, sans la présence de l'accusé.","Le procės-verbal a été rempli à la demande du capitaine à 11h20, sans la présence de l'accusé.",false,"Dans text_b, 'processus' est faussement écrit 'procész'. Le changement d'accent est très discret et facile à manquer pour une vérification rapide.",hard,true
"Après un long interrogatoire, la suspecte a finalement avoué sa présence sur les lieux du délit samedi dernier à 21h45.","Après un long interrogatoire, la suspecte a finalement avoué sa présence sur les lieux du délit samedi dernier à 2lh45.",false,Le '21h45' de text_a est écrit '2lh45' dans text_b avec 'l' au lieu de '1'. Cette confusion entre lettre et chiffre est difficile à détecter dans un texte densément rempli.,hard,true
"Le propriétaire du véhicule, dont l'immatriculation est BR-329-CA, a été identifié grâce aux caméras de surveillance environnantes.","Le propriétaire du véhicule, dont l'immatriculation est BR-32g-CA, a été identifié grâce aux caméras de surveillance environnantes.",false,Le numéro d'immatriculation présente une différence subtile : '329' dans text_a est écrit '32g' avec une 'g' minuscule dans text_b à la place de '9'. Une lecture minutieuse est nécessaire pour identifier cela.,hard,true
