text_a,text_b,is_true,explanation,difficulty,is_active
Interrogatoire programmé le 5 juillet à 17:00.,Interrogatoire programmée le 5 juillet à 17:00.,false,La différence se trouve au niveau de l'accord : 'programmé' dans text_a et 'programmée' dans text_b. L'accord peut échapper au candidat.,medium,true
Individu observé portant un t-shirt blanc avec logo noir.,Individu observé portant un t shirt blanc avec logo noir.,false,La différence est due au tiret : 't-shirt' dans text_a et 't shirt' dans text_b. L'absence de tiret peut passer inaperçue.,medium,true
Rendez-vous au poste à 14h samedi.,Rendez-vous au poste à 14h dimanche.,false,Les textes diffèrent par le jour : 'samedi' dans text_a et 'dimanche' dans text_b. Le changement de jour est un piège subtil.,medium,true
Témoin déclare avoir vu un homme avec une veste bleue.,Témoin déclare avoir vu un homme avec une veste bleu.,false,La différence se trouve dans la couleur : 'bleue' dans text_a et 'bleu' dans text_b. L'accord de couleur est un piège courant.,medium,true
Jour de marché les mardi à partir de 9h.,Jour de marché le mardi à partir de 9h.,false,La différence est causée par l'article défini : 'les' dans text_a et 'le' dans text_b. Cette subtile différence peut passer inaperçue.,medium,true
Une patrouille vérifie toujours la zone à 22h chaque soir.,Une patrouille vérifie toujours la zone à 22h chaque soirs.,false,Les textes diffèrent par le pluriel: 'soirs' dans text_b n'est pas correct par rapport à 'soir' dans text_a. Le pluriel en fin de phrase peut être rapidement lu de travers.,medium,true
Le suspect a été localisé grâce à la vidéo-surveillance le 23 mars à 13h.,Le suspect a été localisé grâce à la vidéo surveillance le 23 mars à 13h.,false,La différence réside dans le tiret : 'vidéo-surveillance' dans text_a et 'vidéo surveillance' dans text_b. Cette absence subtile peut facilement être ignorée.,hard,true
"Le prévenu, né le 12/07/1980, a nié les faits lors de l'audience du 25 octobre.","Le prévenu, né le 12/07/1980, a nié les faits lors de l’audience du 25 octobre.",false,La différence réside dans l'apostrophe : une apostrophe droite dans text_a contre une courbe dans text_b. Ce changement peut passer inaperçu.,hard,true
Le changement de la lumière s'effectue assez rapidement dans cette rue bondée d’étudiants.,Le changement de la lumière s’effectue assez rapidement dans cette rue bondée d’étudiants.,false,La différence se trouve dans l'apostrophe : un 's'' dans text_a contre 's’' dans text_b. Ce subtil détail typographique peut échapper à l'œil.,hard,true
L'audience pour le verdict a été programmée le jeudi 14 décembre à 9h00 dans la salle 105.,L'audience pour le verdict a été programMé le jeudi 14 décembre à 9h00 dans la salle 105.,false,La différence est due à une majuscule inattendue : 'programmée' dans text_a et 'programMé' dans text_b. Une majuscule induite par erreur est difficilement repérable.,hard,true
Je demande à tous les officiers disponibles de se rendre immédiatement à la rue des Lilas après l'alerte sonore.,Je demande à tous les officiers disponibles de se rendre immédiatement à la rue des Lilas après l’alerte sonore.,false,Les textes diffèrent par l'apostrophe utilisée : une apostrophe droite dans text_a contre une courbe dans text_b. C’est un détail très subtil à détecter.,hard,true
"Lors de la fouille, il a été trouvé deux sachets de poudre suspecte dans le coffre d'une voiture rouge.","Lors de la fouille, il a été trouvé deux sachets de poudre suspecte dans le coffre d’une voiture rouge.",false,La différence se situe au niveau de l'apostrophe : 'd'une' dans text_a et 'd’une' dans text_b. Ce petit détail typographique peut facilement être négligé.,hard,true
Une nouvelle enquête est ouverte concernant des transactions suspectes remontant à juin 2022.,Une nouvelle enquête est ouverte consernant des transactions suspectes remontant à juin 2022.,false,La différence est dans l'orthographe : 'concernant' dans text_a et 'consernant' dans text_b. La similarité des consonnes peut induire en erreur.,hard,true
Les dépositions doivent être remises avant le mercredi 5 pour être examinées par le supérieur.,Les dépositions doivent être remises avant le mercredi 5 pour être examinées par le supeérieur.,false,Une répétition de voyelle est présente dans text_b : 'supérieur' dans text_a et 'supeérieur' dans text_b. Cette erreur est très subtile et peut facilement échapper au candidat.,hard,true
Les horaires d'ouverture sont de 8h00 à 17h00 tous les jours de semaine sauf le mercredi.,Les horaires d'ouverture sont de 8h00 à 17h00 tous les jours de semaine sauf le mecredi.,false,Une lettre manque dans text_b : 'mercredi' est orthographié 'mecredi'. Cette omission d'une lettre peut passer inaperçue.,hard,true
