text_a,text_b,is_true,explanation,difficulty,is_active
Le suspect est décrit comme ayant une barbe et des lunettes.,Le suspect est décrit comme ayant une barbe et des lunettez.,false,"Faute de frappe dans le pluriel de « lunettes », écrit « lunettez ». Cette petite différence à la fin d'un mot peut être facilement négligée.",medium,true
La caméra de surveillance est située à l'angle Nord-Est.,La caméra de surveillance est située à l'angle Nord-Ouest.,false,"Le point cardinal a varié : « Nord-Est » pour text_a, « Nord-Ouest » pour text_b. Les mots liés à la direction sont souvent pris pour acquis et un glissement de texte inattendu peut créer la confusion.",medium,true
"Le 21 janvier 2023, une voiture rouge s'est arrêtée devant le commerce vers midi, puis est partie trente minutes plus tard.","Le 21 janvier 2023 une voiture rouge s'est arrêtée devant le commerce vers midi, puis est partie trente minutes plus tard.",false,"Une différence subtile se trouve dans l'omission de la virgule après la date dans text_b. Un œil non attentif peut facilement passer à côté de cette ponctuation manquante, surtout dans un texte long.",hard,true
Article 312-1 du code pénal : Le braquage est défini comme l'action de s'emparer de biens appartenant à autrui sous la menace d'une arme.,Article 312-1 du code pénal : Le braquage est défini comme l'action de s'emparer de biens appartenant à autrui sous la menace d'une arne.,false,"Différence d'une lettre sur le mot final, où « arme » est écrit « arne ». Les lettres 'm' et 'n' étant visuellement proches, cette erreur peut facilement échapper à l'attention du lecteur.",hard,true
"Selon le témoignage de Mme Laurent, l'incident s'est produit à la sortie du magasin vers une heure du matin, au moment où la sécurité était moins présente.","Selon le témioignage de Mme Laurent, l'incident s'est produit à la sortie du magasin vers une heure du matin, au moment où la sécurité était moins présente.",false,Il y a une erreur de frappe dans text_b : « témoignage » est écrit « témioignage ». L'insertion d'un caractère supplémentaire peu familier peut amener le lecteur à ne pas remarquer l'erreur cachée dans le mot.,hard,true
"Lors de la fouille, un téléphone, des clés et un portefeuille contenant des documents d'identité ont été découverts dans la poche intérieure de sa veste.","Lors de la fouille, un téléphone, des clés et un portefeuille contenant des documents d'identité ont été découvert dans la poche intérieure de sa veste.",false,Erreur d'accord des participes passés : « découverts » est écrit « découvert ». Le contexte récurrent de ces mots peut induire en erreur toute personne surveillant rapidement le texte.,hard,true
"À 16h45, le suspect a quitté les lieux précipitamment, laissant derrière lui des papiers éparpillés sur le sol détrempé par la pluie persistante.","À 16h45, le suspect a quittez les lieux précipitamment, laissant derrière lui des papiers éparpillés sur le sol détrempé par la pluie persistante.",false,"Une erreur d'accord à « quitté » dans le text_b où il est écrit « quittez ». Une confusion grammaticale peut survenir facilement dans le contexte des verbes conjugués, surtout pour ces petites variations.",hard,true
Il est à noter que le vol a eu lieu entre 13h15 et 13h45.,Il est à noe que le vol a eu lieu entre 13h15 et 13h45.,false,"Texte_a contient l'erreur subtile de « noter » écrit « noe » dans text_b. Les correcteurs automatiques ignorent souvent les erreurs d'orthographe, rendant les petites erreurs de cette nature difficiles à déceler.",hard,true
"Le témoin a vu un individu vêtu d'un manteau noir traverser la rue en direction du café, situé à l'angle de la rue Saint-Martin.","Le témoin a vu un individu vêtu d'un manteau noir traverser la rue en direction du café, situé à l'angle de la rue Saint Martin.",false,"La différence réside dans l'hyphénisation de « Saint-Martin » et « Saint Martin ». Ces éléments typographiques, bien que petits, peuvent mener à des différences importantes dans l'interprétation.",hard,true
"Le chien de race labrador se promenait sans laisse dans le parc, où plusieurs enfants jouaient à proximité, causant une légère panique.","Le chien de race labrador se promenait sans laisse dans le parc, où plusieurs enfants jouaient à proximité causant une légère panique.",false,"Une virgule est manquante avant ""causant"" dans text_b. L'absence de signes de ponctuation peut changer la fluidité du texte, rendant un passage complexe difficile à reconnaître à première vue.",hard,true
