module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Moyenne,Quelle couleur est la boîte si elle contient un cadeau ?,"Si une boîte contient un cadeau, alors elle est rouge. Cette boîte contient un cadeau.","{""Rouge"",""Bleue"",""Verte"",""On ne peut pas savoir""}",Rouge,On suit un raisonnement par modus ponens : la condition A (boîte contenant un cadeau) entraîne toujours la condition B (la boîte est rouge). Le piège est de penser qu'il pourrait y avoir des exceptions ou que la conclusion n'est pas obligatoire.,Passez d'une condition remplie à sa conséquence.,true
psychotechnique,raisonnement_logique,Moyenne,Qu'est-ce qu'on sait sur le chien de Pierre si c'est un berger allemand ?,Tous les bergers allemands mangent des croquettes. Le chien de Pierre est un berger allemand.,"{""Le chien de Pierre ne mange pas de croquettes"",""Le chien de Pierre mange des croquettes"",""Le chien de Pierre boit du lait"",""On ne sait pas""}",Le chien de Pierre mange des croquettes,"Ce syllogisme montre que si tous les bergers allemands mangent des croquettes et que le chien de Pierre en est un, alors il mange des croquettes. Le piège serait de supposer que son alimentation pourrait être différente.",Appliquez le logique universelle à l'échelle individuelle.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la couleur de la voiture si elle est stationnée à proximité ?,"Si une voiture est stationnée à proximité, alors elle est bleue. Cette voiture est stationnée à proximité.","{""Rouge"",""Bleue"",""Noire"",""On ne peut pas savoir""}",Bleue,"Avec la règle du modus ponens, une voiture stationnée à proximité doit être bleue. Le piège ici est de croire qu'il y a peut-être des voitures d'une autre couleur stationnées à proximité sans que ça soit explicitement indiqué.",Passez de l'observation concrète à la conclusion possible.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est en arrière ?,Jean est devant Marc. Marc est devant Luc. Luc est devant Tibo.,"{""Jean"",""Marc"",""Luc"",""Tibo""}",Tibo,"En suivant la séquence : Jean > Marc > Luc > Tibo, il est clair que Tibo est en arrière. Le piège pourrait être de mal interpréter l'ordre donné et de penser en termes de vitesse ou d'autres unités.",Visualisez une ligne d'alignement et placez les noms dedans.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le jour où Pierre a cours ?,"Si c'est lundi, Pierre a cours de maths. Aujourd'hui est lundi.","{""Pierre a cours d'histoire"",""Pierre a cours de maths"",""Pierre est en vacances"",""On ne sait pas""}",Pierre a cours de maths,En appliquant le modus ponens : la condition de la journée du lundi implique que Pierre a effectivement cours de maths. Le piège ici est de supposer que l'existence d'autres cours est implicite.,Déduisez une conséquence directe d'une condition remplie.,true
psychotechnique,raisonnement_logique,Moyenne,Quel fruit obtiens-tu si l’arbre est vieux ?,"Si l’arbre est vieux, il donne des pommes rouges. Cet arbre est vieux.","{""L’arbre donne des pommes vertes"",""L’arbre ne donne pas de fruit"",""L’arbre donne des pommes rouges"",""On ne sait pas""}",L’arbre donne des pommes rouges,Cet énoncé suit un schéma de modus ponens : la vieille condition de l'arbre assure qu'il produira des pommes rouges. Le piège serait de douter de cette connexion directe en raison de l'absence d'autres alternatives.,Appliquez le modèle conditionnel habituel.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la couleur probable de la robe si elle appartient à Amélie ?,"Si une robe appartient à Amélie, alors elle est blanche. Cette robe appartient à Amélie.","{""Rouge"",""Blanche"",""Noire"",""On ne peut pas savoir""}",Blanche,La condition de l'appartenance de la robe à Amélie assure qu'elle est blanche selon le modus ponens. Le piège ici est de supposer que la couleur pourrait varier sans preuve implicite.,Suivez les règles de cause à effet.,true
psychotechnique,raisonnement_logique,Moyenne,Dans quel ordre se trouve l'étudiant ?,Simon est devant Paul. Paul est devant Antoine. Antoine est devant Julien.,"{""Simon"",""Paul"",""Antoine"",""Julien""}",Simon,"D'après le classement : Simon > Paul > Antoine > Julien, Simon est en premier. Le piège serait de perdre ce simple ordre parmi les autres informations de classement.",Visualisez la séquence sous forme de chaîne.,true
psychotechnique,raisonnement_logique,Moyenne,Combien de chats a Émilie ?,Émilie a trois fois le nombre de chats de Paul. Paul a deux chats.,"{""2"",""4"",""6"",""9""}",6,"Paul a deux chats, et Émilie en a trois fois ce nombre, soit 6. Le piège ici réside dans le fait de mal comprendre la multiplicité ou de faire une erreur de calcul.",Multipliez le nombre de Paul par trois.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est l'objet qui n'est pas en métal ?,Tous les couteaux sont en acier. Certains objets de la cuisine ne sont pas en métal.,"{""Couteau"",""Casserole"",""Cuillère en plastique"",""Aucun objet n'est en métal""}",Cuillère en plastique,"Seule la cuillère en plastique n'est pas en métal, confirmée par l'information que certains objets ne sont pas de métal et l'immuabilité de l'acier dans les couteaux. Le piège est de faire une généralisation excessive non supportée.",Isolez les éléments qui contredisent les généralisations.,true
psychotechnique,raisonnement_logique,Moyenne,Que savez-vous sur la boîte si elle est en plastique ?,Tous les jouets en plastique sont de couleur jaune. Cette boîte est un jouet.,"{""Cette boîte est rouge"",""Cette boîte est jaune"",""Cette boîte est en bois"",""On ne peut pas savoir""}",Cette boîte est jaune,"Sachant que tous les jouets en plastique sont jaunes et que la boîte est un jouet en plastique, elle doit alors être jaune. Le piège est de mélanger l'information ou de supposer qu'une boîtes pourrait différer.",Notez que toute l'information fournie est essentielle.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus fort ?,Thomas est plus fort que Lucas. Lucas est plus fort que Julien. Julien est plus fort que Baptiste.,"{""Thomas"",""Lucas"",""Julien"",""Baptiste""}",Thomas,Selon l'ordre : Thomas > Lucas > Julien > Baptiste. Thomas est donc le plus fort du groupe. Le piège dans cette question est de mal interpréter l'ordre de force.,Mettez l'ordre sur une échelle de force croissante.,true
psychotechnique,raisonnement_logique,Moyenne,Dans quel ordre est l'objet en bois ?,L'armoire est plus large que la table. La table est plus large que la chaise. L'armoire est en bois.,"{""Armoire"",""Table"",""Chaise"",""On ne sait pas""}",Armoire,"Il est précisé que l'armoire est plus large que les autres et est faite en bois, la spécifiant comme l'objet le plus large. Le piège est d'ignorer la description distinctive fournie.",Identifiez l'objet avec la caractéristique exacte.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le fruit de cet arbre ?,"Si un arbre est arrosé, il produit des pommes. Cet arbre est arrosé.","{""L'arbre produit des oranges"",""L'arbre ne produit pas de fruit"",""L'arbre produit des pommes"",""On ne sait pas""}",L'arbre produit des pommes,"Conformément au modus ponens, l'arrosage de l'arbre garantit la production de pommes. Le piège possible est un contenu implicite imaginaire qui pourrait générer différentes conclusions.",Déduisez le résultat d'une condition pleine.,true
psychotechnique,raisonnement_logique,Moyenne,Quel problème engendre le mauvais positionnement du cube ?,"Si le cube est posé sur une arête, il risque de rouler. Le cube est posé sur une arête.","{""Il ne risque pas de rouler"",""Il risque de rouler"",""Il est immobile"",""On ne peut pas savoir""}",Il risque de rouler,Le modus ponens indique clairement que le mauvais placement résulte dans une instabilité et un risque de roulement. Le piège est de négliger les conséquences d'un positionnement imprécis.,Analysez les conséquences d'une condition clé.,true
psychotechnique,raisonnement_logique,Difficile,Qui est arrivé en premier sur le parcours ?,Clara est arrivée avant Eva. Eva est arrivée avant Sophie. Marie est arrivée avant Clara.,"{""Clara"",""Eva"",""Sophie"",""Marie""}",Marie,"La logique impose : Marie > Clara > Eva > Sophie en termes d'arrivée, donc Marie est arrivée première. Le piège consiste à omettre l'ajout de la dernière information donnée.",Calculez l'ordre total en modifiant les relations.,true
psychotechnique,raisonnement_logique,Difficile,Pour quel montant a-t-on acheté l'objet ?,L'objet a coûté le double du prix du livre. Le livre a coûté 10 euros. L'objet est un vase.,"{""10 euros"",""15 euros"",""20 euros"",""25 euros""}",20 euros,"D'après l'énoncé, si le livre coûte 10 euros, le vase coûterait deux fois plus, soit 20 euros. Le piège est de mal interpréter 'le double' et d'opter pour des valeurs incorrectes.",Effectuez une multiplication simple pour trouver le prix approprié.,true
psychotechnique,raisonnement_logique,Difficile,Que décide Jean pour son voyage ?,"Si le soleil brille, Jean part en voyage. S'il pleut, il reste chez lui. Le temps est nuageux.","{""Jean part en voyage"",""Jean reste chez lui"",""Jean annule son voyage"",""On ne sait pas""}",On ne sait pas,"Le temps nuageux ne correspond ni à une condition de voyage ni à une condition explicite pour rester. Ainsi, aucune décision claire n'est préconisée. Le piège est de conjecturer au-delà des informations imparties.",Ne présumez pas dans des conditions sans interprétation.,true
psychotechnique,raisonnement_logique,Difficile,Comment se positionne l'objet instable ?,"Si la base est instable, l'objet bascule. La base est stable. L'objet est un vase.","{""Le vase bascule"",""Le vase ne bouge pas"",""Le vase tombe par terre"",""On ne peut pas savoir""}",Le vase ne bouge pas,"L'assertion 'si base instable, alors bascule' combinée avec 'base stable' entraîne que le vase reste immobile. Le piège est de confondre le lien causal avec d'autres facteurs non précisés.",Évaluez les résultats des conditions stabilisées.,true
psychotechnique,raisonnement_logique,Difficile,Quelle décision de transport choisit Paul ?,"Si Paul utilise la voiture, il arrive à l'heure. S'il marche, il est en retard. Paul prend le vélo.","{""Paul arrive à l'heure"",""Paul est en retard"",""Paul arrive tôt"",""On ne sait pas""}",On ne sait pas,Aucune information ne permet de lier concrètement le choix de vélo avec l'arrivée de Paul. Le piège ici est de spéculer sur des conséquences non établies par l'énoncé.,Évitez les inférences concernant des résultats non décrits.,true
psychotechnique,raisonnement_logique,Difficile,Quelle est la destination finale de Léo ?,"Léo prendra un avion si le prix est bas. S'il reste, il économisera pour plus tard. Le prix est élevé.","{""Léo part en vacances"",""Léo reste"",""Léo économise pour plus tard"",""On ne sait pas""}",Léo reste,Prix élevé implique que Léo ne prend pas l'avion et respecte sa décision d'économiser. Le défi ici est de ne pas être confus lorsque confronté à des critères de coût.,Déduisez les actions basées sur les prix de seuil.,true
psychotechnique,raisonnement_logique,Difficile,Quel compromis réalise Julie sur ses études ?,"Si elle passe son examen, elle étudiera moins. Sinon, elle approfondira ses révisions. Julie a échoué.","{""Julie étudie moins"",""Julie approfondit ses révisions"",""Julie quitte l'université"",""On ne sait pas""}",Julie approfondit ses révisions,Aucune réussite signifie que Julie choisit de renforcer ses révisions futures. Le piège est de supposer qu'un échec l'incite à changer de mœurs sans essayer.,Évaluez les motifs derrière les actions planifiées pour un échec.,true
psychotechnique,raisonnement_logique,Difficile,Que préfère Lise lors de la soirée ?,"Si elle amène un dessert, alors elle dîne chez elle. Si Lise vient seule, elle sort dîner. Lise amène une salade avec elle.","{""Lise dîne chez elle"",""Lise sort dîner"",""Lise ne dîne pas"",""On ne sait pas""}",Lise dîne chez elle,"La salade, un équivalent de dessert, suggère que Lise choisit de s'alimenter à domicile. Le piège vient de détourner les accessoires alimentaires à des destinations erronées.",Adoptez une logique conditionnelle sur les préparations domestiques.,true
psychotechnique,raisonnement_logique,Difficile,Quel choix d'investissement fait Marc ?,"Si Marc achète des actions, alors il parie sur le court terme. S'il reste liquide, il se concentre sur le long terme. Marc a pris des actions.","{""Marc investit sur le court terme"",""Marc investit sur le long terme"",""Marc ne prend aucune décision"",""On ne sait pas""}",Marc investit sur le court terme,"Posséder des actions suppose que Marc est focalisé sur des gains rapides, prouvant l'implication du court terme. Le piège est de penser qu'il y a une balance ou hésitation sans indication précise.",Barnée par les implications claires des choix financiers.,true
psychotechnique,raisonnement_logique,Difficile,Quel passage du livre affecte Gabriel ?,"Si il lit un chapitre inspirant, Gabriel écrit un essai. S'il risque de s'ennuyer, il arrête. Gabriel est inspiré.","{""Gabriel arrête de lire"",""Gabriel continue de lire"",""Gabriel écrit un essai"",""On ne sait pas""}",Gabriel écrit un essai,"L'impact d'une lecture stimulante sur Gabriel l'encourage à rédiger un essai, conformément à la condition première. Le piège est de sous-estimer l'effet que les mots puissants peuvent avoir.",évaluez les répércutions des lectures inspirantes.,true
