module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Qui est le plus intelligent ?,Arthur est plus intelligent que Bernard. Bernard est plus intelligent que Céline.,"{""Arthur"",""Bernard"",""Céline"",""On ne peut pas savoir""}",Arthur,"Nous avons un ordre d'intelligence : Arthur > Bernard > Céline. En suivant cet ordre, Arthur est le plus intelligent parmi les trois. Un piège serait d'inverser accidentellement les relations et de choisir une réponse erronée.",Classez les personnes de la moins à la plus intelligente.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la conclusion directe ?,Tous les papillons ont des ailes. Ce papillon est bleu.,"{""Ce papillon n'a pas d'ailes"",""Ce papillon a des ailes"",""Tous les papillons sont bleus"",""On ne peut pas savoir""}",Ce papillon a des ailes,"C'est un syllogisme : tous les papillons ayant des ailes, et celui-ci étant un papillon, il en possède aussi. Le piège serait d'inférer à tort que la couleur influe sur les caractéristiques décrites par les prémisses.",Fiez-vous aux caractéristiques universelles données.,true
psychotechnique,raisonnement_logique,Facile,Quel est le bon ordre ?,La ville de Lyon est plus au sud que Paris. Marseille est plus au sud que Lyon.,"{""Marseille, Lyon, Paris"",""Paris, Lyon, Marseille"",""Lyon, Marseille, Paris"",""On ne peut pas savoir""}","Marseille, Lyon, Paris","Il s'agit d'un ordre géographique : Marseille est au sud de Lyon, qui est elle-même au sud de Paris. Le bon ordre du nord au sud est donc Paris, Lyon, Marseille. Toute autre conclusion serait due à une confusion dans l'ordre de comparaison.",Tracez mentalement une carte pour visualiser l'ordre.,true
psychotechnique,raisonnement_logique,Facile,Que déduire ?,"Si elle chante, alors il pleut. Elle chante.","{""Il pleut"",""Il fait beau"",""Il neige"",""On ne peut pas savoir""}",Il pleut,"C'est un syllogisme par transitivité du type modus ponens : si le chant entraîne la pluie et elle chante, alors il pleut. Le piège serait de douter de la conclusion même si la condition initiale est remplie.",Conséquence directe à partir de l'action.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la vitesse relative ?,La voiture A va plus vite que la voiture B. La voiture C va plus vite que la voiture A.,"{""Voiture A"",""Voiture B"",""Voiture C"",""On ne peut pas savoir""}",Voiture C,"L'ordre des vitesses est : C > A > B, ce qui signifie que la voiture C est la plus rapide. L'erreur s’immisce quand on oublie l'ordre logique et finit par désigner une voiture moins rapide que C.",Représente mentalement la chaîne de vitesse.,true
psychotechnique,raisonnement_logique,Facile,Qui gagne ?,Marie est meilleure que Lisa au tennis. Lisa est meilleure que Claire.,"{""Marie"",""Lisa"",""Claire"",""On ne peut pas savoir""}",Marie,Marie est supérieure dans ce classement : Marie > Lisa > Claire. Il est clair que Marie est la meilleure parmi les trois. L'erreur serait possible en inversant indûment l'ordre établi.,Examiner l'ordre hiérarchique du talent.,true
psychotechnique,raisonnement_logique,Moyenne,Que conclure ?,"Si Alice est présente, Bob aussi. Si Bob est là, Chloé est absente. Alice est présente.","{""Chloé est présente"",""Chloé est absente"",""Alice est absente"",""On manque d'information""}",Chloé est absente,"Modus ponens appliqué séquentiellement : la présence d'Alice entraîne celle de Bob, qui entraîne par implication l'absence de Chloé. Une confusion possible serait de mal suivre cette chaine logique d'implications.",Déroulez chaque implication l'une après l'autre.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le résultat ?,"Si le magasin est ouvert, alors Jeff est au travail. Si Jeff travaille, Sarah est avec lui. Le magasin est ouvert.","{""Jeff ne travaille pas"",""Sarah est avec Jeff"",""Le magasin est fermé"",""Sarah n'est pas avec Jeff""}",Sarah est avec Jeff,"En mode ponens, la suite d'événements logiques nous amène à : magasin ouvert → Jeff travaille → Sarah est avec lui. La principale erreur serait de couper la chaine ou d'introduire une alternative non mentionnée.",Suivez le fil de causalité jusqu'au bout.,true
psychotechnique,raisonnement_logique,Moyenne,Quel sentiment est partagé ?,Tous ceux qui aiment le jazz aiment la musique. Paul aime le jazz. Anna aime la musique.,"{""Paul n'aime pas la musique"",""Anna aime le jazz"",""Anna n'aime pas le jazz"",""Paul aime la musique""}",Paul aime la musique,"Syllogisme par inclusion : aimer le jazz implique aimer la musique, donc Paul aime la musique. L'erreur serait de mal interpréter la relation et conclure faussement sur Anna sans données suffisantes.",Concentrez-vous sur la relation donnée pour Paul.,true
psychotechnique,raisonnement_logique,Moyenne,Que conclure sur l'ordre de valeur ?,Le tableau X est plus cher que le tableau Y. Le tableau Y est plus cher que le tableau Z. Le tableau A est le plus abordable.,"{""Tableau X"",""Tableau Y"",""Tableau Z"",""Tableau A""}",Tableau A,"L'ordre des prix est : X > Y > Z. Avec A étant le plus abordable, il doit être encore moins cher que Z. L'erreur courante est de confondre les niveaux de prix ou de placer A incorrectement dans l'ordre.",Tracez les comparaisons du plus cher au moins cher.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est l'ordre hiérarchique ?,John a plus d'expérience que David. David a plus d'expérience que Emily. Emily n'est pas la moins expérimentée.,"{""John, David, Emily"",""Emily, David, John"",""David, Emily, John"",""John, Emily, David""}","John, David, Emily","Base des comparaisons : John > David > Emily. Même si Emily n'est pas la moins expérimentée globalement, elle l'est par rapport à ce trio. Le piège serait d'inverser la position de David et Emily sans compter la description précisée.",Reconstituez justement la position des trois sujets.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le résultat ?,"Si Jean est satisfait, il sourit. Si Marie est présente, Jean est satisfait. Marie n'est pas présente.","{""Jean sourit"",""Jean ne sourit pas"",""Jean est satisfait"",""On manque d'information""}",Jean ne sourit pas,"Application d'un raisonnement par absence de condition : Marie absente, donc Jean non satisfait, alors pas de sourire. Le piège consisterait à conclure un sourire sans vérifier l'enchaînement des conditions.",Prenez note de l'absence de condition et son effet.,true
psychotechnique,raisonnement_logique,Moyenne,Qui possède la plus grande collection ?,Simone a plus de timbres que Paul. Clara a autant de timbres que Simone.,"{""Simone"",""Paul"",""Clara"",""On ne peut pas savoir""}",Clara,"Les relations de quantité nous informent que Simone = Clara > Paul, désignant Clara et Simone comme possédant la plus grande collection. Un oubli d'égalité entre Clara et Simone pourrait mener à une conclusion erronée.",N'oubliez pas les égalités dans les relations de comparaison.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on dire de l'éclairage ?,"Si les lampes s'allument, alors la pièce est illuminée. Les lampes sont allumées.","{""La pièce n'est pas illuminée"",""La pièce est illuminée"",""Les lampes sont éteintes"",""On ne peut pas savoir""}",La pièce est illuminée,"C'est un syllogisme par modus ponens : distinction extinction, allumage entraîne illumination. L'erreur serait penser que d'autres éléments sont nécessaires pour conclure l'éclairage.",S'en tenir à l'effet déclaré de l'action principale.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la logique de circulation ?,Tous les véhicules utilitaires sont puissants. Pas de véhicule utilitaire est silencieux.,"{""Un véhicule utilitaire est bruyant"",""Un véhicule utilitaire est calme"",""On ne peut pas savoir si puissant = bruyant"",""Les véhicules silencieux ne sont pas utiles""}",Un véhicule utilitaire est bruyant,Syllogisme classique : les véhicules utilitaires non silencieux sous-entendent bruyance par règle d'opposition. Le piège réside dans un risque de presumption que puissant n'implique pas forcément bruyant.,Établissez le lien subtil de l'adjectif sur le sujet.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on déduire ?,"Si Clara obtient une promotion, alors elle gagne plus. Clara n'obtient pas de promotion.","{""Clara gagne plus"",""Clara gagne moins"",""Clara gagne pareil"",""On ne peut pas savoir""}",Clara gagne pareil,"Raisonnement en négation fallacieuse : pas de promotion équivaut à maintenir le salaire. L'erreur serait de tirer de subtilement non-dits, conduisant à une fausse supposition qu'obtenir moins est synonyme.",Gardez à l'esprit la stabilité en absence de cause déterminante.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle couleur dominerait ?,"Si tous les murs extérieurs sont peints, alors ils sont blancs. Seule la clôture est repeinte.","{""Les murs sont blancs"",""La clôture est blanche"",""Les murs gardent leur couleur"",""On ne peut pas savoir""}",Les murs gardent leur couleur,Modus tollens : absence de peinture blanche sur les murs faute d'amorce. L'erreur se glisse ici en concluant à tort sur un effet non enclenché par l'acte de peindre.,Considérez ce qui change par absence de condition déclencheuse.,true
psychotechnique,raisonnement_logique,Difficile,Que peut-on prédire ?,"Si Paul chante, il pleut. Si il pleut, le match est annulé. Paul ne chante pas.","{""Le match est annulé"",""Le match a lieu"",""On ne peut pas savoir"",""Paul chante peut-être""}",Le match a lieu,"Modus tollens : Paul ne chantant pas, la condition initiale interdisant la pluie, donc le match se joue. Considérer qu'il manque une étape pourrait faire tomber dans l'erreur, en supposant une reconnexion.",Vérifiez la suppression de condition déclenchante.,true
psychotechnique,raisonnement_logique,Difficile,Quelle est la morale financière ?,"Si Louis investit, il obtient des dividendes. En l'absence d'investissement, aucune gain. Louis n'a pas investi.","{""Louis gagne des dividendes"",""Louis ne gagne rien"",""Louis pourrait gagner des dividendes"",""On ne peut pas calculer""}",Louis ne gagne rien,"En s'appuyant sur le modus tollens : absence d'investissement ferme la porte à tout gain, respecte la logique formelle du contenu. L'erreur serait de présumer acquisition par des sources inconnues.",Regardez bien ce qui est axé sur l'absence d'étape initiale.,true
psychotechnique,raisonnement_logique,Difficile,Quelle logique prévoir pour l'achat ?,"Si un crédit est approuvé, alors il est possible d'acheter une maison. Thomas a un crédit approuvé.","{""Thomas peut acheter la maison"",""Thomas ne peut pas acheter la maison"",""Thomas a l'argent comptant"",""Thomas ne prévoit pas d'acheter""}",Thomas peut acheter la maison,"L'interprétation systématique de ce modus ponens s'impose par cette succession crédit accepté > achat. L’erreur pourrait se faufiler en supposant que Thomas a d’autres plans, même s'il a les moyens.",Déroulez l’effet direct lié à l'approbation.,true
psychotechnique,raisonnement_logique,Difficile,Pour quel motif Marc peut être là ?,"Si les vacances sont actées, Marc voyage. Les vacances ne sont pas actées.","{""Marc ne voyage pas"",""Marc voyage"",""Marc pourrait voyager"",""Marc va en voyage d'affaires""}",Marc ne voyage pas,Modus tollens par déduction : refus des vacances signifie immobilité. Ignorer les énonciations formelles pourrait évoquer une issue de voyage ou affaires alors interdit par manque de validation.,Rappelez-vous des implications annulées en condition manquante.,true
psychotechnique,raisonnement_logique,Difficile,Que concluons-nous sur Luc ?,"Si Mathilde visite, on fait un gâteau. Si le gâteau cuit, alors Luc mange. Mathilde ne vient pas.","{""Luc mange un gâteau"",""Luc ne mange pas de gâteau"",""Luc pourrait manger"",""On ne sait pas si Mathilde vient""}",Luc ne mange pas de gâteau,"Usant le modus tollens, Mathilde restée absente empêche la réalisation du gâteau, ce qui interdit à Luc de le consommer. Une fausse route serait de considérer une présence par d'autre motifs.",Identifiez les actions annulées par absence d'une condition.,true
psychotechnique,raisonnement_logique,Difficile,Quelle règle traduit ?,"Si la température dépasse 30°C, alors la piscine ouvre. Aujourd'hui, la température est bien de 28°C.","{""La piscine est fermée"",""La piscine est ouverte"",""La température est de 30°C"",""On ne peut pas préciser""}",La piscine est fermée,"S'appuyant sur la même méthodologie que le modus tollens, absence de canicule entérine la fermeture du bassin. L'erreur classique consisterait à déduire une ouverture sur base de condition non remplie.",Focalisez l'importance sur la condition manquante.,true
psychotechnique,raisonnement_logique,Difficile,Quel timing favoriser ?,"Si Daniel est libre, il vient au pique-nique. Si son agenda est chargé, il reste au bureau. Daniel reste au bureau.","{""Daniel est au pique-nique"",""Daniel travaille"",""On ne peut pas discerner la décision"",""Daniel est libre""}",Daniel travaille,Interprétation de modus tollens : bureau égal occupation renvoie à une journée de travail. Une hypothèse erronée perturberait le contexte en négligeant l'enchaînement prévu du calendrier.,Évaluez bien la corrélation entre occupation et actions.,true
psychotechnique,raisonnement_logique,Difficile,Où se place Martin concernant la fête ?,"Si le soleil brille, la fête est dehors. La météo prévoit des averses.","{""La fête est dedans"",""La fête est dehors"",""La météo ne prévoit rien"",""On ignore la situation""}",La fête est dedans,"État contraire au modus ponens, plaçant les activités en salle, loin des notifications anticlimatiques formelles. L'erreur pourrait naître d'une confusion interprétative des conditions météorologiques.",Considérez comment la météo influence les événements.,true
psychotechnique,raisonnement_logique,Difficile,Quel impact Horaire détecter ?,"Si la banque est ouverte, alors les transactions sont acceptées. La banque est fermée.","{""Les transactions sont refusées"",""Les transactions sont acceptées"",""Une transaction est possible"",""On ne peut pas vérifier""}",Les transactions sont refusées,Modus tollens : clôture des installations rend nulles les transactions. La supposition incorrecte serait un espace non respecté à la règle des conditions d’ouverture.,Observez comment l'accès à la banque agit sur les services.,true
psychotechnique,raisonnement_logique,Difficile,Qu'est-ce qui peut propulser la conclusion ?,"Pour passer l'examen, il faut réviser. Sonya n'a pas révisé.","{""Sonya réussit l'examen"",""Sonya échoue l'examen"",""Sonya pourrait réussir"",""On ignore son effort""}",Sonya échoue l'examen,"Un modus tollens formel stipule que sans révision, la perspective de réussite de Sonya est exclue. Envisager un succès sans préparation soulignerait une incompréhension de la structure prémisse.",Faites attention à l’obligation préalable conditionnant le résultat.,true
