module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Quelle maison est à étage ?,Toutes les maisons du quartier A ont un étage. Cette maison est dans le quartier A.,"{""Cette maison n'a pas d'étage"",""Cette maison a un étage"",""Cette maison est dans le quartier B"",""On ne peut pas savoir""}",Cette maison a un étage,"Par définition du quartier A, toutes les maisons y ont un étage, donc cette maison en a aussi un. Ne vous laissez pas tromper en transposant les caractéristiques d'un autre quartier.",Les règles générales du quartier déterminent la conclusion.,true
psychotechnique,raisonnement_logique,Facile,Quel est le jour suivant ?,"Si aujourd'hui est jeudi, demain est vendredi.","{""Vendredi"",""Samedi"",""Jeudi"",""Dimanche""}",Vendredi,"Nous avons une relation direct de termes conditionnels: lorsque le jour 'aujourd'hui' est jeudi, le suivant est donc vendredi. Veillez à ne pas confondre avec d'autres jours sans la confirmation de l'ordre initial.",Suivez simplement l'ordre des jours de la semaine.,true
psychotechnique,raisonnement_logique,Facile,Quel animal est un mammifère ?,Tous les lions sont des mammifères. Ce spécimen est un lion.,"{""Ce spécimen est un reptile"",""Ce spécimen est un mammifère"",""Ce spécimen est un oiseau"",""On ne peut pas savoir""}",Ce spécimen est un mammifère,"Puisque tous les lions sont des mammifères et que ce spécimen est un lion, il est nécessairement un mammifère. Assurez-vous de ne pas reléguer par inadvertance un membre du groupe à une autre catégorie non définie.",Appliquez l'appartenance de groupe aux sous-catégories.,true
psychotechnique,raisonnement_logique,Facile,Qui gagne le plus ?,Thomas gagne plus d'argent que Léa. Léa gagne plus d'argent que Alex.,"{""Thomas"",""Léa"",""Alex"",""Tous gagnent autant""}",Thomas,"Thomas est le plus rémunéré, car chacun des liens de comparaison indique qu'il domine le restant du groupe. Il ne faut pas renverser cette suite logique par inadvertance dans la réponse.",Suivez la hiérarchie de revenus clairement énoncée.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le placement final de l'équipe C ?,L'équipe A a terminé avant l'équipe B. L'équipe B a terminé avant l'équipe C. L'équipe C n'est pas première.,"{""Première"",""Deuxième"",""Troisième"",""Quatrième""}",Troisième,La structure par transitivité place l'équipe C en troisième position car les équipes A et B les ont précédées. Aucune révision de l'ordre initial ne doit être faite sous peine d'erreur.,Reconstituez le rang en fonction des informations données.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus jeune ?,Anna est plus âgée que Sonia. Sonia est plus jeune qu'Émilie. Anna est plus jeune qu'Émilie.,"{""Anna"",""Sonia"",""Émilie"",""Sonia et Anna ont le même âge""}",Sonia,"La chaîne de comparaison montre qu'Anna > Sonia et Émilie > Sonia, ce qui signifie que Sonia est la plus jeune. Ne confondez pas la relation comparative de diffusion entre Anna et Émilie sans suivre les instructions données.",Identifiez les inégalités pour structurer un arbre d'âge.,true
psychotechnique,raisonnement_logique,Moyenne,Lequel est le plus coûteux ?,Le sac A est plus cher que le sac B. Le sac B est plus cher que le sac C. Le sac C est plus cher que le sac D.,"{""Sac A"",""Sac B"",""Sac C"",""Sac D""}",Sac A,"Alors que chaque sac est plus cher que le suivant, cela revient à dire que le sac A est le plus coûteux. Assurez-vous de suivre précisément le chemin donné sans faire d'hypothèses, surtout lorsqu'à une remise confuse.",Classez-les par prix décroissant.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est la plus petite ?,Lucie est plus grande que Marie. Marie est plus petite qu'Anne. Lucie est plus petite qu'Anne.,"{""Lucie"",""Marie"",""Anne"",""Lucie et Marie ont la même taille""}",Marie,"Les éléments de comparaison sont tels que Lucie > Marie et Anne > Marie, ce qui signifie que Marie est la plus petite dans ce groupe donné. Ne jugez pas individuellement en tenant compte de l'organisation secondaire.",Construisez une pyramide de taille à partir des comparaisons.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle couleur appartient à quel objet ?,Le parasol bleu est à droite de la nappe rouge. La nappe rouge est à gauche de la table verte. La chaise jaune est devant la nappe rouge.,"{""La nappe est dans le coin"",""Le parasol est devant"",""La chaise est sous la table"",""Toutes les couleurs sont mélangées""}",La chaise est sous la table,"Les relations de position dans le texte montrent que la nappe rouge est entourée des autres éléments. La chaise étant devant, on comprend qu'elle est devant la nappe et sous la table. Attention à ne pas mélanger les emplacements et les objets.",Visualisez les positions en créant un plan logistique.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle règle peut-on suivre ?,Si A alors B. Si B alors non-C. Si non-C alors D.,"{""Si A alors C"",""Si A alors non-D"",""Si non-B alors non-D"",""Si non-D alors B""}",Si A alors non-D,"En suivant les enchaînements, la chaîne logique aboutit à : A entraîne B, B entraîne non-C, et non-C entraîne D. Cela montre qu'avec A, non-D doit être la conclusion logique. Vérifiez chaque lien avant de faire une déclaration alternative.",Dessinez les chaînes de syllogisme pour une clarté accrue.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le second pour la course ?,X dépasse Y mais reste derrière Z. Z est rattrapé par W qui se trouve derrière.,"{""X"",""Y"",""Z"",""W""}",Z,"La séquence montre : X est devant Y mais derrière Z et Z est juste devant W. Donc, Z est second. Conservez l'ordre de dépassement sans mélanger les positions.",Reconstituer les places en imaginant la course.,true
psychotechnique,raisonnement_logique,Moyenne,Qui part à la mer ?,"Si Paul va à la mer, Marie y va aussi. Si Marie y va, John n'y va pas. Paul va à la mer.","{""Marie et John"",""Marie uniquement"",""Paul uniquement"",""Paul et Marie""}",Paul et Marie,"Ajouter les conditions montre que puisque Paul part à la mer, Marie y va aussi mais John ne le peut pas. Ne mélangez pas ceux qui suivent par logique ceux qui sont écartés d'une telle manière.",Entrelacez les relations entre chaque déclaration.,true
psychotechnique,raisonnement_logique,Moyenne,Qui a le meilleur score ?,A a plus de points que B. B a moins de points que C. C a plus de points que D.,"{""A"",""B"",""C"",""D""}",C,"Suivant notre comparatif de soi, C reste omniprésent dans la section les plus élevés comparativement. Oublier l'ordre de classement possible pourrait ruiner la prédiction.",Établissez un ordre clair à partir de la hiérarchie des points.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est inactif ?,"Paul reste si Pierre va au parc. Si Pierre reste, Marie part. Pierre part au parc.","{""Paul reste"",""Marie part"",""Pierre reste"",""Tous partent""}",Marie part,"Puisque Pierre en se rendant au parc force Paul à ne pas partir et que Marie partira puisque Pierre sort, Marie est effectivement inactive. Assurez-vous de différencier clairement les conditions déclenchantes de l'activité.",Multipliez d'étape en étape pour suivre chaque action et réaction.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle personne a le meilleur salaire ?,Jean gagne moins que Pierre. Pierre gagne moins que Dominique.,"{""Jean"",""Pierre"",""Dominique"",""Ils ont le même salaire""}",Dominique,"En raison des résultats comparatifs, il est manifeste que Dominique détient le maximum de gain. La comparaison des sans égal n’est acceptable, lorsque chaque comparaison apporte une justification exacte.",N'omettez pas les références globales des bénéfices.,true
psychotechnique,raisonnement_logique,Difficile,Quelle place avez-vous après ce dépassement ?,"Dans une course, vous doublez le troisième juste avant la fin.","{""1ère"",""2ème"",""3ème"",""4ème""}",3ème,"En doublant le troisième, vous devenez le troisième vous-même derrière les deux premiers. Ne tombez pas dans le piège de devenir premier en doublant le troisième seulement.","Réfléchissez aux positions échangées, pas aux promotions.",true
psychotechnique,raisonnement_logique,Difficile,Quel est l'âge d'Étienne aujourd'hui ?,"Étienne a deux fois l'âge de son fils. Dans 5 ans, il aura 1,5 fois son âge.","{""30"",""35"",""40"",""45""}",30,"Soit f l'âge du fils. Aujourd'hui Étienne = 2f. Dans 5 ans, 2f + 5 = 1.5(f + 5). Résolvez pour trouver f = 10, donc Étienne est maintenant 30 ans. Ne mélanger pas les chiffres donnés avec le piège de suffixer par erreurs d'arithmétique.",Établissez une équation avec l'âge du fils.,true
psychotechnique,raisonnement_logique,Difficile,Quel est l'âge du fils ?,"Maurice est 3 fois plus âgé que son fils. Dans 15 ans, la moitié de l'âge combiné sera 45.","{""15"",""20"",""25"",""30""}",15,La moitié de l'âge combiné sera de 45. Trois fois l'âge du fils plus 15 donne 45. Cela se résout en 15 ans. Ne vous laissez pas distraire par la confusion possible causée par les mots du problème.,Combiner les âges pour former une équation.,true
psychotechnique,raisonnement_logique,Difficile,Combien d'années jusqu'au double d'âge ?,"Lorsque Sophie aura 30 ans, sa mère aura deux fois son âge. Aujourd'hui, Sophie a 20 ans.","{""Aujourd'hui"",""Dans 5 ans"",""Dans 10 ans"",""Dans 15 ans""}",Dans 10 ans,"Si Sophie a aujourd'hui 20 ans, dans 10 ans - soit à 30 ans, sa mère aura 60 ans, son double. Attention à ne pas se tromper en confondant l'âge futur ou passé.",La question est sur le laps de temps.,true
psychotechnique,raisonnement_logique,Difficile,Où se trouve exactement le voleur ?,Le porteur de chapeau se cache derrière celui avec l'écharpe. Celui avec le manteau est à gauche du porteur d'écharpe.,"{""À gauche"",""Au centre"",""À droite"",""Introuvable""}",À gauche,"Comme le manteau est à gauche de l'écharpe et que c'est derrière celle-ci que le chapeau est, l'emplacement exact du voleur est déterminé par exclusion à gauche, étant la position adjacente donnée.",Reconstituer les positions en utilisant des éléments maîtres.,true
psychotechnique,raisonnement_logique,Difficile,Combien chaque frère a-t-il de sœurs ?,"Marie a deux frères nommés Thomas et Luc, qui eux ont trois sœurs dont Marie.","{""Une"",""Deux"",""Trois"",""Quatre""}",Deux,"Marie, étant l'une des trois sœurs, signifie donc pour Thomas et Luc que chacun a deux autres sœurs. Le piège ici est de ne pas compter Marie comme une sœur pour elle-même.",Rappelez-vous que Marie ne compte pas comme sa propre sœur.,true
psychotechnique,raisonnement_logique,Difficile,Combien de chats ?,"Il y a deux fois plus de chiens que de chats dans la maison. Si on ajoute 3 chats, il y aura une égalité entre chats et chiens.","{""2"",""3"",""4"",""5""}",3,"Si ajouter 3 chats équivalut à l'égalité, l'idée est que initialement il y avait 3 chats. La multiplication par deux des chiens repose sur cet unique point de convergence. Ne laissez pas le scénario plus large fausser vos calculs de proportion.",Formez des équations autour de la relation double.,true
psychotechnique,raisonnement_logique,Difficile,Combien d'animaux crois-je au champ ?,Vois 13 bœufs dans le champ si 2 de moins que trois fois les vaches plus 1.,"{""2"",""4"",""6"",""8""}",4,Ce qui est 13 équivaut à la formulation 3 fois x (vaches) moins 2 avec 1 additionné encore. En manipulant l'équation pour résoudre donne 4 vaches. Attention à ne pas ignorer le facteur de correction par moins 2.,Réarrangez les relations de facteur et ajustement.,true
psychotechnique,raisonnement_logique,Difficile,Quel âge avait Chloé l'année dernière ?,"Chloé a 5 ans de moins que le triple de l'âge de sa fille. L'année dernière, le double de l'âge de sa fille était 20.","{""15"",""25"",""30"",""35""}",25,"Résolvez l'équation montrant l'an dernier, soit le double de f égal à 20. Aujourd'hui, f = 11 alors Chloé = 3x -5 ou 25 doit avoir été l'an dernier. Ne confondez pas le résultat actuel et celui de l'an précédent.",Soyez précis avec le temps des énoncés et les années précédentes.,true
psychotechnique,raisonnement_logique,Difficile,Quelle position entre vous deux ?,"Jean double le dernier coureur. Ensuite, Rathiana fait de même avec la même personne.","{""Jean 1er, Rathiana 2e"",""Jean dernier, Rathiana dernier"",""Jean et Rathiana 1ers"",""Jean 2e, Rathiana 3e""}","Jean 2e, Rathiana 3e","Jean reçoit enfin la deuxième place car il dépassait le dernier, ensuite Rathiana la suit sans dépasser Jean. En dirigeant l'analyse ici, nuite à réaliser qu'ils vont partager pour contourner dans les positions.",Réfléchissez à quelle place chaque coureur occupait originellement.,true
psychotechnique,raisonnement_logique,Difficile,Quel est le prochain chiffre de la suite logique ?,"1, 3, 6, 10, 15, 21, ...","{""23"",""26"",""28"",""31""}",28,"Les nombres sont ajoutés par ordre de croissance (1, 2, 3, 4, 5, 6 ...) donc 21 est le résultat de 6. Par continuation, le chiffre suivant sera 21 +7, produisant par extension 28. Ne remplacez pas, au lieu de prendre, cette figure croissante à plus petite échelle.",Continuez la succession de plus un dans chaque série.,true
psychotechnique,raisonnement_logique,Difficile,Quel est le prochain chiffre dans le modèle arithmétique ?,"2, 7, 12, 17, 22, ...","{""24"",""27"",""30"",""29""}",27,Les nombres continus ont 5 segments supplémentaires à chaque intervalle. Le suivant qui suit donc logiquement 22 n'est donc rien d'autre qui vient que 27 dans la série anticipée. Confondez pas ce cadre progressif dans un autre sens ou par manipulation.,Ajoutez le même nombre constant pour continuer le modèle.,true
psychotechnique,raisonnement_logique,Difficile,Quelle somme conservez-vous sous forme nette ?,"En entamant une somme dans trois semaines avec 60 euros, vous perdez 5 euros par jour pendant les premiers 5 jours. Ensuite, 10 euros pendant le reste de la période.","{""0 euros"",""15 euros"",""10 euros"",""5 euros""}",5 euros,"Avec un contexte de trois semaines converti en jours, commencez par soustraire une perte de 25 initialement, avec la continuation de la dernière pour par semaine 140 en 14 jours. Ce qui laisse un résultat net final de 5 euros.",Évaluez l'impact sur chaque semaine.,true
psychotechnique,raisonnement_logique,Difficile,Comment départager 27 objets de même taille ?,Il y a deux bassins de 5 places disponibles. Et une autre surface où vous pouvez les placer.,"{""Regroupez en un"",""Créez quatre ensembles"",""Divisez trois fois"",""Deux rangées vont suffire""}",Divisez trois fois,"Pour des commodités et agencements, si seulement deux bassins à remplir la division générale des objets permet un tri partir trois pour 9 objets restants. Ne rejeter pas les facteurs potentiels divisant sans penser qu'il y aura une égalité immédiate.",Pensez aux congruences et symétries fournies.,true
