module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Moyenne,Quel jour Julie a-t-elle libre ?,"Julie travaille le lundi, le mercredi, et le vendredi seulement. Elle a un rendez-vous ce mardi.","{""Mardi"",""Lundi"",""Mercredi"",""Vendredi""}",Mardi,"Éliminons les jours travaillés (lundi, mercredi, vendredi), il est donc logique que mardi est son jour libre où elle peut avoir d'autres activités. Un piège courant serait de ne pas inclure les jours où elle n'est pas au travail.",Considère les jours où elle ne travaille pas.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle discipline choisit Georges ?,"Si quelqu'un aime les mathématiques, il choisit toujours l'algèbre. Georges aime les mathématiques.","{""Georges choisit l'algèbre"",""Georges choisit l'histoire"",""Georges choisit la géographie"",""On ne peut pas savoir""}",Georges choisit l'algèbre,C'est une application de l'implication : aimer les mathématiques conduit toujours au choix de l'algèbre. Le difficulté réside dans le fait de mal associer les sujets et les disciplines alternatives proposées.,Note l'association entre aimer une discipline et le choix lié.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le statut de Louis ?,"Si Louis a le statut d'étudiant, il a une réduction de 10%. Il n'a pas cette réduction.","{""Louis est étudiant"",""Louis n'est pas étudiant"",""On ne peut pas savoir"",""Louis est professeur""}",Louis n'est pas étudiant,"C'est une contraposée : avoir un statut d'étudiant implique une réduction de 10 %, donc ne pas avoir de réduction suggère qu'il n'est pas étudiant. Le piège serait de supposer que d'autres raisons peuvent empêcher la réduction sans preuve.",Utilise la contraposée des déclarations comme guide.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle couleur est l'armoire maintenant ?,"Si l'armoire est peinte en bleu, elle est légère. L'armoire n'est pas légère.","{""Bleue"",""Rouge"",""On ne peut pas savoir"",""Grise""}",Rouge,"Selon la contraposée, si l'armoire n'est pas légère, elle ne peut pas être bleue. La seule autre option de couleur doit être choisie. Le piège est d'accepter à tort l'affirmation originelle à rebours.",Réfléchis à l'implication inverse générale.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle boisson est servie ?,"Si un invité préfère le vin rouge, il ne boit pas de vin blanc. Marc boit du vin blanc.","{""Marc préfère le vin rouge"",""Marc ne préfère pas le vin rouge"",""On ne peut pas savoir"",""Marc boit du soda""}",Marc ne préfère pas le vin rouge,"Le syllogisme indique qu'une préférence pour le vin rouge exclut le vin blanc. Comme Marc boit du vin blanc, il ne peut pas préférer le rouge. Le piège est de mal interpréter 'préférer' comme égal à 'boire'.",Focus sur la boisson que Marc choisit vraiment.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle place occupe Alice ?,Alice est plus rapide que Joseph. Joseph est plus rapide qu'Emma.,"{""Alice"",""Joseph"",""Emma"",""On ne peut pas savoir""}",Alice,"Lorsqu'on classe la rapidité : Alice > Joseph > Emma, c'est le résultat obtenu avec Alice en tête. Un piège serait de négliger la transitivité dans le classement des trois participants.",Dispose les participants selon leur ordre de rapidité.,true
psychotechnique,raisonnement_logique,Moyenne,Dans combien de temps a lieu l'anniversaire de Marie ?,L'anniversaire de Marie est 5 jours après celui de Paul. L'anniversaire de Paul est mardi.,"{""Dimanche"",""Lundi"",""Mercredi"",""Jeudi""}",Dimanche,"Si l'anniversaire de Marie est 5 jours après mardi, il se situe effectivement dimanche. Le piège est de mal estimer le nombre exact de jours ajoutés.",Comptez précisément à partir de mardi.,true
psychotechnique,raisonnement_logique,Moyenne,Quels jours Pierre va-t-il sur le terrain de sport ?,Pierre va sur le terrain sport chaque vendredi et lundi. Il ne rate jamais un lundi de beau temps.,"{""Lundi"",""Vendredi"",""Lundi et Vendredi"",""Mercredi""}",Lundi et Vendredi,La combinaison donnée (deux jours spécifiques) indique que Pierre priorise ces visites sportives. Le piège pourrait être d'oublier que 'jamais un lundi de beau temps' signifie implicitement qu'il y va étoffant la liste.,Identifiez les jours fixes sur ses options de sport.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle chanson Mylène chante-t-elle ?,"Si Mylène chante une chanson en anglais, elle connaît bien les Beatles. Elle chante une chanson en anglais.","{""Elle connaît bien les Beatles"",""Elle ne connaît pas les Beatles"",""On ne peut pas savoir"",""Elle chante une chanson en espagnol""}",Elle connaît bien les Beatles,"Par l'énoncé, chanter en anglais signifie nécessairement une bonne connaissance des Beatles. Le piège est de négliger l'évidence de la condition posée.",Souvenez-vous du lien entre langue et artiste connu.,true
psychotechnique,raisonnement_logique,Moyenne,Que a-t-on fait avec Pierre ?,"Si Pierre est présent, alors il apporte toujours le dessert. Aujourd'hui, il y a un dessert.","{""Pierre est présent"",""Pierre n'est pas présent"",""On ne peut pas savoir"",""Pierre n'est jamais là""}",On ne peut pas savoir,"Bien que la présence de dessert suggère qu'il aurait pu être apporté par Pierre, cela n'est pas précisé et d'autres alternatives peuvent exister. Le piège est de supposer à tort que le dessert n'a qu'un seul pourvoyeur.",Focalisez sur qui apporte ou qui est simplement là.,true
psychotechnique,raisonnement_logique,Difficile,En quelle équipe joue Jean ?,"Jean joue soit pour les Rouges, soit pour les Bleus, jamais les deux. Si c'est jeudi, il joue pour les Rouges. Aujourd'hui c'est jeudi.","{""Rouges"",""Bleus"",""Aucune"",""On ne peut pas savoir""}",Rouges,"S'il joue pour les Rouges un jeudi, et que c'est jeudi, il joue nécessairement pour les Rouges. Un piège possible est d'introduire un doute inutile s'il reste conforme à sa règle stricte.",Vérifiez la règle spéciale des jours de jeu.,true
psychotechnique,raisonnement_logique,Difficile,Comment est l'état de l'athlète ?,"Si un athlète ne s'entraîne pas six jours sur sept, il ne sera pas prêt pour la compétition. L'athlète est prêt.","{""Il s'est entraîné six jours"",""Il ne s'est pas entraîné"",""On ne peut pas savoir"",""Il n'est pas prêt""}",Il s'est entraîné six jours,La disponibilité signifie que seules les conditions d'entraînement strictes mènent à la préparation. Un égarement typique serait de supposer à tort que d'autres modalités de préparation existent.,Analysez les actions définitives pour la préparation.,true
psychotechnique,raisonnement_logique,Difficile,Quel est le nouvel ordre du bureau ?,Le bureau de Carine est à droite du bureau de Jean. Le bureau de Jean est à gauche du bureau de Lucas. Une nouvelle disposition place le bureau de Lucas à gauche du bureau de Carine.,"{""Lucas, Jean, Carine"",""Jean, Lucas, Carine"",""Carine, Lucas, Jean"",""Carine, Jean, Lucas""}","Jean, Lucas, Carine","Reformulant l'ordre : Carine (droite) < Jean < Lucas (gauche) initialement, réordonné Lucas < Jean < Carine selon nouvelles règles. Piège d'oublier la redistribution actuelle des positions.",Faites un schéma de la nouvelle disposition des bureaux.,true
psychotechnique,raisonnement_logique,Difficile,Quelle couleur est la nouvelle uniforme ?,"Si une équipe gagne trois matchs de suite, ses uniformes passent au bleu. L'équipe a gagné ses trois matchs.","{""Bleu"",""Rouge"",""Vert"",""On ne peut pas savoir""}",Bleu,La condition contingente fixe que trois victoires en continu changent automatiquement l'uniforme à bleu. Méprendre des changements utilisant d'autres conditions s'égalerait à un tel piège.,Comparez les victoires actuelles aux règles des couleurs de l'équipe.,true
psychotechnique,raisonnement_logique,Difficile,Quelle année Annie doit-elle éviter de reproduire ?,"Annie réussit toujours quand elle envoie son rapport en septembre. Ce mois-là, Annie n'a pas posté son compte-rendu.","{""Elle n'a pas réussi cette année"",""Elle a réussi cette année"",""On ne peut pas savoir"",""Il n'a pas d'importance""}",Elle n'a pas réussi cette année,Ne pas soumettre son rapport en septembre écarte son succès prédéterminé. Cuire les réflexes à l'envers est un piège classique.,Concentrez-vous sur les années avec rapports envoyés tardivement.,true
psychotechnique,raisonnement_logique,Difficile,Quel est son statut du lendemain ?,"Si elle termine le projet ce mardi, elle part en vacances mercredi. Le lundi précédent, elle n'avait rien terminé.","{""Elle part en vacances"",""Elle ne part pas en vacances"",""On ne peut pas savoir"",""Personne ne peut prévenir""}",Elle ne part pas en vacances,"Puisqu'elle n'a pas achevé son projet lundi, elle sera dans l'impossibilité de l'avoir complété ce mardi. Un souci consisterait à ignorer l'absence d attained achievement au préalable.",Regardez à quoi vous comparez la fin d'un travail terminé.,true
psychotechnique,raisonnement_logique,Difficile,Quelle est la période avec les fruits suffisant ?,"Lorsque les arbres reçoivent quatre jours successifs de soleil, la récolte est bonne. Ce mois-ci, seul trois jours ensoleillés ont été enregistrés d'affilée.","{""Une récolte suffisante"",""Insuffisante"",""On ne peut pas savoir"",""Sec""}",Insuffisante,"L'évidence requiert quatre jours successifs pour garantir une récolte abondante, donc ceci n'est pas atteint cette fois-ci. Le manque notable dévoile parfois la fausse notion d'un futur avancé trop positif.",Focus sur les exigences spécifiques des conditions météorologiques.,true
psychotechnique,raisonnement_logique,Difficile,Quelle action d'Arthur a-t-il réalisé ?,"Si Arthur court quatre jours d'affilée, il améliore son temps au marathon. Cette semaine, Arthur est tombé malade après trois jours.","{""Il a amélioré son temps"",""Il n'a pas amélioré son temps"",""On ne peut pas savoir"",""Il a abandonné""}",Il n'a pas amélioré son temps,Arthur fut incapable de se conformer à la règle spécifique des quatre jours continus. Le piège supposerait à tort qu'ils ont néanmoins réussi malgré cela.,Regarder le nombre d'entraînements conséc. réellement effectués par Arthur.,true
psychotechnique,raisonnement_logique,Difficile,Quel est le nouvel agencement des sièges ?,"Sara s'assoit toujours entre Liam et Noah. Une fois Noah déplacé à l'extrémité, l'assignation change. Où est Sara ?","{""Extrémité"",""Centre"",""Troisième position"",""Dernière""}",Centre,Sara continue à rester au milieu selon son modèle de disposition d'origine. Un piège est de se méprendre comme si elle suivait Noah à son nouveau lieu.,Regardez si le patron habituel subsiste malgré le changement.,true
psychotechnique,raisonnement_logique,Difficile,Que sous-entend cette équipe gagnante ?,"Un classement à zéro défaite garantit une compétition finale assurée. Pourtant, une conclusion reste incertaine si plusieurs pertes ont surgi.","{""Gagnant"",""Finaliste"",""Inconnu"",""Eliminée""}",Eliminée,"Alors que contrôler son destin avec la règle d'invincibilité semble plausible, il faille examiner les stats ahurissantes des échecs directs. Un égarement consiste à assumer que perdre ne change rien.",Vérifiez l'impact présent des défaites sur les perspectives.,true
