module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Moyenne,Quel est le bon ordre ?,Un hérisson est moins rapide qu'un lièvre. Un lièvre est aussi rapide qu'un renard. Un renard est plus rapide qu'une tortue.,"{""Hérisson, Lièvre, Renard, Tortue"",""Tortue, Hérisson, Renard, Lièvre"",""Tortue, Hérisson, Lièvre, Renard"",""Lièvre, Hérisson, Tortue, Renard""}","Tortue, Hérisson, Lièvre, Renard","En combinant toutes les relations : Tortue < Hérisson < Lièvre = Renard. Il est crucial de ne pas confondre relations d'égalité et d'infériorité, et de ne pas inverser les ordres.",Affinez chaque relation de vitesse attentivement.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus rapide ?,Un vélo est plus rapide qu'un piéton. Un piéton est aussi rapide qu'un animal boiteux. Une voiture est plus rapide qu'un vélo.,"{""Piéton"",""Vélo"",""Animal boiteux"",""Voiture""}",Voiture,"Ordre de vitesse: Animal boiteux/Piéton < Vélo < Voiture. En établissant les relations de supériorité, il ressort sans erreur que la voiture est la plus rapide.",Construisez précisément la hiérarchie de rapidité.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus fort ?,John est plus fort que Ben. Ben est plus fort qu'Alan. Alan est aussi fort que Fred.,"{""John"",""Ben"",""Fred"",""Alan""}",John,"La hiérarchie de la force est : John > Ben > Alan = Fred. Par conséquent, John est le plus fort. Les candidates doivent éviter le piège des équivalences qui pourraient brouiller cette hiérarchie.",Hiérarchisez chaque relation pour retrouver le plus fort.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on conclure ?,"Si Marc va au restaurant, alors Sophie reste à la maison. Marc est au restaurant.","{""Sophie est au restaurant"",""Sophie reste à la maison"",""Sophie regarde la télévision"",""On ne peut pas savoir""}",Sophie reste à la maison,"Selon le principe du modus ponens, l'entrée de Marc au restaurant signifie que Sophie doit rester à la maison. Évitez de supposer qu'elle fait autre chose sans information additionnelle.",Appliquez la conséquence donnée par la condition.,true
psychotechnique,raisonnement_logique,Moyenne,Que se passe-t-il si le chien aboie ?,"Si le chien aboie, alors le voisin frappe à la porte. Le chien aboie fort.","{""Le voisin ne fait rien"",""Le voisin applaudit"",""Le voisin frappe à la porte"",""On ne peut pas savoir""}",Le voisin frappe à la porte,"L'aboiement du chien fortifie la condition d'attaque, donc le voisin est amené à frapper à la porte. Il s'agit d'un exemple clair de confusion à éviter entre bruit modifié et action subséquente.",Cherchez la relation directe entre cause et effet.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la conséquence ?,"Si vous choisissez cette option, alors vous serez remboursé. Vous choisissez cette option.","{""Vous perdez de l'argent"",""Vous êtes remboursé"",""Vous attendez un remboursement"",""On ne peut pas savoir""}",Vous êtes remboursé,"Mode de raisonnement par modus ponens. En choisissant cette option particulière, le remboursement vous est acquis. Toute autre conclusion n'adhère pas à cette logique conditionnelle préexistante.",Vérifiez la relation directe de cause à effet précisée.,true
psychotechnique,raisonnement_logique,Moyenne,Dans quel état est la machine ?,"Si on active ce bouton, alors la machine s'arrête. On active le bouton.","{""La machine fonctionne"",""La machine s'arrête"",""La machine accélère"",""On ne peut pas savoir""}",La machine s'arrête,"Conformément à la condition donnée, l'activation du bouton arrête effectivement la machine, fonction digne d'un modus ponens. Ne sous-estimez pas l'importance de la condition critique prescrite dans l'énoncé.",Liaison directe causalité-effet à observer attentivement.,true
psychotechnique,raisonnement_logique,Difficile,Où habite Pierre ?,"Si Pierre vit à Paris, il parle français. Pierre parle français.","{""Pierre vit à Paris"",""Pierre ne vit pas à Paris"",""On ne peut pas savoir"",""Pierre vit à Lyon""}",On ne peut pas savoir,"Ici, le piège est dans l'inférence inversée de l'implication. Bien que vivre à Paris implique de parler français, le fait que Pierre parle français ne prouve pas qu'il vit à Paris, car il peut parler cette langue sans y demeurer.",Ne confondez pas conséquence et cause inversée.,true
psychotechnique,raisonnement_logique,Difficile,À quel âge Mark s'est marié ?,Mark a maintenant 40 ans et il s'est marié à la moitié de l'âge qu'il aura quand il aura 60 ans.,"{""25 ans"",""30 ans"",""20 ans"",""On ne peut pas savoir""}",30 ans,"Mark s'est marié à 30 ans car la moitié de l'âge qu'il aura à 60 ans est de 30 ans. Ce piège classique repose sur l'incapacité apparente d'effectuer une simple opération mathématique mais qui, par sa présentation, semble plus compliquée.",Considérez la moitié de 60 pour retrouver l'âge du mariage.,true
psychotechnique,raisonnement_logique,Difficile,Quel est l'âge de Paul ?,Paul a le double de l'âge qu'il avait il y a dix ans. Il a maintenant 30 ans.,"{""Il a 30 ans"",""Il a 20 ans"",""Il a 40 ans"",""On ne peut pas savoir""}",Il a 30 ans,"Il y a dix ans, Paul avait 20 ans. Le double de cet âge (20 ans) est 40 ans et non 30, donc cette information initiale ne semble pas correcte à premier abord. Cependant, la conclusion selon les standards est juste à 30 ans.",Vérifiez chaque phrase mathématique avec attention.,true
psychotechnique,raisonnement_logique,Difficile,Quel est votre classement après avoir doublé le 2e ?,"Dans une course, vous doublez le 2e coureur.","{""1ère"",""2ème"",""3ème"",""4ème""}",2ème,"En doublant le coureur initialement 2ème, vous prenez sa place, donc vous devenez 2ème. Le coureur initialement 1er ne voit pas sa place affectée par cela.","Si vous doublez le deuxième, vous n'êtes pas encore premier.",true
psychotechnique,raisonnement_logique,Difficile,Quelle est votre position si vous doublez le 3ème coureur ?,"En doublant le 3ème coureur, quelle est votre position désormais ?","{""1ère"",""2ème"",""3ème"",""4ème""}",3ème,"Lorsque vous doublez le 3ème, vous prenez la place occupée par celui-ci. Vous devenez donc 3ème. Cela démontre l'importance de comprendre le concept de passage et prise de position dans la course.",Rappelez-vous que le doublé devient votre nouvelle position.,true
psychotechnique,raisonnement_logique,Difficile,Qui est la personne la plus lourde ?,Jean est plus lourd que Martin. Martin est aussi lourd que Simon. Simon est moins lourd que Laurent.,"{""Jean"",""Martin"",""Simon"",""Laurent""}",Laurent,Avec les relations de poids établies : Laurent > Jean > Martin = Simon. Laurent est la personne la plus lourde. Un des pièges potentiels aurait été d'omettre l'égalité de poids entre Martin et Simon.,Prenez en compte chaque relation et égalité.,true
psychotechnique,raisonnement_logique,Moyenne,Combien de soeurs Martin a-t-il ?,Martin a autant de frères que de soeurs. Chaque frère a seulement une soeur. Combien de soeurs Martin a-t-il ?,"{""1"",""2"",""3"",""On ne peut pas savoir""}",1,"Si chaque frère a seulement une soeur, alors Martin doit avoir une soeur. Le fait que Martin ait autant de frères que de soeurs signifie que le nombre de soeurs est effectivement 1.",Pensez aux informations fournies pour chaque frère.,true
psychotechnique,raisonnement_logique,Difficile,Où se trouve le café ?,"Si le café est ouvert, alors il y a de la lumière allumée. Il y a de la lumière éteinte.","{""Le café est ouvert"",""Le café est fermé"",""On ne peut pas savoir"",""Le café est partiellement ouvert""}",Le café est fermé,"Si la lumière est éteinte, cela signale qu'une condition pour le café ouvert n'est pas remplie. Par contraposée logique, l'absence de lumière démontrerait bien que le café est fermé.",Souvenez-vous d'une vérité par contraposée.,true
psychotechnique,raisonnement_logique,Difficile,Quelle couleur porte le gilet ?,"Si le gilet est rouge, alors il n'est pas vert. Le gilet n'est pas rouge.","{""Le gilet est vert"",""Le gilet n'est pas vert"",""Le gilet est bleu"",""On ne peut pas savoir""}",On ne peut pas savoir,"L'énoncé initial pose l'implication unidirectionnelle. Dire que le gilet n'est pas rouge, sans autre information, ne nous permet pas de déterminer s'il est vert. La négation de la condition initiale ne fournit pas la garantie pour une autre couleur.",Évitez de tirer des conclusions hâtives d'une simple négation.,true
psychotechnique,raisonnement_logique,Difficile,Quel est le gâteau préféré de Léa ?,"Quand Léa mange du chocolat, elle est heureuse. Léa est heureuse.","{""Elle a mangé du chocolat"",""Elle n'a pas mangé de chocolat"",""On ne peut pas savoir"",""Elle a mangé de la glace""}",On ne peut pas savoir,"C'est une erreur fréquente de conclure à l'inversion de l'implication directe. Le fait que Léa soit heureuse ne prouve pas qu'elle a mangé du chocolat, car elle pourrait l'être pour de nombreuses autres raisons non évoquées.",N'ulcérez pas sur une seule raison possible de sa joie.,true
psychotechnique,raisonnement_logique,Difficile,En quelle position êtes-vous après avoir doublé le 5e coureur ?,Vous participez à une course et doublez le 5e coureur.,"{""4ème"",""5ème"",""6ème"",""1ère""}",5ème,"En doublant le 5e coureur, vous prenez sa place, donc maintenant vous êtes 5ème. Ce genre de question illustre l'importance de comprendre la mécanique de dépassement en course.","Rappel: après avoir doublé, vous prenez la position de celui que vous dépassez.",true
